date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,CADCHF,AUDCHF,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.02.22,0.0,-368.00000000001273,-123.99999999999079,-87.99999999999919,-152.99999999999204,-100.00000000000009,-32.0000000000098,-53.00000000000304,-93.99999999999409,-890.9999999999974,-54.000000000002046,-185.00000000001293,-3.9999999999906777,-99.00000000000463,0.0,-185.99999999999727,,-2431.0000000000064
2016.02.22,73.99999999999629,-452.00000000000796,-87.99999999999919,-124.99999999999733,-165.9999999999995,-124.99999999999733,32.999999999994145,-33.000000000005244,506.0000000000064,-1084.0000000000182,33.00000000000125,45.000000000006146,2.0000000000095497,23.999999999990695,-43.999999999999595,-211.99999999998997,,-1612.00000000001
2016.02.22,161.99999999999548,-415.0000000000098,-133.00000000000534,-143.99999999998857,-198.99999999999363,-178.99999999999582,81.9999999999932,-47.00000000000814,435.9999999999919,-1093.999999999995,-49.99999999999716,378.999999999996,-108.99999999999466,1.999999999990898,-100.00000000000009,-49.99999999999449,,-1459.000000000015
2016.02.22,207.00000000000162,-236.00000000001398,-110.99999999999443,-177.99999999998929,-178.00000000000037,-200.99999999999562,95.99999999999609,4.999999999999449,168.99999999999693,-847.00000000002,-33.999999999991815,557.9999999999918,-107.99999999998988,-19.00000000000235,-138.00000000000477,43.999999999999595,,-971.000000000017
2016.02.22,185.00000000000182,-270.99999999999903,-123.99999999999079,-146.99999999998602,-168.99999999999693,-214.00000000000307,100.99999999999554,0.0,211.99999999998997,-748.0000000000153,43.00000000000637,303.9999999999932,-60.99999999999284,-112.000000000001,-145.00000000000622,80.99999999999774,,-1065.0000000000064
2016.02.22,195.00000000000074,-364.00000000000875,-78.00000000000028,-157.99999999999147,-51.000000000001044,-134.99999999999625,96.99999999999153,130.99999999999224,414.00000000000324,-609.9999999999994,135.99999999999568,204.99999999998852,35.0000000000108,-182.00000000000438,-19.999999999997797,119.00000000000244,,-266.00000000001427
2016.02.22,255.00000000000523,-357.00000000000733,-17.999999999984695,-71.99999999998319,-5.999999999994898,-156.99999999999602,185.99999999999727,215.99999999999397,116.99999999998934,-509.00000000000387,296.0000000000065,117.99999999999588,246.9999999999999,-161.00000000000003,-168.00000000000148,154.0000000000097,,141.00000000002626
2016.02.22,197.00000000000273,-219.00000000001364,-62.000000000006494,58.000000000002494,38.0000000000047,-51.000000000001044,239.99999999999577,268.0000000000016,-36.999999999998145,-202.00000000001327,331.00000000000307,-160.00000000000458,340.0000000000034,-187.9999999999993,-58.000000000002494,59.000000000009045,,553.999999999984
2016.02.22,200.00000000000017,-188.9999999999947,-95.999999999985,69.00000000000794,31.000000000003247,21.00000000000435,227.99999999999488,212.99999999999653,-48.000000000003595,-151.9999999999966,293.99999999999693,-124.99999999999733,269.00000000000546,-159.00000000000912,34.99999999999615,1.999999999990898,,593.0000000000102
2016.02.22,258.9999999999981,-198.00000000000927,-63.99999999999739,12.000000000012001,36.999999999998145,29.000000000001247,242.99999999999324,251.99999999999667,9.999999999998899,-180.0000000000024,293.99999999999693,-143.00000000000423,266.00000000000534,-167.00000000000603,69.9999999999923,-2.999999999997449,,716.999999999976
2016.02.22,270.99999999999903,-235.00000000000742,-38.99999999998904,92.00000000000318,68.00000000000139,73.99999999999629,303.9999999999932,292.9999999999988,-79.00000000000685,-134.99999999999625,373.00000000000466,-245.0000000000063,383.0000000000098,-176.0000000000095,41.9999999999976,-21.999999999988695,,968.9999999999998
2016.02.22,261.99999999999557,-255.00000000000523,-14.999999999987246,184.00000000000637,72.0000000000054,80.99999999999774,325.99999999999295,287.9999999999994,-80.00000000001339,-155.00000000001623,341.0000000000082,-242.00000000000887,424.99999999999716,-90.0000000000012,21.999999999999797,-8.000000000008,,1155.9999999999625
2016.02.22,265.0000000000041,-278.00000000000045,-11.999999999989797,170.00000000000347,60.99999999999994,44.99999999999504,316.99999999998954,278.9999999999959,-78.00000000000028,-198.00000000000927,281.9999999999965,-258.0000000000027,374.00000000000944,-120.00000000000898,0.0,36.999999999998145,,885.9999999999807
2016.02.22,282.0000000000045,-243.99999999999977,-4.000000000004,229.00000000001253,87.99999999999919,60.99999999999994,361.0000000000002,322.00000000000006,-140.0000000000068,-112.000000000001,290.9999999999968,-261.0000000000001,409.000000000006,-100.00000000000009,-4.000000000004,12.000000000012001,,1190.0000000000157
2016.02.22,265.99999999999955,-255.00000000000523,2.0000000000131024,219.99999999999798,91.00000000000774,109.00000000000354,351.99999999999676,327.99999999999494,-161.99999999999548,-43.00000000001525,287.00000000000614,-534.9999999999966,412.00000000000614,-168.00000000000148,53.999999999998494,-18.0000000000069,,940.0000000000035
2016.02.22,248.99999999999923,-285.00000000000193,-29.999999999996696,265.0000000000041,168.00000000000148,154.99999999999403,364.9999999999931,386.9999999999929,-157.00000000000713,95.999999999985,340.0000000000034,-523.9999999999911,448.99999999999807,-185.00000000000182,97.00000000000264,-28.000000000005798,,1361.9999999999695
2016.02.22,253.0000000000032,-280.9999999999979,-45.000000000006146,242.00000000000887,124.00000000000189,143.9999999999997,352.9999999999922,342.9999999999933,-292.00000000000335,-7.0000000000014495,320.0000000000074,-441.0000000000025,433.9999999999975,-130.0000000000079,92.99999999999864,-89.00000000000574,,1020.9999999999775
2016.02.22,253.0000000000032,-173.00000000000094,-60.99999999999994,260.0000000000158,111.00000000000554,170.00000000000347,357.99999999999164,317.9999999999961,-409.0000000000149,54.99999999998284,240.99999999999966,-456.00000000001194,376.0000000000048,-131.99999999999878,88.99999999999464,-106.00000000000608,,893.9999999999648
2016.02.22,236.00000000000287,-60.000000000015596,-75.99999999998718,145.00000000001734,17.000000000000348,73.99999999999629,310.9999999999946,242.99999999999324,-1174.0000000000084,232.99999999999432,152.00000000000102,-429.00000000001273,313.0000000000024,-89.00000000000574,63.00000000000195,-123.99999999999079,,-165.0000000000162
2016.02.22,322.9999999999955,499.9999999999893,53.999999999998494,90.00000000001229,7.0000000000014495,105.99999999999498,350.9999999999902,303.9999999999932,-1354.0000000000107,903.9999999999937,-25.000000000005684,-869.999999999993,302.0000000000067,-182.99999999999983,134.99999999999625,-148.99999999999915,,494.999999999964
2016.02.22,358.9999999999982,417.0000000000007,191.00000000000784,200.00000000000017,141.99999999999767,183.99999999999528,420.9999999999936,480.99999999999807,-1595.9999999999975,1052.9999999999927,43.00000000000637,-1163.000000000003,413.0000000000109,-373.00000000000114,178.99999999999582,-48.000000000003595,,902.9999999999919
2016.02.22,270.99999999999903,577.9999999999897,194.0000000000053,296.0000000000074,292.00000000000335,244.99999999999523,388.9999999999949,546.9999999999975,-1805.000000000012,1678.9999999999861,-46.999999999997044,-1190.0000000000023,406.0000000000059,-341.0000000000024,126.99999999999933,32.999999999994145,,1673.9999999999648
