date,GBPUSD,AUDUSD,NZDCHF,EURNZD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2018.06.25,-8.999999999992347,-12.999999999996348,-28.000000000005798,-164.00000000000858,-1.0000000000047748,-1.9999999999953388,-19.00000000000235,-90.99999999999665,,-327.00000000000216
2018.06.25,107.99999999999699,-9.999999999998899,41.9999999999976,-156.00000000000057,43.99999999999693,8.000000000009777,-18.0000000000069,-90.99999999999665,,-73.00000000000173
2018.06.25,143.00000000000423,-13.999999999991797,24.999999999997247,-234.00000000000088,16.999999999995907,27.000000000001023,2.000000000002,-123.00000000000644,,-156.9999999999987
2018.06.25,-167.00000000000603,-26.999999999999247,36.999999999998145,-194.0000000000053,39.99999999999204,60.000000000002274,-4.000000000004,-66.99999999999484,,-322.00000000001694
2018.06.25,164.99999999999292,-13.999999999991797,48.99999999999905,-195.00000000001182,-14.000000000010004,49.000000000006594,4.999999999999449,-80.99999999999774,,-36.00000000001336
2018.06.25,112.000000000001,-14.999999999998348,26.999999999999247,-187.00000000000384,-21.000000000000796,37.9999999999967,68.00000000000139,-103.00000000000864,,-81.00000000001329
2018.06.25,24.000000000001798,-100.99999999999554,-4.000000000004,-228.00000000000597,-195.0000000000074,-131.00000000000023,12.000000000000899,-143.00000000000423,,-766.0000000000147
2018.06.25,5.999999999994898,-186.99999999999272,-70.99999999999883,-292.00000000000335,-308.9999999999975,-243.99999999999977,-58.000000000002494,-31.000000000003247,,-1186.000000000003
2018.06.25,35.999999999991594,-200.99999999999562,-69.00000000000794,-246.00000000001288,-353.9999999999992,-316.99999999999307,-94.00000000000519,-32.0000000000098,,-1277.0000000000323
2018.06.25,62.000000000006494,-170.99999999999892,-91.00000000000774,-334.00000000001205,-380.00000000000966,-356.9999999999993,-67.00000000000594,-85.00000000000173,,-1423.000000000029
2018.06.25,78.00000000000028,-170.99999999999892,-124.00000000000189,-417.0000000000007,-416.000000000011,-412.9999999999967,-29.000000000001247,-114.99999999999844,,-1607.0000000000086
2018.06.25,4.000000000004,-195.9999999999962,-131.00000000000333,-401.00000000000693,-412.00000000000614,-409.9999999999966,-50.0000000000056,-110.99999999999443,,-1707.0000000000055
2018.06.25,17.000000000000348,-218.99999999999142,-134.0000000000008,-409.99999999999926,-387.00000000000045,-411.9999999999919,-90.99999999999665,-109.00000000000354,,-1744.9999999999839
2018.06.25,58.99999999998684,-169.99999999999238,-129.00000000000134,-419.9999999999982,-377.00000000000955,-371.9999999999999,-29.999999999996696,-117.99999999999588,,-1557.000000000007
2018.06.25,106.99999999999044,-175.99999999999838,-131.00000000000333,-425.0000000000087,-371.0000000000093,-387.00000000000045,-46.00000000000159,-117.99999999999588,,-1547.0000000000273
2018.06.25,109.00000000000354,-178.99999999999582,-158.0000000000026,-435.9999999999919,-396.0000000000008,-417.0000000000016,-41.9999999999976,-113.99999999999189,,-1632.9999999999786
2018.06.25,55.000000000005045,-215.99999999999397,-145.00000000000622,-385.00000000001313,-468.0000000000035,-447.00000000000273,-68.00000000000139,-109.00000000000354,,-1783.0000000000196
2018.06.25,1.0000000000065512,-252.99999999999213,-148.0000000000037,-361.9999999999957,-498.00000000000466,-492.999999999995,-109.99999999999899,-100.99999999999554,,-1963.999999999979
2018.06.25,-22.999999999995246,-232.99999999999432,-163.00000000000205,-434.000000000001,-453.00000000000296,-524.0000000000009,-80.00000000000229,-198.99999999999363,,-2108.9999999999923
2018.06.25,-119.00000000000244,-220.99999999999343,-160.00000000000458,-442.9999999999934,-514.00000000001,-531.9999999999965,-23.00000000000635,-185.99999999999727,,-2198.000000000004
