date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.12.16,-65.99999999999939,0.0,-7.0000000000014495,-26.00000000001046,-5.000000000010552,-16.0000000000049,-3.999999999981796,-51.99999999998539,-123.00000000000466,-47.9999999999925,-35.00000000000725,-26.000000000003798,-39.00000000000014,-8.999999999992347,0.0,-46.999999999997044,-239.99999999999577,-104.00000000001519,-48.00000000000182,-36.000000000001364,-31.999999999996476,-97.9999999999981,-43.999999999999595,-66.99999999999484,,-1171.9999999999948
2019.12.16,-69.00000000000794,1.999999999990898,-14.999999999987246,28.999999999996362,24.999999999986144,24.999999999997247,-7.0000000000014495,-54.99999999998284,-147.00000000000557,-42.999999999993044,27.999999999994696,14.999999999998348,-37.00000000000925,39.00000000001125,246.00000000001288,-123.00000000000644,-436.9999999999985,87.99999999999919,-16.999999999995907,1.9999999999953388,-2.0000000000095497,-117.00000000000044,-8.000000000008,-60.99999999999994,,-639.0000000000236
2019.12.16,-104.00000000000409,70.99999999999883,-32.999999999994145,41.99999999998738,34.99999999998504,65.00000000000395,95.00000000000064,-5.999999999994898,-147.99999999999613,-63.00000000000195,20.999999999993246,42.999999999993044,-25.00000000000835,129.00000000000134,443.0000000000156,-109.00000000000354,-431.0000000000036,261.0000000000001,7.999999999995566,4.0000000000048885,39.99999999999204,-131.00000000000333,24.999999999997247,-19.999999999997797,,211.99999999996118
2019.12.16,-131.99999999999878,117.99999999999588,-24.999999999986144,76.99999999999818,89.99999999999008,53.999999999998494,195.00000000001182,9.000000000014552,-174.99999999999716,-68.99999999999685,-26.000000000003798,2.000000000002,15.999999999993797,287.000000000015,439.99999999999596,-120.00000000000898,-353.0000000000033,245.99999999999068,10.99999999999568,-46.999999999997044,-9.000000000000341,-53.999999999998494,-4.000000000004,51.99999999998539,,582.9999999999927
2019.12.16,-140.0000000000068,165.9999999999995,-28.000000000005798,58.9999999999975,86.99999999999264,53.999999999998494,273.0000000000121,35.00000000000725,-124.00000000000944,-87.99999999999919,-1.0000000000065512,0.999999999995449,56.99999999999594,356.00000000000074,551.9999999999969,-121.99999999999989,-367.0000000000062,224.000000000002,1.9999999999953388,7.999999999995566,22.999999999996135,-73.99999999999629,-1.0000000000065512,18.0000000000069,,969.9999999999557
2019.12.16,-150.00000000000568,151.9999999999966,-26.999999999999247,57.999999999992724,34.99999999998504,5.999999999994898,287.000000000015,34.000000000000696,-115.0000000000091,-119.99999999999788,-43.00000000000415,-47.00000000000814,27.999999999994696,243.99999999999977,448.000000000004,-60.99999999999994,-287.9999999999994,119.99999999998678,24.999999999991473,-37.9999999999967,-34.99999999999659,-49.99999999999449,-31.000000000003247,9.999999999998899,,441.99999999994606
2019.12.16,-145.00000000000622,193.99999999998306,-11.00000000000545,68.9999999999884,34.99999999998504,17.999999999995797,326.0000000000041,60.000000000015596,-102.00000000000387,-121.99999999999989,-41.000000000002146,-36.0000000000027,60.99999999999994,300.99999999999574,510.00000000001046,-56.000000000011596,-276.00000000000955,173.99999999998528,48.99999999999238,-21.000000000000796,-9.000000000000341,-48.000000000003595,-11.00000000000545,22.999999999995246,,941.9999999998994
2019.12.16,-136.99999999999824,213.99999999998087,5.999999999994898,50.99999999998772,24.999999999986144,17.000000000000348,339.0000000000004,83.00000000001084,-85.00000000000796,-115.99999999999389,-26.999999999999247,-31.999999999998696,61.999999999995396,321.0000000000157,568.9999999999973,-65.00000000000395,-279.99999999999136,200.00000000000017,43.99999999999693,-7.000000000005002,3.0000000000001137,-58.000000000002494,-4.999999999999449,34.000000000000696,,1155.9999999999673
2019.12.16,-143.9999999999997,256.99999999999613,22.0000000000109,54.99999999999261,7.0000000000014495,-19.00000000000235,389.0000000000171,90.00000000001229,-125.0,-131.99999999999878,-106.00000000000608,-75.9999999999983,85.99999999999719,343.00000000000443,487.0000000000152,-79.00000000000685,-263.99999999999756,139.00000000000023,60.000000000002274,-88.99999999999864,-51.00000000000193,-39.00000000000014,-36.999999999998145,29.999999999996696,,804.0000000000381
2019.12.16,-168.00000000000148,440.9999999999803,31.000000000003247,77.99999999998875,-5.000000000010552,-2.000000000002,570.0000000000039,115.00000000002063,-97.99999999999898,-154.99999999999403,-59.000000000009045,-63.99999999999739,179.99999999999127,551.9999999999969,821.000000000005,-56.99999999999594,-275.000000000003,197.99999999998707,81.99999999999363,-49.000000000006594,-40.99999999999682,-51.99999999999649,-13.00000000000745,29.999999999996696,,2059.9999999999477
