date,USDCAD,EURGBP,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,empty,sum
2021.07.12,0.0,-16.0000000000049,-234.99999999998522,-137.00000000000045,0.0,-225.9999999999991,-269.999999999996,,-883.9999999999857
2021.07.12,52.99999999999194,-2.000000000002,-179.9999999999784,-110.00000000001364,197.99999999998707,-168.99999999999693,-266.9999999999959,,-477.00000000000784
2021.07.12,41.99999999998649,-1.0000000000065512,-329.9999999999841,-187.00000000001182,173.00000000000094,-283.00000000000125,-348.99999999998954,,-935.0000000000058
2021.07.12,61.99999999998429,7.9999999999968985,-387.9999999999768,-227.00000000000387,222.99999999999542,-305.9999999999974,-365.99999999999966,,-994.0000000000011
2021.07.12,70.99999999999883,-4.999999999999449,-344.99999999999886,-189.99999999999773,220.99999999998232,-256.0000000000002,-307.9999999999927,,-812.0000000000078
2021.07.12,52.99999999999194,-7.0000000000014495,-408.9999999999918,-206.99999999999363,222.99999999999542,-314.9999999999977,-357.9999999999899,,-1019.9999999999872
2021.07.12,70.99999999999883,-4.999999999999449,-427.99999999999727,-222.0000000000084,278.00000000000045,-301.9999999999925,-334.0000000000032,,-942.0000000000016
2021.07.12,141.99999999999767,7.0000000000014495,-294.9999999999875,-159.9999999999966,564.9999999999933,-197.9999999999933,-201.99999999999818,,-140.99999999998317
2021.07.12,95.999999999985,-19.999999999997797,-309.99999999997385,-117.999999999995,465.99999999998863,-194.99999999999318,-203.99999999999352,,-284.9999999999797
2021.07.12,151.9999999999966,-29.000000000001247,-271.99999999999136,-57.00000000001637,586.999999999982,-132.99999999999557,-81.00000000000307,,166.999999999971
2021.07.12,197.99999999998707,-58.99999999999794,-329.9999999999841,-114.00000000000432,634.0000000000013,-159.9999999999966,-131.00000000000023,,38.00000000000517
2021.07.12,207.00000000000162,4.999999999999449,-298.0000000000018,-144.00000000000546,683.9999999999957,-161.00000000000136,-171.99999999999704,,120.99999999999108
2021.07.12,221.99999999998886,10.999999999994348,-287.9999999999825,-146.99999999999136,688.9999999999841,-164.00000000000148,-189.99999999999773,,132.9999999999942
2021.07.12,280.9999999999979,32.999999999994145,-190.99999999997408,-91.00000000000819,786.9999999999822,-100.99999999999909,-108.99999999999466,,608.9999999999982
2021.07.12,297.9999999999983,34.000000000000696,-140.99999999999113,-70.99999999999795,801.9999999999916,-75.9999999999934,-81.99999999999363,,764.0000000000144
2021.07.12,234.99999999998522,15.999999999993797,-236.99999999999477,-110.99999999999,741.9999999999982,-143.00000000000068,-140.99999999999113,,361.0000000000007
2021.07.12,219.99999999999798,12.999999999996348,-235.99999999999,-118.99999999999977,692.9999999999881,-149.99999999999147,-155.00000000000114,,266.0
2021.07.12,243.99999999999977,29.000000000001247,-195.99999999999795,-99.99999999999432,751.9999999999972,-131.00000000000023,-128.0000000000001,,470.00000000000557
2021.07.12,218.99999999999142,4.999999999999449,-245.9999999999809,-106.99999999999932,722.0000000000005,-167.0000000000016,-137.99999999999102,,288.00000000001853
2021.07.12,221.99999999998886,-21.999999999999797,-221.99999999998,-57.00000000001637,732.9999999999836,-137.00000000000045,-116.99999999999022,,399.9999999999857
2021.07.12,221.99999999998886,-14.999999999998348,-326.9999999999982,-192.00000000000728,895.9999999999857,-194.99999999999318,-162.9999999999967,,225.9999999999808
2021.07.12,246.99999999999721,95.00000000000064,-145.99999999998658,-144.00000000000546,1053.9999999999993,-120.99999999999511,-75.9999999999934,,909.0000000000165
2021.07.12,204.00000000000418,146.00000000000168,60.000000000002274,-69.99999999999318,957.9999999999922,-68.9999999999884,-54.000000000002046,,1175.0000000000166
2021.07.12,222.99999999999542,159.9999999999935,55.00000000000682,-72.00000000000273,949.9999999999842,-82.99999999999841,-63.99999999999295,,1168.999999999986
2021.07.12,404.0000000000044,168.00000000000148,137.00000000000045,-46.999999999997044,1053.9999999999993,56.000000000011596,-31.999999999996476,,1740.0000000000236
2021.07.12,377.0000000000051,95.00000000000064,116.00000000001387,-39.00000000001569,967.9999999999911,26.00000000001046,-54.99999999999261,,1488.0000000000127
2021.07.12,465.0000000000043,82.99999999999974,147.00000000001978,120.00000000000455,936.9999999999878,58.000000000006935,22.00000000000557,,1832.0000000000286
2021.07.12,631.0000000000038,82.99999999999974,200.00000000001705,126.00000000000477,1153.9999999999884,146.0000000000008,118.99999999999977,,2459.0000000000146
2021.07.12,617.0000000000009,69.9999999999923,17.00000000002433,33.999999999991815,1041.000000000003,78.00000000000296,45.000000000001705,,1902.0000000000168
2021.07.12,543.0000000000045,64.99999999999284,38.000000000010914,42.00000000000159,844.9999999999847,7.000000000005002,1.0000000000047748,,1541.0000000000043
2021.07.12,540.9999999999915,88.99999999999464,182.00000000001637,67.99999999998363,880.9999999999984,85.99999999999852,20.000000000010232,,1866.9999999999934
2021.07.12,524.9999999999977,129.00000000000134,120.00000000000455,13.00000000000523,807.9999999999865,47.000000000011255,-79.9999999999983,,1562.0000000000086
2021.07.12,495.99999999998533,149.99999999999457,52.00000000002092,-63.0000000000166,903.9999999999937,7.000000000005002,-70.99999999999795,,1474.999999999985
2021.07.12,415.99999999999415,46.00000000000159,-371.9999999999857,-302.99999999999727,731.9999999999993,-146.0000000000008,-295.99999999999227,,77.00000000001899
2021.07.12,231.99999999998778,2.999999999997449,-443.9999999999884,-313.99999999999295,733.9999999999902,-256.9999999999908,-337.0000000000033,,-383.0
2021.07.12,109.99999999998789,-48.000000000003595,-518.0000000000007,-281.0000000000059,551.9999999999969,-307.00000000000216,-444.0000000000026,,-936.0000000000301
2021.07.12,130.99999999999224,-8.000000000008,-412.9999999999825,-243.99999999999977,502.00000000000244,-328.9999999999935,-445.99999999999795,,-806.999999999987
2021.07.12,129.99999999998568,-26.000000000003798,-417.99999999997794,-240.0000000000091,522.0000000000002,-360.99999999999,-444.9999999999932,,-837.9999999999882
2021.07.12,141.99999999999767,-25.00000000000835,-424.99999999998295,-228.00000000000864,546.9999999999864,-362.99999999999955,-444.0000000000026,,-796.0000000000181
2021.07.12,204.99999999998852,-21.999999999999797,-411.00000000000136,-235.99999999999,526.9999999999886,-325.9999999999934,-445.99999999999795,,-709.0000000000053
2021.07.12,212.99999999999653,-16.0000000000049,-424.99999999998295,-213.99999999999864,548.9999999999995,-313.0000000000024,-439.9999999999977,,-645.9999999999905
2021.07.12,211.99999999998997,-9.00000000000345,-360.99999999999,-170.99999999999227,685.9999999999866,-293.99999999999693,-304.00000000000205,,-241.00000000000813
2021.07.12,197.00000000000273,9.999999999998899,-330.99999999998886,-187.00000000001182,811.9999999999905,-292.0000000000016,-248.99999999999523,,-40.00000000000546
2021.07.12,197.99999999998707,-3.0000000000085514,-336.9999999999891,-171.99999999999704,731.9999999999993,-298.0000000000018,-259.00000000000034,,-139.00000000001046
2021.07.12,167.00000000000603,5.999999999994898,-335.9999999999843,-194.00000000001683,601.9999999999915,-332.9999999999984,-305.9999999999974,,-394.00000000000455
2021.07.12,129.00000000000134,0.999999999995449,-368.9999999999998,-201.99999999999818,590.999999999986,-351.99999999998965,-323.99999999999807,,-526.0000000000028
2021.07.12,110.99999999999443,-2.000000000002,-393.99999999997704,-230.99999999999454,601.9999999999915,-375.0,-339.9999999999892,,-628.9999999999768
2021.07.12,80.99999999999774,-14.999999999998348,-399.99999999997726,-227.00000000000387,583.0000000000002,-391.9999999999959,-328.9999999999935,,-698.999999999971
2021.07.13,68.00000000000139,-56.0000000000005,-417.99999999997794,-264.00000000001,304.9999999999997,-367.999999999995,-361.99999999999477,,-1094.999999999977
2021.07.13,100.99999999999554,-48.99999999999905,-411.9999999999777,-228.00000000000864,421.99999999998903,-366.9999999999902,-341.99999999999875,,-874.9999999999899
2021.07.13,99.00000000000463,-33.000000000005244,-406.99999999998226,-223.99999999998954,495.000000000001,-361.99999999999477,-334.99999999999375,,-766.99999999996
2021.07.13,126.0000000000039,-2.000000000002,-399.99999999997726,-227.00000000000387,584.9999999999911,-336.9999999999891,-317.99999999999784,,-572.999999999975
2021.07.13,139.9999999999846,-1.0000000000065512,-399.99999999997726,-230.99999999999454,540.9999999999915,-344.99999999999886,-293.99999999999693,,-589.9999999999981
2021.07.13,126.99999999998823,-6.0000000000060005,-419.9999999999875,-235.00000000001364,519.0000000000028,-348.99999999998954,-322.00000000000273,,-686.0000000000083
2021.07.13,48.000000000003595,-13.00000000000745,-434.99999999997385,-242.999999999995,403.99999999998215,-381.0000000000002,-402.9999999999916,,-1022.9999999999824
2021.07.13,52.99999999999194,-11.00000000000545,-557.9999999999927,-334.0000000000032,472.9999999999901,-435.99999999999284,-450.9999999999934,,-1264.0000000000055
2021.07.13,46.999999999997044,-19.00000000000235,-533.9999999999918,-320.99999999999795,351.99999999999676,-439.9999999999977,-453.00000000000296,,-1367.9999999999989
2021.07.13,52.99999999999194,5.999999999994898,-485.99999999999,-312.0000000000118,249.99999999999466,-412.9999999999967,-471.9999999999942,,-1374.0000000000114
2021.07.13,46.999999999997044,-19.00000000000235,-587.9999999999939,-364.0000000000043,203.99999999998198,-469.99999999999886,-521.9999999999914,,-1712.0000000000118
2021.07.13,41.000000000002146,-30.000000000007798,-629.9999999999955,-378.0000000000143,224.99999999998633,-429.9999999999926,-560.9999999999928,,-1763.0000000000146
2021.07.13,7.999999999985796,-43.999999999999595,-657.999999999987,-414.99999999999204,201.99999999999108,-466.99999999999875,-593.9999999999941,,-1967.9999999999945
2021.07.13,28.000000000005798,-21.00000000000435,-661.0000000000014,-407.0000000000107,225.99999999999287,-455.99999999998886,-582.9999999999984,,-1874.0000000000048
2021.07.13,78.99999999998464,-18.0000000000069,-590.9999999999798,-356.9999999999993,374.999999999992,-411.00000000000136,-509.00000000000034,,-1432.000000000011
2021.07.13,116.00000000000499,-48.000000000003595,-625.0,-340.0000000000034,410.99999999998363,-411.9999999999919,-500.99999999999056,,-1399.000000000001
2021.07.13,136.00000000000279,-25.00000000000835,-588.9999999999986,-338.99999999999864,411.99999999999017,-411.00000000000136,-548.9999999999924,,-1365.0000000000064
2021.07.13,157.99999999999147,-12.000000000000899,-555.9999999999832,-336.9999999999891,430.9999999999814,-402.9999999999916,-536.0000000000014,,-1254.9999999999932
2021.07.13,160.99999999998892,-19.00000000000235,-457.9999999999984,-283.00000000001546,548.9999999999995,-355.99999999999454,-474.9999999999943,,-881.0000000000166
2021.07.13,173.00000000000094,-12.000000000000899,-488.9999999999759,-288.0000000000109,486.999999999993,-349.9999999999943,-479.99999999998977,,-958.999999999978
2021.07.13,116.00000000000499,14.999999999998348,-407.99999999998704,-313.0000000000166,419.9999999999982,-402.000000000001,-503.0000000000001,,-1075.0000000000032
2021.07.13,113.99999999999189,14.999999999998348,-372.99999999999045,-301.00000000001614,386.9999999999818,-393.99999999999125,-494.99999999999034,,-1047.0000000000161
2021.07.13,244.9999999999841,15.999999999993797,-203.9999999999793,-152.9999999999916,380.9999999999869,-313.99999999999295,-406.9999999999965,,-435.9999999999955
2021.07.13,229.99999999999687,56.0000000000005,-209.99999999997954,-147.99999999999613,326.9999999999884,-307.00000000000216,-418.99999999999693,,-470.999999999989
2021.07.13,229.99999999999687,37.99999999999359,-156.99999999998226,-86.00000000001273,268.9999999999859,-287.9999999999967,-375.99999999999056,,-370.0000000000059
2021.07.13,307.99999999999716,25.999999999992696,-69.99999999999318,-10.99999999999568,261.9999999999845,-218.9999999999941,-338.99999999999864,,-43.000000000007276
2021.07.13,334.9999999999964,17.999999999995797,12.000000000000455,73.0000000000075,334.9999999999964,-134.9999999999909,-292.0000000000016,,346.0000000000041
2021.07.13,339.0000000000004,41.9999999999976,25.000000000005684,49.000000000006594,381.99999999999346,-118.99999999999977,-302.99999999999727,,415.0000000000067
2021.07.13,388.9999999999949,70.99999999999883,76.00000000002183,79.99999999998408,425.99999999999307,-78.99999999999352,-272.99999999999613,,690.0000000000031
2021.07.13,356.9999999999851,58.99999999999794,124.00000000002365,98.99999999998954,436.9999999999985,-84.99999999999375,-216.99999999999875,,774.0000000000023
2021.07.13,278.00000000000045,53.999999999998494,65.00000000002615,38.000000000010914,447.99999999998175,-158.00000000000125,-243.99999999999977,,481.0000000000167
2021.07.13,259.9999999999936,-4.999999999999449,55.00000000000682,67.99999999998363,276.9999999999939,-177.99999999999727,-234.99999999999943,,241.9999999999817
2021.07.13,751.9999999999972,-14.999999999998348,90.00000000000341,227.00000000000387,757.999999999992,-71.99999999998852,-18.000000000000682,,1722.0000000000089
2021.07.13,668.9999999999862,-8.000000000008,9.000000000014552,133.00000000000978,453.99999999999886,-16.999999999995907,-238.9999999999901,,1001.0000000000153
2021.07.13,709.9999999999884,4.999999999999449,29.000000000024784,85.00000000000796,634.0000000000013,12.000000000000455,-197.00000000000273,,1278.0000000000196
2021.07.13,678.0000000000008,-23.00000000000635,57.00000000001637,115.0000000000091,544.9999999999955,33.00000000000125,-180.99999999999739,,1224.0000000000196
2021.07.13,733.0000000000059,-65.99999999999939,47.000000000025466,235.99999999999,424.00000000000216,61.00000000000705,-188.99999999999295,,1246.0000000000382
2021.07.13,646.9999999999976,-112.000000000001,-13.999999999981583,239.00000000000432,211.99999999998997,-6.999999999990791,-283.9999999999918,,681.0000000000267
2021.07.13,583.9999999999845,-153.99999999999858,-111.99999999999477,252.9999999999859,219.99999999999798,-63.00000000000239,-274.9999999999915,,452.9999999999811
2021.07.13,604.9999999999889,-148.99999999999915,-84.99999999997954,260.9999999999957,289.9999999999903,-63.99999999999295,-233.99999999999466,,624.0000000000085
2021.07.13,658.9999999999874,-155.00000000000514,-94.99999999999886,270.00000000001023,308.9999999999815,-128.99999999999068,-225.9999999999991,,632.9999999999854
2021.07.13,662.9999999999914,-157.00000000000713,-127.9999999999859,240.0000000000091,395.99999999999636,-134.9999999999909,-186.9999999999976,,692.0000000000152
2021.07.13,663.999999999998,-161.00000000000003,-107.99999999997567,281.0000000000059,458.9999999999872,-159.9999999999966,-176.9999999999925,,798.0000000000264
2021.07.13,669.9999999999928,-168.00000000000148,-67.99999999998363,304.00000000000205,448.9999999999883,-164.00000000000148,-165.99999999999682,,856.9999999999999
2021.07.13,756.9999999999854,-167.00000000000603,-24.999999999977263,347.99999999998477,431.99999999998795,-102.99999999999443,-126.99999999999534,,1114.999999999985
2021.07.13,739.0000000000008,-179.00000000000693,30.000000000001137,371.9999999999857,359.99999999998255,-118.99999999999977,-128.99999999999068,,1073.9999999999727
2021.07.13,736.9999999999877,-174.00000000000747,-2.999999999985903,366.9999999999902,384.9999999999909,-146.99999999999136,-146.0000000000008,,1018.9999999999833
2021.07.13,709.0000000000041,-190.00000000000128,-28.999999999996362,347.0000000000084,308.9999999999815,-182.00000000000216,-161.99999999999193,,802.0000000000023
2021.07.14,651.9999999999859,-214.00000000000307,-73.99999999998386,372.99999999999045,1.999999999990898,-147.99999999999613,-134.9999999999909,,455.9999999999933
2021.07.14,661.0000000000005,-201.00000000000674,24.00000000000091,371.9999999999857,1.999999999990898,-164.00000000000148,-161.99999999999193,,531.9999999999778
2021.07.14,695.0000000000011,-174.00000000000747,-8.99999999998613,361.99999999999477,191.99999999999218,-164.99999999999204,-164.99999999999204,,736.0000000000105
2021.07.14,702.0000000000026,-161.00000000000003,12.000000000000455,373.9999999999952,316.99999999998954,-156.99999999999648,-149.0000000000009,,937.9999999999905
2021.07.14,757.999999999992,-152.00000000000767,53.00000000002569,391.9999999999959,349.99999999998363,-112.99999999999955,-117.999999999995,,1169.999999999995
2021.07.14,773.0000000000015,-153.99999999999858,65.00000000002615,399.0000000000009,340.9999999999913,-109.99999999999943,-107.99999999998988,,1206.0000000000318
2021.07.14,726.9999999999887,-141.00000000000225,-10.99999999999568,325.9999999999934,184.99999999999073,-195.99999999999795,-213.99999999999864,,675.9999999999784
2021.07.14,716.0000000000056,-146.00000000000168,-33.999999999991815,314.9999999999977,-53.00000000001415,-195.99999999999795,-227.99999999999443,,374.0000000000033
2021.07.14,658.0000000000031,-157.00000000000713,80.0000000000125,390.99999999999113,-113.00000000000753,-164.00000000000148,-212.0000000000033,,482.99999999998727
2021.07.14,658.9999999999874,-180.99999999999784,94.00000000002251,465.0000000000034,-219.99999999999798,-113.99999999999011,-156.99999999999648,,546.0000000000309
