date,USDCHF,EURUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,GBPJPY,GBPCAD,GBPAUD,empty,sum
2019.04.01,-102.00000000000209,-64.99999999998174,-60.000000000002274,-45.99999999999049,-197.00000000000273,-18.999999999991246,-42.00000000000159,-320.0000000000216,-432.0000000000102,-282.0000000000045,,-1565.0000000000084
2019.04.01,-63.99999999999739,0.0,-46.999999999997044,-51.000000000001044,-38.99999999998904,-1.999999999990898,-21.99999999999136,-265.0000000000148,-154.99999999999403,-5.000000000010552,,-649.9999999999862
2019.04.01,-58.99999999999794,-25.999999999992696,19.99999999999602,-49.00000000001015,-117.99999999999588,-31.000000000003247,-7.999999999995566,-328.00000000000296,-299.99999999998914,0.9999999999843467,,-898.0000000000073
2019.04.01,-61.999999999995396,-48.99999999998794,9.000000000000341,-59.000000000009045,-133.00000000000534,-28.999999999990145,-7.999999999995566,-343.00000000001774,-330.0000000000081,-32.999999999994145,,-1037.0000000000032
2019.04.01,-68.00000000000139,-59.99999999999339,21.000000000000796,-59.000000000009045,-113.00000000000753,-36.999999999998145,4.0000000000048885,-344.99999999999886,-259.9999999999936,-4.000000000004,,-921.0000000000003
2019.04.01,-61.999999999995396,-37.99999999998249,-1.9999999999953388,-51.000000000001044,-103.99999999999298,-34.99999999998504,-12.999999999991019,-372.0000000000141,-236.99999999999832,-121.00000000001555,,-1034.9999999999714
2019.04.01,-112.99999999999643,-51.000000000001044,-46.999999999997044,-68.00000000000139,-133.00000000000534,-27.999999999983594,-37.9999999999967,-336.00000000001273,-340.9999999999913,-164.00000000000858,,-1318.9999999999943
2019.04.01,-121.99999999999989,-49.99999999999449,-87.0000000000033,-106.00000000000608,-113.99999999999189,41.000000000002146,-73.99999999999807,-317.0000000000073,-316.0000000000052,-287.000000000015,,-1432.000000000019
2019.04.01,-133.00000000000534,-7.0000000000014495,-132.99999999999557,-92.00000000000318,-102.00000000000209,57.00000000001815,-95.99999999998943,-195.0000000000216,-215.00000000000963,-258.0000000000027,,-1174.000000000013
2019.04.01,-161.00000000000003,-10.999999999983245,-183.00000000000693,-99.00000000000463,12.999999999996348,89.00000000000574,-106.99999999999932,-147.00000000001978,-192.99999999999872,-351.99999999999676,,-1151.0000000000073
2019.04.01,-182.00000000000438,-18.999999999991246,-186.00000000000705,-95.00000000000064,39.00000000001125,111.00000000001664,-71.99999999998852,-50.00000000001137,-211.99999999998997,-319.0000000000026,,-984.9999999999678
2019.04.01,-173.9999999999964,9.000000000014552,-183.00000000000693,0.0,106.00000000000608,148.99999999999915,-68.9999999999884,-1.0000000000047748,-204.99999999998852,-296.0000000000074,,-663.9999999999726
2019.04.01,-170.99999999999892,42.0000000000087,-126.99999999999534,-43.999999999999595,119.00000000000244,165.00000000001512,-48.99999999999238,-45.000000000015916,-163.00000000000205,-239.99999999999577,,-512.9999999999737
2019.04.01,-178.00000000000037,39.00000000001125,-93.99999999999409,-42.999999999993044,141.99999999999767,179.00000000001802,9.000000000000341,-72.00000000000273,-120.99999999999334,-144.99999999999514,,-283.99999999995146
2019.04.01,-170.00000000000347,53.00000000001415,-84.00000000000318,-58.000000000002494,140.0000000000068,147.00000000000824,-18.999999999991246,-45.000000000015916,-46.999999999997044,-14.000000000002899,,-96.99999999998707
2019.04.01,-126.99999999999933,63.000000000013046,-72.00000000000273,-56.000000000011596,148.99999999999915,148.99999999999915,-21.99999999999136,-10.000000000019327,-4.000000000004,8.999999999992347,,78.99999999997533
2019.04.01,-119.00000000000244,77.00000000001594,-49.99999999999716,-56.000000000011596,214.00000000000307,148.99999999999915,-33.999999999991815,42.00000000000159,92.00000000000318,14.999999999987246,,330.00000000000716
2019.04.01,-117.99999999999588,104.00000000001519,-60.000000000002274,-35.00000000000725,289.0000000000059,168.0000000000126,-31.999999999996476,167.0000000000016,181.00000000000892,87.99999999999919,,752.0000000000415
2019.04.01,-141.00000000000225,84.0000000000174,-123.99999999999523,-45.99999999999049,306.00000000000625,154.0000000000097,-88.99999999999864,177.99999999999727,133.99999999998968,63.99999999999739,,520.000000000031
2019.04.01,-129.9999999999968,59.000000000009045,-146.0000000000008,-45.99999999999049,368.9999999999971,87.00000000001484,-112.99999999999955,304.9999999999784,292.00000000000335,136.99999999998712,,814.0000000000023
2019.04.01,-68.00000000000139,13.000000000018552,-118.99999999999977,-92.00000000000318,225.99999999999287,-14.000000000002899,-149.99999999999147,245.00000000000455,303.0000000000088,146.00000000000168,,490.00000000002774
2019.04.01,-46.00000000000159,59.000000000009045,-76.99999999999818,-60.99999999999994,246.99999999999721,52.000000000007596,-164.99999999999204,235.99999999999,245.99999999999068,100.99999999999554,,591.9999999999983
2019.04.01,-39.00000000000014,81.00000000001995,-79.9999999999983,7.0000000000014495,225.00000000000853,56.000000000011596,-211.9999999999891,203.00000000000296,204.00000000000418,75.99999999998718,,521.0000000000483
2019.04.01,5.999999999994898,148.99999999999915,-78.99999999999352,-53.999999999998494,295.0000000000008,70.99999999999883,-228.9999999999992,403.99999999999636,354.0000000000099,238.99999999998923,,1155.999999999998
2019.04.01,21.999999999999797,148.00000000001478,-39.00000000000148,-66.00000000001049,324.0000000000132,2.0000000000131024,-221.9999999999942,456.99999999999363,602.999999999998,458.00000000000284,,1687.000000000029
2019.04.01,39.999999999995595,101.00000000001774,-31.999999999996476,-113.00000000000753,319.0000000000026,-14.000000000002899,-219.99999999999886,460.9999999999843,609.9999999999994,540.9999999999915,,1692.9999999999854
2019.04.01,-7.9999999999968985,82.00000000000429,-46.999999999997044,-163.00000000000205,446.9999999999974,-10.999999999983245,-173.00000000000182,509.9999999999909,790.0000000000018,731.9999999999993,,2159.0000000000127
2019.04.01,-66.99999999999484,46.0000000000127,-31.00000000000591,-130.99999999999224,516.0000000000053,-15.999999999993797,-134.9999999999909,530.9999999999775,802.9999999999982,829.9999999999974,,2346.000000000013
2019.04.01,-77.00000000000485,31.000000000003247,10.000000000005116,-78.00000000000028,737.9999999999942,43.999999999999595,-51.9999999999925,606.9999999999993,886.000000000009,987.0000000000045,,3096.0000000000173
2019.04.01,-73.00000000000084,9.000000000014552,-4.0000000000048885,-188.9999999999947,666.000000000011,31.000000000003247,-28.999999999996362,594.9999999999989,909.0000000000042,848.9999999999886,,2764.0000000000236
2019.04.01,-73.99999999999629,33.00000000001635,-1.0000000000047748,-191.99999999999218,716.0000000000056,33.00000000001635,-45.000000000001705,656.9999999999823,1018.0000000000077,828.9999999999909,,2974.000000000024
2019.04.01,-48.000000000003595,70.0000000000145,13.00000000000523,-246.99999999999721,583.0000000000002,-9.999999999998899,-64.99999999999773,560.0000000000023,1039.9999999999966,846.9999999999977,,2743.000000000019
2019.04.01,-88.99999999999464,34.000000000000696,45.000000000001705,-154.0000000000097,713.9999999999924,43.999999999999595,-15.999999999991132,611.9999999999948,863.9999999999981,835.9999999999923,,2889.999999999984
2019.04.01,-151.00000000000114,89.00000000000574,42.00000000000159,-80.99999999999774,846.9999999999977,133.00000000000534,82.00000000000784,641.9999999999959,858.0000000000032,839.9999999999964,,3301.0000000000146
2019.04.01,-341.99999999999784,-144.99999999999514,-237.99999999999955,-212.99999999999653,853.9999999999992,177.00000000000495,29.000000000010573,695.999999999998,781.9999999999939,612.9999999999969,,2213.0000000000146
2019.04.01,-383.99999999999545,-70.99999999999883,-218.00000000000352,-192.99999999999872,943.000000000005,209.00000000001472,24.00000000000091,790.9999999999968,931.9999999999995,743.9999999999891,,2777.0000000000095
2019.04.01,-366.9999999999951,-127.99999999999478,-280.00000000000114,18.0000000000069,1258.0000000000036,205.00000000001074,0.0,1156.9999999999823,934.9999999999969,1136.0000000000036,,3934.000000000013
2019.04.01,-431.0000000000036,-177.99999999998929,-319.9999999999932,-49.99999999999449,1271.0,209.9999999999991,24.00000000000091,1186.9999999999834,970.0000000000042,1187.999999999989,,3870.999999999996
2019.04.01,-443.0000000000045,-213.99999999998087,-373.9999999999952,-43.999999999999595,1485.000000000003,219.00000000001364,6.000000000000227,1436.9999999999834,1150.0000000000066,1516.0000000000061,,4738.000000000033
2019.04.01,-470.9999999999992,-219.99999999999798,-445.99999999999795,32.999999999994145,1395.9999999999973,226.00000000001506,-19.99999999999602,1362.9999999999995,726.0000000000044,1371.9999999999955,,3959.000000000015
2019.04.01,-461.99999999999574,-221.99999999998886,-433.9999999999975,212.99999999999653,1404.0000000000052,236.99999999999832,-18.000000000000682,1399.9999999999773,737.0000000000099,1400.9999999999857,,4255.99999999999
2019.04.01,-473.99999999999665,-207.99999999998596,-417.0000000000016,221.99999999998886,1493.000000000011,253.00000000001432,13.00000000000523,1459.0000000000032,798.0000000000098,1419.999999999999,,4559.000000000047
2019.04.01,-475.99999999999864,-200.00000000000017,-406.9999999999965,286.99999999999284,1499.000000000006,268.0000000000016,29.000000000010573,1445.999999999998,605.0000000000111,1401.999999999992,,4453.000000000016
2019.04.01,-483.0000000000001,-194.99999999998963,-405.00000000000114,358.9999999999982,1428.000000000007,280.0000000000136,12.000000000000455,1347.9999999999848,466.00000000001086,1282.9999999999898,,4093.0000000000136
2019.04.01,-463.9999999999977,-174.99999999999181,-382.99999999999557,174.00000000000747,1296.9999999999925,256.00000000001177,14.000000000010004,1224.9999999999943,636.9999999999986,1227.9999999999848,,3809.0000000000146
2019.04.01,-465.9999999999998,-174.99999999999181,-379.0000000000049,218.99999999999142,1357.9999999999925,289.0000000000059,57.00000000000216,1258.9999999999861,543.0000000000045,1181.999999999994,,3886.9999999999804
2019.04.01,-487.0000000000041,-175.99999999999838,-391.00000000000534,293.99999999999426,1340.9999999999923,268.0000000000016,17.000000000010118,1264.9999999999864,544.9999999999955,1205.999999999996,,3881.999999999968
2019.04.01,-456.9999999999963,-175.99999999999838,-384.00000000000034,289.0000000000059,1131.9999999999998,270.00000000001467,32.00000000001069,1120.0000000000045,272.99999999998994,1034.999999999986,,3134.0000000000164
2019.04.02,-468.9999999999972,-272.99999999998994,-382.99999999999557,336.00000000000296,462.0000000000068,90.00000000001229,3.0000000000001137,352.9999999999802,-655.9999999999899,187.00000000000384,,-349.99999999996635
2019.04.02,-475.0000000000032,-276.9999999999939,-442.0000000000073,341.99999999999784,513.0000000000078,173.00000000000094,-3.0000000000001137,364.9999999999807,-587.9999999999885,242.99999999999324,,-149.00000000001245
2019.04.02,-455.0000000000054,-243.99999999999977,-409.9999999999966,341.99999999999784,723.0000000000069,185.99999999999727,14.000000000010004,639.9999999999864,-347.9999999999928,560.0000000000049,,1008.0000000000086
2019.04.02,-470.9999999999992,-232.99999999999432,-409.000000000006,330.9999999999924,890.9999999999974,208.00000000000819,-0.999999999990564,786.9999999999777,-72.99999999998974,744.9999999999957,,1774.9999999999914
2019.04.02,-446.9999999999974,-204.99999999998852,-424.0000000000066,334.9999999999964,916.0000000000057,236.99999999999832,-15.999999999991132,830.9999999999889,-43.999999999999595,685.9999999999866,,1868.9999999999925
