date,USDCHF,GBPUSD,USDJPY,USDCAD,GBPCHF,EURCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,AUDCAD,AUDNZD,empty,sum
2015.09.07,-419.00000000000273,-1117.0000000000125,442.99999999999784,-570.0000000000039,1628.0000000000073,-658.9999999999874,-2038.9999999999873,-2294.9999999999804,-1514.0000000000152,-737.9999999999942,-504.9999999999999,870.0000000000152,,-6914.999999999964
2015.09.07,-387.99999999999943,-1113.0000000000084,450.00000000000284,-565.9999999999999,1531.0000000000157,-621.9999999999892,-2044.9999999999875,-2284.999999999959,-1582.0000000000168,-754.9999999999945,-470.9999999999992,843.0000000000159,,-7002.99999999992
2015.09.07,-361.0000000000002,-1080.9999999999986,460.00000000000796,-561.0000000000115,1487.0000000000161,-597.9999999999874,-1998.9999999999952,-2250.9999999999586,-1481.0000000000211,-750.9999999999906,-487.99999999999955,873.999999999997,,-6749.999999999941
2015.09.07,-409.99999999999926,-1052.9999999999927,442.0000000000073,-555.0000000000166,1458.0000000000036,-603.9999999999824,-1972.9999999999848,-2201.9999999999927,-1421.0000000000277,-740.9999999999917,-463.0000000000023,848.0000000000043,,-6673.999999999975
2015.09.07,-409.0000000000038,-1039.9999999999966,408.00000000000125,-558.0000000000141,1453.9999999999998,-598.999999999994,-1902.9999999999916,-2197.999999999967,-1454.0000000000218,-703.9999999999935,-455.0000000000054,739.0000000000008,,-6718.999999999985
2015.09.07,-400.9999999999958,-1027.0000000000002,380.00000000000966,-561.0000000000115,1477.0000000000173,-604.9999999999889,-1865.9999999999854,-2163.999999999966,-1489.000000000029,-707.9999999999975,-451.0000000000014,673.0000000000125,,-6741.999999999935
2015.09.07,-390.0000000000015,-1042.0000000000095,368.0000000000092,-574.0000000000078,1329.0000000000025,-619.9999999999983,-1832.9999999999984,-2179.999999999982,-1499.000000000006,-761.0000000000117,-444.9999999999954,695.0000000000011,,-6951.999999999997
2015.09.08,-361.0000000000002,-998.00000000001,335.9999999999985,-569.0000000000194,1273.9999999999973,-603.9999999999824,-1800.9999999999877,-2187.99999999999,-1475.0000000000264,-717.000000000012,-505.99999999999534,560.0000000000049,,-7049.000000000024
2015.09.08,-404.0000000000044,-1000.0000000000009,367.00000000000443,-567.0000000000064,1412.0000000000132,-624.0000000000023,-1772.9999999999961,-2139.9999999999864,-1361.9999999999966,-719.000000000003,-495.9999999999964,587.0000000000042,,-6718.99999999997
2015.09.08,-397.99999999999835,-998.00000000001,344.99999999999886,-552.0000000000191,1441.0000000000034,-625.9999999999932,-1771.9999999999914,-2107.9999999999986,-1287.0000000000382,-757.999999999992,-485.99999999999756,629.9999999999973,,-6569.000000000039
2015.09.08,-383.99999999999545,-1022.0000000000118,329.00000000000773,-514.9999999999987,1451.0000000000023,-619.9999999999983,-1758.9999999999861,-2057.9999999999823,-1245.0000000000293,-712.0000000000015,-536.0000000000032,750.0000000000063,,-6320.99999999999
2015.09.08,-424.9999999999976,-985.999999999998,341.99999999999875,-520.0000000000093,1452.0000000000089,-622.9999999999958,-1878.9999999999907,-2008.9999999999718,-1095.0000000000236,-696.0000000000077,-546.000000000002,804.0000000000047,,-6180.9999999999845
2015.09.08,-456.9999999999963,-1045.9999999999914,460.9999999999985,-468.00000000000176,1514.0000000000152,-614.0000000000034,-2092.999999999989,-2044.9999999999857,-1031.000000000004,-583.0000000000002,-695.0000000000011,731.9999999999993,,-6324.99999999996
2015.09.08,-495.000000000001,-995.0000000000125,504.0000000000049,-507.000000000013,1583.0000000000011,-597.9999999999874,-2141.999999999996,-2037.9999999999843,-1029.9999999999975,-553.0000000000035,-636.9999999999986,960.0000000000053,,-5947.999999999982
2015.09.08,-443.0000000000045,-1031.000000000004,444.0000000000026,-509.00000000000387,1432.0000000000111,-609.9999999999994,-2042.999999999978,-2072.9999999999914,-1061.000000000023,-666.000000000011,-683.9999999999957,990.000000000002,,-6253.9999999999945
2015.09.08,-358.9999999999982,-1039.9999999999966,421.99999999999704,-565.0000000000155,1398.0000000000105,-529.0000000000017,-2063.9999999999927,-2154.999999999996,-1102.0000000000252,-716.0000000000056,-683.0000000000002,931.0000000000151,,-6462.000000000008
2015.09.08,-339.0000000000004,-1086.000000000009,353.9999999999992,-579.0000000000184,1401.0000000000077,-541.9999999999981,-1997.9999999999905,-2245.9999999999704,-1191.000000000031,-743.0000000000048,-1014.0000000000038,917.9999999999966,,-7065.000000000023
2015.09.08,-328.0000000000061,-1126.0000000000048,268.0000000000007,-557.0000000000075,1424.000000000003,-485.99999999998647,-2024.000000000001,-2218.999999999971,-724.0000000000357,-651.0000000000016,-944.0000000000003,968.9999999999976,,-6398.000000000013
2015.09.08,-326.9999999999995,-1146.0000000000025,280.00000000000114,-529.0000000000017,1441.0000000000034,-489.99999999999045,-1982.9999999999757,-2221.9999999999905,-1242.0000000000098,-658.0000000000031,-802.9999999999982,811.0000000000061,,-6867.999999999961
2015.09.08,-309.99999999999915,-1218.000000000008,140.00000000000057,-543.0000000000045,1410.0000000000002,-468.00000000000176,-1902.9999999999916,-2316.9999999999914,-1081.000000000021,-676.9999999999943,-783.9999999999958,812.0000000000127,,-6938.999999999994
2015.09.08,-221.00000000000452,-1256.0000000000127,-42.999999999992156,-551.0000000000126,1036.0000000000148,-597.0000000000031,-1698.9999999999839,-2417.999999999987,-1228.0000000000068,-1197.0000000000036,-721.000000000005,799.0000000000164,,-8095.999999999982
2015.09.08,44.99999999999504,-1378.0000000000125,-18.999999999991246,-459.0000000000094,1005.0000000000115,-570.9999999999882,-1798.0000000000018,-2471.9999999999854,-1093.0000000000107,-1320.00000000001,-809.0000000000042,900.0000000000119,,-7968.999999999995
2015.09.08,12.000000000000899,-1395.9999999999973,91.99999999999875,-446.0000000000131,1102.000000000003,-575.9999999999987,-1912.9999999999825,-2445.9999999999927,-1033.0000000000173,-1215.9999999999948,-844.9999999999958,923.0000000000072,,-7741.999999999982
2015.09.08,-38.0000000000047,-1588.999999999996,66.0000000000025,-421.0000000000047,1263.9999999999984,-607.0000000000019,-2095.9999999999754,-2532.9999999999854,-1527.0000000000116,-1150.0000000000066,-807.0000000000022,849.9999999999952,,-8587.999999999993
2015.09.08,-4.999999999999449,-1781.9999999999948,48.00000000000182,-348.9999999999993,1309.0000000000045,-561.9999999999958,-2445.999999999998,-2780.999999999967,-1638.0000000000284,-1157.9999999999923,-695.9999999999966,798.0000000000098,,-9261.999999999956
2015.09.08,-34.000000000000696,-2130.999999999994,216.00000000000819,-379.0000000000182,1488.0000000000005,-685.0000000000023,-3661.0000000000014,-3211.9999999999927,-1949.000000000023,-1144.0000000000116,-802.0000000000027,802.0000000000139,,-11491.000000000022
2015.09.08,-163.00000000000205,-2071.0000000000005,725.0000000000085,-248.00000000000378,1836.0000000000155,-709.9999999999884,-3726.9999999999754,-3019.999999999978,-1563.0000000000255,-1066.0000000000114,-899.0000000000053,892.0000000000039,,-10013.999999999962
2015.09.08,-285.00000000000193,-1845.999999999992,936.9999999999976,-336.00000000000296,1873.999999999998,-621.9999999999892,-3882.9999999999814,-2795.9999999999764,-1155.000000000017,-751.9999999999972,-1027.9999999999957,937.00000000001,,-8954.999999999949
2015.09.08,-451.0000000000014,-1774.0000000000089,1032.0000000000107,-331.0000000000146,1983.0000000000014,-787.9999999999887,-4049.9999999999827,-2745.9999999999595,-913.0000000000305,-658.0000000000031,-1012.9999999999973,995.0000000000125,,-8713.999999999962
2015.09.08,-512.0000000000014,-1852.000000000009,1073.0000000000075,-372.00000000001677,2212.999999999998,-845.9999999999912,-3982.9999999999754,-2884.999999999982,-1205.0000000000339,-716.0000000000056,-944.0000000000003,1066.9999999999957,,-8962.000000000013
2015.09.08,-522.0000000000002,-2032.999999999996,1026.0000000000105,-245.0000000000063,2453.0000000000164,-844.0000000000003,-4087.9999999999936,-2934.9999999999986,-1265.0000000000273,-547.999999999993,-883.0000000000005,1083.9999999999961,,-8799.999999999993
2015.09.08,-655.0000000000056,-2286.0000000000105,1019.0000000000055,-153.00000000000313,2510.9999999999964,-942.9999999999827,-4540.999999999996,-3174.9999999999723,-1580.0000000000036,-475.0000000000032,-873.0000000000016,1200.0000000000011,,-9950.999999999976
2015.09.08,-692.9999999999992,-2180.000000000004,1140.0000000000005,-160.00000000000458,2883.9999999999977,-909.0000000000042,-4496.999999999985,-3043.9999999999577,-1487.0000000000161,-330.9999999999924,-854.9999999999947,1363.0000000000032,,-8768.999999999956
2015.09.08,-714.0000000000035,-2071.0000000000005,1145.0000000000102,-139.00000000000023,2855.0000000000077,-885.0000000000025,-4375.0,-2843.99999999998,-1410.0000000000002,-127.99999999999478,-851.9999999999972,1286.0000000000093,,-8131.999999999951
2015.09.08,-700.999999999996,-2133.9999999999914,1072.0000000000027,-62.000000000006494,2888.000000000002,-831.000000000004,-4372.999999999991,-2859.999999999996,-1365.0000000000161,-73.00000000001194,-809.9999999999997,1273.9999999999973,,-7975.000000000012
2015.09.08,-709.9999999999995,-2174.000000000009,957.0000000000078,35.999999999991594,2870.000000000017,-847.9999999999822,-4232.999999999975,-2759.9999999999627,-1366.0000000000227,-12.999999999996348,-744.0000000000002,1239.9999999999966,,-7744.9999999999345
2015.09.08,-761.999999999996,-2273.999999999998,1039.0000000000014,36.999999999998145,2958.0000000000164,-895.0000000000014,-4376.999999999981,-2761.9999999999754,-1497.0000000000373,-5.999999999994898,-727.9999999999953,1158.0000000000146,,-8108.999999999947
2015.09.08,-722.9999999999959,-2368.999999999999,984.9999999999994,158.99999999999804,3176.000000000001,-912.999999999986,-4411.999999999978,-2826.9999999999573,-1679.0000000000305,130.99999999999224,-739.9999999999962,1129.0000000000023,,-8082.999999999951
2015.09.08,-777.0000000000055,-2300.9999999999973,1021.0000000000008,175.99999999999838,3039.000000000014,-958.9999999999987,-4418.999999999983,-2656.999999999998,-1212.0000000000352,93.00000000000975,-819.9999999999985,1124.0000000000139,,-7691.999999999979
2015.09.08,-751.9999999999972,-2224.0000000000036,1052.0000000000068,166.99999999998383,3021.000000000007,-1092.9999999999884,-4376.999999999981,-2584.9999999999704,-897.0000000000144,-36.999999999998145,-954.9999999999948,943.000000000005,,-7736.999999999945
2015.09.08,-782.0000000000049,-2105.0000000000014,1029.0000000000105,-56.000000000011596,2957.0000000000095,-1108.9999999999823,-4197.000000000003,-2739.9999999999645,-534.9999999999966,-261.0000000000001,-1129.0000000000023,961.9999999999961,,-7965.999999999949
2015.09.08,-739.9999999999962,-2079.999999999993,903.0000000000058,-160.00000000000458,2862.000000000009,-1177.9999999999902,-4067.9999999999836,-2837.999999999985,-712.0000000000015,-541.9999999999981,-1100.000000000001,934.0000000000126,,-8718.999999999925
2015.09.08,-775.0000000000034,-2044.0000000000014,817.0000000000073,-48.000000000003595,2815.000000000012,-1178.9999999999968,-3953.0000000000027,-2647.9999999999836,-611.000000000006,-425.99999999999307,-1048.0000000000045,853.9999999999992,,-8245.999999999976
2015.09.08,-785.0000000000024,-1994.0000000000068,764.00000000001,61.99999999998429,2730.00000000001,-1156.999999999986,-3680.999999999983,-2309.99999999999,-426.00000000003746,-173.00000000000094,-970.9999999999997,767.0000000000066,,-7173.999999999995
2015.09.08,-712.9999999999969,-2059.999999999995,783.0000000000013,429.99999999999704,2835.0000000000095,-1123.9999999999916,-3762.0000000000005,-1887.9999999999786,-12.999999999996348,133.00000000000534,-1002.0000000000028,687.0000000000153,,-5693.999999999933
2015.09.08,-895.9999999999968,-2086.9999999999945,817.0000000000073,463.9999999999977,2939.0000000000027,-1225.9999999999939,-3932.9999999999927,-1947.999999999972,124.99999999997513,307.99999999999716,-1134.999999999997,838.0000000000055,,-5733.999999999961
2015.09.08,-949.9999999999953,-2010.0000000000007,884.0000000000003,262.999999999991,3153.000000000006,-1322.000000000001,-3871.9999999999854,-2162.9999999999595,251.00000000000122,-9.999999999998899,-1221.0000000000055,940.0000000000075,,-6056.999999999941
2015.09.08,-927.9999999999955,-2058.000000000004,907.0000000000107,275.9999999999874,3186.0,-1343.9999999999895,-3884.999999999991,-2159.999999999984,144.99999999997294,15.999999999993797,-1212.9999999999975,946.0000000000024,,-6111.9999999999945
2015.09.08,-961.0000000000008,-2048.0000000000055,909.000000000006,446.9999999999974,3315.0000000000014,-1374.999999999993,-4001.999999999981,-1960.9999999999684,129.99999999996348,215.00000000000963,-1027.9999999999957,961.0000000000118,,-5397.999999999954
2015.09.08,-1070.0000000000043,-2103.9999999999945,1018.0000000000007,448.9999999999883,3298.000000000001,-1363.0000000000032,-4170.999999999993,-2046.9999999999989,143.99999999996638,313.00000000000773,-1153.000000000004,980.0000000000031,,-5706.00000000003
2015.09.08,-1083.9999999999961,-2201.9999999999927,1049.9999999999973,329.00000000000153,3512.000000000004,-1478.0000000000016,-4262.999999999976,-2333.9999999999695,72.99999999998974,24.000000000001798,-1173.0000000000018,887.9999999999999,,-6657.999999999943
2015.09.08,-990.9999999999974,-2252.0000000000095,924.0000000000066,340.9999999999913,3290.9999999999995,-1522.0000000000011,-4238.0,-2335.9999999999827,-78.0000000000225,-224.000000000002,-1253.9999999999995,775.0000000000146,,-7564.000000000002
2015.09.08,-866.0000000000001,-2272.999999999992,966.9999999999987,361.9999999999957,3376.0000000000014,-1482.99999999999,-4282.999999999987,-2366.9999999999636,-113.00000000002974,-211.00000000000563,-1141.0000000000032,768.0000000000131,,-7263.999999999964
2015.09.08,-863.9999999999981,-2249.0000000000123,885.0000000000051,341.99999999999784,3200.0000000000027,-1458.0000000000036,-4235.99999999999,-2377.9999999999914,-223.00000000003985,-286.99999999999284,-1102.000000000003,751.0000000000127,,-7619.000000000013
2015.09.08,-841.0000000000028,-2239.9999999999977,902.000000000001,376.9999999999829,3129.000000000004,-1466.9999999999961,-4132.999999999982,-2306.99999999997,-263.0000000000354,-181.00000000000892,-1066.0000000000002,755.0000000000168,,-7334.999999999989
2015.09.09,-753.9999999999991,-2194.0000000000073,877.0000000000095,387.99999999998835,3136.0000000000055,-1367.9999999999914,-4075.9999999999936,-2239.9999999999754,-290.9999999999968,-78.00000000000028,-1000.9999999999964,679.0000000000074,,-6921.999999999949
2015.09.09,-761.999999999996,-2174.9999999999936,959.0000000000032,386.9999999999818,3140.0000000000095,-1346.0000000000027,-4122.999999999991,-2208.999999999994,-226.00000000001506,-106.99999999999044,-1022.0000000000007,785.9999999999978,,-6697.999999999991
2015.09.09,-761.0000000000006,-2198.000000000011,978.9999999999992,403.99999999998215,3176.000000000001,-1373.000000000002,-4203.000000000003,-2225.9999999999723,-161.00000000003334,-123.99999999999079,-1090.9999999999975,754.0000000000102,,-6824.000000000017
2015.09.09,-739.9999999999962,-2207.000000000003,1009.0000000000003,376.9999999999829,3127.9999999999973,-1366.999999999985,-4313.999999999993,-2274.9999999999827,-26.999999999999247,-197.00000000000273,-1175.0000000000039,659.0000000000095,,-7128.9999999999745
2015.09.09,-675.9999999999989,-2232.000000000012,1044.0000000000111,417.99999999998505,3056.000000000014,-1315.9999999999839,-4342.999999999989,-2212.999999999976,79.99999999999119,-157.00000000000713,-1197.0000000000036,470.9999999999992,,-7064.99999999997
2015.09.09,-680.0000000000028,-2235.9999999999936,1058.9999999999975,501.9999999999802,3066.000000000013,-1319.999999999988,-4526.999999999987,-2132.999999999985,132.99999999998312,-126.0000000000039,-1166.0000000000005,504.9999999999999,,-6922.999999999987
2015.09.09,-814.9999999999991,-2244.0000000000014,1174.0000000000066,437.99999999998283,3096.00000000001,-1298.9999999999834,-4762.999999999976,-2161.9999999999973,175.99999999999838,-45.000000000006146,-1236.0000000000039,449.9999999999948,,-7229.999999999975
2015.09.09,-838.0000000000055,-2254.0000000000005,1304.000000000002,469.99999999999267,3253.000000000017,-1344.9999999999961,-4854.99999999999,-2109.9999999999673,191.99999999997,120.00000000000898,-1254.999999999995,436.9999999999985,,-6880.999999999965
2015.09.09,-868.000000000002,-2261.000000000002,1308.0000000000068,591.9999999999925,3381.999999999996,-1385.9999999999984,-4905.000000000001,-2030.9999999999827,542.9999999999602,218.00000000000708,-1307.999999999998,461.0000000000003,,-6255.000000000021
2015.09.09,-866.0000000000001,-2271.000000000001,1256.0000000000002,556.9999999999853,3359.000000000001,-1427.9999999999848,-4834.000000000004,-2028.9999999999698,471.9999999999835,137.00000000000932,-1422.0000000000011,487.0000000000152,,-6581.999999999965
2015.09.09,-870.9999999999995,-2288.0000000000014,1296.999999999997,642.9999999999936,3300.999999999998,-1404.9999999999895,-5012.999999999976,-1963.999999999988,875.9999999999657,235.00000000000742,-1478.999999999997,479.0000000000072,,-6188.999999999984
2015.09.09,-897.0000000000033,-2214.000000000005,1427.9999999999973,631.9999999999882,3244.0000000000023,-1261.000000000001,-4994.999999999976,-1859.9999999999727,792.9999999999993,435.0000000000076,-1353.000000000004,486.00000000000864,,-5561.99999999996
2015.09.09,-902.0000000000028,-2222.0000000000127,1435.0000000000023,672.9999999999902,3395.0000000000146,-1251.9999999999864,-4912.999999999983,-1857.9999999999598,785.9999999999978,533.0000000000057,-1317.999999999997,539.0000000000006,,-5103.99999999993
2015.09.09,-853.0000000000038,-2254.0000000000005,1380.0000000000095,667.9999999999798,3376.0000000000014,-1212.9999999999975,-4953.999999999979,-1896.9999999999932,658.9999999999652,509.00000000000387,-1263.9999999999984,571.0000000000103,,-5272.000000000003
2015.09.09,-895.9999999999968,-2222.9999999999973,1391.0000000000055,624.9999999999867,3282.0000000000073,-1195.999999999997,-4932.999999999993,-1913.9999999999714,696.999999999992,581.0000000000093,-1278.0000000000014,618.0000000000074,,-5245.999999999949
