date,USDCHF,GBPUSD,USDJPY,USDCAD,GBPCHF,EURCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,AUDCAD,AUDNZD,empty,sum
2015.09.07,-70.0000000000034,-107.00000000001265,-48.99999999999238,-76.0000000000094,-170.99999999998784,-116.99999999998934,-189.99999999999773,-177.9999999999671,-331.999999999999,-68.00000000000139,-46.00000000000159,-82.00000000000429,,-1485.999999999966
2015.09.07,-67.00000000000594,-55.000000000005045,19.000000000005457,-50.0000000000167,-126.99999999998823,-114.99999999999844,-180.99999999998317,-106.99999999999044,-403.00000000002,-2.999999999997449,56.0000000000005,-78.99999999998464,,-1111.999999999984
2015.09.07,-102.99999999999754,-134.99999999999625,48.00000000000182,-178.00000000001148,-14.000000000002899,-92.00000000000318,-442.99999999998363,-381.99999999997124,-367.0000000000062,-56.000000000011596,-143.9999999999997,0.0,,-1865.999999999982
2015.09.07,-102.00000000000209,-113.00000000000753,143.00000000000068,-190.00000000000128,93.00000000000975,-53.999999999998494,-593.9999999999941,-362.99999999998,-476.0000000000098,-18.0000000000069,-92.00000000000318,96.00000000000719,,-1669.9999999999857
2015.09.07,-85.00000000000173,-266.999999999995,162.00000000000614,-217.0000000000005,158.99999999999804,-88.99999999998354,-716.9999999999845,-598.9999999999718,-500.00000000003376,-133.00000000000534,-192.00000000000327,78.00000000000028,,-2399.999999999975
2015.09.07,-78.99999999999574,-263.99999999999756,137.00000000000045,-282.0000000000045,223.00000000001762,-85.00000000000173,-712.9999999999939,-658.9999999999652,-328.00000000001717,-191.00000000000784,-375.9999999999986,185.99999999999727,,-2430.999999999967
2015.09.07,-129.00000000000134,-222.99999999999542,26.00000000001046,-328.00000000001717,75.00000000000284,-156.00000000000057,-744.9999999999761,-700.9999999999739,-335.00000000001864,-409.99999999999926,-490.999999999997,399.00000000001603,,-3017.9999999999495
2015.09.07,-16.0000000000049,-174.99999999999181,-96.9999999999942,-314.99999999999864,19.00000000001345,-183.99999999998417,-506.0000000000002,-627.9999999999841,-297.9999999999983,-507.9999999999973,-361.0000000000002,527.0000000000108,,-2541.999999999929
2015.09.07,-48.000000000003595,-185.00000000001293,161.00000000000136,-257.0000000000183,39.00000000001125,-143.00000000000423,-709.0000000000032,-530.9999999999704,-229.99999999999687,-358.9999999999982,-378.999999999996,519.0000000000028,,-2121.999999999988
2015.09.07,-199.00000000000472,-208.00000000000819,286.00000000000136,-165.00000000001512,191.00000000000784,-217.0000000000005,-1209.0000000000032,-425.99999999999307,144.99999999997294,-147.00000000000824,-441.99999999999795,523.0000000000068,,-1868.0000000000418
2015.09.07,-163.00000000000205,-171.99999999999437,311.9999999999976,-181.00000000000892,121.00000000001555,-201.99999999999108,-1043.9999999999827,-377.9999999999894,-33.000000000038554,-59.000000000009045,-336.00000000000296,509.00000000000387,,-1626.0000000000025
2015.09.07,-53.999999999998494,-154.0000000000097,331.00000000000307,-118.00000000001809,80.99999999999774,-89.99999999999008,-949.9999999999886,-313.9999999999699,-78.0000000000225,-45.000000000006146,-282.0000000000045,531.9999999999991,,-1141.0000000000082
2015.09.07,-80.99999999999774,-171.99999999999437,401.00000000001046,-111.00000000001664,148.99999999999915,-93.99999999999409,-1116.9999999999902,-313.9999999999699,73.99999999999629,-18.999999999991246,-282.99999999999994,618.0000000000074,,-948.9999999999408
2015.09.07,-61.999999999995396,-171.99999999999437,480.000000000004,-162.00000000001768,178.00000000001148,-58.000000000002494,-1153.9999999999964,-402.9999999999756,-76.0000000000094,26.999999999999247,-227.99999999999488,638.0000000000052,,-991.9999999999661
2015.09.07,-139.00000000000023,-170.00000000000347,373.00000000000466,-207.00000000000162,199.00000000001583,-78.00000000000028,-1054.9999999999784,-439.99999999999596,-460.00000000003814,-56.000000000011596,-212.99999999999653,628.0000000000064,,-1617.9999999999995
2015.09.07,-156.00000000000057,-147.00000000000824,362.000000000009,-217.0000000000005,187.00000000000384,-103.99999999999298,-996.9999999999857,-447.9999999999595,-463.0000000000134,-66.00000000001049,-126.0000000000039,524.9999999999977,,-1649.999999999965
2015.09.07,-163.99999999999747,-141.99999999999767,393.0000000000007,-161.00000000001114,232.00000000000998,-104.99999999999955,-1036.0000000000014,-352.9999999999589,-371.0000000000324,46.999999999997044,-163.99999999999747,522.0000000000002,,-1301.999999999988
2015.09.07,-158.0000000000026,-104.99999999999955,390.00000000000057,-162.00000000001768,119.00000000000244,-103.99999999999298,-826.9999999999982,-261.9999999999845,-286.00000000000847,24.000000000001798,-156.99999999999602,523.0000000000068,,-1004.9999999999882
2015.09.07,-273.000000000001,-188.9999999999947,426.00000000000193,-176.00000000002058,102.00000000000209,-92.99999999998754,-1003.9999999999907,-415.9999999999719,-465.0000000000265,63.99999999999739,-158.0000000000026,460.000000000016,,-1721.9999999999777
2015.09.07,-258.9999999999981,-136.00000000000279,335.00000000000796,-141.00000000001333,209.00000000001472,-127.99999999999478,-872.9999999999905,-317.9999999999961,-66.0000000000327,83.9999999999952,-219.99999999999798,466.00000000001086,,-1046.9999999999975
2015.09.07,-258.9999999999981,-492.0000000000035,362.99999999999955,-180.0000000000024,294.0000000000165,-227.99999999998377,-1197.0000000000027,-870.9999999999774,-934.9999999999969,-52.000000000007596,-221.00000000000452,506.0000000000064,,-3271.9999999999545
2015.09.07,-219.00000000000253,-479.0000000000072,362.000000000009,-191.00000000000784,380.00000000000256,-234.00000000000088,-1207.9999999999984,-856.9999999999744,-903.0000000000093,-141.99999999999767,-295.0000000000008,500.00000000001154,,-3285.9999999999764
2015.09.07,-207.99999999999707,-591.9999999999925,338.0000000000081,-82.00000000000429,348.9999999999993,-236.99999999999832,-1465.9999999999798,-811.9999999999905,-419.9999999999982,-43.999999999999595,-285.9999999999974,584.0000000000067,,-2875.999999999943
2015.09.07,-212.00000000000108,-863.9999999999981,358.0000000000041,-188.00000000001037,734.0000000000124,-292.00000000000335,-1644.9999999999818,-1349.0000000000002,-901.0000000000407,-198.00000000000927,-322.00000000000006,738.0000000000164,,-4141.000000000012
2015.09.07,-177.00000000000495,-929.000000000002,233.0000000000041,-185.00000000001293,741.9999999999982,-296.9999999999917,-1627.999999999986,-1331.9999999999777,-1027.0000000000223,-363.0000000000022,-334.9999999999964,805.0000000000113,,-4492.999999999983
2015.09.07,-214.00000000000307,-900.0000000000119,386.0000000000099,-331.0000000000146,835.000000000008,-315.99999999998295,-1787.9999999999825,-1594.9999999999686,-843.0000000000159,-381.0000000000091,-549.9999999999949,927.9999999999955,,-4768.99999999997
2015.09.07,-200.00000000000017,-1034.0000000000016,395.00000000001023,-415.0000000000098,931.0000000000151,-339.0000000000004,-1920.9999999999923,-1905.9999999999632,-1117.9999999999968,-530.9999999999926,-531.0000000000036,930.0000000000086,,-5738.999999999925
2015.09.07,-317.9999999999961,-917.9999999999966,450.00000000000284,-406.00000000001745,1073.0000000000127,-349.99999999998363,-1914.999999999992,-1782.9999999999568,-991.0000000000085,-354.9999999999942,-488.999999999995,927.9999999999955,,-5073.99999999993
2015.09.07,-370.9999999999991,-961.9999999999961,451.9999999999982,-434.000000000001,1167.0000000000068,-361.9999999999957,-1877.999999999986,-1868.9999999999873,-1097.0000000000368,-330.9999999999924,-521.0000000000048,948.9999999999999,,-5256.999999999994
2015.09.07,-385.99999999999744,-913.0000000000083,451.0000000000076,-443.99999999999994,1212.9999999999975,-395.99999999999636,-1842.9999999999893,-1810.9999999999627,-1084.0000000000405,-351.0000000000124,-475.99999999999864,968.9999999999976,,-5071.000000000003
2015.09.07,-512.9999999999968,-841.0000000000028,484.99999999999943,-402.0000000000135,1248.0000000000045,-488.9999999999839,-1782.999999999987,-1609.9999999999782,-761.0000000000117,-263.99999999999756,-504.9999999999999,985.999999999998,,-4448.999999999969
2015.09.07,-502.00000000000244,-859.0000000000098,516.0000000000053,-360.0000000000048,1239.9999999999966,-478.999999999985,-1872.9999999999905,-1615.999999999973,-785.0000000000357,-191.00000000000784,-505.99999999999534,917.9999999999966,,-4497.000000000006
2015.09.07,-489.0000000000061,-975.9999999999991,444.0000000000026,-351.0000000000124,1317.0000000000125,-576.9999999999831,-1888.9999999999816,-1614.9999999999663,-1045.000000000007,-263.99999999999756,-514.9999999999987,999.0000000000166,,-4960.999999999921
2015.09.07,-385.000000000002,-970.0000000000042,445.99999999999795,-313.00000000000773,1380.0000000000034,-499.9999999999893,-1877.999999999986,-1657.9999999999818,-1029.9999999999975,-320.00000000000915,-397.0000000000029,914.0000000000148,,-4710.9999999999645
2015.09.07,-441.99999999999795,-1005.0000000000115,447.00000000000273,-259.0000000000092,1412.9999999999975,-537.9999999999941,-1931.999999999988,-1645.9999999999918,-1153.000000000004,-251.00000000000122,-385.99999999999744,869.0000000000086,,-4882.999999999985
2015.09.07,-480.99999999999807,-995.9999999999969,424.0000000000066,-461.0000000000003,1326.000000000005,-624.9999999999867,-1868.9999999999998,-1892.999999999967,-1266.0000000000337,-520.0000000000093,-400.00000000000034,853.9999999999992,,-5906.999999999981
2015.09.07,-485.99999999999756,-984.000000000007,436.00000000000705,-586.0000000000198,1439.0000000000125,-608.9999999999928,-1902.9999999999916,-2121.9999999999573,-1500.0000000000125,-670.9999999999993,-458.9999999999983,856.9999999999967,,-6587.99999999996
2015.09.07,-404.0000000000044,-1126.0000000000048,465.0000000000034,-556.0000000000009,1451.0000000000023,-607.0000000000019,-2098.9999999999895,-2276.999999999996,-1694.00000000004,-690.9999999999972,-409.99999999999926,948.0000000000155,,-7000.000000000013
2015.09.07,-448.000000000004,-1122.0000000000007,396.0000000000008,-579.0000000000184,1499.000000000006,-668.9999999999862,-2018.999999999977,-2326.999999999968,-1680.000000000037,-774.9999999999924,-446.9999999999974,926.0000000000045,,-7244.99999999997
2015.09.07,-490.00000000000153,-1107.999999999998,403.0000000000058,-588.0000000000107,1669.0000000000093,-681.9999999999826,-1976.9999999999754,-2298.9999999999623,-1601.000000000008,-731.9999999999993,-543.0000000000045,914.9999999999991,,-7032.999999999928
2015.09.07,-441.99999999999795,-1123.0000000000073,432.00000000000216,-583.0000000000002,1583.0000000000011,-651.0000000000016,-2026.9999999999868,-2315.9999999999845,-1639.0000000000348,-744.9999999999957,-519.9999999999983,892.0000000000039,,-7139.0
