date,AUDCHF,EURGBP,EURJPY,EURCAD,AUDJPY,NZDJPY,empty,sum
2016.02.29,-34.99999999999615,-51.99999999999649,0.0,-170.99999999998784,-55.999999999997385,-73.99999999999807,,-387.9999999999759
2016.02.29,-55.000000000005045,-75.00000000000284,-252.00000000000955,-289.9999999999903,-239.99999999999488,-140.00000000000057,,-1052.0000000000032
2016.02.29,14.999999999998348,-99.00000000000463,-280.00000000000114,-465.0000000000043,-262.00000000000045,-177.99999999999727,,-1269.0000000000095
2016.02.29,14.999999999998348,-92.99999999999864,-344.99999999999886,-584.9999999999911,-278.99999999999636,-203.99999999999352,,-1490.99999999998
2016.02.29,-168.00000000000148,-178.99999999999582,-143.00000000000068,-669.9999999999928,-340.0000000000034,-369.99999999999034,,-1869.9999999999845
2016.02.29,-58.99999999999794,-168.99999999999693,-299.99999999999716,-567.9999999999907,-317.0000000000073,-390.99999999999113,,-1803.9999999999811
2016.02.29,29.000000000001247,-173.00000000000094,-412.00000000000614,-530.9999999999926,-346.00000000000364,-358.0000000000041,,-1791.0000000000061
2016.02.29,-109.99999999999899,-165.00000000000404,-454.00000000000773,-453.99999999999886,-486.0000000000042,-457.9999999999984,,-2127.000000000012
2016.02.29,-129.9999999999968,-180.0000000000024,-463.0000000000081,-475.99999999998755,-542.0000000000016,-500.99999999999056,,-2291.999999999987
2016.02.29,-51.99999999999649,-178.99999999999582,-514.00000000001,-468.9999999999861,-454.00000000000773,-573.9999999999981,,-2241.999999999994
2016.02.29,61.999999999995396,-156.00000000000057,-507.000000000005,-405.9999999999952,-436.9999999999976,-576.9999999999982,,-2021.0000000000014
2016.02.29,75.9999999999983,-143.00000000000423,-569.0000000000026,-452.99999999999227,-448.0000000000075,-622.9999999999905,,-2159.999999999999
2016.02.29,119.99999999999788,-126.99999999999933,-634.0000000000003,-361.9999999999957,-409.000000000006,-584.9999999999937,,-1996.9999999999973
2016.02.29,143.9999999999997,-119.99999999999788,-703.000000000003,-485.0000000000021,-429.00000000000205,-566.9999999999931,,-2159.999999999998
2016.02.29,143.9999999999997,-102.00000000000209,-780.0000000000011,-441.0000000000025,-472.999999999999,-631.0000000000002,,-2283.0000000000055
2016.02.29,100.99999999999554,-121.99999999999989,-841.9999999999987,-601.9999999999915,-599.0000000000038,-697.9999999999933,,-2761.9999999999914
2016.02.29,-68.00000000000139,-143.9999999999997,-953.000000000003,-645.999999999991,-831.0000000000031,-852.9999999999944,,-3494.9999999999927
2016.02.29,-12.000000000000899,-158.0000000000026,-871.9999999999999,-687.9999999999998,-718.9999999999941,-719.9999999999989,,-3168.9999999999964
2016.02.29,-17.999999999995797,-241.99999999999778,-808.0000000000069,-666.9999999999953,-757.000000000005,-700.9999999999934,,-3192.9999999999945
2016.02.29,36.999999999998145,-187.00000000000384,-704.9999999999983,-807.0000000000022,-632.000000000005,-584.9999999999937,,-2879.0000000000045
2016.02.29,-73.99999999999629,-99.00000000000463,-862.9999999999995,-930.999999999993,-778.9999999999964,-643.0000000000007,,-3388.999999999991
2016.02.29,226.00000000000398,-75.9999999999983,-1189.0000000000073,-631.0000000000038,-634.0000000000003,-578.9999999999935,,-2882.9999999999995
2016.02.29,261.0000000000001,-22.999999999995246,-1198.0000000000075,-605.9999999999955,-626.9999999999953,-602.0000000000039,,-2794.9999999999973
2016.02.29,249.99999999999466,-22.999999999995246,-1177.0000000000068,-797.9999999999876,-707.0000000000078,-655.0000000000011,,-3110.0000000000036
2016.02.29,354.9999999999942,14.000000000002899,-1255.0000000000095,-795.9999999999967,-640.0000000000006,-585.9999999999985,,-2908.000000000008
2016.02.29,451.9999999999969,-68.99999999999685,-1272.0000000000055,-581.9999999999936,-530.0000000000011,-548.0000000000018,,-2549.000000000002
2016.02.29,480.99999999999807,7.9999999999968985,-1481.0000000000086,-461.0000000000003,-521.0000000000008,-548.9999999999924,,-2523.000000000007
2016.02.29,563.0000000000024,153.99999999999858,-1510.000000000005,-170.99999999998784,-510.9999999999957,-543.9999999999969,,-2018.9999999999845
2016.02.29,536.0000000000032,95.00000000000064,-1411.0000000000014,-209.9999999999991,-518.0000000000007,-649.0000000000009,,-2156.999999999998
2016.02.29,568.0000000000018,33.000000000005244,-1264.00000000001,-201.99999999999108,-387.00000000000045,-585.9999999999985,,-1837.9999999999932
2016.02.29,426.9999999999996,68.00000000000139,-1314.9999999999977,-278.9999999999848,-536.0000000000014,-742.999999999995,,-2377.999999999978
2016.02.29,456.00000000000085,178.99999999999582,-1319.0000000000027,-117.99999999999588,-516.9999999999959,-748.9999999999952,,-2067.9999999999927
2016.02.29,441.0000000000025,226.00000000000398,-1335.9999999999986,146.00000000000168,-468.9999999999941,-722.999999999999,,-1714.9999999999836
2016.02.29,356.00000000000074,248.99999999999923,-1502.0000000000095,151.00000000001222,-638.0000000000052,-786.0000000000014,,-2170.0000000000036
2016.02.29,307.0000000000017,327.99999999999494,-1725.0000000000086,178.99999999999582,-686.9999999999976,-810.9999999999928,,-2409.000000000007
2016.02.29,102.00000000000209,375.9999999999986,-1902.000000000001,256.00000000001177,-638.9999999999958,-786.0000000000014,,-2592.9999999999854
2016.02.29,75.9999999999983,626.0000000000043,-1817.9999999999977,197.00000000000273,-587.9999999999939,-695.999999999998,,-2202.999999999984
2016.02.29,192.00000000000327,663.999999999998,-1748.0000000000045,378.999999999996,-454.00000000000773,-584.9999999999937,,-1552.0000000000086
2016.02.29,231.0000000000034,626.9999999999998,-1704.0000000000077,482.00000000000466,-480.000000000004,-611.9999999999948,,-1455.9999999999986
2016.02.29,263.99999999999756,566.9999999999953,-1692.9999999999977,314.00000000001427,-471.9999999999942,-606.9999999999993,,-1626.999999999984
2016.02.29,166.99999999999494,519.9999999999983,-1608.000000000004,200.00000000000017,-543.0000000000064,-698.9999999999981,,-1963.000000000015
2016.02.29,134.0000000000008,456.9999999999963,-1581.0000000000032,151.9999999999966,-554.000000000002,-700.9999999999934,,-2093.000000000005
2016.02.29,295.0000000000008,509.00000000000387,-1639.00000000001,236.99999999999832,-632.000000000005,-772.9999999999961,,-2003.0000000000082
2016.02.29,265.99999999999955,495.9999999999964,-1618.9999999999998,323.0000000000066,-655.0000000000011,-783.0000000000013,,-1971.9999999999995
2016.02.29,241.00000000000233,504.00000000000443,-1630.0000000000095,287.9999999999994,-730.9999999999945,-823.9999999999981,,-2151.999999999996
2016.02.29,253.99999999999866,553.0000000000035,-1727.0000000000039,300.00000000001137,-704.0000000000077,-787.9999999999967,,-2111.999999999995
2016.02.29,249.99999999999466,539.999999999996,-1745.0000000000045,157.00000000000713,-712.0000000000033,-792.0000000000016,,-2302.000000000012
2016.02.29,275.99999999999847,561.9999999999958,-1849.0000000000036,175.99999999999838,-718.0000000000035,-811.9999999999976,,-2365.0000000000123
2016.03.01,244.99999999999523,548.0000000000041,-2237.000000000009,106.00000000000608,-1031.9999999999964,-1078.9999999999936,,-3448.9999999999936
2016.03.01,224.000000000002,543.0000000000045,-2276.0000000000105,72.0000000000054,-1055.9999999999973,-1114.999999999995,,-3607.9999999999905
2016.03.01,273.9999999999965,534.9999999999966,-2201.0000000000077,134.99999999999625,-960.9999999999985,-951.9999999999982,,-3170.000000000015
2016.03.01,249.99999999999466,561.0000000000003,-2033.0000000000014,97.00000000001374,-906.9999999999965,-867.999999999995,,-2899.999999999984
2016.03.01,207.99999999999707,565.9999999999999,-2023.0000000000105,97.9999999999981,-968.0000000000035,-858.9999999999947,,-2978.0000000000136
2016.03.01,10.999999999994348,587.9999999999997,-2134.0000000000005,87.00000000001484,-1209.0000000000032,-899.0000000000009,,-3555.9999999999955
2016.03.01,-16.0000000000049,575.0000000000033,-2251.0000000000045,73.00000000001194,-1305.9999999999973,-980.9999999999945,,-3905.999999999986
2016.03.01,-55.000000000005045,578.0000000000007,-2234.9999999999995,5.999999999994898,-1349.0000000000036,-1033.9999999999918,,-4089.0000000000045
2016.03.01,-46.999999999997044,521.0000000000048,-2204.0000000000077,36.0000000000138,-1340.0000000000034,-1073.9999999999982,,-4107.999999999987
