date,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,AUDCHF,NZDJPY,AUDCAD,empty,sum
2015.07.20,-35.00000000000725,-26.999999999999247,-6.000000000000227,-21.00000000000435,-85.99999999999719,-1.0000000000065512,-68.99999999999685,-99.00000000000375,-54.00000000000959,,-398.00000000002495
2015.07.20,-29.999999999996696,-19.999999999997797,30.000000000001137,-21.00000000000435,-33.000000000005244,28.000000000005798,-35.999999999991594,-90.00000000000341,-13.00000000000745,,-184.9999999999996
2015.07.20,-107.00000000001265,-102.00000000000209,36.000000000001364,-12.000000000012001,-87.00000000000374,-103.00000000000864,-78.99999999999574,-137.00000000000045,-30.000000000007798,,-621.0000000000417
2015.07.20,-93.00000000000975,-85.99999999998609,46.999999999997044,-1.0000000000065512,-104.00000000000409,8.999999999992347,-24.999999999997247,-159.00000000000603,-34.000000000000696,,-446.00000000002103
2015.07.20,-79.00000000000685,-52.99999999999194,54.000000000002046,2.999999999997449,-102.99999999999754,17.000000000000348,-39.999999999995595,-168.00000000000637,-40.00000000000669,,-409.00000000000523
2015.07.20,-78.00000000000028,-24.000000000001798,57.00000000000216,70.99999999999883,-41.000000000002146,-78.00000000000028,-56.99999999999594,-106.00000000000875,3.999999999992898,,-252.0000000000153
2015.07.20,-52.000000000007596,-5.999999999994898,70.00000000000739,104.99999999999955,9.00000000000345,-78.00000000000028,-78.00000000000028,-55.00000000000682,-15.00000000000945,,-100.00000000000895
2015.07.20,-99.00000000000463,-0.9999999999843467,58.000000000006935,72.0000000000054,-56.99999999999594,7.0000000000014495,-42.999999999993044,-106.99999999999932,-39.00000000000014,,-208.99999999996365
2015.07.20,-68.00000000000139,-19.999999999997797,67.00000000000728,55.99999999998939,-200.00000000000017,1.999999999990898,-56.0000000000005,-299.0000000000066,-43.00000000000415,,-561.000000000023
2015.07.20,9.999999999998899,39.999999999995595,93.00000000000352,82.00000000000429,-153.00000000000313,-7.0000000000014495,-65.99999999999939,-250.0,-35.00000000000725,,-286.00000000000887
2015.07.20,58.99999999998684,39.00000000001125,109.00000000000887,90.99999999999665,-99.00000000000463,-80.99999999999774,-20.999999999993246,-189.00000000000716,96.99999999999153,,4.999999999992383
2015.07.20,63.99999999999739,36.999999999998145,102.00000000000387,110.99999999999443,-102.99999999999754,-72.0000000000054,-18.999999999991246,-200.00000000000284,70.99999999999883,,-9.000000000004349
2015.07.20,102.99999999998644,85.00000000000173,126.00000000000477,174.99999999999181,32.999999999994145,-56.000000000011596,157.00000000000713,-48.00000000000182,301.9999999999912,,876.9999999999638
2015.07.20,73.99999999999629,85.00000000000173,136.0000000000099,163.9999999999864,17.999999999995797,-53.999999999998494,190.00000000000128,-70.99999999999795,343.9999999999999,,885.9999999999948
2015.07.20,32.999999999994145,55.000000000005045,109.99999999999943,109.99999999998789,-314.0000000000032,-96.00000000000719,69.00000000000794,-463.99999999999864,214.99999999999852,,-282.00000000001603
2015.07.20,51.99999999998539,39.999999999995595,94.0000000000083,55.000000000005045,-519.0000000000028,-107.99999999999699,-2.999999999997449,-704.0000000000077,141.99999999999767,,-951.000000000013
2015.07.20,41.000000000002146,42.0000000000087,103.00000000000864,55.99999999998939,-594.0000000000057,-110.99999999999443,-36.999999999998145,-805.0000000000068,126.99999999999933,,-1177.9999999999968
2015.07.20,18.999999999991246,38.0000000000047,112.00000000000898,18.999999999991246,-551.0000000000015,-133.00000000000534,-60.99999999999994,-762.0000000000005,142.99999999999312,,-1176.000000000018
2015.07.20,4.000000000004,-62.99999999999084,73.99999999999807,-110.00000000001009,-741.0000000000027,-187.00000000000384,-252.99999999999213,-963.9999999999986,-73.00000000000084,,-2312.9999999999973
2015.07.20,-232.99999999999432,-146.00000000000168,60.000000000002274,-146.00000000000168,-800.0000000000007,-229.99999999999687,-291.99999999999227,-1052.0000000000068,-113.00000000000753,,-2951.9999999999995
2015.07.20,-266.999999999995,-255.99999999998957,48.00000000000182,-141.00000000001333,-853.9999999999992,-238.0000000000049,-325.99999999999295,-1094.9999999999989,-168.00000000000148,,-3296.999999999993
2015.07.20,-238.0000000000049,-310.9999999999946,55.00000000000682,-238.0000000000049,-712.9999999999969,-185.00000000001293,-161.00000000000003,-945.0000000000074,-63.00000000000195,,-2799.000000000017
2015.07.20,-56.99999999999594,-296.9999999999917,115.0000000000091,-185.00000000001293,-690.9999999999972,-283.000000000011,-162.99999999999093,-933.9999999999975,-72.0000000000054,,-2566.9999999999936
2015.07.20,79.99999999999119,-245.99999999999068,218.00000000000352,1.999999999990898,-612.9999999999969,-297.9999999999983,-188.9999999999947,-902.000000000001,-126.0000000000039,,-2074.0
2015.07.20,209.9999999999991,-232.99999999999432,219.0000000000083,-31.000000000003247,-595.0000000000011,-265.0000000000041,-173.9999999999964,-888.9999999999958,-58.000000000002494,,-1815.9999999999902
2015.07.20,439.99999999999596,-45.99999999999049,237.00000000000898,83.9999999999952,-609.000000000004,-225.99999999999287,-171.99999999999437,-912.9999999999967,-64.0000000000085,,-1268.9999999999866
2015.07.20,265.0000000000041,-68.00000000000139,213.99999999999864,119.00000000000244,-670.9999999999993,-242.99999999999324,-212.00000000000108,-981.0000000000088,-143.00000000000423,,-1720.000000000003
2015.07.20,354.9999999999942,-78.00000000000028,148.00000000001035,89.00000000000574,-697.0000000000032,-168.99999999999693,-179.99999999999127,-963.0000000000081,-159.00000000000912,,-1653.9999999999986
2015.07.20,316.0000000000052,-75.00000000000284,167.0000000000016,78.99999999998464,-648.9999999999995,-222.00000000001108,-207.99999999999707,-936.000000000007,-139.00000000000023,,-1667.0000000000264
2015.07.20,401.99999999999125,-136.00000000000279,157.0000000000107,75.99999999998718,-631.0000000000038,-173.00000000000094,-148.99999999999915,-890.0000000000006,-147.00000000000824,,-1491.0000000000261
2015.07.20,287.9999999999994,-254.999999999983,180.99999999999739,-69.00000000000794,-733.0000000000059,-317.9999999999961,-241.99999999999778,-1048.0000000000018,-139.00000000000023,,-2334.9999999999955
2015.07.20,343.00000000000443,-177.00000000000495,221.00000000000364,-43.00000000001525,-714.0000000000035,-314.00000000001427,-246.99999999999721,-1034.000000000006,-147.00000000000824,,-2112.0000000000414
2015.07.20,339.0000000000004,-156.99999999998494,237.99999999999955,79.99999999999119,-612.9999999999969,-327.00000000001063,-200.00000000000017,-915.0000000000063,-134.0000000000008,,-1689.0000000000086
2015.07.20,370.999999999988,-76.99999999999375,271.0000000000008,76.99999999999375,-514.0000000000033,-327.00000000001063,-200.00000000000017,-820.0000000000074,-132.0000000000099,,-1351.0000000000427
2015.07.20,249.99999999999466,-262.999999999991,165.00000000000625,204.99999999998852,-494.00000000000557,-374.0000000000077,-78.00000000000028,-722.999999999999,-78.00000000000028,,-1390.0000000000143
2015.07.20,93.99999999999409,-326.0000000000041,154.00000000001057,-62.000000000006494,-551.0000000000015,-392.9999999999989,-153.99999999999858,-798.0000000000018,-151.00000000000114,,-2187.000000000008
2015.07.20,-69.00000000000794,-363.0000000000022,192.99999999999784,-126.0000000000039,-690.9999999999972,-391.000000000008,-243.99999999999977,-984.0000000000089,-115.00000000000954,,-2790.0000000000396
2015.07.20,51.99999999998539,-221.00000000000452,195.99999999999795,-56.000000000011596,-616.0000000000055,-347.9999999999928,-252.99999999999213,-902.000000000001,-112.000000000001,,-2260.000000000025
2015.07.20,31.999999999987594,-234.00000000000088,186.00000000000705,-32.999999999994145,-578.0000000000007,-378.00000000001165,-252.99999999999213,-862.9999999999995,-97.00000000000264,,-2218.0000000000073
2015.07.20,114.99999999999844,-214.00000000000307,185.00000000000227,22.999999999995246,-526.0000000000042,-348.9999999999993,-227.99999999999488,-808.0000000000069,-137.00000000000932,,-1939.0000000000218
2015.07.20,160.00000000000458,-123.99999999999079,210.00000000000796,134.99999999999625,-551.9999999999969,-307.99999999999716,-245.99999999999068,-829.0000000000077,-156.00000000000057,,-1709.999999999975
2015.07.20,251.00000000000122,-110.99999999999443,213.99999999999864,123.99999999999079,-568.9999999999973,-348.9999999999993,-256.99999999999613,-859.9999999999994,-163.00000000000205,,-1719.999999999998
2015.07.20,212.99999999999653,-55.99999999998939,212.0000000000033,92.00000000000318,-614.9999999999989,-287.9999999999994,-289.9999999999903,-903.9999999999964,-173.00000000000094,,-1808.9999999999723
2015.07.20,205.99999999999508,-48.000000000003595,204.9999999999983,124.99999999999733,-592.9999999999991,-310.0000000000103,-289.9999999999903,-890.0000000000006,-185.00000000000182,,-1780.000000000015
2015.07.20,323.0000000000066,17.000000000000348,249.00000000000944,180.0000000000024,-609.9999999999994,-253.99999999999866,-266.999999999995,-936.9999999999976,-175.00000000000293,,-1473.9999999999748
2015.07.20,324.9999999999975,-22.999999999995246,248.00000000000466,185.99999999999727,-621.0000000000049,-263.00000000001324,-256.99999999999613,-935.0000000000023,-171.00000000001003,,-1511.0000000000223
2015.07.20,323.0000000000066,-10.999999999983245,239.00000000000432,187.99999999998818,-585.9999999999976,-246.00000000001288,-231.99999999999886,-891.9999999999959,-151.00000000000114,,-1367.9999999999905
2015.07.20,336.9999999999873,68.00000000000139,219.99999999999886,160.00000000000458,-536.0000000000032,-259.9999999999936,-248.99999999999923,-826.9999999999982,-142.00000000000878,,-1229.000000000011
2015.07.21,341.99999999999784,46.999999999997044,170.0000000000017,143.00000000000423,-511.0000000000059,-279.00000000000705,-251.99999999999667,-801.0000000000019,-116.00000000000499,,-1257.000000000016
2015.07.21,367.0000000000062,66.00000000001049,250.0,205.99999999999508,-497.000000000003,-239.00000000001143,-214.99999999999852,-795.0000000000017,-97.00000000000264,,-954.0000000000055
2015.07.21,377.9999999999894,76.0000000000094,261.0000000000099,217.0000000000005,-458.00000000000284,-222.00000000001108,-226.99999999999943,-742.0000000000044,-119.00000000000244,,-836.0000000000111
2015.07.21,348.9999999999993,16.000000000016,228.00000000000864,207.99999999998596,-595.9999999999966,-209.9999999999991,-226.99999999999943,-900.0000000000057,-155.00000000000514,,-1286.9999999999961
2015.07.21,313.99999999999204,-5.999999999994898,234.00000000000887,211.00000000000563,-600.999999999996,-222.00000000001108,-202.9999999999976,-923.0000000000018,-127.00000000001043,,-1323.0000000000055
2015.07.21,278.00000000000045,-10.999999999983245,254.0000000000049,200.00000000000017,-658.9999999999985,-214.00000000000307,-196.99999999999162,-1000.0,-140.0000000000068,,-1488.9999999999777
2015.07.21,296.9999999999917,-4.999999999988347,246.9999999999999,171.99999999999437,-682.0000000000048,-225.00000000000853,-196.99999999999162,-1058.9999999999975,-119.00000000000244,,-1571.0000000000075
2015.07.21,300.99999999999574,2.999999999997449,299.0000000000066,160.00000000000458,-760.0000000000051,-192.99999999999872,-167.9999999999904,-1153.000000000006,-79.00000000000685,,-1590.0000000000027
2015.07.21,304.9999999999997,36.0000000000138,270.00000000001023,61.99999999998429,-783.9999999999958,-158.99999999999804,-247.99999999999267,-1183.9999999999975,-158.0000000000026,,-1859.9999999999784
2015.07.21,341.99999999999784,53.999999999998494,276.00000000001046,72.0000000000054,-777.0000000000055,-185.99999999999727,-271.9999999999945,-1174.0000000000066,-171.00000000001003,,-1836.0000000000016
2015.07.21,353.99999999998766,31.000000000003247,287.00000000000614,154.99999999999403,-902.9999999999983,-178.99999999999582,-163.99999999999747,-1313.0000000000023,-43.00000000000415,,-1775.0000000000068
2015.07.21,343.00000000000443,0.0,286.00000000000136,143.99999999998857,-897.9999999999987,-185.99999999999727,-147.99999999999258,-1314.9999999999977,-48.000000000003595,,-1821.9999999999957
2015.07.21,353.99999999998766,-7.0000000000014495,299.99999999999716,163.00000000000205,-885.999999999998,-217.0000000000005,-154.99999999999403,-1307.0000000000023,-39.00000000000014,,-1794.0000000000095
