date,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,AUDCHF,NZDJPY,AUDCAD,empty,sum
2015.07.20,28.999999999990145,24.000000000001798,43.00000000000637,7.999999999985796,-28.000000000005798,55.000000000005045,3.0000000000085514,-60.000000000002274,40.99999999999105,,114.99999999998067
2015.07.20,-5.000000000010552,16.000000000016,97.00000000000841,60.99999999999994,-19.00000000000235,72.0000000000054,1.0000000000065512,-82.99999999999841,-3.0000000000085514,,137.00000000001646
2015.07.20,-80.99999999999774,-82.00000000000429,61.99999999999761,7.999999999985796,-80.99999999999774,8.999999999992347,-21.999999999999797,-137.00000000000045,-17.000000000000348,,-341.0000000000246
2015.07.20,-49.00000000001015,-49.99999999999449,54.000000000002046,32.999999999994145,-100.99999999999554,34.000000000000696,-13.999999999991797,-156.0000000000059,-20.0000000000089,,-269.0000000000099
2015.07.20,-69.00000000000794,16.000000000016,94.99999999999886,89.99999999999008,-34.99999999999615,31.000000000003247,4.999999999999449,-102.00000000000387,8.999999999992347,,39.999999999992035
2015.07.20,-28.000000000005798,38.0000000000047,106.99999999999932,114.99999999999844,17.000000000000348,-55.000000000005045,-42.999999999993044,-45.000000000001705,34.99999999999615,,140.99999999999335
2015.07.20,-49.99999999999449,33.00000000001635,76.99999999999818,124.99999999999733,26.999999999999247,35.00000000000725,15.00000000000945,-12.000000000000455,21.999999999999797,,272.0000000000326
2015.07.20,-66.99999999999484,7.0000000000014495,70.00000000000739,73.99999999999629,-48.000000000003595,18.0000000000069,-26.999999999999247,-100.00000000000853,5.999999999994898,,-66.99999999999928
2015.07.20,31.000000000003247,73.99999999999629,96.00000000000364,129.00000000000134,-116.00000000000499,45.99999999999049,-2.999999999997449,-203.00000000000296,22.999999999995246,,76.99999999998491
2015.07.20,112.99999999998533,114.0000000000141,125.0,126.99999999998823,24.999999999997247,43.999999999999595,121.99999999999989,-46.00000000000648,227.99999999999488,,851.9999999999728
2015.07.20,72.99999999998974,77.00000000001594,112.99999999999955,112.000000000001,-90.0000000000012,-68.00000000000139,9.999999999998899,-180.99999999999739,157.99999999999147,,203.99999999999665
2015.07.20,160.99999999998892,97.9999999999981,146.0000000000008,190.99999999998562,71.99999999999429,-31.000000000003247,207.00000000000162,-3.0000000000001137,350.9999999999902,,1191.9999999999561
2015.07.20,104.99999999999955,95.00000000000064,146.0000000000008,181.9999999999933,39.00000000000014,-51.000000000001044,198.00000000000927,-40.00000000000625,354.9999999999942,,1028.9999999999907
2015.07.20,102.99999999998644,121.99999999999989,155.00000000000114,181.9999999999933,26.999999999999247,-39.00000000001125,198.00000000000927,-67.00000000000728,371.99999999999454,,1052.9999999999652
2015.07.20,114.99999999999844,87.99999999999919,114.00000000000432,161.99999999999548,-297.00000000000284,-87.99999999999919,69.00000000000794,-438.0000000000024,227.99999999999488,,-47.000000000004206
2015.07.20,51.99999999998539,45.000000000006146,103.9999999999992,82.00000000000429,-465.0000000000043,-103.00000000000864,15.00000000000945,-641.9999999999959,184.99999999999073,,-727.0000000000136
2015.07.20,62.000000000006494,76.0000000000094,134.00000000000034,72.99999999998974,-485.99999999999756,-83.9999999999952,-1.999999999990898,-688.0000000000024,180.99999999999784,,-733.9999999999822
2015.07.20,62.000000000006494,46.999999999997044,123.00000000000466,43.999999999999595,-526.0000000000042,-133.00000000000534,-44.99999999999504,-719.9999999999989,159.9999999999935,,-988.0000000000022
2015.07.20,21.00000000000435,19.00000000001345,111.0000000000042,-42.0000000000087,-651.999999999997,-164.99999999999292,-168.99999999999693,-875.0,72.99999999998974,,-1678.9999999999839
