date,EURUSD,USDJPY,EURCHF,CHFJPY,NZDCHF,EURGBP,EURCAD,empty,sum
2021.11.22,-49.00000000001015,-63.00000000000239,35.999999999991594,-46.00000000000648,41.9999999999976,18.999999999991246,-22.999999999995246,,-84.00000000003382
2021.11.22,-33.00000000001635,-103.9999999999992,68.99999999998573,-117.00000000000443,-21.999999999999797,28.999999999990145,-7.0000000000014495,,-185.00000000004536
2021.11.22,-158.99999999999804,-162.9999999999967,25.999999999992696,-153.0000000000058,19.999999999997797,58.99999999999794,-100.99999999999554,,-471.0000000000076
2021.11.22,-134.00000000001188,-227.00000000000387,39.999999999995595,-233.99999999999466,4.999999999999449,66.99999999999484,-4.999999999988347,,-488.00000000000887
2021.11.22,-5.000000000010552,-117.999999999995,63.99999999999739,-231.99999999999932,11.00000000000545,69.9999999999923,97.9999999999981,,-112.0000000000116
2021.11.22,-80.00000000001339,-152.00000000000102,51.99999999998539,-195.99999999999795,-19.00000000000235,78.00000000000028,11.00000000000545,,-306.00000000002353
2021.11.22,-26.999999999999247,-256.0000000000002,98.99999999998244,-316.0000000000025,46.00000000000159,84.99999999999064,21.00000000000435,,-348.00000000002296
2021.11.22,-160.00000000000458,-248.99999999999523,69.9999999999923,-200.00000000000284,46.00000000000159,59.99999999999339,-66.99999999999484,,-500.0000000000102
2021.11.22,-124.99999999999733,-262.00000000000045,53.999999999998494,-266.9999999999959,65.99999999999939,45.99999999999049,-72.99999999998974,,-560.999999999995
2021.11.22,-168.0000000000126,-218.00000000000352,29.999999999996696,-204.9999999999983,45.000000000006146,28.999999999990145,-107.99999999999699,,-595.0000000000184
2021.11.22,-228.00000000000597,-259.00000000000034,4.999999999988347,-210.99999999999852,-10.999999999994348,13.999999999991797,-194.0000000000053,,-884.0000000000243
2021.11.22,-175.99999999999838,-197.9999999999933,-24.000000000001798,-239.00000000000432,4.000000000004,21.999999999999797,-177.00000000000495,,-787.9999999999991
2021.11.22,-130.0000000000079,-250.0,11.999999999989797,-305.9999999999974,78.00000000000028,24.999999999997247,-184.00000000000637,,-755.0000000000243
2021.11.22,-102.00000000000209,-224.99999999999432,2.999999999997449,-310.0000000000023,109.99999999999899,15.999999999993797,-133.99999999998968,,-641.9999999999982
2021.11.22,-155.00000000001623,-219.99999999999886,10.999999999983245,-237.99999999999955,102.00000000000209,-6.0000000000060005,-180.0000000000024,,-686.0000000000377
2021.11.22,-106.00000000000608,-218.00000000000352,35.999999999991594,-259.00000000000034,201.00000000000674,4.999999999999449,-133.00000000000534,,-474.0000000000176
2021.11.22,-151.00000000001222,-263.00000000000523,35.999999999991594,-259.00000000000034,177.00000000000495,11.999999999989797,-185.99999999999727,,-634.0000000000286
2021.11.22,-221.00000000000452,-274.0000000000009,40.99999999997994,-189.00000000000716,182.99999999999983,-28.000000000005798,-255.99999999998957,,-744.0000000000283
2021.11.22,-200.00000000000017,-334.0000000000032,76.99999999999375,-233.0000000000041,197.99999999999818,-6.0000000000060005,-229.99999999999687,,-728.0000000000184
2021.11.22,-280.9999999999979,-308.9999999999975,-74.0000000000185,-299.99999999999716,180.0000000000024,-14.000000000002899,-286.00000000000847,,-1084.00000000002
2021.11.22,-167.00000000000603,-218.00000000000352,-113.00000000000753,-370.00000000000455,114.99999999999844,115.99999999999389,-194.99999999998963,,-832.000000000019
2021.11.22,-232.00000000000998,-233.0000000000041,-107.00000000001265,-308.9999999999975,48.99999999999905,60.99999999999994,-278.00000000000045,,-1049.0000000000257
2021.11.22,-60.99999999999994,-191.0000000000025,-57.00000000001815,-397.99999999999613,51.000000000001044,88.99999999999464,-168.99999999999693,,-736.000000000018
2021.11.22,-84.0000000000174,-218.00000000000352,-40.0000000000178,-376.99999999999534,13.00000000000745,133.99999999998968,-87.99999999999919,,-660.0000000000362
2021.11.22,-23.00000000001745,-248.99999999999523,60.99999999999994,-361.0000000000042,126.0000000000039,133.99999999998968,-87.99999999999919,,-400.0000000000226
2021.11.22,-25.00000000000835,-248.00000000000466,31.999999999987594,-390.00000000000057,87.99999999999919,111.99999999998988,-86.99999999999264,,-518.0000000000294
2021.11.22,-43.999999999999595,-260.0000000000051,-1.0000000000065512,-414.0000000000015,97.9999999999981,82.99999999999974,-160.00000000000458,,-698.0000000000194
