date,EURUSD,USDJPY,EURCHF,CHFJPY,NZDCHF,EURGBP,EURCAD,empty,sum
2021.11.22,-68.00000000000139,-72.00000000000273,0.0,-213.00000000000807,-104.99999999999955,-2.000000000002,-63.99999999999739,,-524.0000000000111
2021.11.22,-49.00000000001015,-123.99999999999523,28.999999999990145,-192.99999999999784,-31.999999999998696,8.999999999992347,-39.999999999995595,,-400.000000000015
2021.11.22,-172.0000000000166,-167.0000000000016,9.999999999998899,-225.00000000000853,-42.999999999993044,10.999999999994348,-120.99999999999334,,-707.0000000000198
2021.11.22,-168.0000000000126,-227.00000000000387,11.999999999989797,-234.99999999999943,-7.0000000000014495,45.99999999999049,-110.99999999999443,,-690.0000000000316
2021.11.22,-146.00000000000168,-227.00000000000387,30.999999999981043,-253.0000000000001,-31.000000000003247,60.99999999999994,-8.999999999992347,,-574.0000000000203
2021.11.22,-114.0000000000141,-188.99999999999295,27.999999999983594,-269.999999999996,-54.999999999993946,45.99999999999049,-12.999999999996348,,-567.0000000000194
2021.11.22,-84.0000000000174,-263.00000000000523,45.99999999999049,-320.0000000000074,-19.00000000000235,69.9999999999923,-8.000000000008,,-578.0000000000576
2021.11.22,-235.00000000000742,-266.00000000000534,39.999999999995595,-335.00000000000796,31.000000000003247,19.999999999997797,-137.9999999999937,,-883.0000000000177
2021.11.22,-188.00000000001037,-298.0000000000018,43.999999999999595,-278.0000000000058,40.00000000000669,37.99999999999359,-109.99999999998789,,-752.0000000000059
2021.11.22,-228.00000000000597,-280.9999999999917,18.999999999991246,-274.0000000000009,26.999999999999247,8.999999999992347,-146.00000000000168,,-874.0000000000174
2021.11.22,-236.00000000001398,-272.00000000000557,1.999999999990898,-236.99999999999477,-21.999999999999797,5.999999999994898,-200.00000000000017,,-959.0000000000284
2021.11.22,-234.00000000000088,-266.9999999999959,-28.000000000005798,-274.0000000000009,-20.999999999993246,11.999999999989797,-202.9999999999976,,-1015.0000000000047
2021.11.22,-182.0000000000155,-262.00000000000045,-24.000000000001798,-316.0000000000025,4.000000000004,9.999999999998899,-218.99999999999142,,-989.0000000000089
2021.11.22,-167.00000000000603,-262.00000000000045,-23.00000000001745,-317.99999999999784,73.00000000000084,-12.000000000000899,-212.99999999999653,,-922.0000000000184
2021.11.22,-161.99999999999548,-236.99999999999477,-4.000000000004,-310.0000000000023,84.0000000000063,-13.00000000000745,-182.99999999999983,,-824.9999999999975
2021.11.22,-185.99999999999727,-254.0000000000049,9.999999999998899,-269.999999999996,84.0000000000063,-20.0000000000089,-187.00000000000384,,-823.0000000000058
2021.11.22,-161.99999999999548,-269.999999999996,21.999999999988695,-275.99999999999625,168.00000000000148,-4.000000000004,-197.00000000000273,,-719.0000000000043
2021.11.22,-229.00000000001253,-281.9999999999965,35.999999999991594,-278.99999999999636,170.99999999999892,-31.000000000003247,-268.0000000000016,,-882.0000000000197
2021.11.22,-258.0000000000027,-335.9999999999985,28.999999999990145,-281.9999999999965,156.00000000000057,-60.00000000000449,-272.00000000000557,,-1023.0000000000169
2021.11.22,-283.000000000011,-353.9999999999992,-80.00000000001339,-335.9999999999985,179.00000000000693,-24.000000000001798,-309.99999999998806,,-1208.0000000000052
2021.11.22,-283.000000000011,-340.0000000000034,-121.99999999999989,-412.00000000000614,96.00000000000719,-13.00000000000745,-289.0000000000059,,-1363.0000000000266
2021.11.22,-236.00000000001398,-272.00000000000557,-139.00000000000023,-394.00000000000546,21.00000000000435,33.9999999999896,-297.9999999999983,,-1284.0000000000296
2021.11.22,-234.00000000000088,-251.99999999999534,-118.00000000001809,-424.99999999999716,-25.999999999992696,50.99999999998994,-272.99999999998994,,-1277.000000000004
2021.11.22,-114.99999999999844,-221.9999999999942,-87.00000000001484,-448.0000000000075,-69.9999999999923,79.99999999999119,-170.00000000000347,,-1032.0000000000196
2021.11.22,-100.0000000000112,-260.0000000000051,-43.00000000001525,-435.0000000000023,9.999999999998899,100.99999999999554,-126.99999999998823,,-854.0000000000277
2021.11.22,-78.00000000000028,-280.9999999999917,26.999999999999247,-396.0000000000008,85.00000000000173,101.99999999999099,-133.00000000000534,,-674.0000000000061
2021.11.22,-78.00000000000028,-290.9999999999968,-41.000000000002146,-486.99999999999477,57.00000000000705,80.99999999999774,-182.99999999999983,,-941.9999999999891
2021.11.22,-228.00000000000597,-322.9999999999933,-199.00000000001583,-477.00000000000387,-15.999999999993797,-27.00000000001035,-302.0000000000023,,-1572.0000000000257
2021.11.22,-163.00000000000205,-248.00000000000466,-171.00000000001003,-504.0000000000049,-9.999999999998899,-21.999999999999797,-279.99999999999136,,-1398.0000000000116
2021.11.22,-138.0000000000159,-228.9999999999992,-173.00000000000094,-492.00000000000443,7.9999999999968985,-10.000000000010001,-231.0000000000034,,-1265.000000000037
2021.11.22,-154.0000000000097,-230.99999999999454,-239.00000000001143,-534.9999999999966,-36.999999999998145,0.999999999995449,-232.99999999999432,,-1428.0000000000093
2021.11.22,-144.0000000000108,-263.9999999999958,-229.00000000001253,-548.0000000000018,-17.999999999995797,-27.00000000001035,-194.0000000000053,,-1424.0000000000325
2021.11.22,-524.9999999999977,-781.9999999999965,-262.00000000000665,-805.9999999999974,-53.00000000000304,-53.00000000000304,-347.0000000000084,,-2828.0000000000127
2021.11.22,-517.0000000000119,-828.000000000003,-226.00000000001506,-793.0000000000064,-81.9999999999932,-12.000000000000899,-265.0000000000041,,-2723.0000000000346
2021.11.22,-459.0000000000094,-831.0000000000031,-96.00000000000719,-734.9999999999994,-80.99999999999774,-29.000000000001247,-226.99999999999943,,-2458.0000000000177
2021.11.22,-465.0000000000043,-838.9999999999986,-85.00000000000173,-671.0000000000065,-107.00000000000153,-2.000000000002,-140.0000000000068,,-2309.0000000000214
2021.11.22,-419.9999999999982,-844.9999999999989,17.999999999984695,-787.9999999999967,-100.00000000000009,45.99999999999049,-95.00000000000064,,-2184.000000000019
2021.11.22,-310.0000000000103,-902.000000000001,-30.0000000000189,-846.0000000000036,-180.0000000000024,63.99999999999739,90.00000000001229,,-2114.0000000000264
2021.11.22,-378.999999999996,-853.9999999999992,-26.0000000000149,-746.9999999999999,-178.99999999999582,61.999999999995396,92.00000000000318,,-2031.0000000000073
2021.11.22,-429.00000000001273,-930.9999999999974,34.99999999998504,-713.0000000000081,-151.9999999999966,93.99999999999409,93.00000000000975,,-2003.0000000000261
2021.11.22,-461.0000000000003,-980.000000000004,17.999999999984695,-704.9999999999983,-151.9999999999966,73.99999999999629,52.99999999999194,,-2153.0000000000264
2021.11.22,-507.000000000013,-1022.9999999999961,23.999999999979593,-730.9999999999945,-109.99999999999899,48.99999999999905,-29.999999999996696,,-2328.000000000021
2021.11.22,-524.0000000000133,-1022.0000000000056,38.99999999998904,-688.0000000000024,-103.99999999999298,53.999999999998494,-43.999999999999595,,-2289.0000000000264
2021.11.22,-575.0000000000144,-1037.9999999999968,28.999999999990145,-664.0000000000015,-88.99999999999464,28.999999999990145,-69.00000000000794,,-2377.000000000035
2021.11.22,-577.0000000000052,-1045.9999999999923,70.99999999999883,-609.9999999999994,-73.00000000000084,10.999999999994348,-100.99999999999554,,-2325.0
2021.11.22,-550.000000000006,-1027.9999999999916,82.99999999998863,-603.0000000000086,-97.00000000000264,1.999999999990898,-69.9999999999923,,-2263.000000000022
2021.11.22,-551.9999999999969,-974.0000000000038,89.99999999999008,-533.0000000000013,-121.99999999999989,27.999999999994696,-18.0000000000069,,-2081.000000000024
2021.11.22,-561.9999999999958,-975.9999999999991,35.999999999991594,-531.9999999999965,-61.999999999995396,-23.00000000000635,-28.999999999990145,,-2147.999999999992
2021.11.23,-567.0000000000064,-992.0000000000044,-358.00000000001387,-671.999999999997,-244.99999999999523,-46.00000000000159,-209.9999999999991,,-3090.000000000018
2021.11.23,-531.0000000000148,-972.999999999999,25.999999999992696,-603.0000000000086,-207.99999999999707,-15.00000000000945,12.999999999996348,,-2291.00000000004
2021.11.23,-534.0000000000123,-956.0000000000031,44.99999999998394,-543.9999999999969,-126.99999999999933,-5.000000000010552,14.000000000002899,,-2107.000000000036
2021.11.23,-496.00000000000756,-930.9999999999974,78.99999999998464,-528.0000000000058,-144.99999999999514,22.999999999995246,85.00000000000173,,-1913.0000000000246
2021.11.23,-487.0000000000152,-906.9999999999965,69.9999999999923,-540.0000000000063,-149.99999999999457,11.999999999989797,83.00000000001084,,-1919.0000000000193
2021.11.23,-502.00000000000244,-862.9999999999995,27.999999999983594,-527.000000000001,-186.99999999999272,6.999999999990347,35.00000000000725,,-2009.0000000000146
2021.11.23,-492.0000000000035,-870.9999999999951,39.999999999995595,-558.0000000000069,-163.99999999999747,-2.000000000002,18.0000000000069,,-2029.0000000000027
2021.11.23,-517.0000000000119,-930.9999999999974,25.999999999992696,-582.0000000000078,-125.99999999999278,-8.000000000008,2.0000000000131024,,-2136.0000000000123
2021.11.23,-624.0000000000023,-1185.0000000000023,24.999999999986144,-757.9999999999956,-247.99999999999267,-14.000000000002899,-18.0000000000069,,-2822.0000000000164
2021.11.23,-578.9999999999961,-1182.0000000000023,46.999999999997044,-792.0000000000016,-253.99999999999866,-13.00000000000745,32.999999999994145,,-2740.0000000000146
2021.11.23,-533.0000000000057,-1227.0000000000039,63.99999999999739,-841.9999999999987,-225.99999999999287,6.999999999990347,26.999999999999247,,-2730.000000000014
2021.11.23,-523.0000000000068,-1200.9999999999934,47.99999999998139,-832.9999999999984,-258.9999999999981,5.999999999994898,68.00000000000139,,-2694.000000000019
2021.11.23,-547.0000000000086,-1218.999999999994,48.99999999998794,-829.0000000000077,-312.9999999999966,8.999999999992347,42.999999999993044,,-2807.0000000000337
2021.11.23,-557.0000000000075,-1212.9999999999939,27.999999999983594,-849.0000000000038,-347.9999999999928,18.999999999991246,46.999999999997044,,-2873.0000000000255
