date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.06.22,-14.000000000002899,-31.000000000003247,-40.99999999999682,-70.99999999999883,-14.999999999998348,-22.999999999995246,-127.99999999999478,-59.000000000009045,-173.99999999997817,-24.999999999997247,-80.00000000000229,-106.00000000000608,-43.00000000000637,-219.99999999999798,-157.00000000000713,0.0,-70.99999999999883,-19.999999999997797,-76.99999999999818,-45.99999999999227,-29.000000000001247,-58.000000000002494,,-1487.999999999985
2015.06.22,-46.00000000000159,-15.999999999993797,-32.99999999998704,-19.999999999997797,-34.000000000000696,-12.999999999996348,-29.999999999996696,-72.0000000000054,-125.0,14.999999999998348,-29.000000000001247,-57.00000000000705,-27.999999999991587,-206.00000000001728,-157.00000000000713,18.000000000000682,-99.99999999998899,19.999999999997797,-60.99999999999284,-22.999999999996135,35.00000000000725,-29.00000000001235,,-990.9999999999899
2015.06.22,-19.999999999997797,-38.99999999998904,0.0,17.000000000000348,-14.999999999998348,-49.99999999999449,-158.99999999999804,-69.00000000000794,-286.00000000000136,-17.000000000000348,-28.000000000005798,-35.00000000000725,60.000000000002274,-260.0000000000158,-200.99999999998454,94.99999999999886,-51.000000000001044,53.999999999998494,28.000000000005798,-158.00000000000125,65.00000000000395,-42.999999999993044,,-1111.9999999999864
2015.06.22,68.00000000000139,-18.999999999991246,104.00000000001342,42.0000000000087,-77.00000000000485,-33.9999999999896,-197.00000000000273,17.000000000000348,-324.99999999998863,-48.99999999999905,60.99999999999994,17.000000000000348,174.0000000000066,-250.00000000001688,-168.99999999999693,305.9999999999832,-19.999999999997797,93.99999999999409,85.00000000000796,-152.00000000000102,85.99999999999719,-117.00000000001154,,-354.99999999998704
2015.06.22,55.000000000005045,14.000000000002899,133.00000000000978,52.000000000007596,-87.99999999999919,-42.999999999993044,-214.99999999998744,38.99999999998904,-346.00000000000364,-48.000000000003595,57.99999999999139,9.999999999998899,192.00000000000728,-268.0000000000016,-195.9999999999962,269.00000000000546,-49.99999999999449,-17.000000000000348,100.00000000000853,-188.99999999999295,65.99999999999939,-147.00000000000824,,-618.9999999999554
2015.06.22,41.9999999999976,-12.999999999996348,155.00000000000114,51.000000000001044,-87.00000000000374,-64.99999999999284,-262.999999999991,58.99999999998684,-402.9999999999916,-46.999999999997044,81.9999999999932,3.999999999992898,203.00000000000296,-356.00000000000074,-195.9999999999962,233.0000000000041,-140.99999999999113,-100.0000000000112,112.00000000000898,-198.99999999999807,79.00000000000685,-164.99999999999292,,-1014.9999999999673
2015.06.22,97.9999999999981,-22.999999999995246,115.0000000000091,114.99999999999844,-60.00000000000449,-70.99999999999883,-272.99999999998994,58.000000000002494,-387.00000000000045,-46.00000000000159,86.99999999999264,1.999999999990898,200.9999999999934,-316.0000000000052,-146.99999999998602,247.99999999999045,-99.00000000000463,-94.00000000001629,120.00000000000455,-191.99999999999307,69.00000000000794,-147.00000000000824,,-742.0000000000161
2015.06.22,56.0000000000005,-11.999999999989797,129.0000000000049,92.00000000000318,-102.00000000000209,-80.99999999999774,-245.0000000000063,66.99999999999484,-395.9999999999866,-49.99999999999449,87.99999999999919,-9.00000000000345,182.99999999999272,-300.00000000001137,-134.99999999999625,205.99999999998886,-117.99999999999588,-110.00000000001009,109.00000000000887,-229.99999999998977,63.00000000000195,-192.99999999999872,,-987.9999999999877
2015.06.22,-61.999999999995396,65.00000000000395,237.00000000000898,-22.999999999995246,-230.000000000008,-17.999999999995797,-191.99999999999218,-12.000000000012001,-364.9999999999807,-17.000000000000348,100.00000000000009,-16.0000000000049,268.0000000000007,-316.0000000000052,-37.99999999998249,227.99999999998022,-168.99999999999693,-35.00000000000725,143.00000000000068,-192.99999999999784,114.00000000000298,-222.00000000001108,,-752.9999999999877
2015.06.22,-58.000000000002494,104.99999999999955,201.00000000000762,-14.999999999987246,-175.00000000000293,77.00000000000485,-168.99999999999693,48.000000000003595,-312.9999999999882,-22.999999999995246,122.99999999999534,52.99999999999194,228.00000000000864,-311.0000000000168,68.00000000000139,221.99999999998,-170.99999999998784,78.00000000000028,107.00000000001353,-90.99999999999397,158.0000000000026,-129.00000000000134,,13.000000000036295
