date,AUDJPY,AUDCAD,empty,sum
2017.06.12,-18.000000000000682,-31.999999999987594,,-49.999999999988276
2017.06.12,60.99999999999284,24.000000000001798,,84.99999999999463
2017.06.12,30.000000000001137,25.00000000000835,,55.000000000009486
2017.06.12,36.99999999999193,-25.999999999992696,,10.999999999999233
2017.06.12,-13.00000000000523,-34.000000000000696,,-47.000000000005926
2017.06.12,-58.000000000006935,-21.999999999988695,,-79.99999999999562
2017.06.12,-22.00000000000557,-14.999999999987246,,-36.999999999992816
2017.06.12,-84.00000000000318,-18.999999999991246,,-102.99999999999443
2017.06.12,-66.0000000000025,-19.999999999997797,,-86.0000000000003
2017.06.12,-73.99999999999807,-68.99999999998573,,-142.9999999999838
2017.06.12,-28.999999999996362,-82.00000000000429,,-111.00000000000065
2017.06.12,-115.99999999999966,-126.0000000000039,,-242.00000000000355
2017.06.12,-128.0000000000001,-112.99999999998533,,-240.99999999998545
2017.06.12,-102.00000000000387,-109.99999999998789,,-211.99999999999176
2017.06.12,-106.00000000000875,-146.00000000000168,,-252.00000000001043
2017.06.12,-114.99999999999488,-160.00000000000458,,-274.99999999999943
2017.06.12,-105.00000000000398,-157.99999999999147,,-262.99999999999545
2017.06.12,-87.0000000000033,-87.99999999999919,,-175.0000000000025
2017.06.12,-79.9999999999983,-79.00000000000685,,-159.00000000000514
2017.06.12,-100.00000000000853,-28.999999999990145,,-128.99999999999866
2017.06.12,-105.00000000000398,-8.999999999992347,,-113.99999999999633
2017.06.12,-64.00000000000716,26.999999999999247,,-37.000000000007915
2017.06.12,-195.99999999999795,-19.999999999997797,,-215.99999999999574
2017.06.12,-219.99999999999886,-45.000000000006146,,-265.000000000005
2017.06.12,-176.00000000000193,12.000000000012001,,-163.99999999998994
2017.06.12,-162.9999999999967,70.0000000000145,,-92.99999999998221
2017.06.12,-171.99999999999704,51.000000000001044,,-120.99999999999599
2017.06.12,-126.99999999999534,21.00000000000435,,-105.99999999999099
2017.06.12,-191.0000000000025,21.00000000000435,,-169.99999999999815
2017.06.12,-203.00000000000296,18.0000000000069,,-184.99999999999605
2017.06.12,-227.00000000000387,21.00000000000435,,-205.99999999999952
2017.06.12,-170.0000000000017,-2.999999999997449,,-172.99999999999915
2017.06.12,-164.00000000000148,5.999999999994898,,-158.0000000000066
2017.06.12,-290.9999999999968,53.00000000001415,,-237.99999999998266
2017.06.12,-317.99999999999784,11.00000000000545,,-306.9999999999924
2017.06.12,-254.0000000000049,18.0000000000069,,-235.99999999999798
2017.06.12,-284.000000000006,2.999999999997449,,-281.0000000000086
2017.06.12,-370.00000000000455,12.000000000012001,,-357.99999999999255
2017.06.12,-453.00000000000296,36.0000000000138,,-416.99999999998914
