date,AUDJPY,AUDCAD,empty,sum
2017.06.12,75.9999999999934,48.000000000003595,,123.999999999997
2017.06.12,70.99999999999795,24.000000000001798,,94.99999999999974
2017.06.12,69.00000000000261,29.00000000001235,,98.00000000001496
2017.06.12,42.999999999992156,-14.000000000002899,,28.999999999989257
2017.06.12,-4.9999999999954525,2.0000000000131024,,-2.99999999998235
2017.06.12,-19.000000000005457,-11.999999999989797,,-30.999999999995254
2017.06.12,1.0000000000047748,2.999999999997449,,4.000000000002224
2017.06.12,-37.00000000000614,7.0000000000014495,,-30.00000000000469
2017.06.12,-31.999999999996476,-19.999999999997797,,-51.99999999999427
2017.06.12,-7.999999999995566,-62.99999999999084,,-70.99999999998641
2017.06.12,9.000000000000341,-70.99999999999883,,-61.999999999998494
2017.06.12,-109.00000000000887,-109.99999999998789,,-218.99999999999676
2017.06.12,-97.99999999999898,-103.99999999999298,,-201.99999999999196
2017.06.12,-70.00000000000739,-85.99999999998609,,-155.99999999999346
2017.06.12,-100.99999999999909,-136.99999999998712,,-237.99999999998622
2017.06.12,-87.0000000000033,-151.9999999999966,,-238.9999999999999
2017.06.12,-58.9999999999975,-83.9999999999952,,-142.9999999999927
2017.06.12,-58.000000000006935,-79.00000000000685,,-137.00000000001378
2017.06.12,-16.000000000005343,-18.0000000000069,,-34.00000000001224
2017.06.12,-49.99999999999716,25.00000000000835,,-24.99999999998881
2017.06.12,7.999999999995566,58.000000000002494,,65.99999999999807
2017.06.12,-54.000000000002046,32.0000000000098,,-21.999999999992248
2017.06.12,-186.00000000000705,-14.999999999987246,,-200.9999999999943
2017.06.12,-167.0000000000016,12.999999999996348,,-154.00000000000523
2017.06.12,-73.0000000000075,80.00000000001339,,7.000000000005883
2017.06.12,-156.0000000000059,113.00000000000753,,-42.99999999999838
2017.06.12,-82.00000000000784,83.9999999999952,,1.9999999999873523
2017.06.12,-126.99999999999534,70.0000000000145,,-56.999999999980844
2017.06.12,-186.9999999999976,53.999999999998494,,-132.99999999999912
2017.06.12,-201.99999999999818,29.00000000001235,,-172.99999999998585
2017.06.12,-159.00000000000603,75.00000000000284,,-84.00000000000318
2017.06.12,-143.00000000000068,7.0000000000014495,,-135.99999999999923
2017.06.12,-138.9999999999958,110.00000000001009,,-28.999999999985704
2017.06.12,-283.00000000000125,143.00000000000423,,-139.99999999999702
2017.06.12,-222.99999999999898,22.0000000000109,,-200.99999999998806
2017.06.12,-216.99999999999875,86.0000000000083,,-130.99999999999045
2017.06.12,-281.9999999999965,15.00000000000945,,-266.99999999998704
2017.06.12,-350.9999999999991,63.000000000013046,,-287.999999999986
2017.06.12,-447.00000000000273,58.000000000002494,,-389.0000000000002
2017.06.12,-451.9999999999982,100.0000000000112,,-351.999999999987
2017.06.12,-370.00000000000455,-368.9999999999971,,-739.0000000000016
2017.06.12,-435.0000000000023,-797.9999999999876,,-1232.99999999999
2017.06.12,-347.0000000000084,-853.9999999999992,,-1201.0000000000077
2017.06.12,-272.00000000000557,-821.000000000005,,-1093.0000000000105
2017.06.12,-234.00000000000887,-726.9999999999887,,-960.9999999999976
2017.06.12,-180.99999999999739,-736.9999999999877,,-917.9999999999851
2017.06.12,-152.00000000000102,-798.9999999999942,,-950.9999999999952
2017.06.12,-147.99999999999613,-825.9999999999934,,-973.9999999999895
2017.06.13,-165.99999999999682,-819.9999999999985,,-985.9999999999953
2017.06.13,-204.00000000000773,-872.0000000000061,,-1076.0000000000139
2017.06.13,-204.00000000000773,-865.0000000000047,,-1069.0000000000123
2017.06.13,-203.00000000000296,-824.0000000000025,,-1027.0000000000055
2017.06.13,-180.99999999999739,-868.9999999999865,,-1049.9999999999839
2017.06.13,-79.9999999999983,-828.9999999999909,,-908.9999999999892
2017.06.13,42.00000000000159,-783.0000000000003,,-740.9999999999987
2017.06.13,70.99999999999795,-821.000000000005,,-750.000000000007
2017.06.13,100.99999999999909,-882.9999999999893,,-781.9999999999902
2017.06.13,87.99999999999386,-946.9999999999867,,-858.9999999999928
2017.06.13,102.99999999999443,-882.000000000005,,-779.0000000000106
2017.06.13,57.999999999992724,-879.9999999999919,,-821.9999999999992
2017.06.13,73.99999999999807,-885.0000000000025,,-811.0000000000044
2017.06.13,48.00000000000182,-880.9999999999984,,-832.9999999999966
2017.06.13,21.000000000000796,-895.9999999999857,,-874.9999999999849
2017.06.13,60.99999999999284,-905.0000000000002,,-844.0000000000074
2017.06.13,54.99999999999261,-939.0000000000009,,-884.0000000000083
2017.06.13,72.99999999999329,-929.000000000002,,-856.0000000000088
2017.06.13,18.000000000000682,-957.9999999999922,,-939.9999999999915
2017.06.13,6.000000000000227,-990.9999999999864,,-984.9999999999861
2017.06.13,61.99999999999761,-1150.0000000000066,,-1088.000000000009
2017.06.13,129.99999999999545,-1197.0000000000036,,-1067.0000000000082
2017.06.13,96.00000000000364,-1219.9999999999989,,-1123.9999999999952
2017.06.13,34.99999999999659,-1279.9999999999923,,-1244.9999999999957
2017.06.13,31.999999999996476,-1322.000000000001,,-1290.0000000000045
2017.06.13,13.999999999995794,-1147.9999999999934,,-1133.9999999999977
2017.06.13,7.000000000005002,-1218.9999999999923,,-1211.9999999999873
2017.06.13,-19.99999999999602,-1314.9999999999995,,-1334.9999999999955
2017.06.13,-52.99999999999727,-1269.9999999999934,,-1322.9999999999907
2017.06.13,-112.00000000000898,-1272.0000000000064,,-1384.0000000000155
2017.06.13,-105.00000000000398,-1204.9999999999893,,-1309.9999999999932
2017.06.13,-126.00000000000477,-1627.9999999999961,,-1754.000000000001
2017.06.13,-91.00000000000819,-1678.9999999999973,,-1770.0000000000055
