date,EURUSD,EURCHF,CADCHF,empty,sum
2020.06.30,-228.00000000000597,-100.0000000000112,-300.0000000000003,,-628.0000000000175
2020.06.30,-277.00000000001614,-195.00000000001182,-366.9999999999951,,-839.0000000000231
2020.06.30,-283.000000000011,-182.99999999999983,-320.9999999999935,,-787.0000000000043
2020.06.30,-358.00000000001387,-162.00000000001768,-300.99999999999574,,-821.0000000000273
2020.06.30,-228.00000000000597,-117.99999999999588,-363.0000000000022,,-709.0000000000041
2020.06.30,-217.0000000000005,-90.00000000001229,-414.00000000000324,,-721.000000000016
2020.06.30,-179.00000000001802,-127.00000000001043,-503.99999999999335,,-810.0000000000218
2020.06.30,-155.00000000001623,-101.00000000001774,-481.9999999999935,,-738.0000000000275
2020.06.30,-190.00000000000128,-140.0000000000068,-553.0000000000035,,-883.0000000000116
2020.06.30,-174.00000000000747,-114.99999999999844,-561.0000000000003,,-850.0000000000063
2020.06.30,-190.00000000000128,-114.99999999999844,-536.9999999999986,,-841.9999999999984
2020.07.01,-185.00000000001293,-55.000000000005045,-517.0000000000008,,-757.0000000000188
2020.07.01,-177.00000000000495,-87.99999999999919,-512.9999999999968,,-778.0000000000009
2020.07.01,-209.00000000001472,-99.00000000000463,-539.0000000000006,,-847.0000000000199
2020.07.01,-202.00000000001327,-102.00000000000209,-529.9999999999972,,-834.0000000000125
2020.07.01,-185.00000000001293,-90.00000000001229,-529.9999999999972,,-805.0000000000224
2020.07.01,-188.00000000001037,-109.00000000000354,-536.0000000000032,,-833.000000000017
2020.07.01,-144.0000000000108,-131.99999999999878,-561.0000000000003,,-837.0000000000099
2020.07.01,-159.00000000002024,-113.00000000000753,-580.9999999999982,,-853.0000000000259
2020.07.01,-238.0000000000049,-107.99999999999699,-551.0000000000015,,-897.0000000000034
2020.07.01,-239.00000000001143,-107.99999999999699,-554.9999999999944,,-902.0000000000028
2020.07.01,-249.00000000001032,-84.0000000000174,-519.9999999999983,,-853.000000000026
2020.07.01,-234.00000000000088,-62.000000000006494,-534.0000000000011,,-830.0000000000085
2020.07.01,-202.00000000001327,-87.99999999999919,-541.9999999999981,,-832.0000000000105
2020.07.01,-117.00000000001154,-43.00000000001525,-534.9999999999966,,-695.0000000000234
2020.07.01,-101.00000000001774,36.999999999998145,-497.99999999999847,,-562.0000000000181
2020.07.01,-33.00000000001635,54.99999999998284,-488.999999999995,,-467.00000000002854
2020.07.01,-60.99999999999994,14.999999999987246,-490.00000000000153,,-536.0000000000142
2020.07.01,-94.00000000001629,1.999999999990898,-495.000000000001,,-587.0000000000264
2020.07.01,-116.00000000000499,-15.00000000000945,-539.0000000000006,,-670.000000000015
2020.07.01,-186.0000000000195,-107.00000000001265,-595.9999999999966,,-889.0000000000288
2020.07.01,-103.00000000000864,-40.0000000000178,-632.9999999999947,,-776.0000000000211
2020.07.01,-167.00000000000603,-80.99999999999774,-609.9999999999994,,-858.0000000000032
2020.07.01,-266.0000000000107,-46.0000000000127,-575.9999999999987,,-888.000000000022
2020.07.01,-163.00000000000205,-63.99999999999739,-622.0000000000003,,-848.9999999999998
2020.07.01,-75.00000000000284,-48.000000000003595,-653.0000000000035,,-776.00000000001
2020.07.01,69.9999999999923,43.999999999999595,-619.0000000000028,,-505.0000000000109
2020.07.01,59.99999999999339,4.999999999988347,-651.999999999997,,-587.0000000000153
2020.07.01,95.999999999985,154.99999999999403,-507.0000000000019,,-256.00000000002285
2020.07.01,191.99999999999218,82.99999999998863,-593.9999999999945,,-319.00000000001376
2020.07.01,110.99999999999443,78.99999999998464,-553.999999999999,,-364.0000000000199
2020.07.01,90.99999999999665,-33.00000000001635,-581.9999999999936,,-524.0000000000133
2020.07.01,-30.0000000000189,-55.000000000005045,-620.9999999999937,,-706.0000000000177
2020.07.01,-104.00000000001519,-72.0000000000054,-561.0000000000003,,-737.0000000000209
2020.07.01,-243.00000000001543,-140.0000000000068,-463.9999999999977,,-847.00000000002
2020.07.01,-513.0000000000078,-268.0000000000016,-544.0,,-1325.0000000000095
2020.07.01,-459.0000000000094,-141.00000000001333,-437.999999999994,,-1038.0000000000168
2020.07.01,-490.0000000000126,-120.00000000000898,-358.0000000000028,,-968.0000000000243
2020.07.01,-437.0000000000207,-165.00000000001512,-400.9999999999958,,-1003.0000000000316
2020.07.01,-450.00000000001705,-222.00000000001108,-454.9999999999943,,-1127.0000000000225
2020.07.01,-496.00000000000756,-219.00000000001364,-398.9999999999938,,-1114.000000000015
2020.07.01,-400.00000000000034,-182.0000000000155,-356.00000000000074,,-938.0000000000166
2020.07.01,-395.000000000012,-157.00000000000713,-363.0000000000022,,-915.0000000000214
2020.07.01,-402.0000000000135,-146.00000000000168,-312.00000000000114,,-860.0000000000163
2020.07.01,-306.00000000000625,-129.00000000000134,-426.00000000000415,,-861.0000000000118
2020.07.01,-370.00000000000364,-155.00000000001623,-412.9999999999967,,-938.0000000000166
2020.07.01,-361.0000000000113,-121.00000000001555,-387.99999999999943,,-870.0000000000263
2020.07.01,-373.00000000000114,-112.000000000001,-403.99999999999324,,-888.9999999999955
2020.07.01,-361.0000000000113,-114.99999999999844,-378.999999999996,,-855.0000000000058
2020.07.02,-357.00000000000733,-123.00000000000644,-358.0000000000028,,-838.0000000000166
2020.07.02,-350.00000000000585,-79.00000000000685,-368.00000000000165,,-797.0000000000143
2020.07.02,-370.00000000000364,-102.00000000000209,-388.9999999999949,,-861.0000000000007
2020.07.02,-374.0000000000077,-123.00000000000644,-385.000000000002,,-882.0000000000161
2020.07.02,-368.00000000001273,-117.00000000001154,-373.00000000000114,,-858.0000000000255
2020.07.02,-364.00000000000875,-112.000000000001,-339.99999999999585,,-816.0000000000057
2020.07.02,-334.00000000001205,-100.0000000000112,-315.9999999999941,,-750.0000000000173
2020.07.02,-368.00000000001273,-154.0000000000097,-346.9999999999973,,-869.0000000000198
2020.07.02,-417.0000000000007,-194.0000000000053,-358.0000000000028,,-969.0000000000086
2020.07.02,-386.00000000001967,-181.00000000000892,-329.00000000000153,,-896.0000000000302
2020.07.02,-430.00000000001927,-229.99999999999687,-363.99999999999767,,-1024.0000000000139
2020.07.02,-457.00000000001853,-238.0000000000049,-365.99999999999966,,-1061.0000000000232
2020.07.02,-423.0000000000178,-229.00000000001253,-344.99999999999534,,-997.0000000000257
2020.07.02,-483.0000000000112,-236.00000000001398,-300.0000000000003,,-1019.0000000000255
2020.07.02,-485.0000000000021,-240.00000000001796,-292.00000000000335,,-1017.0000000000234
2020.07.02,-502.00000000000244,-234.00000000000088,-270.99999999999903,,-1007.0000000000023
2020.07.02,-487.0000000000152,-216.00000000001617,-253.0000000000032,,-956.0000000000346
2020.07.02,-487.99999999999955,-243.00000000001543,-261.99999999999557,,-993.0000000000106
2020.07.02,-531.9999999999991,-253.00000000001432,-298.9999999999937,,-1084.000000000007
2020.07.02,-544.0000000000111,-223.00000000001762,-278.9999999999959,,-1046.0000000000246
2020.07.02,-661.0000000000005,-263.99999999999756,-243.99999999999977,,-1168.9999999999977
2020.07.02,-660.0000000000161,-238.0000000000049,-302.9999999999977,,-1201.0000000000186
2020.07.02,-787.0000000000043,-253.99999999999866,-234.00000000000088,,-1275.0000000000039
2020.07.02,-827.0,-233.00000000001654,-180.0000000000024,,-1240.000000000019
2020.07.02,-788.0000000000109,-246.99999999999721,-195.9999999999962,,-1231.0000000000043
2020.07.02,-721.000000000016,-205.00000000001074,-192.99999999999872,,-1119.0000000000255
2020.07.02,-658.0000000000031,-190.00000000000128,-214.00000000000307,,-1062.0000000000073
2020.07.02,-647.0000000000198,-151.9999999999966,-187.00000000000384,,-986.0000000000202
2020.07.02,-673.0000000000125,-198.00000000000927,-207.00000000000162,,-1078.0000000000234
2020.07.02,-711.0000000000172,-177.00000000000495,-168.99999999999693,,-1057.000000000019
2020.07.02,-649.0000000000107,-151.9999999999966,-148.99999999999915,,-950.0000000000064
2020.07.02,-489.0000000000061,-133.00000000000534,-344.99999999999534,,-967.0000000000067
2020.07.02,-522.0000000000002,-123.00000000000644,-261.99999999999557,,-907.0000000000023
2020.07.02,-592.0000000000148,-117.99999999999588,-334.00000000000097,,-1044.0000000000116
2020.07.02,-418.0000000000073,-7.0000000000014495,-229.00000000000142,,-654.0000000000102
2020.07.02,-145.00000000001734,83.9999999999952,-282.99999999999994,,-344.00000000002206
2020.07.02,-259.0000000000092,38.99999999998904,-278.00000000000045,,-498.00000000002063
2020.07.02,-217.0000000000005,43.999999999999595,-334.9999999999964,,-507.9999999999973
2020.07.02,-177.00000000000495,82.99999999998863,-392.9999999999989,,-487.00000000001523
2020.07.02,-138.0000000000159,51.000000000001044,-378.00000000000057,,-465.0000000000154
2020.07.02,-207.00000000000162,34.99999999998504,-402.00000000000233,,-574.0000000000189
2020.07.02,-198.00000000000927,22.999999999995246,-383.99999999999545,,-559.0000000000094
2020.07.02,-190.00000000000128,42.999999999993044,-370.9999999999991,,-518.0000000000073
2020.07.02,-194.0000000000053,49.99999999999449,-403.99999999999324,,-548.0000000000041
2020.07.02,-208.00000000000819,32.999999999994145,-429.99999999999704,,-605.0000000000111
2020.07.02,-239.00000000001143,45.99999999999049,-410.9999999999947,,-604.0000000000157
2020.07.02,-253.00000000001432,68.99999999998573,-414.9999999999987,,-599.0000000000273
2020.07.02,-242.00000000000887,59.99999999999339,-456.00000000000085,,-638.0000000000164
2020.07.03,-236.00000000001398,45.99999999999049,-456.00000000000085,,-646.0000000000243
2020.07.03,-239.00000000001143,62.99999999999084,-429.99999999999704,,-606.0000000000176
2020.07.03,-252.0000000000078,38.99999999998904,-468.9999999999972,,-682.0000000000159
2020.07.03,-267.0000000000172,8.999999999992347,-470.00000000000375,,-728.0000000000286
2020.07.03,-236.00000000001398,31.999999999987594,-465.0000000000043,,-669.0000000000307
2020.07.03,-226.00000000001506,34.99999999998504,-448.000000000004,,-639.000000000034
2020.07.03,-232.00000000000998,15.999999999993797,-465.0000000000043,,-681.0000000000205
2020.07.03,-252.0000000000078,-11.00000000000545,-470.00000000000375,,-733.000000000017
2020.07.03,-328.00000000001717,-26.999999999999247,-476.9999999999941,,-832.0000000000105
2020.07.03,-278.00000000000045,-7.0000000000014495,-456.9999999999963,,-741.9999999999982
2020.07.03,-310.0000000000103,-34.000000000000696,-480.0000000000027,,-824.0000000000136
2020.07.03,-304.00000000001535,-26.999999999999247,-478.9999999999961,,-810.0000000000107
2020.07.03,-323.0000000000066,-16.000000000016,-465.9999999999998,,-805.0000000000224
2020.07.03,-300.00000000001137,-16.000000000016,-488.999999999995,,-805.0000000000224
2020.07.03,-164.00000000000858,52.99999999999194,-493.99999999999443,,-605.000000000011
2020.07.03,-142.0000000000199,82.99999999998863,-487.99999999999955,,-547.0000000000308
2020.07.03,-148.00000000001478,63.99999999999739,-497.000000000003,,-581.0000000000205
2020.07.03,-213.00000000001873,5.999999999994898,-502.9999999999979,,-710.0000000000217
2020.07.03,-214.00000000000307,-32.0000000000098,-580.0000000000027,,-826.0000000000156
2020.07.03,-255.00000000000523,-35.00000000000725,-544.9999999999955,,-835.000000000008
2020.07.03,-187.00000000000384,-43.999999999999595,-565.9999999999999,,-797.0000000000033
2020.07.03,-204.00000000000418,-58.000000000002494,-583.9999999999957,,-846.0000000000023
2020.07.03,-249.00000000001032,-46.0000000000127,-517.9999999999962,,-813.0000000000193
2020.07.03,-188.00000000001037,-21.00000000000435,-536.0000000000032,,-745.000000000018
2020.07.03,-131.00000000001444,9.999999999998899,-507.9999999999973,,-629.0000000000128
2020.07.03,-146.00000000000168,-9.000000000014552,-514.0000000000033,,-669.0000000000196
2020.07.03,-165.00000000001512,26.999999999999247,-507.9999999999973,,-646.0000000000132
2020.07.03,-194.0000000000053,-19.00000000001345,-546.000000000002,,-759.0000000000208
2020.07.03,-134.00000000001188,35.999999999991594,-522.9999999999957,,-621.0000000000159
2020.07.03,-97.00000000001374,90.99999999999665,-492.999999999999,,-499.0000000000161
2020.07.03,-137.00000000000932,41.000000000002146,-498.9999999999939,,-595.0000000000011
2020.07.03,-147.00000000000824,48.99999999998794,-490.999999999997,,-589.0000000000173
2020.07.03,-169.00000000001913,29.999999999996696,-492.999999999999,,-632.0000000000214
2020.07.03,-228.00000000000597,-16.000000000016,-503.99999999999335,,-748.0000000000153
2020.07.03,-269.00000000000813,-6.000000000017103,-442.9999999999934,,-718.0000000000186
2020.07.03,-270.00000000001467,60.99999999999994,-365.0000000000042,,-574.0000000000189
2020.07.03,-285.00000000000193,43.999999999999595,-387.000000000004,,-628.0000000000064
2020.07.03,-285.00000000000193,0.0,-463.0000000000023,,-748.0000000000042
2020.07.03,-265.0000000000041,56.99999999999594,-434.000000000001,,-642.0000000000092
2020.07.03,-269.00000000000813,63.99999999999739,-446.9999999999974,,-652.0000000000082
2020.07.03,-254.00000000002086,73.99999999999629,-434.000000000001,,-614.0000000000256
2020.07.03,-287.000000000015,61.99999999998429,-414.00000000000324,,-639.000000000034
2020.07.03,-286.00000000000847,68.99999999998573,-420.9999999999936,,-638.0000000000164
2020.07.03,-297.0000000000139,55.99999999998939,-451.9999999999969,,-693.0000000000214
2020.07.03,-286.00000000000847,68.00000000000139,-470.9999999999992,,-689.0000000000063
2020.07.03,-297.0000000000139,69.9999999999923,-465.0000000000043,,-692.0000000000259
2020.07.03,-309.0000000000037,75.00000000000284,-427.99999999999505,,-661.9999999999959
2020.07.03,-336.00000000000296,65.99999999998829,-478.0000000000006,,-748.0000000000152
