date,EURUSD,EURCHF,CADCHF,empty,sum
2020.06.29,-129.00000000000134,-80.00000000001339,-36.999999999998145,,-246.00000000001288
2020.06.29,-121.99999999999989,-90.99999999999665,-31.999999999998696,,-244.99999999999523
2020.06.29,-93.00000000000975,-82.00000000000429,-10.999999999994348,,-186.00000000000838
2020.06.29,-101.00000000001774,-94.00000000001629,-48.99999999999905,,-244.00000000003308
2020.06.29,-104.00000000001519,-94.00000000001629,-54.999999999993946,,-253.00000000002544
2020.06.29,-120.00000000000898,-101.00000000001774,-73.00000000000084,,-294.00000000002757
2020.06.29,-106.00000000000608,-102.00000000000209,-80.00000000000229,,-288.00000000001046
2020.06.29,-147.00000000000824,-120.00000000000898,-131.00000000000333,,-398.0000000000206
2020.06.29,-209.00000000001472,-190.00000000000128,-185.99999999999727,,-585.0000000000133
2020.06.29,-214.00000000000307,-184.00000000000637,-165.00000000000404,,-563.0000000000134
2020.06.29,-261.0000000000001,-184.00000000000637,-158.0000000000026,,-603.0000000000091
2020.06.29,-320.00000000000915,-225.00000000000853,-170.99999999999892,,-716.0000000000166
2020.06.29,-289.0000000000059,-226.99999999999943,-161.99999999999548,,-678.0000000000008
2020.06.29,-276.00000000000955,-195.00000000001182,-129.00000000000134,,-600.0000000000227
2020.06.29,-266.0000000000107,-195.00000000001182,-119.99999999999788,,-581.0000000000203
2020.06.29,-282.0000000000045,-209.00000000001472,-107.99999999999699,,-599.0000000000161
2020.06.29,-350.00000000000585,-235.00000000000742,-124.99999999999733,,-710.0000000000107
2020.06.29,-447.0000000000196,-284.00000000001756,-126.0000000000039,,-857.000000000041
2020.06.29,-521.0000000000159,-307.00000000001285,-95.00000000000064,,-923.0000000000294
2020.06.29,-520.0000000000093,-307.00000000001285,-93.99999999999409,,-921.0000000000163
2020.06.29,-467.0000000000174,-321.0000000000157,-158.99999999999804,,-947.0000000000312
2020.06.29,-353.0000000000033,-319.0000000000026,-158.0000000000026,,-830.0000000000085
2020.06.29,-359.0000000000204,-241.00000000000233,-104.00000000000409,,-704.0000000000268
