,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,50,"['EURCAD', 'CADJPY', 'EURJPY', 'GBPJPY']",80.0,0.331981489910032,B
1,1,USDJPY,50,['AUDCAD'],80.0,-0.47391589103913095,S
2,2,USDCAD,10,['USDCHF'],100.0,0.19940380952380865,B
3,3,AUDUSD,20,['EURGBP'],80.0,0.43129145354387777,B
4,4,GBPCHF,10,"['GBPUSD', 'EURCHF', 'NZDUSD', 'NZDCHF']",80.0,-0.3753,S
5,5,EURCHF,30,"['USDJPY', 'GBPCHF', 'NZDJPY']",80.0,0.11070972131798437,B
6,6,AUDCHF,10,"['GBPUSD', 'NZDUSD', 'NZDCHF', 'NZDJPY']",100.0,-0.4118,S
7,7,EURGBP,20,"['GBPUSD', 'AUDCHF']",80.0,-0.9532013734468119,S
8,8,GBPCAD,15,"['EURCHF', 'NZDCHF', 'GBPAUD', 'AUDNZD']",100.0,0.06986971139971179,B
9,9,EURJPY,30,['CHFJPY'],100.0,0.21923690618071978,B
10,10,EURNZD,10,['EURNZD'],80.0,-0.989970000000001,S
11,11,NZDJPY,10,['USDCHF'],100.0,-0.19885559523809374,S
