date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.03.16,-20.999999999993246,-29.00000000001235,-473.99999999999665,-986.0000000000042,-1046.999999999998,-1349.0000000000002,-1113.9999999999927,-124.00000000001299,-1424.0000000000066,-629.0000000000018,-161.00000000000003,-94.00000000000519,-176.00000000001614,-692.9999999999881,-299.99999999998914,-1599.0000000000036,-773.0000000000015,-3843.999999999981,-489.99999999999045,-1301.0000000000018,-367.00000000000443,-73.99999999999807,-1280.9999999999989,-83.9999999999952,-421.0000000000047,,-18854.999999999996
2020.03.16,31.999999999998696,-93.00000000000975,-485.0000000000021,-1172.0000000000114,-1190.9999999999866,-924.0000000000026,-676.9999999999943,-365.99999999999966,-1740.000000000009,-614.9999999999989,41.9999999999976,-309.99999999999915,350.9999999999991,-1341.9999999999986,499.000000000005,-1759.0000000000005,-1076.9999999999945,-2642.9999999999955,-106.99999999999044,-1518.0000000000007,572.9999999999933,335.9999999999985,-623.0000000000069,-204.99999999999963,-314.00000000001427,,-15328.000000000025
2020.03.16,-29.000000000001247,-84.0000000000174,-357.00000000000733,-1186.000000000007,-1195.999999999997,-780.000000000003,-657.9999999999919,-170.00000000000347,-1489.0000000000043,-587.0000000000042,296.0000000000074,-255.00000000000523,781.0000000000059,-1506.9999999999916,1835.9999999999932,-1724.9999999999943,-977.0000000000057,-2317.9999999999977,1019.9999999999986,-1505.0000000000095,1013.9999999999958,953.000000000003,-485.0000000000021,158.99999999999804,-128.000000000017,,-9377.000000000056
2020.03.16,-18.999999999991246,-35.00000000000725,-388.9999999999949,-947.0000000000027,-1051.0000000000018,-712.9999999999969,-514.9999999999987,-137.00000000000932,-1181.0000000000116,-643.0000000000047,104.00000000000409,-192.00000000000327,185.00000000000227,-1282.9999999999898,975.9999999999991,-1418.9999999999968,-1041.000000000003,-2015.9999999999957,190.00000000000128,-1319.0000000000027,692.9999999999978,543.9999999999969,-687.9999999999998,-317.9999999999961,-130.0000000000079,,-11344.000000000013
2020.03.16,63.00000000000195,123.99999999999079,-554.9999999999944,-611.0000000000042,-1034.999999999986,-748.0000000000042,-545.9999999999909,-168.0000000000126,-1109.0000000000089,-498.00000000000955,213.00000000000762,-228.00000000000597,375.0,-985.999999999998,1041.000000000003,-1465.999999999994,-761.999999999996,-2050.9999999999804,628.9999999999907,-1037.0000000000061,617.999999999995,512.0000000000005,-661.0000000000005,65.99999999999939,17.999999999984695,,-8802.000000000018
2020.03.16,234.00000000000088,432.9999999999945,-724.9999999999978,-251.00000000000477,-950.9999999999908,-922.0000000000006,-626.9999999999998,-1.0000000000065512,-873.0000000000047,-318.00000000000716,190.99999999999673,-63.00000000000195,582.9999999999984,-490.999999999997,1463.0000000000143,-1129.9999999999955,-509.99999999998823,-2244.0000000000014,554.9999999999944,-762.0000000000005,769.0000000000055,587.9999999999939,-823.000000000007,256.0000000000007,177.99999999998929,,-5441.000000000015
2020.03.16,492.0000000000035,727.9999999999953,-1039.9999999999966,-117.00000000000443,-1058.9999999999877,-1461.9999999999966,-820.999999999994,90.99999999999665,-1187.0000000000118,-114.00000000000298,136.00000000000279,-13.00000000000745,831.9999999999936,-34.99999999998504,1398.0000000000105,-1293.9999999999968,-7.0000000000014495,-3321.9999999999804,59.99999999999339,-628.0000000000001,813.999999999993,560.0000000000023,-1522.0000000000011,289.0000000000059,341.99999999999784,,-6878.999999999969
2020.03.16,616.0000000000055,985.999999999998,-927.9999999999955,18.999999999991246,-1004.0000000000049,-1383.000000000001,-769.999999999993,135.9999999999806,-842.000000000013,-30.000000000007798,182.99999999999983,35.999999999991594,627.9999999999859,195.00000000001182,2206.000000000019,-1189.9999999999977,127.99999999999478,-3068.999999999988,89.00000000000574,-495.00000000000455,960.9999999999985,513.0000000000052,-1400.0000000000011,397.0000000000029,655.9999999999899,,-3362.0000000000246
2020.03.16,573.0000000000013,798.9999999999942,-926.999999999989,364.9999999999949,-1048.9999999999889,-1229.0000000000023,-693.9999999999947,-31.000000000003247,-461.00000000001273,-103.00000000000864,114.99999999999844,-100.00000000000009,198.99999999998386,-98.99999999998244,1714.9999999999998,-718.9999999999941,85.00000000000173,-2516.9999999999914,259.9999999999936,-334.0000000000032,676.0000000000019,301.00000000000193,-1163.000000000003,255.00000000000523,377.9999999999894,,-3705.000000000006
2020.03.16,516.0000000000053,828.9999999999909,-1000.0000000000009,82.99999999999841,-1212.9999999999975,-1047.9999999999934,-644.9999999999956,44.99999999998394,-739.0000000000043,-243.99999999999977,148.99999999999915,-84.0000000000063,391.9999999999959,-305.9999999999841,1835.9999999999932,-1149.9999999999914,-185.99999999999727,-2099.999999999991,334.9999999999964,-571.0000000000122,750.0,403.0000000000058,-851.0000000000017,261.0000000000001,324.9999999999975,,-4213.000000000008
