date,USDCHF,EURUSD,AUDUSD,EURGBP,EURJPY,EURCAD,empty,sum
2018.09.24,-124.99999999999733,-24.000000000001798,0.0,-142.99999999999312,-147.00000000001978,-168.99999999999693,,-608.000000000009
2018.09.24,-104.99999999999955,-21.00000000000435,4.999999999999449,-85.99999999999719,-135.00000000001933,-116.00000000000499,,-458.000000000026
2018.09.24,-31.000000000003247,38.99999999998904,26.999999999999247,-68.99999999999685,-163.0000000000109,-107.00000000001265,,-304.00000000003536
2018.09.24,-19.999999999997797,46.999999999997044,67.00000000000594,-83.9999999999952,-207.00000000002206,-95.00000000000064,,-292.0000000000127
2018.09.24,-38.0000000000047,38.99999999998904,69.00000000000794,-121.99999999999989,-181.0000000000116,-93.00000000000975,,-326.00000000002893
2018.09.24,-50.0000000000056,58.000000000002494,114.99999999999844,-103.99999999999298,-179.00000000000205,-66.00000000001049,,-226.00000000001017
2018.09.24,-75.9999999999983,65.00000000000395,123.00000000000644,-92.00000000000318,-258.0000000000098,-103.99999999999298,,-341.99999999999386
2018.09.24,-109.99999999999899,53.999999999998494,126.99999999999933,-58.99999999999794,-254.0000000000191,-120.00000000000898,,-362.00000000002717
2018.09.24,-146.99999999999713,9.999999999998899,91.00000000000774,-49.99999999999449,-237.99999999999955,-126.0000000000039,,-459.9999999999884
2018.09.24,-161.00000000000003,-36.999999999998145,43.00000000000415,-34.99999999999615,-241.00000000001387,-148.99999999999915,,-580.0000000000032
2018.09.24,-156.99999999999602,-35.00000000000725,48.000000000003595,-31.000000000003247,-165.99999999999682,-113.00000000000753,,-454.0000000000073
2018.09.24,-148.0000000000037,-22.0000000000109,36.0000000000027,-41.9999999999976,-180.00000000000682,-106.00000000000608,,-462.0000000000224
2018.09.24,-150.00000000000568,-25.00000000000835,14.000000000002899,-39.999999999995595,-159.00000000002024,-109.00000000000354,,-469.00000000003047
2018.09.24,-151.00000000000114,-21.00000000000435,12.000000000000899,-53.00000000000304,-183.00000000002115,-123.00000000000644,,-519.0000000000352
2018.09.24,-143.00000000000423,-14.000000000002899,17.000000000000348,-51.99999999999649,-183.00000000002115,-175.99999999999838,,-551.0000000000229
2018.09.24,-151.00000000000114,7.0000000000014495,28.000000000005798,-46.999999999997044,-175.00000000001137,-215.99999999999397,,-553.9999999999962
2018.09.24,-177.00000000000495,-9.000000000014552,-0.999999999995449,-81.9999999999932,-219.99999999999886,-251.00000000000122,,-740.0000000000082
2018.09.24,-200.99999999999562,-89.00000000000574,-32.999999999994145,-56.99999999999594,-165.99999999999682,-200.00000000000017,,-745.9999999999884
2018.09.24,-241.99999999999778,-158.0000000000137,-108.99999999999244,-19.999999999997797,-117.00000000001864,-222.99999999999542,,-869.0000000000158
2018.09.24,-239.0000000000003,-168.0000000000126,-107.99999999999699,-25.999999999992696,-26.00000000001046,-175.99999999999838,,-743.0000000000115
2018.09.24,-180.99999999999784,-62.000000000006494,-36.999999999998145,38.0000000000047,-254.99999999999545,-287.9999999999994,,-784.9999999999925
2018.09.24,-219.00000000000253,-58.000000000002494,-0.999999999995449,95.00000000000064,-185.00000000000227,-282.0000000000045,,-650.0000000000066
2018.09.24,-211.00000000000563,-19.00000000001345,40.00000000000669,31.000000000003247,-467.00000000001296,-556.0000000000009,,-1182.000000000023
2018.09.24,-158.99999999999804,180.99999999998673,63.99999999999739,4.999999999999449,-554.000000000002,-585.9999999999976,,-1049.000000000014
2018.09.24,-117.99999999999588,226.99999999999943,82.99999999999974,-9.00000000000345,-584.0000000000032,-625.9999999999932,,-1026.9999999999964
2018.09.24,-80.99999999999774,265.0000000000041,58.99999999999794,26.000000000003798,-621.0000000000093,-661.0000000000005,,-1013.0000000000016
2018.09.24,-87.00000000000374,276.9999999999939,82.00000000000429,33.000000000005244,-635.9999999999957,-697.9999999999986,,-1028.9999999999945
2018.09.24,-105.99999999999498,217.0000000000005,73.00000000000084,55.000000000005045,-581.0000000000173,-761.999999999996,,-1104.0000000000018
2018.09.24,-131.99999999999878,224.99999999998633,69.00000000000794,143.00000000000423,-525.0000000000057,-673.0000000000125,,-893.0000000000184
2018.09.24,-134.0000000000008,211.99999999998997,53.999999999998494,192.99999999999872,-486.99999999999477,-656.0000000000122,,-818.0000000000206
2018.09.24,-148.0000000000037,218.00000000000708,18.0000000000069,273.000000000001,-522.9999999999961,-617.0000000000009,,-778.9999999999857
2018.09.24,-231.0000000000034,107.99999999999699,-27.999999999994696,290.9999999999968,-504.0000000000191,-522.0000000000002,,-886.0000000000236
2018.09.24,-234.99999999999633,86.99999999999264,-32.999999999994145,-14.999999999998348,-1028.00000000002,-939.0000000000009,,-2163.0000000000173
2018.09.24,-131.00000000000333,551.9999999999969,47.00000000000814,-36.999999999998145,-941.0000000000025,-856.0000000000123,,-1366.0000000000111
