date,USDCHF,EURUSD,AUDUSD,EURGBP,EURJPY,EURCAD,empty,sum
2018.09.24,-63.99999999999739,-7.0000000000014495,43.00000000000415,-14.999999999998348,-66.0000000000025,14.000000000002899,,-94.99999999999264
2018.09.24,0.999999999995449,39.999999999995595,26.999999999999247,-36.999999999998145,-105.99999999999454,-86.0000000000083,,-161.0000000000107
2018.09.24,-11.00000000000545,66.99999999999484,69.00000000000794,-41.9999999999976,-155.00000000000114,-93.00000000000975,,-165.00000000001114
2018.09.24,-19.999999999997797,52.99999999999194,70.99999999999883,-78.99999999999574,-155.00000000000114,-90.00000000001229,,-220.0000000000162
2018.09.24,-29.000000000001247,60.99999999999994,121.00000000000443,-90.0000000000012,-120.00000000000455,-52.99999999999194,,-109.99999999999456
2018.09.24,-50.0000000000056,75.99999999998718,126.0000000000039,-80.00000000000229,-165.99999999999682,-42.0000000000087,,-136.00000000002234
2018.09.24,-73.99999999999629,89.00000000000574,162.0000000000066,-34.99999999999615,-241.00000000001387,-95.00000000000064,,-193.9999999999946
2018.09.24,-109.00000000000354,58.99999999998684,138.00000000000477,-17.999999999995797,-235.00000000001364,-96.00000000000719,,-261.00000000002854
2018.09.24,-114.00000000000298,59.99999999999339,153.99999999999858,-34.000000000000696,-219.99999999999886,-124.99999999999733,,-279.0000000000079
2018.09.24,-151.9999999999966,-21.00000000000435,57.00000000000705,-14.000000000002899,-132.000000000005,-106.00000000000608,,-368.0000000000079
2018.09.24,-141.99999999999767,1.0000000000065512,82.99999999999974,-15.999999999993797,-161.00000000000136,-89.00000000000574,,-323.99999999999227
2018.09.24,-143.00000000000423,-14.000000000002899,36.999999999998145,-24.000000000001798,-146.000000000015,-83.9999999999952,,-374.00000000002103
2018.09.24,-139.00000000000023,-14.000000000002899,19.999999999997797,-34.000000000000696,-127.00000000000955,-100.0000000000112,,-394.0000000000268
2018.09.24,-136.00000000000279,11.999999999989797,47.00000000000814,-51.99999999999649,-181.0000000000116,-114.99999999999844,,-425.00000000001137
2018.09.24,-119.99999999999788,11.00000000000545,47.00000000000814,-31.000000000003247,-155.00000000000114,-165.9999999999995,,-413.9999999999882
2018.09.24,-146.99999999999713,28.000000000005798,28.000000000005798,-37.99999999999359,-174.0000000000066,-208.00000000000819,,-510.9999999999939
2018.09.24,-172.00000000000549,1.999999999990898,18.0000000000069,-43.999999999999595,-141.9999999999959,-180.0000000000024,,-518.0000000000056
2018.09.24,-200.99999999999562,-87.00000000001484,-22.999999999995246,-5.999999999994898,-67.00000000000728,-136.00000000000279,,-520.0000000000107
2018.09.24,-217.99999999999596,-129.00000000000134,-58.99999999999794,16.0000000000049,54.9999999999784,-103.00000000000864,,-438.0000000000206
2018.09.24,-153.00000000000313,-46.0000000000127,-17.000000000000348,40.00000000000669,-20.000000000010232,-165.9999999999995,,-362.0000000000192
2018.09.24,-153.99999999999858,38.99999999998904,38.0000000000047,150.00000000000568,-173.00000000000182,-262.00000000000665,,-362.0000000000076
2018.09.24,-197.99999999999818,0.0,45.000000000006146,131.00000000000333,-165.00000000002046,-222.00000000001108,,-409.00000000002024
2018.09.24,-89.00000000000574,266.999999999995,124.00000000000189,50.0000000000056,-467.00000000001296,-537.0000000000097,,-652.0000000000259
2018.09.24,-105.99999999999498,268.0000000000016,91.00000000000774,41.9999999999976,-546.0000000000207,-581.9999999999936,,-833.0000000000024
2018.09.24,-66.99999999999484,275.000000000003,119.00000000000244,48.99999999999905,-534.0000000000202,-560.0000000000049,,-718.0000000000155
2018.09.24,-60.99999999999994,287.9999999999994,95.00000000000064,53.00000000000304,-540.0000000000205,-659.0000000000095,,-824.000000000027
2018.09.24,-80.00000000000229,276.9999999999939,104.00000000000409,80.00000000000229,-528.9999999999964,-629.0000000000128,,-777.0000000000111
2018.09.24,-97.9999999999981,229.99999999999687,80.00000000000229,145.00000000000622,-439.0000000000214,-632.0000000000103,,-714.0000000000244
2018.09.24,-114.99999999999844,245.99999999999068,70.99999999999883,201.00000000000674,-460.00000000000796,-618.9999999999918,,-676.0000000000019
2018.09.24,-124.00000000000189,224.99999999998633,100.00000000000009,296.0000000000074,-400.0000000000057,-529.0000000000017,,-432.00000000001546
2018.09.24,-129.9999999999968,242.99999999999324,39.00000000000014,309.99999999999915,-486.0000000000184,-504.9999999999999,,-529.0000000000225
2018.09.24,-224.9999999999974,107.99999999999699,-27.999999999994696,302.0000000000023,-330.0000000000125,-286.00000000000847,,-459.0000000000138
2018.09.24,-5.999999999994898,663.999999999998,119.00000000000244,43.00000000000415,-909.9999999999966,-774.9999999999924,,-864.9999999999794
2018.09.24,-126.0000000000039,575.9999999999987,68.00000000000139,-7.9999999999968985,-802.9999999999973,-692.0000000000038,,-985.0000000000016
2018.09.24,-190.99999999999673,439.99999999999596,19.999999999997797,19.999999999997797,-605.0000000000182,-611.000000000006,,-927.0000000000293
