date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.11.02,0.0,-121.99999999999989,-26.999999999999247,-1.9999999999953388,-48.99999999999905,-400.0000000000057,-14.999999999998348,-133.00000000000534,-330.0000000000125,-251.99999999998556,-42.999999999993044,-150.99999999999002,-122.99999999999045,-117.00000000000044,-100.00000000000009,-81.9999999999821,,-1945.9999999999568
2020.11.02,82.99999999999974,-151.9999999999966,2.999999999997449,105.00000000000398,-26.000000000003798,-286.00000000000136,96.00000000000719,-128.00000000000588,-368.9999999999998,-309.99999999998806,161.99999999999548,-107.99999999999699,-131.00000000000023,-103.99999999999298,-92.00000000000318,-71.99999999998319,,-1328.9999999999682
2020.11.02,100.99999999999554,-171.99999999999437,11.999999999989797,109.99999999999943,-38.0000000000047,-329.9999999999983,-14.999999999998348,-138.00000000000477,-418.00000000000637,-666.9999999999953,154.99999999999403,-462.9999999999912,-129.99999999999545,-242.99999999999324,-217.0000000000005,-129.99999999998568,,-2582.999999999989
2020.11.02,136.99999999999824,-97.9999999999981,10.999999999983245,73.99999999999807,29.999999999996696,-281.9999999999965,-83.9999999999952,-109.99999999999899,-301.00000000001614,-824.0000000000025,320.9999999999935,-628.9999999999907,30.000000000001137,-249.99999999999466,-268.0000000000016,-79.99999999999119,,-2323.000000000015
2020.11.02,147.99999999999258,-103.99999999999298,4.000000000004,93.00000000000352,58.000000000002494,-307.00000000000216,-79.99999999999119,-87.00000000000374,-335.00000000000796,-818.9999999999919,334.9999999999964,-630.9999999999816,15.000000000000568,-278.00000000000045,-278.00000000000045,-89.99999999999008,,-2355.9999999999627
2020.11.02,159.9999999999935,-52.000000000007596,35.999999999991594,165.99999999999682,53.999999999998494,-367.999999999995,-20.999999999993246,-85.00000000000173,-350.00000000002274,-595.9999999999966,275.9999999999874,-502.00000000000244,-30.9999999999917,-212.99999999999653,-171.99999999999437,-94.99999999997843,,-1793.0000000000125
2020.11.02,123.99999999999079,-90.00000000001229,-17.000000000000348,174.0000000000066,54.999999999993946,-356.9999999999993,-23.999999999990695,-151.00000000000114,-335.00000000000796,-592.9999999999991,361.9999999999957,-506.9999999999908,-53.999999999987836,-168.99999999999693,-263.0000000000021,-29.999999999996696,,-1874.9999999999977
2020.11.02,128.99999999999022,-95.00000000000064,2.999999999997449,185.00000000000227,-43.00000000000415,-370.9999999999951,35.00000000000725,-165.9999999999995,-400.0000000000057,-465.99999999998863,170.00000000000347,-347.9999999999928,-144.99999999999602,-202.0000000000022,-192.00000000000327,-75.99999999998718,,-1981.9999999999745
2020.11.02,154.99999999999403,-109.00000000000354,35.999999999991594,147.99999999999613,-21.999999999999797,-344.99999999999886,68.00000000000139,-169.00000000000804,-382.000000000005,-485.0000000000021,204.00000000000418,-271.99999999998334,-131.00000000000023,-187.9999999999993,-195.00000000000074,-78.00000000000028,,-1765.0000000000136
2020.11.02,112.99999999999643,-177.00000000000495,-2.999999999997449,141.00000000000534,-24.999999999997247,-323.99999999999807,73.00000000000084,-170.00000000000347,-399.0000000000009,-506.9999999999908,302.0000000000023,-249.99999999999466,-110.99999999999,-176.99999999999383,-187.9999999999993,-60.99999999999994,,-1762.999999999966
