date,USDCHF,EURUSD,USDJPY,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.05.14,-65.00000000000395,-55.000000000005045,-48.99999999999238,-13.999999999991797,-90.99999999999665,-6.000000000000227,-58.000000000002494,-109.99999999999899,-273.0000000000121,-173.99999999998528,-141.00000000001333,-36.999999999998145,-73.99999999999807,-87.99999999999386,-54.999999999993946,-104.99999999999955,,-1394.999999999986
2018.05.14,-21.00000000000435,-2.999999999997449,-39.00000000000148,16.0000000000049,-76.99999999999375,64.99999999999773,-44.99999999999504,-36.0000000000027,60.99999999999994,36.0000000000138,79.99999999999119,51.000000000001044,-88.99999999999864,-57.00000000000216,52.000000000007596,-9.00000000000345,,-14.999999999982837
2018.05.14,-116.00000000000499,4.999999999988347,-75.00000000000284,28.000000000005798,-161.99999999999548,108.00000000000409,-97.00000000000264,-114.00000000000298,185.99999999999727,72.0000000000054,200.99999999998454,90.99999999999665,-126.00000000000477,40.00000000000625,130.0000000000079,102.99999999999754,,273.9999999999801
2018.05.14,-123.99999999999079,9.999999999998899,-39.00000000000148,18.0000000000069,-166.99999999998383,103.9999999999992,-109.99999999999899,-108.00000000000809,259.9999999999936,127.00000000001043,241.99999999998667,114.99999999999844,-111.0000000000042,58.9999999999975,145.00000000000622,131.99999999999878,,553.0000000000092
2018.05.14,-93.00000000000975,36.999999999998145,-42.999999999992156,51.000000000001044,-163.9999999999864,129.99999999999545,-112.000000000001,-130.0000000000079,236.99999999999832,79.00000000000685,213.99999999998087,49.00000000001015,-136.0000000000099,66.0000000000025,165.00000000000404,129.9999999999968,,479.99999999998715
2018.05.14,-62.000000000006494,48.000000000003595,-33.00000000000125,70.99999999999883,-160.99999999998892,153.0000000000058,-111.00000000000554,-143.00000000000423,214.99999999998744,29.999999999996696,218.99999999999142,31.000000000003247,-158.00000000000125,109.99999999999943,173.00000000000094,153.00000000000313,,534.999999999983
2018.05.14,-52.000000000007596,92.00000000000318,-13.999999999995794,103.00000000000864,-163.00000000000205,123.00000000000466,-114.00000000000298,-153.00000000000313,217.0000000000005,15.00000000000945,240.9999999999801,28.000000000005798,-142.00000000001012,94.99999999999886,184.00000000000637,146.99999999999713,,606.9999999999931
2018.05.14,-12.000000000000899,150.00000000000568,16.000000000005343,138.00000000000477,-166.99999999998383,137.00000000000045,-85.99999999999719,-174.00000000000747,289.9999999999903,-1.999999999990898,284.9999999999797,-17.000000000000348,-155.00000000000114,88.00000000000807,231.99999999999886,165.00000000000404,,888.0000000000155
2018.05.14,31.999999999998696,177.00000000000495,49.99999999999716,187.00000000000384,-163.9999999999864,167.99999999999216,-92.00000000000318,-184.00000000000637,324.9999999999975,-5.999999999994898,270.99999999999903,-21.00000000000435,-143.00000000000068,94.0000000000083,253.0000000000032,148.0000000000037,,1095.0000000000127
2018.05.14,26.999999999999247,194.0000000000053,33.00000000000125,177.00000000000495,-167.9999999999904,176.9999999999925,-90.99999999999665,-182.00000000000438,360.9999999999891,39.00000000001125,296.9999999999917,-11.00000000000545,-150.00000000000568,73.99999999999807,246.00000000000176,136.00000000000279,,1158.9999999999952
