date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.05.28,-48.99999999999905,-83.9999999999952,-158.00000000000125,-49.99999999999449,-27.999999999994696,-134.0000000000008,-93.99999999999409,-32.999999999994145,-195.00000000000074,-89.99999999999008,-50.0000000000167,-57.00000000001637,-120.00000000000898,-96.00000000000719,-97.00000000000841,-162.9999999999967,-51.000000000001044,-157.00000000000713,,-1706.0000000000268
2018.05.28,-10.999999999994348,-75.99999999998718,9.000000000000341,-38.99999999998904,-46.00000000000159,-173.9999999999964,18.0000000000069,-26.999999999999247,-290.00000000000136,-57.99999999998029,7.0000000000014495,-152.00000000001523,-181.00000000000892,-107.99999999999699,10.99999999999568,-231.00000000000875,-78.00000000000028,-258.0000000000027,,-1683.999999999978
2018.05.28,87.00000000000374,-57.99999999998029,-114.00000000000432,15.999999999993797,-39.999999999995595,-190.99999999999673,23.00000000000635,35.00000000000725,-273.9999999999965,-95.00000000000064,-56.000000000011596,-132.000000000005,-160.99999999998892,-63.99999999999739,-130.00000000000966,-230.00000000000398,-83.9999999999952,-294.00000000000534,,-1761.99999999998
2018.05.28,141.99999999999767,-78.99999999998464,-100.00000000000853,56.000000000011596,-21.999999999999797,-173.00000000000094,58.000000000002494,97.00000000000264,-294.00000000000534,-103.99999999999298,-18.0000000000069,7.999999999981355,-225.99999999999287,-150.00000000000568,-118.99999999999977,-177.0000000000067,-78.00000000000028,-266.0000000000107,,-1445.0000000000193
2018.05.28,168.00000000000148,-97.9999999999981,-118.99999999999977,83.9999999999952,-19.00000000000235,-151.9999999999966,59.000000000009045,111.00000000000554,-270.99999999999903,-119.99999999998678,-39.00000000001125,37.99999999998249,-265.0000000000041,-200.00000000000017,-154.00000000001057,-88.99999999999864,-107.99999999999699,-251.00000000000122,,-1425.0000000000118
2018.05.28,140.0000000000068,-73.99999999999629,-120.00000000000455,99.00000000000463,-9.999999999998899,-129.00000000000134,28.000000000005798,80.00000000000229,-234.99999999999633,-151.9999999999966,-59.000000000009045,37.00000000000614,-270.99999999999903,-181.9999999999933,-176.00000000000193,-79.00000000000773,-105.99999999999498,-247.00000000000833,,-1455.9999999999827
2018.05.28,129.00000000000134,-194.99999999998963,-126.00000000000477,99.00000000000463,-75.9999999999983,-207.99999999999707,21.00000000000435,80.00000000000229,-302.9999999999977,-240.9999999999801,-42.0000000000087,-134.00000000001455,-405.0000000000109,-205.99999999999508,-180.00000000000682,-186.9999999999976,-173.9999999999964,-336.00000000000296,,-2483.999999999988
2018.05.28,117.00000000000044,-229.99999999999687,-265.00000000000057,103.99999999999298,-66.99999999999484,-219.99999999999798,-40.99999999999105,58.000000000002494,-300.0000000000003,-347.9999999999928,-137.00000000000932,-140.00000000001478,-524.9999999999977,-329.00000000000153,-346.00000000000364,-174.99999999999716,-181.9999999999933,-384.00000000000654,,-3410.0000000000023
2018.05.28,51.000000000001044,-300.99999999999574,-305.0000000000068,197.00000000000273,-105.99999999999498,-292.9999999999988,-101.99999999999099,-15.999999999993797,-346.9999999999973,-394.9999999999898,-219.99999999999798,-4.9999999999954525,-689.9999999999907,-449.9999999999948,-387.00000000000045,-135.00000000000512,-300.0000000000003,-535.0000000000077,,-4338.999999999956
2018.05.28,70.99999999999883,-271.99999999998334,-415.00000000000625,198.99999999999363,-109.99999999999899,-387.000000000004,-98.99999999999353,104.00000000000409,-434.000000000001,-452.99999999999227,-6.000000000017103,-32.00000000001069,-679.9999999999917,-296.9999999999917,-481.9999999999993,-221.00000000000364,-314.99999999999864,-650.0000000000061,,-4479.000000000002
2018.05.28,85.00000000000173,-244.9999999999841,-356.00000000000875,202.9999999999976,-148.0000000000037,-387.99999999999943,-73.99999999999629,141.00000000000225,-448.000000000004,-442.9999999999934,70.99999999999883,134.9999999999909,-619.9999999999983,-174.00000000000747,-428.0000000000115,-180.00000000000682,-369.99999999999255,-665.9999999999999,,-3905.0000000000146
2018.05.28,90.99999999999665,-253.99999999999866,-362.000000000009,248.00000000000378,-144.99999999999514,-387.000000000004,-94.99999999998954,135.00000000000733,-453.0000000000034,-475.99999999998755,17.999999999984695,84.99999999997954,-679.0000000000074,-238.0000000000049,-439.9999999999977,-174.99999999999716,-376.99999999999403,-670.000000000004,,-4174.000000000021
2018.05.28,97.00000000000264,-303.9999999999932,-328.00000000000296,208.99999999999253,-117.99999999999588,-353.99999999999875,-79.99999999999119,141.99999999999767,-429.99999999999704,-502.9999999999868,-9.000000000014552,4.9999999999954525,-720.0000000000095,-283.99999999999534,-396.0000000000008,-198.99999999999807,-317.9999999999961,-646.0000000000022,,-4235.9999999999945
2018.05.28,75.9999999999983,-362.99999999998,-356.00000000000875,208.99999999999253,-182.99999999999983,-390.99999999999693,-93.99999999999409,163.00000000000205,-441.99999999999795,-597.9999999999874,14.000000000002899,-22.00000000001978,-798.0000000000098,-262.999999999991,-424.0000000000066,-204.9999999999983,-407.0000000000018,-667.0000000000065,,-4751.000000000002
