date,USDCHF,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,EURGBP,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.05.10,0.0,-9.000000000014552,-59.99999999999339,0.0,-49.99999999999449,-340.9999999999913,-340.0000000000034,-10.999999999994348,-38.000000000010914,-144.00000000000546,-13.000000000018552,-39.99999999999204,-13.00000000000523,-66.99999999999307,-63.00000000000195,,-1189.0000000000189
2021.05.10,-9.00000000000345,0.0,66.99999999999484,86.99999999999264,1.0000000000065512,-378.999999999996,-376.99999999999534,51.000000000001044,-64.99999999999773,-138.00000000000523,318.9999999999804,-7.000000000005002,15.000000000000568,-61.99999999999761,-63.00000000000195,,-560.0000000000264
2021.05.10,-31.000000000003247,-247.00000000001944,-25.00000000000835,-14.000000000002899,-127.99999999999478,-385.99999999999744,-420.99999999999227,-70.99999999999883,-241.00000000001387,-186.00000000000705,276.9999999999939,-51.9999999999925,-13.999999999995794,-115.99999999999966,-75.9999999999983,,-1731.0000000000305
2021.05.10,15.999999999993797,-253.00000000001432,29.999999999996696,39.00000000000014,-75.9999999999983,-381.0000000000091,-368.9999999999998,-92.99999999999864,-318.00000000001205,-112.99999999999955,254.999999999983,-25.000000000005684,4.9999999999954525,-104.99999999998977,-85.99999999999719,,-1474.0000000000555
2021.05.10,-21.00000000000435,-316.0000000000052,-25.999999999992696,0.999999999995449,-147.99999999999258,-383.0,-371.9999999999999,-73.99999999999629,-328.00000000000296,-130.00000000002387,232.99999999999432,-40.99999999999682,-10.000000000005116,-140.99999999999113,-88.99999999999464,,-1845.0000000000157
2021.05.10,-26.000000000003798,-400.00000000000034,-103.00000000000864,-53.00000000000304,-178.99999999999582,-469.0000000000083,-381.9999999999908,-124.00000000000189,-468.00000000001774,-177.99999999999727,191.99999999999218,-88.99999999999864,-69.00000000000261,-187.99999999998818,-102.99999999999754,,-2639.0000000000227
2021.05.10,14.000000000002899,-362.00000000001785,-70.99999999999883,-54.00000000000959,-158.99999999999804,-527.9999999999951,-521.0000000000008,-147.99999999999258,-694.0000000000168,-334.0000000000032,140.99999999999113,-227.99999999999443,-203.00000000000296,-289.0000000000015,-90.0000000000012,,-3526.000000000038
2021.05.10,71.99999999999429,-346.0000000000019,-31.000000000003247,-1.0000000000065512,-79.99999999999119,-540.9999999999915,-525.9999999999962,-159.9999999999935,-706.9999999999936,-338.0000000000223,264.9999999999819,-239.00000000000432,-203.99999999999352,-251.99999999999534,-82.99999999999974,,-3171.000000000017
2021.05.10,65.00000000000395,-331.999999999999,-52.000000000007596,36.999999999998145,-68.99999999999685,-575.9999999999987,-546.999999999997,-190.00000000000128,-794.0000000000111,-373.0000000000189,262.999999999991,-319.9999999999932,-200.00000000000284,-268.99999999999125,-31.999999999998696,,-3389.000000000024
2021.05.10,87.99999999999919,-314.99999999999864,-56.000000000011596,43.999999999999595,-44.99999999999504,-575.9999999999987,-578.000000000003,-188.9999999999947,-789.999999999992,-374.00000000002365,256.99999999999613,-317.99999999999784,-215.99999999999397,-265.00000000000057,-4.999999999999449,,-3338.0000000000146
2021.05.10,87.00000000000374,-297.0000000000139,-26.999999999999247,39.999999999995595,-17.000000000000348,-519.0000000000028,-602.0000000000039,-158.0000000000026,-778.9999999999964,-395.00000000001023,357.99999999999164,-304.00000000000205,-216.99999999999875,-243.99999999999977,-4.999999999999449,,-3079.0000000000377
2021.05.10,80.00000000000229,-231.0000000000034,38.99999999998904,126.99999999999933,31.000000000003247,-461.0000000000003,-599.9999999999943,-144.99999999999514,-711.0000000000127,-344.99999999999886,404.9999999999887,-259.00000000000034,-138.00000000000523,-195.99999999999795,40.00000000000669,,-2364.0000000000196
2021.05.10,85.99999999999719,-175.00000000001404,32.999999999994145,117.99999999999588,50.0000000000056,-401.00000000000693,-643.0000000000007,-131.99999999999878,-703.000000000003,-397.99999999999613,417.99999999998505,-304.00000000000205,-177.0000000000067,-190.9999999999883,42.0000000000087,,-2377.00000000003
2021.05.10,73.99999999999629,-171.00000000001003,12.999999999996348,100.00000000000009,39.00000000000014,-432.0000000000102,-658.9999999999918,-109.99999999999899,-706.0000000000173,-402.00000000001523,429.99999999999704,-320.99999999999795,-192.99999999999784,-211.9999999999891,26.999999999999247,,-2523.0000000000396
2021.05.10,80.99999999999774,-172.0000000000166,35.999999999991594,101.99999999999099,60.00000000000449,-439.0000000000116,-649.9999999999915,-112.000000000001,-688.0000000000166,-376.0000000000048,451.99999999998573,-283.00000000000125,-162.00000000000614,-177.99999999999727,25.00000000000835,,-2304.000000000068
