date,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2015.11.02,28.000000000005798,87.99999999999386,97.00000000000264,-228.00000000000597,-107.00000000001265,-43.00000000000415,60.99999999999994,-144.99999999999514,-65.99999999999939,2.999999999985903,-41.000000000002146,-478.999999999985,69.00000000000261,165.00000000000625,-273.00000000001035,122.99999999999534,-165.9999999999995,,-914.000000000022
2015.11.02,53.999999999998494,89.9999999999892,175.99999999999838,-250.00000000000577,96.99999999999153,-101.00000000000664,135.99999999999167,-163.00000000000205,-3.999999999992898,30.000000000001137,-102.00000000000209,-537.9999999999941,128.0000000000001,255.00000000000966,-314.9999999999977,142.99999999999312,-124.00000000000189,,-488.0000000000298
2015.11.02,-55.000000000005045,155.9999999999917,121.99999999999989,-212.00000000000108,52.000000000007596,-153.00000000000313,173.9999999999964,-207.99999999999707,-44.99999999999504,-33.00000000001546,-168.99999999999693,-594.0000000000057,135.99999999999568,240.0000000000091,-304.00000000000205,136.99999999999824,-134.0000000000008,,-890.0000000000238
2015.11.02,-43.999999999999595,114.99999999999488,185.00000000000182,-337.0000000000095,62.99999999999084,-98.0000000000092,195.9999999999962,-288.9999999999948,-15.999999999993797,-62.00000000001182,-131.99999999999878,-861.999999999985,97.00000000000841,287.9999999999967,-428.0000000000115,232.99999999999432,-312.9999999999966,,-1404.0000000000273
2015.11.02,-72.0000000000054,66.99999999999307,212.00000000000108,-316.0000000000052,123.99999999999079,-140.0000000000068,265.99999999999955,-312.9999999999966,-9.999999999998899,-149.0000000000009,-156.00000000000057,-897.9999999999987,46.00000000000648,286.00000000000136,-365.99999999999966,273.9999999999965,-283.99999999999534,,-1429.0000000000196
2015.11.02,-86.99999999999264,111.99999999999477,240.00000000000688,-321.0000000000046,163.00000000000205,-164.00000000000858,327.99999999999494,-351.0000000000013,-14.999999999998348,-118.00000000002342,-148.99999999999915,-880.9999999999984,61.99999999999761,353.00000000000864,-403.0000000000058,331.999999999999,-312.00000000000114,,-1211.0000000000296
2015.11.02,-18.999999999991246,52.99999999999727,168.99999999999693,-372.0000000000057,114.99999999999844,-173.00000000000094,249.99999999999466,-392.00000000000347,-76.99999999999375,-100.00000000002274,-87.99999999999919,-897.9999999999987,37.9999999999967,225.9999999999991,-426.00000000000193,217.99999999999596,-356.9999999999962,,-1833.0000000000348
2015.11.02,52.000000000007596,54.99999999999261,284.0000000000065,-469.0000000000083,53.999999999998494,-153.00000000000313,312.9999999999966,-441.0000000000025,-100.00000000000009,-10.99999999999568,-68.00000000000139,-1031.9999999999884,85.00000000000796,362.99999999999955,-548.0000000000018,320.9999999999935,-443.99999999999994,,-1738.9999999999986
2015.11.02,19.999999999997797,15.000000000000568,240.00000000000688,-417.0000000000007,59.000000000009045,-155.00000000000514,284.9999999999908,-403.99999999999324,-90.99999999999665,-94.99999999999886,-81.9999999999821,-956.9999999999857,37.9999999999967,281.0000000000059,-463.0000000000081,285.00000000000193,-390.99999999999693,,-1831.9999999999577
2015.11.02,22.999999999995246,9.000000000000341,296.0000000000074,-478.0000000000006,96.99999999999153,-195.00000000000074,356.9999999999962,-478.0000000000006,-90.99999999999665,-99.00000000001796,-122.99999999998423,-1086.9999999999936,63.00000000000239,346.00000000000364,-525.0000000000057,325.99999999999295,-441.99999999999795,,-2001.0000000000084
2015.11.02,7.0000000000014495,-65.00000000001194,251.00000000000122,-448.9999999999994,86.0000000000083,-197.00000000000273,313.99999999999204,-454.9999999999943,-93.99999999999409,-198.0000000000075,-141.99999999999767,-1046.999999999998,2.0000000000095497,239.00000000000432,-444.0000000000026,271.9999999999945,-410.9999999999947,,-2330.9999999999914
2015.11.02,43.999999999999595,-94.99999999999886,268.99999999999704,-470.00000000000375,97.9999999999981,-204.99999999999963,322.9999999999955,-470.9999999999992,-100.00000000000009,-189.99999999999773,-129.00000000000134,-1036.999999999999,1.0000000000047748,237.99999999999955,-445.0000000000074,271.9999999999945,-417.99999999999613,,-2315.0000000000146
2015.11.02,25.00000000000835,-42.00000000000159,246.99999999999721,-404.0000000000044,86.0000000000083,-182.99999999999983,309.99999999999915,-405.9999999999952,-97.00000000000264,-152.00000000001523,-93.99999999999409,-903.9999999999937,4.0000000000048885,250.0,-401.00000000001046,280.9999999999979,-364.9999999999931,,-1844.9999999999943
2015.11.02,22.999999999995246,-43.00000000000637,243.99999999999977,-380.00000000000256,62.000000000006494,-174.00000000000747,309.99999999999915,-387.000000000004,-109.99999999999899,-153.00000000002,-70.99999999999883,-854.9999999999835,-12.000000000000455,246.00000000000932,-371.0000000000093,292.9999999999988,-347.9999999999928,,-1726.0000000000152
2015.11.02,-11.00000000000545,-54.000000000002046,212.00000000000108,-321.0000000000046,82.99999999998863,-169.00000000000804,288.9999999999948,-337.99999999999386,-88.99999999999464,-206.00000000001728,-81.9999999999821,-767.9999999999909,-40.99999999999682,201.00000000000762,-293.00000000000637,270.99999999999903,-286.99999999999284,,-1603.0000000000036
2015.11.02,62.000000000006494,-53.00000000001148,263.0000000000021,-360.0000000000048,46.999999999997044,-148.0000000000037,296.9999999999917,-336.9999999999984,-112.99999999999643,-118.00000000002342,-37.99999999998249,-747.9999999999931,-7.999999999995566,262.00000000000045,-341.0000000000082,302.9999999999977,-314.0000000000032,,-1344.000000000025
2015.11.02,73.00000000001194,6.000000000000227,299.00000000000483,-371.00000000001023,-14.000000000002899,-116.00000000000499,295.99999999999625,-315.9999999999941,-110.99999999999443,-34.99999999999659,-35.999999999991594,-766.0,45.000000000001705,352.00000000000387,-396.0000000000008,346.9999999999973,-319.99999999999807,,-1062.9999999999777
2015.11.02,-9.999999999998899,51.00000000000193,270.99999999999903,-321.0000000000046,11.999999999989797,-115.00000000000954,300.0000000000003,-295.99999999999625,-78.00000000000028,-80.0000000000125,-75.99999999998718,-760.9999999999894,37.9999999999967,346.00000000000364,-362.99999999999955,352.9999999999922,-295.99999999999625,,-1025.000000000011
2015.11.02,93.99999999999409,67.99999999999784,214.99999999999852,-328.0000000000061,-12.999999999996348,-95.00000000000064,231.99999999999886,-292.00000000000335,-143.9999999999997,51.9999999999925,76.0000000000094,-619.9999999999983,37.9999999999967,287.9999999999967,-384.00000000000034,288.9999999999948,-312.9999999999966,,-837.0000000000218
2015.11.02,181.9999999999933,62.99999999998818,314.0000000000032,-281.00000000000904,-14.000000000002899,-69.00000000000794,283.99999999999534,-200.99999999999562,-158.99999999999804,152.9999999999916,150.00000000000568,-380.9999999999869,58.9999999999975,403.0000000000058,-322.00000000000273,391.9999999999924,-224.9999999999974,,347.9999999999724
2015.11.02,-59.99999999999339,132.99999999999557,311.00000000000574,-218.00000000000708,97.9999999999981,-94.00000000000519,371.99999999999454,-226.00000000000398,-48.99999999999905,-52.99999999999727,-30.999999999981043,-590.0000000000016,34.000000000006025,454.00000000000773,-296.0000000000065,474.9999999999921,-225.99999999999287,,34.00000000001185
2015.11.02,-113.00000000000753,286.00000000000136,267.00000000000614,-182.00000000000438,275.9999999999874,-65.00000000000395,383.0,-239.0000000000003,17.000000000000348,50.99999999998772,58.000000000002494,-587.9999999999885,43.99999999999693,505.00000000000966,-356.00000000000875,524.0000000000023,-281.99999999999335,,585.9999999999875
2015.11.02,29.00000000001235,226.99999999998965,246.99999999999721,-63.00000000000195,397.0000000000029,-49.00000000001015,343.9999999999999,-104.00000000000409,11.00000000000545,149.99999999997726,241.00000000000233,-76.99999999999375,4.0000000000048885,442.0000000000073,-169.00000000001114,493.99999999999443,-117.99999999999588,,2005.9999999999768
2015.11.02,-225.99999999999287,280.00000000000114,157.00000000000713,0.0,729.0000000000018,-55.000000000005045,322.00000000000006,-97.00000000000264,258.0000000000027,-98.00000000001319,39.00000000001125,-317.9999999999961,-39.99999999999204,370.00000000000455,-136.0000000000099,456.00000000000085,-112.99999999999643,,1528.0000000000214
2015.11.02,-93.99999999999409,198.99999999999807,182.00000000000438,-82.00000000000429,513.9999999999923,85.99999999999719,222.99999999999542,-73.99999999999629,197.00000000000273,-26.00000000001046,219.99999999999798,-312.9999999999855,-111.0000000000042,344.99999999999886,-174.0000000000066,500.9999999999959,-234.99999999999633,,1357.9999999999852
2015.11.02,-8.999999999992347,177.99999999999727,234.99999999999633,-136.00000000000279,286.00000000000847,135.99999999999167,204.99999999999963,-53.00000000000304,113.00000000000753,49.99999999998295,280.9999999999979,-312.00000000000114,-94.99999999999886,393.0000000000007,-225.00000000000853,541.0000000000026,-269.9999999999925,,1317.9999999999861
2015.11.02,-117.99999999999588,237.99999999999955,257.0000000000072,-182.99999999999983,405.9999999999952,13.999999999991797,307.99999999999716,-180.0000000000024,155.00000000000514,-13.00000000000523,74.0000000000185,-588.9999999999951,-6.000000000000227,462.0000000000033,-322.00000000000273,525.9999999999932,-292.9999999999988,,736.0000000000109
2015.11.02,-139.00000000000023,256.9999999999908,209.9999999999991,-113.00000000000753,422.9999999999956,-33.000000000005244,275.99999999999847,-124.99999999999733,161.00000000000003,-22.999999999996135,-14.999999999987246,-456.9999999999963,45.000000000001705,418.00000000000637,-250.0,426.9999999999996,-170.99999999999892,,891.0000000000027
2015.11.02,-55.000000000005045,222.99999999999898,180.0000000000024,-108.00000000000809,296.0000000000074,35.999999999991594,202.9999999999976,-71.99999999999429,92.99999999999864,48.00000000000182,139.00000000000023,-302.9999999999866,-6.000000000000227,359.99999999999943,-222.0000000000084,412.9999999999967,-178.00000000000037,,1046.9999999999918
2015.11.02,78.00000000000028,191.99999999999307,212.00000000000108,-134.0000000000008,346.0000000000019,30.999999999992145,208.99999999999253,-78.99999999999574,53.00000000000304,171.99999999999704,257.0000000000183,-177.00000000000495,5.000000000009663,374.00000000000944,-234.00000000000887,413.99999999999216,-178.00000000000037,,1540.9999999999995
2015.11.02,90.99999999999665,156.99999999999648,270.99999999999903,-130.0000000000079,278.00000000000045,92.99999999999864,248.99999999999923,-63.00000000000195,29.000000000001247,149.0000000000009,354.0000000000099,-153.9999999999875,-70.99999999999795,421.0000000000065,-206.00000000000307,544.9999999999955,-227.99999999999488,,1785.000000000011
2015.11.02,235.99999999999176,121.99999999999989,253.0000000000032,-208.00000000000819,150.00000000000568,101.99999999999099,175.99999999999838,-80.99999999999774,-68.99999999999685,286.00000000000136,451.0000000000014,-124.99999999999733,-37.9999999999967,373.00000000000466,-273.00000000001035,459.99999999999375,-269.9999999999925,,1544.9999999999911
2015.11.02,124.99999999999733,147.99999999999613,214.99999999999852,-172.00000000000549,161.99999999999548,51.99999999999649,210.99999999999451,-112.99999999999643,-64.99999999999284,179.9999999999784,354.0000000000099,-208.99999999999253,-48.99999999999238,347.0000000000084,-250.0,442.9999999999934,-261.0000000000001,,1117.9999999999886
2015.11.02,52.000000000007596,162.9999999999967,290.9999999999968,-230.000000000008,160.99999999998892,8.999999999992347,239.0000000000003,-107.99999999999699,36.0000000000027,110.99999999999,73.00000000001194,-483.99999999999557,76.00000000000762,451.9999999999982,-329.9999999999983,424.9999999999976,-224.000000000002,,711.99999999999
2015.11.02,112.000000000001,266.9999999999959,221.00000000000452,-212.00000000000108,31.999999999987594,101.99999999999099,151.00000000000114,-95.99999999999609,-46.00000000000159,295.99999999999227,301.0000000000179,-322.00000000000006,64.99999999999773,441.0000000000025,-378.0000000000001,429.0000000000016,-282.99999999999994,,1079.999999999994
2015.11.02,85.00000000000173,262.999999999991,295.0000000000008,-257.0000000000072,-436.9999999999985,167.9999999999904,129.00000000000134,-44.99999999999504,-153.99999999999858,258.99999999998613,191.00000000000784,-456.9999999999963,108.00000000000409,525.0000000000057,-429.00000000000205,475.99999999999864,-295.0000000000008,,424.9999999999892
2015.11.02,-29.999999999996696,338.99999999999864,229.00000000000142,-93.00000000000975,-190.00000000000128,72.99999999998974,171.99999999999437,12.000000000000899,-75.00000000000284,203.00000000000296,80.00000000001339,-235.99999999999176,138.9999999999958,500.0,-281.0000000000059,417.99999999999613,-112.000000000001,,1147.9999999999843
2015.11.02,-26.999999999999247,316.99999999999307,241.00000000000233,-80.00000000000229,-180.0000000000024,60.99999999999994,195.9999999999962,11.00000000000545,-85.99999999999719,183.9999999999975,92.00000000000318,-204.00000000000418,118.00000000000921,499.00000000000944,-253.0000000000001,436.9999999999985,-97.9999999999981,,1228.0000000000111
2015.11.02,-45.99999999999049,345.9999999999894,229.99999999999687,-52.000000000007596,-56.000000000011596,25.999999999992696,251.00000000000122,-24.000000000001798,-80.99999999999774,191.99999999997885,134.00000000001188,-167.9999999999904,97.99999999999898,507.000000000005,-239.00000000000432,464.9999999999932,-102.99999999999754,,1479.9999999999668
2015.11.02,-60.99999999999994,330.99999999998886,217.0000000000005,-57.00000000000705,-119.00000000000244,34.99999999999615,225.99999999999287,-14.999999999998348,-83.9999999999952,159.9999999999966,106.00000000000608,-208.99999999999253,91.99999999999875,478.9999999999992,-233.0000000000041,446.00000000000193,-110.99999999999443,,1202.9999999999868
2015.11.02,25.999999999992696,286.00000000000136,236.00000000000287,-42.0000000000087,-251.00000000000122,123.99999999999079,187.9999999999993,60.00000000000449,-146.00000000000168,215.0000000000034,270.00000000001467,-21.999999999988695,25.99999999999625,472.0000000000084,-188.0000000000024,503.99999999999335,-107.00000000000153,,1651.0000000000032
2015.11.02,-31.999999999987594,323.99999999999807,206.00000000000617,14.999999999998348,-272.00000000000557,101.99999999999099,168.00000000000148,100.00000000000009,-126.99999999999933,182.99999999999272,173.00000000000094,18.0000000000069,67.99999999999784,462.0000000000033,-149.0000000000009,446.9999999999974,-26.999999999999247,,1659.0000000000016
2015.11.02,-87.99999999999919,330.99999999998886,190.00000000000128,59.99999999999339,-205.99999999999508,39.00000000000014,200.00000000000017,100.00000000000009,-114.99999999999844,123.99999999999523,80.00000000001339,48.000000000003595,90.00000000000341,448.0000000000075,-97.00000000000841,412.00000000000125,46.00000000000159,,1662.0000000000089
2015.11.02,-153.9999999999875,375.99999999999056,201.00000000000674,18.999999999991246,-113.99999999999189,-24.000000000001798,258.9999999999981,17.000000000000348,-70.99999999999883,94.99999999999886,-32.999999999994145,-149.9999999999835,135.00000000000512,493.0000000000092,-176.00000000000193,412.00000000000125,11.00000000000545,,1296.000000000047
2015.11.02,-182.99999999999983,406.9999999999965,226.00000000000398,8.999999999992347,-93.99999999999409,-7.0000000000014495,288.9999999999948,-0.999999999995449,-47.9999999999925,94.99999999999886,-30.999999999981043,-221.00000000000452,132.99999999999557,543.0000000000064,-209.00000000000318,471.99999999999466,-26.999999999999247,,1353.0000000000116
2015.11.02,-99.99999999998899,367.999999999995,268.99999999999704,6.999999999990347,-107.00000000001265,8.999999999992347,300.99999999999574,23.00000000000635,-83.9999999999952,152.9999999999916,59.000000000009045,-103.99999999999298,118.99999999999977,566.0000000000025,-189.99999999999773,512.0000000000014,-22.999999999995246,,1777.9999999999984
2015.11.02,-151.9999999999966,356.9999999999993,300.0000000000003,18.999999999991246,-120.99999999999334,-12.000000000000899,352.9999999999922,17.000000000000348,-65.99999999999939,75.9999999999934,-24.000000000001798,-150.99999999999002,115.99999999999966,599.0000000000038,-167.0000000000016,552.9999999999924,-2.000000000002,,1694.999999999987
2015.11.02,-116.00000000000499,362.99999999999955,302.0000000000023,-90.0000000000012,-63.000000000013046,-21.00000000000435,363.99999999999767,-53.999999999998494,-43.999999999999595,110.99999999999,-30.999999999981043,-378.999999999996,140.00000000000057,615.9999999999997,-316.0000000000025,534.0000000000011,-109.99999999999899,,1205.9999999999905
2015.11.03,-148.99999999999915,378.0000000000001,302.9999999999977,-80.00000000000229,-174.00000000000747,20.999999999993246,310.9999999999946,-44.99999999999504,-58.99999999999794,100.99999999999909,-35.999999999991594,-415.99999999999415,138.00000000000523,621.9999999999999,-294.00000000001114,544.0,-114.00000000000298,,1050.9999999999882
2015.11.03,-133.00000000000534,355.99999999999454,275.99999999999847,-81.00000000000884,-52.000000000007596,-17.000000000000348,343.9999999999999,-85.99999999999719,-68.99999999999685,96.99999999997999,24.000000000001798,-371.99999999999454,97.00000000000841,573.0000000000075,-284.000000000006,527.9999999999951,-141.99999999999767,,1058.9999999999714
2015.11.03,-133.99999999998968,360.99999999999,336.00000000000296,-128.00000000000588,-36.999999999998145,-23.00000000000635,388.9999999999949,-120.99999999999334,-48.99999999999905,105.99999999999454,-14.999999999987246,-482.999999999989,132.99999999999557,650.0000000000057,-338.99999999999864,578.0000000000007,-168.99999999999693,,1055.00000000002
2015.11.03,-120.99999999999334,408.9999999999918,419.9999999999982,-201.00000000000674,21.00000000000435,-60.99999999999994,490.00000000000153,-214.00000000000307,-44.99999999999504,163.99999999998727,-29.999999999996696,-632.9999999999947,182.00000000000216,787.0000000000061,-460.00000000000796,673.0000000000014,-253.0000000000032,,1127.999999999992
2015.11.03,-134.99999999999625,450.9999999999934,397.99999999999835,-194.0000000000053,-24.000000000001798,-40.00000000000669,458.9999999999983,-202.9999999999976,-51.99999999999649,194.99999999999318,-24.999999999986144,-638.9999999999895,206.00000000000307,784.9999999999966,-484.99999999999943,659.999999999994,-256.0000000000007,,1100.999999999997
2015.11.03,-174.00000000000747,433.9999999999975,506.0000000000064,-274.00000000000756,14.999999999987246,-93.00000000000975,578.0000000000007,-293.99999999999426,-19.00000000000235,132.99999999998136,-147.99999999999258,-895.0000000000014,237.99999999999955,906.0000000000059,-569.0000000000026,753.9999999999991,-319.0000000000026,,778.9999999999569
2015.11.03,-160.00000000000458,353.9999999999992,543.0000000000045,-365.0000000000042,28.000000000005798,-114.00000000000298,595.9999999999966,-365.99999999999966,-7.0000000000014495,62.99999999998818,-212.99999999999653,-1086.9999999999936,228.00000000000864,895.0000000000102,-628.0000000000001,747.9999999999931,-390.0000000000015,,125.0000000000017
2015.11.03,-164.99999999999292,376.99999999999534,473.99999999999665,-309.99999999999915,-9.999999999998899,-100.00000000000009,536.9999999999986,-319.99999999999807,-27.999999999994696,81.99999999999363,-174.99999999999181,-967.9999999999911,218.00000000000352,828.000000000003,-575.0000000000028,685.0000000000023,-341.0000000000024,,209.00000000002103
