date,USDCHF,EURUSD,USDCAD,AUDUSD,EURJPY,EURCAD,AUDNZD,empty,sum
2018.09.03,-17.000000000000348,-24.000000000001798,-195.9999999999962,-4.999999999999449,-22.999999999996135,-133.00000000000534,-83.9999999999952,,-481.99999999999454
2018.09.03,17.000000000000348,-21.999999999988695,-124.99999999999733,-14.999999999998348,31.00000000000591,-140.0000000000068,-90.00000000001229,,-343.9999999999972
2018.09.03,23.00000000000635,-81.9999999999821,-232.99999999999432,-29.000000000001247,24.00000000000091,-282.0000000000045,-35.00000000000725,,-613.9999999999822
2018.09.03,41.000000000002146,-61.99999999998429,-219.99999999999798,-23.00000000000635,123.00000000001887,-205.99999999999508,-83.00000000001084,,-429.99999999997357
2018.09.03,47.00000000000814,-30.999999999981043,-157.99999999999147,4.999999999999449,78.00000000000296,-165.9999999999995,-201.00000000000674,,-425.99999999996817
2018.09.03,43.00000000000415,-34.99999999998504,-147.99999999999258,-17.000000000000348,91.00000000000819,-160.00000000000458,-182.0000000000155,,-407.9999999999857
2018.09.03,51.000000000001044,-60.99999999999994,-151.9999999999966,7.0000000000014495,24.00000000000091,-130.0000000000079,-188.00000000001037,,-449.00000000001137
2018.09.03,62.000000000006494,-73.99999999999629,-160.99999999998892,-17.999999999995797,-117.999999999995,-147.00000000000824,-256.99999999999613,,-712.9999999999739
2018.09.03,74.00000000000739,-8.999999999992347,-86.99999999999264,2.000000000002,-183.9999999999975,-104.99999999999955,-252.0000000000078,,-560.9999999999804
2018.09.03,67.00000000000594,-42.999999999993044,-126.0000000000039,36.999999999998145,-160.99999999997294,-112.000000000001,-231.0000000000034,,-568.9999999999702
2018.09.03,75.00000000000284,-51.99999999998539,-123.99999999999079,85.00000000000173,-154.99999999997272,-119.00000000000244,-219.00000000001364,,-508.99999999996044
2018.09.03,70.0000000000034,-61.99999999998429,-163.9999999999864,36.0000000000027,-188.99999999999295,-143.00000000000423,-178.99999999999582,,-630.9999999999576
2018.09.03,90.0000000000012,-35.999999999991594,-156.00000000000057,12.000000000000899,-161.99999999997772,-147.99999999999258,-242.00000000000887,,-641.9999999999692
2018.09.03,81.00000000000884,-70.99999999999883,-168.99999999999693,-31.000000000003247,-200.9999999999934,-140.0000000000068,-246.99999999999721,,-777.9999999999875
2018.09.03,89.00000000000574,-75.99999999998718,-164.99999999999292,-53.00000000000304,-162.9999999999825,-144.99999999999514,-280.0000000000136,,-792.9999999999686
2018.09.03,79.00000000000685,-103.99999999999298,-204.00000000000418,-53.999999999998494,-102.99999999998022,-140.0000000000068,-256.00000000001177,,-781.9999999999875
2018.09.03,40.00000000000669,-159.99999999998238,-234.99999999998522,-72.0000000000054,-63.99999999999295,-107.99999999999699,-260.0000000000158,,-858.999999999972
2018.09.03,34.000000000000696,-194.99999999998963,-237.99999999998266,-107.99999999999699,-23.999999999972488,-49.99999999999449,-239.00000000001143,,-819.999999999947
2018.09.03,40.00000000000669,-195.9999999999962,-221.99999999998886,-107.99999999999699,-26.999999999986812,-42.999999999993044,-252.0000000000078,,-807.9999999999629
2018.09.03,41.000000000002146,-146.00000000000168,-232.99999999999432,-84.0000000000063,-118.99999999999977,-127.00000000001043,-205.00000000001074,,-873.0000000000211
2018.09.03,59.000000000009045,-112.99999999998533,-194.99999999998963,-39.999999999995595,-179.9999999999784,-208.99999999999253,-191.00000000000784,,-868.9999999999403
2018.09.03,-56.99999999999594,-302.0000000000023,-258.0000000000027,-194.0000000000053,-123.99999999999523,-110.99999999999443,-283.99999999999534,,-1329.9999999999914
2018.09.03,47.00000000000814,-268.0000000000016,-306.9999999999906,-285.00000000000193,38.000000000010914,-116.00000000000499,-385.00000000001313,,-1275.9999999999932
2018.09.03,99.00000000000463,-214.99999999998744,-258.99999999998704,-250.00000000000577,86.00000000001273,-76.99999999999375,-429.00000000001273,,-1044.9999999999695
2018.09.03,102.00000000000209,-184.99999999999073,-298.9999999999826,-285.00000000000193,33.00000000001546,-170.00000000000347,-473.99999999999665,,-1277.9999999999577
2018.09.03,109.99999999999899,-96.99999999999153,-255.99999999998957,-238.0000000000049,-1.999999999981128,-201.99999999999108,-439.99999999999596,,-1124.9999999999552
2018.09.03,77.00000000000485,-124.99999999999733,-285.99999999998624,-194.0000000000053,-6.000000000000227,-202.9999999999976,-424.00000000000216,,-1160.999999999984
2018.09.03,37.00000000000925,-220.99999999998232,-254.999999999983,-231.0000000000034,129.0000000000191,-150.00000000000568,-422.00000000001125,,-1112.9999999999573
2018.09.03,40.00000000000669,-212.99999999999653,-232.99999999999432,-231.99999999999886,227.00000000000387,-1.0000000000065512,-415.99999999999415,,-827.9999999999798
2018.09.03,70.0000000000034,-242.99999999999324,-161.99999999999548,-204.00000000000418,242.00000000001864,65.99999999998829,-428.00000000000614,,-658.9999999999887
2018.09.03,126.99999999999933,-186.99999999998164,-112.000000000001,-277.000000000005,211.00000000001273,73.99999999999629,-496.00000000000756,,-659.9999999999868
2018.09.03,70.0000000000034,-204.99999999998852,-121.99999999999989,-321.0000000000046,192.00000000000728,82.00000000000429,-556.0000000000009,,-859.9999999999789
2018.09.03,63.00000000000195,-183.99999999998417,-156.00000000000057,-343.00000000000443,189.00000000002137,42.0000000000087,-695.0000000000011,,-1083.9999999999584
2018.09.03,43.00000000000415,-176.99999999998272,-126.99999999998823,-324.9999999999975,197.00000000000273,72.0000000000054,-656.9999999999965,,-973.9999999999527
2018.09.03,15.00000000000945,-193.99999999998306,-69.9999999999923,-275.000000000003,222.0000000000084,100.99999999999554,-646.9999999999976,,-847.9999999999626
2018.09.03,-66.99999999999484,-319.999999999987,-102.00000000000209,-317.0000000000006,243.99999999999977,201.00000000000674,-626.9999999999998,,-987.9999999999778
2018.09.03,-63.99999999999739,-314.99999999999864,4.000000000004,-300.99999999999574,274.0000000000009,360.9999999999891,-588.9999999999951,,-629.9999999999928
2018.09.03,-24.999999999997247,-278.00000000000045,124.00000000001299,-265.0000000000041,251.00000000000477,482.999999999989,-632.9999999999947,,-342.99999999998977
2018.09.03,4.000000000004,-243.99999999999977,177.00000000000495,-246.99999999999721,197.00000000000273,486.00000000000864,-591.0000000000082,,-217.99999999998488
2018.09.03,-3.999999999992898,-273.9999999999965,190.00000000000128,-234.99999999999633,221.00000000000364,503.99999999999335,-553.0000000000035,,-150.99999999999096
2018.09.03,26.000000000003798,-252.99999999999213,185.00000000001293,-219.00000000000253,254.0000000000191,509.99999999998823,-592.9999999999991,,-89.9999999999697
2018.09.03,28.000000000005798,-239.99999999999577,205.00000000001074,-212.99999999999653,248.00000000001887,527.9999999999951,-585.0000000000133,,-28.999999999975103
2018.09.03,31.000000000003247,-234.00000000000088,150.00000000000568,-224.9999999999974,282.0000000000107,487.99999999999955,-583.0000000000002,,-90.99999999997937
2018.09.03,-39.00000000000014,-248.99999999998812,151.9999999999966,-246.99999999999721,284.00000000002024,473.99999999999665,-602.999999999998,,-227.99999999997
2018.09.03,-53.999999999998494,-227.99999999998377,170.00000000000347,-256.0000000000007,285.000000000025,486.00000000000864,-617.0000000000009,,-213.99999999994674
2018.09.03,-0.999999999995449,-224.99999999998633,161.99999999999548,-253.0000000000032,264.00000000001,453.99999999999886,-612.0000000000125,,-210.99999999999318
2018.09.03,-1.999999999990898,-222.99999999999542,167.00000000000603,-253.0000000000032,277.00000000001523,452.00000000000796,-609.9999999999994,,-191.99999999995975
2018.09.03,9.00000000000345,-230.9999999999812,164.00000000000858,-251.00000000000122,209.00000000000318,462.0000000000068,-656.0000000000122,,-293.9999999999726
2018.09.04,0.0,-251.99999999998556,157.00000000000713,-250.00000000000577,169.00000000001114,469.99999999999267,-668.0000000000019,,-373.9999999999823
2018.09.04,-19.999999999997797,-215.99999999999397,165.9999999999995,-246.99999999999721,214.00000000002706,434.000000000001,-685.0000000000023,,-353.9999999999637
2018.09.04,-20.999999999993246,-217.99999999998488,140.0000000000068,-239.99999999999577,205.0000000000125,429.99999999999704,-649.999999999995,,-353.99999999995254
2018.09.04,4.000000000004,-213.99999999998087,150.00000000000568,-226.99999999999943,243.99999999999977,459.99999999999375,-605.9999999999955,,-188.99999999997254
2018.09.04,4.000000000004,-215.99999999999397,154.0000000000097,-221.99999999999997,252.00000000000955,462.9999999999912,-604.0000000000045,,-168.99999999998403
2018.09.04,15.00000000000945,-213.99999999998087,185.99999999999727,-214.00000000000307,239.00000000000432,465.99999999998863,-558.0000000000141,,-79.99999999999835
2018.09.04,9.999999999998899,-181.9999999999933,199.00000000001583,-182.99999999999983,-10.99999999999568,472.9999999999901,-496.00000000000756,,-189.99999999999153
2018.09.04,43.999999999999595,-143.99999999998857,262.00000000000665,-129.00000000000134,-27.999999999991587,448.000000000004,-531.9999999999991,,-78.99999999997033
2018.09.04,87.00000000000374,-95.999999999985,303.0000000000088,-94.00000000000519,-56.99999999998795,425.99999999999307,-594.0000000000057,,-24.999999999978172
2018.09.04,97.00000000000264,-83.9999999999952,275.000000000003,-141.99999999999767,-52.99999999999727,402.9999999999978,-578.9999999999961,,-82.99999999998283
2018.09.04,81.00000000000884,-73.99999999999629,324.9999999999975,-90.0000000000012,96.00000000000364,455.0000000000054,-507.000000000013,,286.00000000000495
2018.09.04,90.0000000000012,-46.999999999997044,372.00000000001677,-29.999999999996696,74.00000000001228,486.999999999993,-460.000000000016,,486.0000000000136
2018.09.04,100.00000000000009,-47.99999999998139,373.00000000000114,-33.000000000005244,86.00000000001273,475.99999999998755,-436.9999999999985,,517.0000000000164
2018.09.04,91.00000000000774,-58.000000000002494,365.0000000000153,-48.000000000003595,102.00000000000387,487.99999999999955,-441.0000000000025,,499.00000000001785
2018.09.04,91.00000000000774,-68.00000000000139,356.00000000000074,-51.99999999999649,45.000000000015916,480.99999999999807,-446.0000000000131,,407.0000000000115
2018.09.04,79.00000000000685,-102.99999999998644,263.99999999999756,-373.99999999999653,118.00000000002342,431.0000000000036,-852.0000000000083,,-436.99999999995987
2018.09.04,26.000000000003798,-134.99999999999625,172.0000000000166,-463.0000000000023,165.00000000002046,370.00000000000364,-963.0000000000027,,-827.9999999999568
2018.09.04,31.999999999998696,-150.99999999999002,172.0000000000166,-453.99999999999886,210.00000000000796,346.0000000000019,-879.0000000000075,,-723.9999999999714
2018.09.04,67.00000000000594,-87.99999999999919,209.9999999999991,-390.99999999999693,198.0000000000075,174.00000000000747,-934.9999999999969,,-764.999999999973
2018.09.04,192.99999999999872,111.00000000001664,260.0000000000158,-278.00000000000045,122.0000000000141,130.0000000000079,-974.0000000000082,,-435.99999999995543
2018.09.04,192.00000000000327,107.00000000001265,328.00000000001717,-175.00000000000293,112.99999999999955,160.00000000000458,-880.0000000000141,,-154.99999999997988
2018.09.04,253.0000000000032,146.00000000000168,493.0000000000101,-119.99999999999788,157.0000000000107,340.00000000000693,-825.0000000000091,,444.0000000000257
2018.09.04,399.0000000000049,246.99999999999721,636.0000000000143,80.00000000000229,88.00000000002228,346.0000000000019,-869.0000000000086,,927.0000000000341
2018.09.04,369.0000000000082,270.00000000001467,602.999999999998,136.00000000000279,25.000000000005684,297.9999999999983,-914.0000000000148,,787.000000000013
2018.09.04,350.00000000000585,282.0000000000045,602.999999999998,107.00000000000153,-30.99999999997749,262.00000000000665,-931.0000000000151,,642.0000000000238
2018.09.04,439.0000000000005,299.00000000000483,700.0000000000117,137.9999999999937,-57.999999999992724,361.9999999999957,-958.0000000000144,,921.9999999999992
2018.09.04,468.00000000000176,304.9999999999997,669.0000000000085,58.000000000002494,-58.9999999999975,320.00000000000915,-1014.0000000000038,,747.0000000000203
2018.09.04,468.00000000000176,341.99999999999784,724.9999999999978,78.99999999999574,-97.99999999998477,347.0000000000084,-1051.0000000000018,,812.0000000000148
2018.09.04,391.000000000008,314.99999999999864,717.9999999999964,46.00000000000159,-186.9999999999834,340.00000000000693,-1056.9999999999968,,566.0000000000314
2018.09.04,436.00000000000307,306.00000000000625,765.0000000000157,19.00000000000235,-266.9999999999959,360.9999999999891,-1028.0000000000066,,592.0000000000139
2018.09.04,461.0000000000003,304.9999999999997,885.0000000000025,-6.0000000000060005,-241.99999999999022,556.0000000000009,-1107.0000000000136,,851.9999999999936
2018.09.04,448.000000000004,272.00000000000557,896.000000000008,-28.000000000005798,-128.99999999999068,629.9999999999973,-1100.000000000012,,989.0000000000061
2018.09.04,496.00000000000756,326.0000000000041,1015.0000000000103,39.999999999995595,-166.99999999997317,642.0000000000092,-1044.0000000000005,,1308.0000000000532
2018.09.04,495.000000000001,397.0000000000029,1070.0000000000155,104.00000000000409,-454.9999999999841,680.9999999999983,-965.0000000000158,,1327.0000000000218
2018.09.04,644.0000000000001,511.000000000017,1147.000000000009,80.99999999999774,-368.9999999999998,608.9999999999928,-975.0000000000148,,1648.0000000000025
2018.09.04,596.0000000000076,357.00000000000733,958.9999999999987,46.00000000000159,-230.99999999999454,602.999999999998,-1131.0000000000152,,1199.0000000000034
2018.09.04,590.0000000000016,370.00000000000364,1045.000000000007,49.99999999999449,-141.9999999999959,679.9999999999917,-1096.0000000000082,,1496.9999999999945
2018.09.04,589.0000000000061,259.0000000000092,1051.0000000000018,90.99999999999665,-16.999999999995907,761.999999999996,-1048.0000000000045,,1687.0000000000095
2018.09.04,585.0000000000022,182.0000000000155,1048.0000000000045,85.00000000000173,56.000000000011596,811.9999999999905,-971.9999999999951,,1796.0000000000314
2018.09.04,517.0000000000008,110.00000000001009,983.0000000000006,34.99999999999615,99.00000000001796,943.000000000005,-966.0000000000002,,1721.0000000000302
2018.09.04,507.0000000000019,116.00000000000499,984.000000000007,58.000000000002494,196.00000000002638,920.9999999999941,-968.9999999999976,,1813.000000000039
2018.09.04,535.0000000000077,141.00000000001333,978.0000000000122,46.00000000000159,166.00000000002524,869.0000000000086,-978.0000000000122,,1757.0000000000564
2018.09.04,553.0000000000035,148.00000000001478,981.0000000000097,71.99999999999429,251.00000000000477,873.999999999997,-950.0000000000064,,1929.0000000000177
2018.09.04,546.000000000002,152.0000000000188,970.0000000000042,88.99999999999464,267.00000000002433,912.0000000000017,-920.9999999999941,,2015.0000000000514
2018.09.04,555.0000000000055,153.00000000000313,1017.0000000000013,97.9999999999981,276.00000000001046,968.9999999999976,-919.0000000000032,,2149.000000000013
2018.09.04,538.0000000000051,101.00000000001774,1007.0000000000024,80.99999999999774,275.0000000000057,1014.0000000000038,-914.0000000000148,,2102.0000000000173
2018.09.04,509.9999999999993,63.99999999999739,941.0000000000141,58.99999999999794,310.0000000000023,981.999999999994,-958.0000000000144,,1907.9999999999905
2018.09.04,513.0000000000078,114.99999999999844,1036.999999999999,100.00000000000009,203.00000000000296,1042.9999999999939,-937.9999999999944,,2073.0000000000077
2018.09.05,400.00000000000034,95.00000000000064,1011.0000000000064,115.99999999999389,97.00000000000841,960.0000000000053,-920.0000000000097,,1759.0000000000055
2018.09.05,500.00000000000045,128.000000000017,1012.9999999999973,92.00000000000318,252.00000000000955,953.9999999999882,-892.0000000000039,,2047.0000000000116
