date,EURUSD,USDCAD,EURGBP,EURCAD,NZDJPY,empty,sum
2016.04.04,-2.0000000000131024,-70.0000000000145,-87.99999999999919,-14.000000000002899,-7.000000000005002,,-181.00000000003467
2016.04.04,25.999999999992696,-78.00000000000028,-90.0000000000012,12.999999999996348,54.000000000002046,,-75.0000000000104
2016.04.04,39.999999999995595,-163.00000000000205,-73.99999999999629,-83.9999999999952,81.99999999999363,,-199.00000000000432
2016.04.04,59.99999999999339,-148.00000000001478,-68.99999999999685,-39.999999999995595,143.00000000000068,,-54.00000000001316
2016.04.04,38.99999999998904,-156.00000000000057,-63.99999999999739,-69.9999999999923,118.99999999999977,,-132.00000000000145
2016.04.04,49.99999999999449,-197.00000000000273,-36.0000000000027,-93.00000000000975,150.99999999999625,,-125.00000000002444
2016.04.04,-45.000000000006146,-168.0000000000126,-85.00000000000173,-187.00000000000384,64.99999999999773,,-420.0000000000266
2016.04.04,-104.99999999999955,-134.00000000001188,-76.99999999999375,-187.00000000000384,-28.999999999996362,,-532.0000000000053
2016.04.04,-109.00000000000354,-107.00000000001265,-71.99999999999429,-202.00000000001327,-46.00000000000648,,-536.0000000000302
2016.04.04,-129.00000000000134,-222.00000000001108,-95.00000000000064,-329.00000000000153,-134.00000000000034,,-909.0000000000149
2016.04.04,-75.00000000000284,-209.00000000001472,-64.99999999999284,-289.0000000000059,-115.0000000000091,,-753.0000000000255
2016.04.04,-51.000000000001044,-175.99999999999838,-41.9999999999976,-226.99999999999943,-140.00000000000057,,-635.999999999997
2016.04.04,8.999999999992347,-158.0000000000137,0.0,-123.00000000000644,-112.00000000000898,,-384.0000000000368
2016.04.04,78.99999999998464,-238.0000000000049,-12.999999999996348,-123.00000000000644,-287.00000000000614,,-582.0000000000291
2016.04.04,120.99999999999334,-299.00000000000483,-5.999999999994898,-124.00000000001299,-234.00000000000887,,-542.0000000000282
2016.04.04,92.00000000000318,-307.00000000001285,-7.9999999999968985,-158.99999999999804,-216.00000000000819,,-598.0000000000127
2016.04.04,117.99999999999588,-259.0000000000092,-2.999999999997449,-83.9999999999952,-248.00000000000466,,-476.00000000001063
