date,GBPUSD,EURUSD,USDJPY,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,EURJPY,EURAUD,EURNZD,CADJPY,NZDCAD,AUDNZD,empty,sum
2020.06.29,-259.9999999999936,0.0,-168.99999999999693,-182.00000000000438,-171.00000000001003,-43.99999999999693,-36.999999999998145,-118.00000000000699,0.0,-267.0000000000172,0.0,0.0,-375.0000000000142,-95.99999999998943,0.0,0.0,,-1719.0000000000282
2020.06.29,-204.99999999998852,42.0000000000087,-128.0000000000001,-178.99999999999582,-150.00000000000568,7.000000000005002,-31.999999999998696,-100.00000000000009,62.99999999998818,-236.00000000001398,212.0000000000033,144.0000000000108,-429.00000000001273,-64.99999999999773,100.00000000000009,70.0000000000145,,-885.999999999983
2020.06.29,-156.00000000000057,24.000000000001798,-165.99999999999682,-158.99999999999804,-109.00000000000354,-4.0000000000048885,-10.999999999994348,-94.00000000000519,0.9999999999763531,-223.00000000001762,232.99999999998988,266.999999999995,-400.00000000000034,-52.99999999999727,112.99999999999643,59.000000000009045,,-678.00000000005
2020.06.29,-181.9999999999933,78.00000000000028,-105.00000000000398,-185.00000000000182,-143.00000000000423,51.00000000000193,-48.99999999999905,-126.99999999999933,103.999999999985,-204.00000000000418,265.99999999999113,246.00000000001288,-341.00000000001353,-94.99999999999886,219.00000000000253,130.0000000000079,,-337.00000000001677
2020.06.29,-174.00000000000747,52.000000000007596,-140.00000000000057,-180.0000000000024,-137.00000000000932,78.00000000000296,-54.999999999993946,-126.99999999999933,95.99999999997522,-155.00000000001623,262.00000000000045,248.00000000000378,-341.99999999999784,-110.99999999999,217.0000000000005,125.00000000001954,,-343.0000000000071
2020.06.29,-215.99999999999397,52.000000000007596,-170.0000000000017,-238.0000000000049,-173.00000000000094,69.00000000000261,-73.00000000000084,-180.0000000000024,99.99999999999432,-175.99999999999838,262.00000000000045,136.00000000000279,-351.99999999999676,-132.99999999999557,229.99999999999687,131.99999999999878,,-729.9999999999922
2020.06.29,-191.00000000000784,52.000000000007596,-173.99999999999238,-219.99999999999798,-164.00000000000858,82.00000000000784,-80.00000000000229,-174.00000000000747,89.99999999997499,-148.99999999999915,269.999999999996,153.00000000000313,-408.00000000000836,-153.99999999999636,173.9999999999964,150.00000000000568,,-743.0000000000289
2020.06.29,-319.0000000000026,80.00000000001339,-207.9999999999984,-251.00000000000122,-261.0000000000001,105.00000000000398,-131.00000000000333,-253.99999999999866,212.99999999999386,-177.00000000000495,325.9999999999934,-15.999999999993797,-337.0000000000095,-265.00000000000057,182.99999999999983,198.00000000000927,,-1113.9999999999995
2020.06.29,-353.99999999998766,142.0000000000199,-313.0000000000024,-307.0000000000017,-303.0000000000088,224.00000000000375,-185.99999999999727,-267.00000000000614,434.99999999997385,-129.00000000000134,482.9999999999899,-1.999999999990898,-320.00000000000915,-376.99999999999534,170.99999999999892,101.00000000001774,,-1001.9999999999966
2020.06.29,-367.0000000000062,177.00000000000495,-243.99999999999977,-322.00000000000006,-306.00000000000625,189.99999999999773,-165.00000000000404,-256.0000000000007,427.99999999999727,-150.00000000000568,506.9999999999908,55.000000000005045,-201.00000000000674,-316.99999999999307,241.99999999999778,116.00000000000499,,-613.0000000000239
2020.06.29,-472.9999999999901,184.00000000000637,-222.99999999999898,-365.0000000000042,-356.00000000000074,192.00000000000728,-158.0000000000026,-321.0000000000046,396.99999999999136,-224.000000000002,500.0,-92.00000000000318,-170.00000000000347,-302.99999999999727,256.99999999999613,145.00000000001734,,-1009.9999999999886
2020.06.29,-497.99999999999847,241.00000000000233,-170.99999999999227,-373.00000000000114,-365.99999999999966,144.00000000000546,-170.99999999999892,-324.9999999999975,459.99999999997954,-229.00000000001253,515.0000000000006,-85.00000000000173,-158.99999999999804,-290.9999999999968,272.00000000000557,205.00000000001074,,-830.999999999993
2020.06.29,-468.00000000000176,236.00000000001398,-137.99999999999102,-367.0000000000062,-356.00000000000074,121.99999999999989,-161.99999999999548,-314.99999999999864,429.9999999999784,-261.0000000000001,468.0000000000035,-31.999999999987594,-119.00000000000244,-251.99999999999534,304.00000000000426,175.00000000001404,,-734.9999999999652
2020.06.29,-489.0000000000061,233.00000000001654,-115.99999999999966,-356.00000000000074,-365.0000000000153,118.99999999999977,-129.00000000000134,-297.9999999999983,396.99999999999136,-328.00000000001717,424.99999999999716,-14.999999999987246,-219.00000000001364,-225.9999999999991,278.00000000000045,173.00000000000094,,-916.0000000000323
2020.06.29,-468.00000000000176,236.00000000001398,-100.99999999999909,-307.99999999999716,-349.0000000000215,91.99999999999875,-119.99999999999788,-248.99999999999923,334.99999999997954,-292.00000000000335,408.9999999999918,93.00000000000975,-319.0000000000026,-205.99999999998886,241.00000000000233,191.00000000000784,,-815.0000000000074
2020.06.29,-445.99999999999085,251.00000000000122,-72.99999999999329,-285.00000000000193,-317.0000000000117,55.00000000000682,-107.99999999999699,-219.00000000000253,269.9999999999818,-358.00000000001387,357.9999999999899,200.00000000000017,-367.0000000000062,-167.0000000000016,243.00000000000432,173.00000000000094,,-790.0000000000339
2020.06.29,-591.0000000000082,270.00000000001467,-81.00000000000307,-351.99999999999676,-414.00000000000324,100.00000000000853,-124.99999999999733,-282.99999999999994,351.99999999997544,-390.0000000000015,417.0000000000016,31.000000000003247,-270.00000000001467,-218.9999999999941,273.9999999999965,187.00000000000384,,-1094.0000000000152
2020.06.29,-611.9999999999903,320.00000000000915,-69.00000000000261,-384.00000000000654,-417.0000000000007,126.00000000000477,-126.0000000000039,-292.00000000000335,396.99999999999136,-424.00000000000216,481.9999999999993,58.000000000002494,-329.00000000000153,-210.99999999999852,285.00000000000193,152.0000000000188,,-1043.9999999999816
2020.06.29,-653.999999999999,363.0000000000022,-82.99999999999841,-414.9999999999987,-391.000000000008,144.99999999999602,-95.00000000000064,-297.9999999999983,427.99999999999727,-460.000000000016,527.9999999999916,134.00000000001188,-365.99999999999966,-211.9999999999891,321.0000000000046,164.00000000000858,,-890.9999999999959
2020.06.29,-661.0000000000005,433.0000000000167,-54.99999999999261,-446.9999999999974,-398.00000000000944,192.00000000000728,-93.99999999999409,-309.99999999999915,453.9999999999793,-445.0000000000065,584.9999999999937,137.9999999999937,-293.99999999999426,-216.99999999999875,370.9999999999991,145.00000000001734,,-602.9999999999854
2020.06.29,-568.9999999999973,325.0000000000197,-112.99999999999955,-431.99999999999903,-397.0000000000029,135.00000000000512,-158.99999999999804,-375.0000000000031,391.9999999999959,-312.00000000000114,561.9999999999976,-34.000000000000696,-207.00000000000162,-256.0000000000002,370.00000000000364,146.00000000000168,,-923.9999999999801
2020.06.29,-426.9999999999996,283.000000000011,-140.00000000000057,-409.99999999999926,-347.0000000000084,106.00000000000875,-158.0000000000026,-373.00000000000114,305.9999999999832,-236.99999999999832,518.9999999999912,-22.999999999995246,-232.99999999999432,-224.99999999999432,346.9999999999973,157.00000000000713,,-854.9999999999953
2020.06.29,-375.9999999999986,257.0000000000183,-158.00000000000125,-334.9999999999964,-266.0000000000107,162.00000000000614,-104.00000000000409,-269.00000000000813,215.99999999997976,-236.00000000001398,518.9999999999912,124.00000000001299,-395.99999999999636,-204.9999999999983,300.0000000000003,80.00000000001339,,-687.0000000000059
