date,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2021.07.26,-64.99999999998174,0.0,-139.00000000000023,-197.99999999999818,-343.99999999998875,-130.0000000000079,-190.00000000000128,-248.99999999999923,-114.99999999999844,-31.000000000003247,-22.999999999995246,-175.00000000001137,-1.0000000000065512,0.0,-90.99999999999397,-189.00000000000716,-221.99999999999997,-229.99999999999687,,-2391.9999999999905
2021.07.26,-69.9999999999923,53.00000000001148,-97.9999999999981,-192.00000000000327,-197.99999999998707,-106.00000000000608,-185.99999999999727,-256.99999999999613,-124.99999999999733,48.99999999998794,206.00000000001728,-165.99999999999682,181.9999999999933,158.99999999999804,-99.99999999999432,-162.00000000000614,-227.99999999999488,-112.000000000001,,-1350.9999999999623
2021.07.26,-62.99999999999084,56.000000000011596,-122.99999999999534,-249.99999999999466,-248.99999999998812,-86.0000000000083,-199.00000000000472,-309.99999999999915,-131.99999999999878,113.99999999999189,287.9999999999994,-210.00000000000796,191.00000000000784,231.0000000000034,-118.99999999999977,-204.00000000000773,-290.9999999999968,-141.99999999999767,,-1497.999999999976
2021.07.26,-64.99999999998174,89.00000000001285,-107.99999999999699,-207.99999999999707,-238.99999999998923,-78.00000000000028,-183.99999999999528,-276.9999999999939,-119.99999999999788,291.9999999999812,477.0000000000163,-219.99999999999886,256.99999999999613,303.0000000000088,-107.99999999998988,-192.99999999999784,-290.9999999999968,-126.0000000000039,,-798.9999999999243
2021.07.26,-68.00000000000139,80.0000000000125,-98.99999999999353,-212.99999999999653,-232.99999999999432,-95.00000000000064,-185.99999999999727,-287.9999999999994,-134.99999999999625,325.99999999998187,465.0000000000043,-210.00000000000796,266.999999999995,285.00000000000193,-77.99999999998875,-183.00000000000693,-302.9999999999977,-143.99999999998857,,-811.9999999999736
2021.07.26,-60.99999999999994,58.000000000006935,-104.00000000000409,-246.00000000000176,-231.0000000000034,-86.0000000000083,-182.00000000000438,-307.99999999999716,-131.00000000000333,322.9999999999844,450.00000000001705,-213.99999999999864,258.0000000000027,232.00000000000998,-75.9999999999934,-191.0000000000025,-351.99999999999676,-97.9999999999981,,-958.999999999991
2021.07.26,-57.99999999998029,64.00000000000716,-114.00000000000298,-229.00000000000142,-214.99999999998744,-87.99999999999919,-190.00000000000128,-293.99999999999426,-161.99999999999548,323.99999999999096,417.0000000000007,-199.00000000001228,235.99999999999176,275.000000000003,-66.99999999999307,-200.00000000000284,-332.99999999999443,-158.99999999999804,,-991.9999999999695
2021.07.26,-7.999999999985796,2.0000000000095497,-14.000000000002899,-124.00000000000189,-185.99999999999727,-82.00000000000429,-129.9999999999968,-227.99999999999488,-170.99999999999892,322.00000000000006,556.0000000000009,-146.000000000015,384.00000000000654,451.0000000000014,-15.000000000000568,-97.00000000000841,-260.00000000000466,-150.00000000000568,,104.00000000000136
2021.07.26,-48.99999999998794,-104.99999999998977,9.00000000000345,-119.00000000000244,-168.99999999999693,-76.0000000000094,-83.9999999999952,-200.99999999999562,-187.9999999999993,329.99999999998585,622.0000000000115,-13.00000000000523,468.00000000000176,520.0000000000093,85.99999999999852,31.999999999996476,-239.99999999999577,-124.99999999999733,,698.0000000000318
2021.07.26,-47.99999999998139,-71.99999999998852,12.999999999996348,-114.99999999999844,-150.00000000000568,-69.00000000000794,-77.00000000000485,-188.9999999999947,-183.99999999999528,307.99999999999716,623.000000000018,-27.999999999991587,486.00000000000864,529.0000000000017,105.00000000000398,54.000000000002046,-271.9999999999945,-87.99999999999919,,826.0000000000656
