date,USDJPY,NZDUSD,EURCHF,AUDCHF,NZDCHF,GBPAUD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.10.23,-63.99999999999295,-3.999999999992898,-31.000000000003247,-77.00000000000485,-24.999999999997247,-100.99999999999554,-114.99999999999488,0.0,-29.000000000001247,-21.999999999999797,-88.99999999998354,,-556.9999999999661
2017.10.23,-36.000000000001364,14.000000000002899,18.0000000000069,-114.99999999999844,-19.999999999997797,96.00000000000719,-111.99999999999477,19.000000000005457,-12.999999999996348,-43.999999999999595,-62.99999999999084,,-255.99999999995669
2017.10.23,-87.99999999999386,31.000000000003247,39.999999999995595,-73.99999999999629,-34.000000000000696,156.00000000000057,-128.0000000000001,9.000000000000341,-56.99999999999594,-65.99999999999939,-51.000000000001044,,-261.99999999998755
2017.10.23,-63.99999999999295,34.99999999999615,15.999999999993797,-45.000000000006146,-34.000000000000696,124.00000000001299,-126.00000000000477,55.00000000000682,-70.99999999999883,-69.00000000000794,-28.999999999990145,,-207.99999999999173
2017.10.23,-60.99999999999284,26.000000000003798,19.999999999997797,-17.000000000000348,-43.999999999999595,121.00000000001555,-118.99999999999977,1.0000000000047748,-59.99999999999339,-75.00000000000284,-22.999999999995246,,-230.9999999999621
2017.10.23,57.00000000000216,46.00000000000159,-11.999999999989797,-36.0000000000027,-36.0000000000027,251.00000000000122,-52.99999999999727,-31.999999999996476,-39.999999999995595,-58.000000000002494,-36.999999999998145,,50.00000000001979
2017.10.23,41.00000000001103,58.99999999999794,-52.000000000007596,-104.00000000000409,-29.999999999996696,234.00000000000088,-126.00000000000477,-18.999999999991246,-48.99999999999905,-77.00000000000485,-39.999999999995595,,-162.99999999999403
2017.10.23,-40.99999999999682,50.0000000000056,-60.99999999999994,-97.00000000000264,-14.999999999998348,139.00000000000023,-144.00000000000546,17.000000000010118,-30.999999999992145,-63.00000000000195,-37.99999999998249,,-283.99999999996385
2017.10.23,-21.000000000000796,19.999999999997797,-53.999999999998494,-117.00000000000044,-11.00000000000545,178.00000000001148,-162.9999999999967,3.0000000000001137,-31.999999999998696,-87.99999999999919,-95.00000000000064,,-379.999999999991
2017.10.23,-65.99999999998829,-53.999999999998494,-52.99999999999194,-121.00000000000443,-85.00000000000173,73.00000000001194,-144.00000000000546,-45.000000000001705,-102.99999999999754,-167.00000000000603,-100.99999999999554,,-865.9999999999792
2017.10.23,-135.99999999999568,-119.00000000000244,-78.00000000000028,-53.999999999998494,-104.00000000000409,84.0000000000174,-112.99999999999955,-65.99999999998829,-105.99999999999498,-208.00000000000819,-173.99999999998528,,-1073.99999999996
2017.10.23,-146.99999999999136,-134.99999999999625,-53.999999999998494,-28.000000000005798,-134.99999999999625,135.00000000001845,-103.9999999999992,-73.99999999999807,-104.99999999999955,-246.00000000000176,-177.99999999998929,,-1070.9999999999577
2017.10.23,-141.9999999999959,-141.00000000000225,-34.000000000000696,-14.000000000002899,-156.00000000000057,129.00000000000134,-102.99999999999443,-75.9999999999934,-112.99999999999643,-257.0000000000072,-197.00000000000273,,-1103.9999999999952
2017.10.23,-144.99999999999602,-185.00000000000182,-29.999999999996696,-4.999999999999449,-189.00000000000583,91.00000000001884,-78.00000000000296,-134.00000000000034,-126.99999999999933,-271.0000000000101,-202.9999999999976,,-1275.9999999999914
2017.10.23,-113.99999999999011,-185.00000000000182,-28.000000000005798,7.0000000000014495,-173.9999999999964,104.00000000001519,-49.99999999999716,-137.00000000000045,-107.00000000000153,-258.0000000000027,-204.99999999998852,,-1146.9999999999677
2017.10.23,-143.99999999999125,-192.99999999999872,-58.99999999998684,-7.9999999999968985,-172.00000000000549,143.00000000000423,-76.00000000000762,-138.9999999999958,-93.99999999999409,-279.00000000000705,-241.99999999998667,,-1262.9999999999661
2017.10.23,-198.99999999999807,-220.99999999999343,-75.99999999998718,-2.000000000002,-202.9999999999976,77.00000000001594,-96.00000000000364,-152.9999999999916,-117.99999999999588,-301.0000000000068,-231.99999999998778,,-1523.999999999948
2017.10.23,-186.9999999999976,-309.99999999999915,-113.99999999999189,-23.00000000000635,-248.00000000000378,107.00000000001265,-73.99999999999807,-231.99999999999932,-132.99999999999423,-404.99999999999983,-367.99999999999056,,-1986.9999999999682
2017.10.23,-247.99999999999045,-395.99999999999636,-157.99999999999147,-4.999999999999449,-328.0000000000061,85.00000000000173,-75.00000000000284,-335.9999999999985,-178.00000000000037,-499.000000000005,-441.0000000000025,,-2578.999999999992
2017.10.23,-152.00000000000102,-385.000000000002,-150.00000000000568,-23.00000000000635,-336.00000000000296,96.00000000000719,-70.00000000000739,-341.99999999999875,-185.00000000000182,-540.0000000000072,-478.0000000000006,,-2565.0000000000264
2017.10.23,-129.99999999999545,-300.0000000000003,-174.00000000000747,-4.000000000004,-319.99999999999807,39.00000000001125,-79.00000000000773,-289.0000000000015,-173.00000000000094,-482.00000000000466,-411.99999999999017,,-2323.9999999999986
2017.10.23,-168.99999999999693,-295.99999999999625,-147.99999999999258,17.000000000000348,-324.00000000000205,64.0000000000196,-85.99999999999852,-292.99999999999216,-156.99999999999602,-465.0000000000043,-408.9999999999927,,-2265.999999999952
2017.10.23,-164.99999999999204,-271.9999999999945,-180.99999999998673,-6.0000000000060005,-336.9999999999984,-90.99999999999665,-153.99999999999636,-234.99999999999943,-100.99999999999554,-413.0000000000078,-393.99999999998323,,-2348.9999999999563
2017.10.23,-72.99999999999329,-131.99999999999878,-161.99999999999548,-12.999999999996348,-241.99999999999778,48.000000000003595,-141.00000000000534,-114.99999999999488,-63.00000000000195,-287.9999999999994,-289.9999999999903,,-1470.9999999999698
2017.10.23,-65.99999999998829,-136.00000000000279,-140.99999999999113,-36.0000000000027,-251.99999999999667,127.00000000001043,-138.9999999999958,-113.99999999999011,-56.0000000000005,-282.0000000000045,-299.99999999998914,,-1394.9999999999511
2017.10.23,-10.99999999999568,-127.99999999999478,-31.999999999987594,26.000000000003798,-278.9999999999959,123.00000000000644,-131.00000000000023,-152.9999999999916,4.999999999999449,-264.0000000000087,-331.999999999999,,-1175.9999999999636
2017.10.23,22.00000000000557,-117.00000000000044,-19.999999999997797,54.999999999993946,-312.9999999999966,80.00000000001339,-140.00000000000057,-149.99999999999147,-24.000000000001798,-259.0000000000092,-333.9999999999899,,-1199.999999999975
2017.10.23,2.0000000000095497,-168.00000000000148,38.0000000000047,83.9999999999952,-395.99999999999636,-24.000000000001798,-108.99999999999466,-203.99999999999352,-63.99999999999739,-348.9999999999993,-356.00000000000074,,-1545.9999999999757
2017.10.23,1.0000000000047748,-207.99999999999707,49.99999999999449,143.9999999999997,-446.9999999999974,-186.99999999998164,-76.99999999999818,-253.0000000000001,-70.99999999999883,-361.0000000000002,-373.00000000000114,,-1781.9999999999757
2017.10.23,-65.99999999998829,-197.99999999999818,-69.9999999999923,107.00000000000153,-383.99999999999545,-150.99999999999002,-121.99999999999989,-241.99999999999022,-71.99999999999429,-346.0000000000019,-354.9999999999942,,-1898.9999999999432
2017.10.23,-84.99999999999375,-241.00000000000233,-96.99999999999153,82.99999999999974,-380.00000000000256,-148.99999999999915,-141.9999999999959,-224.99999999999432,-161.00000000000003,-469.0000000000083,-432.9999999999945,,-2298.9999999999827
2017.10.23,-107.99999999998988,-209.9999999999991,-147.99999999999258,29.999999999996696,-380.00000000000256,51.000000000001044,-180.99999999999739,-207.9999999999984,-154.99999999999403,-454.00000000000995,-478.999999999985,,-2241.9999999999714
2017.10.23,-66.99999999999307,-239.0000000000003,-131.99999999999878,22.999999999995246,-395.0000000000009,51.000000000001044,-188.0000000000024,-235.99999999999,-80.99999999999774,-467.0000000000063,-488.9999999999839,,-2219.9999999999773
2017.10.23,-144.99999999999602,-176.99999999999383,-92.00000000000318,-24.000000000001798,-334.00000000000097,246.00000000001288,-257.99999999999557,-140.99999999999113,-65.99999999999939,-404.99999999999983,-443.99999999999994,,-1839.999999999969
2017.10.23,-199.99999999998863,-195.00000000000074,-85.00000000000173,-51.99999999999649,-299.00000000000483,316.0000000000052,-287.9999999999967,-132.99999999999557,-82.99999999999974,-415.0000000000098,-452.99999999999227,,-1886.9999999999814
2017.10.23,-225.9999999999991,-193.99999999999417,-127.99999999999478,-70.99999999999883,-267.00000000000614,267.0000000000172,-314.9999999999977,-104.99999999998977,-124.99999999999733,-419.00000000000273,-444.9999999999843,,-2027.9999999999477
2017.10.23,-180.99999999999739,-158.99999999999804,-121.99999999999989,-89.00000000000574,-314.0000000000032,224.000000000002,-349.9999999999943,-97.99999999999898,-78.99999999999574,-479.0000000000072,-544.9999999999955,,-2191.9999999999936
2017.10.23,-239.99999999999488,-251.00000000000122,-45.000000000006146,-73.99999999999629,-402.9999999999978,442.00000000000904,-356.9999999999993,-152.00000000000102,-86.99999999999264,-524.0000000000023,-593.9999999999834,,-2284.9999999999663
2017.10.23,-260.9999999999957,-248.00000000000378,-28.999999999990145,-51.000000000001044,-370.00000000000364,481.0000000000203,-347.0000000000084,-128.99999999999068,-131.99999999999878,-554.00000000001,-557.9999999999918,,-2197.9999999999736
2017.10.23,-227.99999999999443,-229.99999999999687,-100.99999999999554,-53.00000000000304,-316.0000000000052,416.00000000001637,-316.0000000000025,-126.99999999999534,-119.00000000000244,-489.0000000000061,-495.000000000001,,-2057.999999999986
2017.10.23,-189.99999999999773,-164.99999999999292,-100.99999999999554,-56.0000000000005,-275.99999999999847,547.0000000000086,-323.0000000000075,-67.99999999999784,-80.99999999999774,-398.00000000000944,-442.9999999999934,,-1553.9999999999825
2017.10.23,-152.00000000000102,-127.99999999999478,-112.000000000001,-73.00000000000084,-282.0000000000045,653.999999999999,-346.00000000000364,-55.999999999997385,-53.00000000000304,-407.0000000000018,-444.9999999999843,,-1399.9999999999934
2017.10.23,-155.00000000000114,-151.9999999999966,-157.00000000000713,-78.00000000000028,-307.99999999999716,598.0000000000097,-346.00000000000364,-71.99999999998852,-48.99999999999905,-413.0000000000078,-453.99999999999886,,-1585.9999999999907
2017.10.23,-183.9999999999975,-176.99999999999383,-116.00000000000499,-34.000000000000696,-307.99999999999716,514.9999999999987,-311.9999999999976,-82.99999999999841,-53.999999999998494,-420.00000000000927,-459.99999999999375,,-1632.9999999999932
2017.10.23,-243.99999999999977,-163.99999999999747,-124.99999999999733,-79.00000000000685,-309.0000000000037,506.0000000000064,-379.0000000000049,-90.99999999999397,-30.999999999992145,-386.0000000000086,-459.99999999999375,,-1761.9999999999918
2017.10.23,-625.0,-198.99999999999363,-188.9999999999947,-119.00000000000244,-233.00000000000543,466.00000000001086,-611.9999999999948,7.000000000005002,-88.99999999999464,-440.00000000000705,-457.9999999999807,,-2490.9999999999573
2017.10.23,-579.9999999999983,-197.00000000000273,-164.99999999999292,-82.99999999999974,-263.0000000000021,455.0000000000054,-582.9999999999984,137.00000000000045,-119.00000000000244,-453.0000000000034,-469.99999999999267,,-2320.999999999987
2017.10.23,-470.9999999999894,-171.99999999999437,-174.00000000000747,-128.00000000000588,-212.00000000000108,459.0000000000094,-522.0000000000056,131.00000000000023,-107.00000000000153,-432.0000000000102,-519.9999999999872,,-2147.999999999993
2017.10.24,-445.99999999999795,-188.9999999999947,-235.99999999999176,-151.9999999999966,-243.99999999999977,386.00000000001967,-507.000000000005,87.0000000000033,-102.99999999999754,-448.9999999999994,-541.9999999999981,,-2394.999999999958
2017.10.24,-442.99999999999784,-282.99999999999994,-214.00000000000307,-128.00000000000588,-319.99999999999807,392.9999999999989,-495.9999999999951,-52.99999999999727,-108.99999999999244,-565.9999999999999,-597.9999999999874,,-2816.9999999999777
2017.10.24,-424.99999999999716,-263.99999999999756,-175.99999999999838,-100.00000000000009,-307.0000000000017,421.0000000000047,-463.0000000000081,-30.9999999999917,-107.99999999999699,-533.0000000000057,-563.9999999999867,,-2549.9999999999795
