date,USDJPY,NZDUSD,EURCHF,AUDCHF,NZDCHF,GBPAUD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.10.23,-1.9999999999953388,46.00000000000159,25.999999999992696,-41.9999999999976,2.000000000002,182.99999999999983,-72.00000000000273,41.00000000001103,48.000000000003595,1.999999999990898,-41.99999999998649,,190.00000000001947
2017.10.23,-36.000000000001364,46.00000000000159,63.99999999999739,-41.000000000002146,7.0000000000014495,168.0000000000126,-91.00000000000819,64.00000000000716,-7.9999999999968985,-21.999999999999797,-17.999999999984695,,133.00000000002706
2017.10.23,52.00000000000671,104.99999999999955,80.99999999999774,-43.999999999999595,31.000000000003247,317.0000000000117,-94.0000000000083,85.00000000000796,1.0000000000065512,5.999999999994898,19.999999999997797,,560.0000000000183
2017.10.23,11.00000000000989,67.00000000000594,21.00000000000435,7.0000000000014495,-7.9999999999968985,147.00000000000824,-64.99999999999773,69.00000000000261,-37.99999999999359,-21.999999999999797,33.00000000001635,,222.00000000006082
2017.10.23,57.00000000000216,48.000000000003595,35.00000000000725,0.999999999995449,-24.999999999997247,257.0000000000183,-31.999999999996476,16.000000000005343,-36.999999999998145,-45.000000000006146,-1.999999999990898,,273.00000000004326
2017.10.23,189.00000000000716,104.99999999999955,-4.000000000004,-36.0000000000027,4.000000000004,425.0000000000087,-7.999999999995566,-6.000000000000227,7.9999999999968985,-13.00000000000745,2.999999999997449,,667.0000000000039
2017.10.23,185.00000000000227,124.00000000000189,-4.000000000004,-78.00000000000028,34.000000000000696,308.0000000000194,-45.000000000001705,17.000000000010118,28.000000000005798,-7.0000000000014495,-17.000000000000348,,545.0000000000324
2017.10.23,-21.99999999999136,56.0000000000005,-49.99999999999449,-68.99999999999685,15.999999999993797,196.0000000000184,-129.99999999999545,82.00000000000784,-22.999999999995246,-60.99999999999994,-34.000000000000696,,-38.99999999995351
2017.10.23,30.000000000001137,58.000000000002494,-41.99999999998649,-106.00000000000608,21.999999999999797,414.00000000000324,-131.00000000000023,49.000000000006594,38.0000000000047,-43.00000000000415,-73.99999999999629,,215.00000000002473
2017.10.23,-51.00000000000193,-37.99999999999359,-43.999999999999595,-19.999999999997797,-53.00000000000304,127.00000000001043,-67.00000000000728,-3.0000000000001137,-81.9999999999932,-145.00000000000622,-73.99999999999629,,-449.9999999999886
