,name,direction
0,USDCHF,S
1,GBPUSD,S
2,EURUSD,S
3,AUDUSD,S
4,NZDUSD,S
5,GBPCHF,S
6,EURCHF,S
7,CADCHF,S
8,AUDCHF,S
9,GBPAUD,B
10,EURJPY,S
11,EURAUD,B
12,CADJPY,B
13,AUDJPY,B
14,NZDJPY,B
15,AUDCAD,S
16,NZDCAD,S
