date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,GBPAUD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.03.02,-89.00000000000574,-300.00000000001137,-39.999999999995595,-197.00000000000273,-206.00000000000617,-340.00000000000693,-205.00000000001074,-143.00000000000423,-179.99999999999127,-625.9999999999932,-257.99999999999557,-499.000000000005,-10.000000000005116,-10.000000000005116,-3.0000000000001137,-295.0000000000008,-240.00000000000688,,-3641.0000000000464
2020.03.02,-180.0000000000024,-116.00000000000499,-78.00000000000028,-159.9999999999935,-178.99999999999582,-201.00000000000674,-243.99999999999977,-160.00000000000458,-180.99999999999784,-353.99999999998766,-260.9999999999957,-452.00000000000796,-85.99999999999852,-31.00000000000591,-37.9999999999967,-195.00000000000074,-143.00000000000423,,-3059.0000000000036
2020.03.02,-90.99999999999665,-168.0000000000126,-330.9999999999924,-436.9999999999985,-360.0000000000048,-113.00000000000753,-353.0000000000033,-165.9999999999995,-391.9999999999924,-1085.999999999987,-417.99999999999216,-717.000000000012,-120.99999999999511,-13.999999999995794,-25.99999999999625,-480.99999999999807,-333.0000000000055,,-5606.99999999999
2020.03.02,-131.00000000000333,-180.0000000000024,-232.99999999999432,-556.0000000000009,-350.00000000000585,-283.000000000011,-333.0000000000055,-278.00000000000045,-532.9999999999945,-1386.9999999999827,-446.9999999999885,-1207.0000000000025,227.00000000000387,453.00000000000296,305.9999999999974,-603.9999999999934,-287.9999999999994,,-5823.999999999981
2020.03.02,-261.0000000000001,-134.00000000001188,-120.99999999999334,-473.99999999999665,-329.00000000000153,-381.99999999999346,-365.0000000000153,-391.000000000008,-569.9999999999927,-1195.999999999997,-371.9999999999999,-1144.999999999996,271.0000000000008,286.00000000000136,141.00000000000534,-471.99999999999466,-224.000000000002,,-5737.9999999999945
2020.03.02,-131.00000000000333,-229.99999999999687,-229.99999999999687,-437.999999999994,-300.0000000000003,-276.00000000000955,-315.0000000000208,-301.0000000000068,-442.9999999999934,-932.9999999999839,-446.9999999999885,-870.9999999999995,299.0000000000066,334.0000000000032,192.99999999999784,-365.99999999999966,-133.00000000000534,,-4587.999999999991
2020.03.02,-41.000000000002146,-279.99999999999136,-239.99999999999577,-485.0000000000021,-328.0000000000061,-279.00000000000705,-324.0000000000132,-367.0000000000062,-452.99999999999227,-969.999999999982,-469.99999999999886,-895.0000000000014,290.9999999999968,385.9999999999957,215.99999999999397,-366.9999999999951,-87.00000000000374,,-4693.000000000012
2020.03.02,-145.00000000000622,-354.9999999999942,-201.99999999999108,-588.9999999999951,-441.99999999999795,-483.0000000000112,-425.0000000000087,-548.9999999999995,-619.9999999999983,-1208.9999999999934,-710.9999999999985,-1238.0000000000057,545.0000000000017,626.9999999999953,447.00000000000273,-341.0000000000024,-100.00000000000009,,-5790.000000000002
2020.03.02,-109.99999999999899,-340.00000000000693,-217.99999999998488,-609.9999999999994,-446.00000000000193,-401.00000000000693,-369.0000000000193,-553.0000000000035,-608.9999999999928,-1317.999999999997,-722.999999999999,-1269.000000000009,581.0000000000031,661.9999999999919,519.999999999996,-373.99999999999653,-118.00000000000699,,-5695.000000000033
2020.03.02,-173.9999999999964,-378.999999999996,-226.99999999999943,-766.9999999999955,-512.0000000000014,-503.99999999999335,-455.0000000000054,-668.0000000000019,-812.999999999997,-1817.9999999999864,-975.9999999999991,-1655.0000000000064,908.0000000000013,953.000000000003,751.9999999999953,-446.9999999999974,-70.0000000000034,,-6851.99999999998
2020.03.02,-148.99999999999915,-405.9999999999952,-192.99999999999872,-690.0000000000017,-472.00000000000574,-510.00000000001046,-390.0000000000015,-687.0000000000043,-722.9999999999959,-1445.9999999999918,-1091.9999999999986,-1505.0000000000007,1085.000000000008,1003.0000000000001,787.0000000000061,-329.00000000000153,12.999999999996348,,-5703.9999999999945
2020.03.02,-124.99999999999733,-455.0000000000054,-212.99999999999653,-666.9999999999953,-439.99999999999596,-551.9999999999969,-373.00000000000114,-615.00000000001,-674.9999999999923,-1320.9999999999943,-1075.9999999999934,-1428.000000000007,1067.0000000000073,995.0000000000045,760.0000000000051,-326.0000000000041,17.000000000000348,,-5426.999999999973
2020.03.02,-150.00000000000568,-442.00000000000904,-119.99999999998678,-569.9999999999927,-348.00000000000387,-539.0000000000006,-338.0000000000161,-630.0000000000083,-596.9999999999919,-1127.9999999999957,-926.9999999999925,-1282.0000000000055,1003.0000000000001,950.0000000000028,686.9999999999976,-241.99999999999778,97.9999999999981,,-4575.000000000008
2020.03.02,-102.00000000000209,-405.9999999999952,-178.99999999999582,-565.9999999999999,-331.0000000000035,-419.9999999999982,-337.0000000000095,-594.0000000000057,-572.9999999999902,-1118.9999999999811,-872.9999999999905,-1201.0000000000077,980.000000000004,881.9999999999908,603.9999999999992,-202.0000000000022,131.99999999999878,,-4304.999999999987
2020.03.02,-182.99999999999983,-374.0000000000077,-119.99999999998678,-522.0000000000002,-284.0000000000065,-561.9999999999958,-344.00000000001097,-663.0000000000025,-584.9999999999911,-1012.9999999999973,-787.9999999999967,-1215.0000000000105,972.999999999999,819.9999999999932,588.9999999999986,-153.99999999999858,202.0000000000022,,-4223.000000000011
2020.03.02,-199.00000000000472,-414.00000000000324,-65.99999999998829,-519.0000000000028,-307.0000000000017,-581.9999999999936,-331.0000000000146,-680.0000000000028,-590.999999999997,-951.9999999999973,-816.9999999999931,-1259.9999999999945,1048.0000000000018,899.9999999999915,629.0000000000049,-141.99999999999767,185.99999999999727,,-4096.999999999995
2020.03.02,-195.00000000000074,-583.0000000000002,-73.99999999999629,-613.9999999999924,-404.99999999999983,-746.0000000000023,-351.0000000000124,-698.0000000000098,-668.9999999999974,-1097.999999999999,-938.0000000000024,-1482.0000000000055,1129.000000000005,1001.9999999999953,736.9999999999948,-220.99999999999343,93.99999999999409,,-5112.000000000022
2020.03.02,-224.000000000002,-588.0000000000107,-50.99999999997884,-614.9999999999989,-404.99999999999983,-740.0000000000073,-333.0000000000055,-704.0000000000047,-680.9999999999983,-1042.9999999999939,-838.9999999999986,-1524.0000000000143,1105.000000000004,1051.0000000000018,746.9999999999999,-234.99999999999633,91.99999999999208,,-4987.000000000012
2020.03.02,-207.00000000000162,-522.0000000000002,-228.99999999999034,-668.0000000000019,-422.00000000000017,-693.9999999999947,-422.00000000001125,-675.0000000000034,-698.9999999999941,-1289.9999999999911,-1095.9999999999895,-1550.0000000000068,1082.9999999999984,1060.0000000000023,781.9999999999965,-370.00000000000364,-4.999999999999449,,-5923.999999999992
2020.03.02,-243.00000000000432,-415.99999999999415,-377.9999999999894,-764.9999999999934,-502.9999999999979,-526.0000000000042,-611.000000000006,-709.0000000000041,-866.9999999999956,-1972.9999999999802,-1506.999999999991,-1584.0000000000077,1138.0000000000052,1167.9999999999923,906.0000000000059,-463.9999999999977,-80.99999999999774,,-7414.99999999996
2020.03.02,-231.0000000000034,-184.00000000000637,-494.9999999999788,-968.9999999999976,-741.9999999999982,-398.00000000000944,-673.0000000000125,-715.0000000000101,-980.9999999999985,-3233.9999999999814,-1471.999999999994,-1822.0000000000125,1189.9999999999977,1277.000000000001,1000.0,-651.999999999997,-307.0000000000017,,-9408.000000000002
2020.03.02,-258.0000000000027,-90.99999999999665,-524.9999999999977,-981.999999999994,-785.9999999999978,-368.9999999999971,-842.0000000000094,-872.0000000000061,-1081.999999999994,-2878.9999999999873,-1346.999999999994,-1768.9999999999984,1105.9999999999945,1242.0000000000045,966.9999999999987,-607.0000000000019,-287.9999999999994,,-9381.999999999982
2020.03.02,-204.00000000000418,80.99999999999774,-459.99999999999375,-887.9999999999999,-641.0000000000027,-5.000000000010552,-624.0000000000023,-809.9999999999997,-939.9999999999964,-3021.9999999999914,-1033.9999999999918,-1747.999999999994,977.0000000000039,1099.9999999999943,823.9999999999981,-476.9999999999941,-136.00000000000279,,-8006.999999999988
2020.03.02,-109.00000000000354,187.99999999998818,-430.9999999999814,-835.9999999999923,-645.0000000000067,167.9999999999904,-535.0000000000188,-717.000000000001,-854.9999999999947,-2948.9999999999795,-831.9999999999936,-1611.0000000000068,772.9999999999961,933.9999999999975,757.9999999999956,-483.0000000000001,-250.00000000000577,,-7432.000000000016
2020.03.02,58.99999999999794,17.000000000000348,-517.9999999999962,-863.0000000000026,-748.0000000000042,249.99999999999466,-398.00000000000944,-508.00000000000847,-719.9999999999984,-2837.999999999985,-766.9999999999959,-1459.9999999999945,736.0000000000042,960.9999999999985,820.999999999998,-548.0000000000041,-389.000000000006,,-6913.000000000012
2020.03.02,117.00000000000044,28.999999999990145,-508.9999999999817,-898.9999999999942,-817.000000000001,263.99999999999756,-388.0000000000106,-494.00000000000557,-750.9999999999906,-2749.999999999986,-850.9999999999991,-1558.000000000015,682.0000000000022,899.0000000000009,844.9999999999989,-566.9999999999953,-463.0000000000023,,-7210.999999999993
2020.03.02,221.99999999999997,113.00000000000753,-570.9999999999882,-753.9999999999991,-711.000000000006,432.9999999999945,-315.0000000000208,-312.00000000000114,-549.9999999999949,-2573.9999999999873,-703.9999999999935,-1248.0000000000045,459.0000000000032,668.9999999999969,665.9999999999968,-536.9999999999986,-491.0000000000081,,-6205.000000000003
2020.03.02,288.9999999999948,-73.00000000001194,-785.9999999999978,-634.9999999999967,-651.999999999997,679.9999999999917,-327.00000000001063,-182.00000000000438,-386.9999999999929,-2337.9999999999955,-865.9999999999997,-709.0000000000041,385.0000000000051,606.9999999999993,611.0000000000042,-470.9999999999992,-465.9999999999998,,-5320.000000000014
2020.03.02,485.0000000000021,4.999999999988347,-871.9999999999839,-729.9999999999973,-722.0000000000005,802.9999999999982,-243.00000000001543,-55.000000000005045,-315.9999999999941,-2363.999999999988,-1076.9999999999982,-656.0000000000122,411.00000000000136,652.000000000001,671.0000000000065,-592.0000000000036,-540.0000000000072,,-5140.000000000007
2020.03.02,451.9999999999969,161.99999999999548,-774.9999999999924,-781.9999999999939,-741.9999999999982,807.0000000000022,-259.0000000000092,-133.00000000000534,-410.9999999999947,-2840.9999999999823,-1069.9999999999932,-859.9999999999941,614.0000000000043,799.9999999999972,793.9999999999969,-556.0000000000009,-472.00000000000574,,-5271.999999999976
2020.03.02,441.0000000000025,113.00000000000753,-896.9999999999923,-756.0000000000011,-746.0000000000023,767.0000000000066,-347.0000000000084,-156.00000000000057,-394.9999999999898,-2808.999999999995,-1138.999999999996,-801.0000000000073,457.9999999999984,751.9999999999953,756.0000000000002,-578.0000000000007,-535.0000000000077,,-5871.999999999991
2020.03.02,524.9999999999977,1.999999999990898,-1234.9999999999861,-822.0000000000005,-790.9999999999973,922.0000000000006,-402.0000000000135,35.999999999991594,-324.9999999999975,-2594.999999999992,-1356.9999999999993,-643.0000000000158,436.9999999999976,796.999999999997,751.9999999999953,-687.9999999999998,-613.000000000008,,-6000.000000000039
2020.03.02,488.999999999995,148.99999999999915,-878.9999999999853,-780.000000000003,-714.999999999999,859.0000000000098,-270.00000000001467,28.999999999990145,-370.9999999999991,-2637.999999999985,-1222.999999999999,-829.0000000000131,503.0000000000001,868.9999999999998,810.0000000000023,-737.9999999999942,-607.0000000000019,,-5341.999999999997
2020.03.02,539.0000000000006,29.999999999996696,-964.9999999999936,-812.0000000000016,-794.0000000000058,961.9999999999961,-286.00000000000847,60.99999999999994,-372.99999999999,-2716.999999999992,-1197.9999999999932,-764.0000000000091,417.0000000000016,768.0000000000007,753.0000000000001,-756.0000000000011,-633.0000000000058,,-5768.000000000004
2020.03.02,651.0000000000016,78.00000000000028,-1056.9999999999968,-797.9999999999987,-809.0000000000042,1018.9999999999922,-190.00000000000128,88.99999999999464,-266.999999999995,-2559.9999999999845,-1042.0000000000016,-621.0000000000049,361.0000000000042,667.9999999999922,685.0000000000023,-646.9999999999976,-641.0000000000027,,-5081.0
2020.03.02,281.99999999999335,140.0000000000068,-973.999999999986,-693.9999999999947,-685.0000000000023,802.9999999999982,-644.0000000000001,-93.00000000000975,-342.9999999999933,-2386.9999999999836,-1446.9999999999886,-435.0000000000076,385.9999999999957,676.0000000000019,662.9999999999967,-566.9999999999953,-519.0000000000028,,-5837.999999999972
2020.03.02,280.9999999999979,160.99999999998892,-1119.9999999999877,-648.9999999999995,-683.9999999999957,733.9999999999902,-680.0000000000139,-285.00000000000193,-334.9999999999964,-2322.9999999999864,-1783.9999999999918,-12.000000000012001,564.9999999999977,706.0000000000031,759.0000000000003,-443.99999999999994,-468.00000000000176,,-5578.00000000001
