date,EURCHF,GBPAUD,EURJPY,EURCAD,empty,sum
2020.02.17,-127.99999999999478,-1.0000000000065512,-45.000000000001705,-25.00000000000835,,-199.0000000000114
2020.02.17,-109.99999999998789,110.99999999999443,3.0000000000001137,52.99999999999194,,56.99999999999859
2020.02.17,-136.00000000000279,219.99999999999798,-34.99999999999659,38.0000000000047,,87.0000000000033
2020.02.17,-130.99999999999224,95.999999999985,-63.99999999999295,34.000000000000696,,-64.9999999999995
2020.02.17,-124.99999999999733,229.99999999999687,-19.99999999999602,41.000000000002146,,126.00000000000567
2020.02.17,-113.99999999999189,293.99999999999426,0.0,60.99999999999994,,241.00000000000233
2020.02.17,-123.00000000000644,262.999999999991,24.00000000000091,51.99999999998539,,215.9999999999709
2020.02.17,-141.99999999999767,119.99999999998678,-33.00000000000125,99.00000000000463,,43.9999999999925
2020.02.17,-174.99999999999181,72.99999999998974,-46.999999999997044,112.000000000001,,-36.999999999998124
2020.02.17,-187.00000000000384,146.00000000000168,-61.99999999999761,107.99999999999699,,4.999999999997215
2020.02.17,-198.00000000000927,92.99999999998754,-48.00000000000182,161.99999999999548,,8.999999999971948
2020.02.17,-188.9999999999947,171.99999999999437,-28.999999999996362,165.9999999999995,,120.00000000000279
2020.02.17,-168.99999999999693,176.99999999998272,-31.999999999996476,144.99999999999514,,120.99999999998445
2020.02.17,-171.00000000001003,110.99999999999443,-45.000000000001705,151.9999999999966,,46.99999999997928
2020.02.17,-168.99999999999693,7.0000000000014495,-54.99999999999261,163.9999999999864,,-53.000000000001705
2020.02.17,-181.9999999999933,-43.00000000001525,-68.9999999999884,165.9999999999995,,-127.99999999999744
2020.02.17,-170.00000000000347,-34.000000000000696,-75.9999999999934,160.99999999998892,,-119.00000000000864
2020.02.17,-139.00000000000023,-38.0000000000047,-45.000000000001705,160.99999999998892,,-61.00000000001771
2020.02.17,-120.00000000000898,-67.00000000001705,-68.9999999999884,131.99999999999878,,-124.00000000001566
2020.02.17,-165.9999999999995,-174.00000000000747,-106.99999999999932,80.99999999999774,,-366.0000000000085
2020.02.17,-148.99999999999915,-110.00000000001009,-112.99999999999955,46.999999999997044,,-325.0000000000117
2020.02.17,-154.0000000000097,35.999999999991594,-125.0,32.999999999994145,,-210.00000000002396
2020.02.17,-191.99999999999218,64.99999999998174,-164.99999999999204,14.000000000002899,,-277.9999999999996
2020.02.17,-181.00000000000892,-45.000000000006146,-162.9999999999967,116.00000000000499,,-273.00000000000676
2020.02.17,-177.00000000000495,-97.00000000001374,-168.99999999999693,153.9999999999875,,-289.00000000002814
2020.02.17,-185.99999999999727,-66.00000000001049,-174.99999999999716,144.99999999999514,,-282.0000000000098
2020.02.17,-197.00000000000273,-282.0000000000045,-184.99999999998806,136.00000000000279,,-527.9999999999925
2020.02.17,-133.00000000000534,-206.00000000001728,-119.99999999999034,200.00000000000017,,-259.0000000000128
2020.02.17,-136.00000000000279,-199.00000000001583,-129.99999999999545,217.0000000000005,,-248.00000000001359
2020.02.17,-133.99999999998968,-112.000000000001,-102.99999999999443,201.99999999999108,,-146.99999999999403
2020.02.17,-133.99999999998968,-56.000000000011596,-79.9999999999983,217.99999999998488,,-52.000000000014666
2020.02.17,-129.00000000000134,-156.00000000000057,-108.99999999999466,219.99999999999798,,-173.9999999999986
2020.02.17,-93.99999999999409,-229.99999999999687,-89.9999999999892,215.99999999999397,,-197.9999999999862
