date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDNZD,empty,sum
2017.05.01,-133.99999999998968,-197.00000000000273,-104.99999999999955,-170.99999999999892,-2.000000000002,-78.00000000000028,-64.00000000000716,-90.0000000000012,-253.99999999999866,-9.999999999998899,0.0,-102.00000000000209,-197.00000000000273,-371.00000000001023,-317.0000000000117,-4.9999999999954525,-256.9999999999908,0.0,,-2354.0000000000123
2017.05.01,-2.999999999997449,-249.00000000000944,-76.99999999999375,-187.9999999999993,43.999999999999595,-42.0000000000087,-66.0000000000025,-108.99999999999244,-289.0000000000059,85.99999999999719,175.00000000001137,-34.000000000000696,-270.00000000001467,-435.0000000000076,-333.0000000000055,-22.00000000000557,-313.99999999999295,153.00000000000313,,-1973.000000000025
2017.05.01,-56.99999999999594,-212.0000000000033,-42.999999999993044,-180.99999999999784,9.00000000000345,1.999999999990898,-23.000000000010346,-151.00000000000114,-287.9999999999994,-23.00000000000635,27.999999999991587,-2.0000000000131024,-171.00000000001003,-327.99999999999494,-102.00000000000209,93.00000000000352,-275.99999999999625,258.0000000000027,,-1467.0000000000318
2017.05.01,-55.99999999998939,-108.00000000000409,-95.00000000000064,-175.00000000000293,87.00000000000374,92.99999999998754,-25.000000000005684,-175.99999999999838,-290.00000000000136,-36.0000000000027,8.000000000009777,-147.00000000000824,-110.99999999999443,-201.00000000000674,-29.999999999996696,108.99999999999466,-229.99999999998977,217.0000000000005,,-1166.0000000000048
2017.05.01,-53.999999999998494,-101.0000000000133,-171.99999999999437,-214.99999999999852,136.00000000000279,112.000000000001,-4.0000000000048885,-210.99999999999451,-309.99999999999915,-70.0000000000034,-10.99999999999568,-207.00000000000162,-137.00000000000932,-252.0000000000078,-86.0000000000083,94.99999999999886,-298.9999999999924,177.00000000000495,,-1609.000000000014
2017.05.01,-46.999999999997044,-99.00000000000375,-170.00000000000347,-195.9999999999962,143.9999999999997,121.99999999999989,-20.000000000010232,-197.00000000000273,-279.00000000000705,-89.00000000000574,-61.00000000000705,-224.000000000002,-104.99999999999955,-151.00000000001222,-86.0000000000083,90.99999999999397,-286.00000000000136,132.99999999998312,,-1520.00000000008
2017.05.01,-75.00000000000284,-177.0000000000067,-150.00000000000568,-226.99999999999943,87.99999999999919,122.99999999998423,28.999999999996362,-212.00000000000108,-338.00000000000495,-52.000000000007596,79.00000000000773,-205.00000000001074,-127.99999999999478,-269.9999999999925,-72.0000000000054,146.0000000000008,-316.0000000000025,173.99999999998528,,-1583.000000000061
2017.05.01,-79.99999999999119,-256.0000000000002,-99.99999999998899,-236.99999999999832,65.99999999999939,160.00000000000458,18.000000000000682,-208.99999999999253,-387.000000000004,-52.000000000007596,80.99999999998886,-143.00000000000423,-104.99999999999955,-320.9999999999935,24.999999999986144,197.00000000000273,-299.99999999999716,297.9999999999983,,-1344.9999999999964
2017.05.01,-175.99999999999838,-248.00000000000466,-8.999999999992347,-195.9999999999962,7.9999999999968985,173.99999999998528,-39.00000000000148,-209.9999999999991,-379.0000000000071,-65.00000000000395,39.99999999999204,-104.99999999999955,-66.00000000001049,-297.9999999999983,70.99999999999883,185.99999999999284,-246.9999999999999,354.9999999999942,,-1204.0000000000514
2017.05.01,-280.9999999999979,-540.0000000000063,29.999999999996696,-136.99999999999824,-41.9999999999976,183.99999999998417,-6.000000000000227,-224.000000000002,-367.0000000000062,-97.9999999999981,38.000000000010914,-202.9999999999976,-83.00000000001084,-252.99999999999213,109.99999999998789,195.99999999999795,-353.9999999999992,343.00000000000443,,-1687.000000000024
