date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,CHFJPY,CADCHF,EURGBP,EURCAD,EURAUD,AUDCAD,AUDNZD,empty,sum
2021.10.04,-170.99999999999892,-175.99999999999838,-56.000000000011596,-164.00000000000148,0.0,-221.99999999999997,0.0,-71.99999999999429,-15.00000000000945,-34.000000000000696,-45.99999999999049,-89.99999999999008,-39.999999999995595,,-1085.999999999991
2021.10.04,-94.00000000000519,-35.00000000000725,-60.99999999999994,-130.00000000000966,5.999999999994898,-243.00000000000432,45.99999999999227,-25.999999999992696,-63.00000000000195,-46.999999999997044,11.999999999989797,-79.99999999999119,-73.00000000001194,,-788.0000000000442
2021.10.04,-107.00000000000153,-272.00000000000557,-168.0000000000126,-156.0000000000059,0.0,-336.9999999999984,-34.000000000006025,-25.999999999992696,-44.0000000000107,-1.0000000000065512,-144.99999999999514,-153.99999999999858,-136.00000000000279,,-1580.0000000000366
2021.10.04,-102.99999999999754,-295.0000000000008,-187.00000000000384,-104.00000000001342,218.00000000000708,-317.0000000000006,-70.99999999999795,113.00000000000753,-4.000000000004,75.00000000000284,-120.00000000000898,-117.99999999999588,-157.00000000000713,,-1070.0000000000127
2021.10.04,-82.00000000000429,-306.00000000000625,-173.00000000000094,-101.0000000000133,184.99999999999073,-285.9999999999974,-51.00000000000193,118.00000000000699,10.999999999994348,31.000000000003247,-38.0000000000047,-132.99999999999423,-198.00000000000927,,-1023.0000000000368
2021.10.04,-109.99999999999899,-336.00000000000296,-188.00000000001037,-129.0000000000049,137.00000000000932,-290.00000000000136,-52.00000000000671,65.00000000000395,2.999999999997449,-35.999999999991594,-52.99999999999194,-148.99999999999915,-215.00000000000963,,-1353.0000000000066
2021.10.04,-136.00000000000279,-348.9999999999993,-215.00000000000963,-159.00000000000603,130.0000000000079,-295.0000000000008,-69.00000000000261,62.000000000006494,-2.000000000002,-45.000000000006146,-56.99999999999594,-148.99999999999915,-248.00000000000378,,-1532.0000000000136
2021.10.04,-85.99999999999719,-290.00000000001245,-158.99999999999804,-172.00000000001125,-8.000000000008,-200.00000000000017,-1.9999999999953388,24.999999999997247,-25.00000000000835,-136.00000000000279,28.999999999990145,-152.99999999999204,-259.0000000000092,,-1436.0000000000473
2021.10.04,-51.000000000001044,-160.00000000000458,-118.00000000001809,-129.0000000000049,-42.999999999993044,-202.0000000000022,-22.999999999996135,12.000000000000899,-73.00000000000084,-153.00000000000313,117.99999999999588,-111.99999999998988,-184.99999999999073,,-1119.0000000000077
2021.10.04,-36.999999999998145,-106.00000000000608,-117.00000000001154,-83.00000000001262,-100.99999999999554,-195.9999999999962,-28.000000000005798,19.00000000000235,-105.00000000001064,-144.99999999999514,123.00000000000644,-87.99999999999919,-170.00000000000347,,-1034.0000000000257
2021.10.04,-21.00000000000435,11.999999999989797,-60.99999999999994,-79.00000000000773,-72.99999999998974,-178.00000000000037,-12.000000000000455,17.000000000000348,-132.0000000000099,-119.00000000000244,228.00000000000597,-37.99999999999359,-102.00000000000209,,-558.0000000000144
2021.10.04,-9.999999999998899,-29.999999999996696,-82.00000000000429,-16.000000000005343,56.000000000011596,-214.00000000000307,-55.999999999997385,92.00000000000318,-117.00000000000044,-4.999999999988347,141.99999999999767,-19.999999999997797,-106.00000000000608,,-365.9999999999859
2021.10.04,22.999999999995246,14.000000000002899,-26.0000000000149,-7.000000000005002,72.99999999998974,-182.00000000000438,-51.00000000000193,124.99999999999733,-92.00000000000318,86.99999999999264,72.0000000000054,-9.999999999998899,-130.99999999999224,,-105.00000000003726
2021.10.04,16.0000000000049,39.999999999995595,9.999999999998899,-20.000000000010232,96.99999999999153,-175.00000000000293,-1.0000000000047748,139.00000000000023,-85.00000000000173,130.99999999999224,17.000000000000348,-17.000000000000348,-148.99999999999915,,2.9999999999645866
2021.10.04,2.999999999997449,-16.000000000016,-23.00000000001745,-38.000000000010914,102.00000000000209,-266.999999999995,0.0,136.99999999999824,-96.00000000000719,154.99999999999403,-12.999999999996348,-10.999999999994348,-114.99999999999844,,-182.00000000004388
2021.10.04,21.00000000000435,-70.99999999999883,-43.999999999999595,-37.00000000000614,184.00000000000637,-261.99999999999557,7.000000000005002,190.00000000000128,-67.00000000000594,198.99999999999363,-69.00000000000794,-35.999999999991594,-117.00000000001154,,-102.00000000000654
2021.10.04,14.999999999998348,-100.0000000000112,-76.0000000000094,-25.000000000005684,241.00000000000233,-292.00000000000335,1.9999999999953388,221.99999999999997,-49.00000000001015,208.99999999999253,-116.00000000000499,-51.99999999999649,-137.9999999999937,,-159.0000000000464
2021.10.04,2.999999999997449,-76.0000000000094,-68.00000000000139,-38.000000000010914,150.00000000000568,-276.9999999999939,-33.00000000000125,167.00000000000603,-108.00000000000809,117.00000000001154,-87.99999999999919,-49.99999999999449,-130.0000000000079,,-431.00000000000585
