date,USDCHF,GBPUSD,EURUSD,USDJPY,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,CADJPY,NZDJPY,NZDCAD,empty,sum
2020.09.21,-78.99999999999574,-43.999999999999595,-34.000000000000696,-13.00000000000523,-14.000000000002899,-26.0000000000149,-114.0000000000141,-93.99999999999409,-26.999999999999247,-85.99999999999719,-155.00000000000114,0.0,-70.99999999999883,-300.99999999999574,-40.99999999999682,-20.000000000010232,-170.00000000000347,,-1289.0000000000298
2020.09.21,-87.99999999999919,-85.99999999998609,-14.000000000002899,-3.0000000000001137,-27.999999999994696,9.999999999998899,-111.00000000001664,-118.99999999999977,-21.999999999999797,-24.000000000001798,-187.99999999998818,232.99999999999432,-56.000000000011596,-259.0000000000092,37.00000000000614,-63.00000000000239,-138.00000000000477,,-919.0000000000177
2020.09.21,-95.99999999999609,-112.99999999998533,-19.999999999997797,-78.00000000000296,12.999999999996348,56.99999999999594,-130.0000000000079,-75.00000000000284,0.0,-54.999999999993946,-183.9999999999975,259.9999999999936,-146.00000000000168,-360.9999999999891,-70.99999999999795,8.99999999998613,-119.00000000000244,,-1109.0000000000034
2020.09.21,-71.99999999999429,-78.00000000000028,-26.999999999999247,-46.00000000000648,48.99999999999905,112.99999999998533,-134.00000000001188,-64.99999999999773,21.00000000000435,4.000000000004,-98.99999999998954,442.9999999999934,-146.00000000000168,-377.9999999999894,-42.00000000000159,54.99999999999261,-95.00000000000064,,-497.00000000001404
2020.09.21,-100.99999999999554,-103.99999999999298,-39.00000000001125,-19.000000000005457,24.000000000001798,114.99999999999844,-170.00000000000347,-76.00000000000762,41.000000000002146,-37.99999999999359,-165.99999999999682,441.0000000000025,-130.0000000000079,-337.99999999999386,-7.999999999995566,35.99999999998715,-103.00000000000864,,-635.0000000000207
2020.09.21,-97.00000000000264,-102.99999999998644,-42.999999999993044,-16.000000000005343,11.00000000000545,187.00000000000384,-168.0000000000126,-39.00000000000148,75.00000000000284,-49.99999999999449,-164.99999999999204,412.00000000001234,-69.00000000000794,-299.99999999998914,33.00000000000125,21.99999999999136,-114.00000000000298,,-423.9999999999711
2020.09.21,-129.00000000000134,-192.99999999999872,-102.00000000000209,3.9999999999906777,-2.999999999997449,211.99999999998997,-229.99999999999687,-31.00000000000591,111.00000000000554,-134.0000000000008,-260.9999999999957,375.9999999999986,-52.000000000007596,-337.99999999999386,52.99999999999727,-11.00000000000989,-126.0000000000039,,-854.000000000032
2020.09.21,-82.99999999999974,-269.9999999999925,-150.00000000000568,-73.0000000000075,-70.99999999999883,278.9999999999848,-224.000000000002,-51.00000000000193,135.00000000000733,-139.99999999999568,-274.0000000000009,322.00000000000006,-53.999999999998494,-175.99999999999838,79.9999999999983,-33.00000000000125,-113.00000000000753,,-896.0000000000201
2020.09.21,-31.000000000003247,-298.9999999999826,-158.99999999999804,-132.000000000005,-131.99999999999878,259.9999999999936,-205.00000000001074,-19.99999999999602,114.99999999999844,-127.99999999999478,-265.99999999999113,370.00000000000364,-46.0000000000127,-248.99999999998812,24.00000000000091,-82.00000000000784,-106.00000000000608,,-1085.9999999999984
2020.09.21,-51.000000000001044,-279.99999999999136,-147.99999999999258,-150.00000000000568,-112.000000000001,265.99999999998846,-202.00000000001327,-6.000000000000227,120.00000000000898,-121.99999999999989,-234.99999999998522,374.0000000000077,-52.99999999999194,-231.99999999998778,-7.000000000005002,-60.000000000002274,-60.99999999999994,,-958.9999999999723
2020.09.21,-34.99999999999615,-266.999999999995,-156.00000000000057,-161.00000000000136,-100.00000000000009,266.999999999995,-209.00000000001472,73.99999999999807,126.99999999999933,-170.00000000000347,-120.9999999999809,234.00000000000088,-42.0000000000087,-205.99999999999508,-1.9999999999953388,6.999999999990791,-89.00000000000574,,-849.0000000000132
2020.09.21,-10.999999999994348,-302.0000000000023,-167.00000000000603,-186.00000000000705,-109.99999999999899,282.0000000000045,-195.9999999999962,42.999999999992156,134.0000000000008,-193.99999999999417,-159.9999999999966,178.00000000001148,-2.0000000000131024,-35.999999999991594,15.000000000000568,-5.000000000009663,-79.00000000000685,,-796.0000000000074
2020.09.21,-0.999999999995449,-297.9999999999983,-190.00000000000128,-216.00000000000819,-94.00000000000519,245.99999999999068,-182.0000000000155,57.00000000000216,102.00000000000209,-170.00000000000347,-99.99999999999432,185.00000000001293,-42.999999999993044,-38.0000000000047,-16.000000000005343,40.99999999999682,-87.00000000000374,,-804.0000000000239
2020.09.21,29.999999999996696,-326.0000000000041,-218.00000000000708,-242.00000000000443,-104.00000000000409,273.9999999999965,-202.00000000001327,76.99999999999818,108.00000000000809,-178.00000000000037,-108.99999999998045,211.00000000000563,-73.99999999999629,-53.999999999998494,-25.000000000005684,41.99999999998738,-65.00000000000395,,-855.0000000000257
2020.09.21,33.000000000005244,-346.0000000000019,-262.00000000000665,-230.00000000000398,-114.00000000000298,243.99999999999977,-216.00000000001617,39.00000000000148,124.00000000000189,-193.99999999999417,-127.9999999999859,146.00000000000168,-73.00000000001194,-42.999999999993044,1.0000000000047748,37.9999999999967,-94.00000000000519,,-1075.0000000000102
2020.09.21,34.000000000000696,-320.9999999999935,-235.00000000000742,-222.0000000000084,-107.00000000000153,263.99999999999756,-209.00000000001472,48.99999999999238,119.00000000000244,-209.00000000000364,-140.99999999999113,129.00000000000134,-79.00000000000685,1.0000000000065512,-7.999999999995566,24.999999999991473,-101.00000000000664,,-1011.0000000000371
2020.09.21,9.999999999998899,-314.99999999999864,-241.00000000000233,-218.00000000000352,-105.99999999999498,248.99999999998812,-218.00000000000708,42.00000000000159,107.00000000000153,-212.00000000000108,-115.99999999998545,80.99999999999774,-107.00000000001265,-19.999999999997797,-7.999999999995566,36.99999999999193,-53.00000000000304,,-1088.0000000000225
2020.09.21,-9.999999999998899,-283.99999999999534,-243.99999999999977,-201.99999999999818,-100.99999999999554,238.0000000000049,-219.99999999999798,51.00000000000193,103.00000000000864,-181.9999999999933,-102.99999999998022,168.0000000000126,-140.0000000000068,-82.00000000000429,-34.000000000006025,28.999999999996362,-73.00000000000084,,-1085.999999999953
2020.09.21,-31.000000000003247,-235.99999999999176,-190.00000000000128,-187.00000000001182,-66.99999999999484,156.00000000000057,-208.00000000000819,60.000000000002274,75.00000000000284,-175.99999999999838,-61.9999999999834,83.9999999999952,-151.00000000001222,-80.99999999999774,-61.99999999999761,59.99999999998806,-80.00000000000229,,-1096.0000000000139
2020.09.21,-46.00000000000159,-384.9999999999909,-181.00000000000892,-222.0000000000084,-58.000000000002494,241.00000000000233,-214.00000000000307,85.99999999999852,64.0000000000085,-220.99999999999343,-173.00000000000182,188.00000000001037,-175.99999999999838,-34.000000000000696,-93.99999999999409,72.99999999999329,-43.00000000000415,,-1194.999999999995
2020.09.21,-29.000000000001247,-365.99999999999966,-225.99999999999287,-442.0000000000073,-73.00000000000084,-51.000000000001044,-195.9999999999962,3.0000000000001137,-46.999999999997044,-210.99999999999451,-167.0000000000016,18.0000000000069,-248.00000000000378,-26.999999999999247,-311.9999999999976,82.99999999999841,-62.000000000006494,,-2352.9999999999945
2020.09.21,-88.99999999999464,-35.999999999991594,-48.000000000003595,-423.0000000000018,33.000000000005244,-197.00000000000273,-50.0000000000167,185.99999999999284,-48.99999999999905,-90.99999999999665,389.00000000001,55.000000000005045,-120.99999999999334,-326.0000000000041,-350.9999999999991,290.9999999999968,-248.99999999999923,,-1075.9999999999925
2020.09.21,-197.99999999999818,283.000000000011,120.99999999999334,-463.0000000000081,231.99999999999886,-446.0000000000131,-18.0000000000069,284.000000000006,-43.999999999999595,9.999999999998899,654.0000000000248,-289.0000000000059,-113.99999999999189,-296.0000000000074,-462.0000000000033,460.9999999999985,-256.0000000000007,,-541.0000000000035
2020.09.21,-368.9999999999971,682.0000000000048,296.9999999999917,-508.0000000000098,266.999999999995,-442.00000000000904,-41.000000000002146,584.0000000000032,23.00000000000635,-100.00000000000009,1241.0000000000139,-519.0000000000028,69.00000000000794,-120.99999999999334,-528.0000000000058,590.999999999994,-319.99999999999807,,805.9999999999987
2020.09.21,-456.00000000000085,578.0000000000118,445.0000000000065,-389.00000000001,277.000000000005,-279.00000000000705,-103.00000000000864,656.9999999999965,165.9999999999995,-185.00000000000182,973.0000000000132,-417.0000000000007,258.0000000000027,2.999999999997449,-418.00000000000637,495.9999999999951,-357.00000000000733,,1248.999999999985
2020.09.21,-527.9999999999951,751.0000000000127,513.0000000000078,-439.00000000000716,363.99999999999767,-146.00000000000168,-101.00000000001774,840.0000000000034,217.0000000000005,-146.99999999999713,1188.0000000000166,-268.9999999999859,346.9999999999862,-78.00000000000028,-474.00000000000375,625.9999999999906,-462.0000000000068,,2202.0
2020.09.21,-509.9999999999993,694.0000000000168,547.0000000000086,-421.0000000000065,409.99999999999926,-153.00000000000313,-97.00000000001374,853.9999999999992,178.00000000000037,-114.00000000000298,1167.0000000000016,-180.99999999998673,309.0000000000037,-103.99999999999298,-518.0000000000007,677.9999999999973,-517.0000000000008,,2222.000000000019
2020.09.21,-442.9999999999934,642.0000000000092,534.9999999999966,-475.0000000000085,473.99999999999665,-180.0000000000024,10.999999999983245,783.0000000000013,120.00000000000898,-59.99999999999339,1183.9999999999975,-29.999999999996696,283.99999999999534,-173.00000000000094,-516.0000000000053,770.9999999999866,-489.0000000000061,,2437.9999999999686
2020.09.21,-407.0000000000018,614.0000000000034,536.0000000000032,-503.0000000000001,517.9999999999962,-178.99999999999582,61.99999999998429,670.9999999999923,58.000000000002494,19.00000000000235,1072.0000000000027,107.99999999999699,208.99999999999253,-327.99999999999494,-555.0000000000068,838.9999999999986,-584.0000000000067,,2149.9999999999686
