date,USDCHF,GBPUSD,EURUSD,USDCAD,GBPCHF,EURCHF,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,empty,sum
2019.06.03,-138.00000000000477,-52.000000000007596,-15.999999999993797,-8.000000000008,-55.99999999998939,-100.0000000000112,0.0,-102.99999999999754,-82.99999999999974,-151.9999999999868,-55.000000000005045,-231.0000000000034,-51.00000000000193,-8.999999999992347,-182.99999999999983,,-1237.0000000000011
2019.06.03,-101.00000000001774,-55.000000000005045,-46.999999999997044,-22.0000000000109,-120.99999999999334,-107.00000000001265,-15.999999999993797,-78.00000000000028,-63.99999999999739,-207.9999999999984,-75.99999999998718,-268.0000000000016,-34.000000000006025,-113.99999999999189,-61.99999999998429,,-1372.9999999999975
2019.06.03,-152.00000000000767,-83.00000000001084,-83.9999999999952,-52.000000000007596,-42.999999999993044,-26.999999999999247,-61.999999999995396,-46.999999999997044,-21.999999999999797,-195.99999999999795,-160.00000000000458,-280.9999999999979,-52.99999999999727,-177.99999999998929,33.00000000001635,,-1406.9999999999766
2019.06.03,-181.00000000000892,-78.00000000000028,-88.99999999998354,-79.00000000000685,49.00000000001015,24.999999999986144,-85.99999999999719,30.000000000007798,23.00000000000635,-57.999999999992724,-211.99999999998997,-286.00000000000847,-67.00000000000728,-207.99999999998596,85.00000000000173,,-1131.9999999999688
2019.06.03,-177.00000000000495,-73.00000000001194,-80.99999999999774,-52.99999999999194,97.9999999999981,60.99999999999994,-78.00000000000028,43.999999999999595,31.000000000003247,-156.0000000000059,-183.99999999998417,-327.00000000001063,-40.00000000000625,-190.00000000000128,82.00000000000429,,-1043.0000000000098
2019.06.03,-198.00000000000927,-95.00000000000064,-93.99999999999409,-34.000000000000696,96.99999999999153,66.99999999999484,-78.99999999999574,74.00000000000739,31.000000000003247,-122.99999999999045,-180.99999999998673,-388.9999999999949,-13.999999999995794,-178.99999999999582,137.00000000000932,,-979.9999999999577
2019.06.03,-213.00000000000762,-173.00000000000094,-148.99999999999915,-39.00000000001125,22.999999999995246,19.999999999997797,-78.00000000000028,-24.999999999997247,1.0000000000065512,-257.000000000005,-236.99999999999832,-439.99999999999596,-9.000000000000341,-204.99999999998852,-21.999999999988695,,-1802.9999999999936
2019.06.03,-247.00000000000833,-180.0000000000024,-173.00000000000094,26.999999999999247,62.000000000006494,34.99999999998504,-70.0000000000034,-5.999999999994898,14.000000000002899,-310.0000000000023,-204.99999999998852,-198.99999999999363,72.00000000000273,-192.99999999999872,-28.999999999990145,,-1401.9999999999866
2019.06.03,-250.00000000000577,-188.00000000001037,-149.9999999999835,52.000000000007596,62.99999999999084,68.99999999998573,-63.99999999999739,-9.999999999998899,2.000000000002,-287.00000000000614,-183.99999999998417,-235.99999999999176,52.99999999999727,-144.99999999999514,-46.999999999997044,,-1321.9999999999868
2019.06.03,-316.0000000000052,-238.0000000000049,-215.99999999999397,87.99999999999919,32.999999999994145,28.000000000005798,-92.00000000000318,-93.99999999999409,12.000000000000899,-283.9999999999918,-192.99999999999872,-221.00000000000452,13.999999999995794,-184.99999999999073,-181.9999999999933,,-1845.9999999999845
