date,USDCHF,GBPUSD,EURUSD,USDCAD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.08.20,-156.00000000000057,-24.000000000001798,-4.999999999988347,-26.999999999999247,-81.00000000001995,-42.0000000000087,-78.00000000000028,-8.999999999992347,0.0,-85.00000000000173,-80.99999999999774,-48.99999999998794,-48.00000000000182,-39.00000000000148,-32.999999999994145,-46.999999999997044,-14.999999999987246,,-818.9999999999804
2018.08.20,-48.000000000003595,12.999999999996348,-6.999999999979245,-19.00000000001345,-92.00000000000318,-36.0000000000027,-36.0000000000027,29.000000000001247,63.99999999999739,-106.99999999999044,-175.99999999999838,-14.999999999987246,-29.000000000010573,52.00000000000671,-85.99999999999719,-2.000000000002,33.00000000001635,,-461.99999999997266
2018.08.20,13.999999999991797,26.999999999999247,-7.999999999985796,14.999999999987246,-96.00000000000719,39.00000000000014,-20.0000000000089,28.000000000005798,85.99999999999719,-32.999999999994145,-126.0000000000039,31.000000000003247,-17.000000000010118,55.00000000000682,-73.00000000000084,50.0000000000056,94.00000000001629,,66.0000000000025
2018.08.20,17.000000000000348,21.999999999988695,-14.999999999987246,0.9999999999843467,-55.000000000005045,34.99999999999615,-47.00000000000814,69.00000000000794,96.00000000000719,-32.0000000000098,-171.99999999999437,25.00000000000835,-29.000000000010573,90.00000000000341,-81.9999999999932,75.00000000000284,97.00000000001374,,95.00000000000466
2018.08.20,22.999999999995246,34.000000000000696,-8.999999999992347,-28.000000000005798,-99.00000000000463,22.999999999995246,-47.00000000000814,72.0000000000054,79.00000000000685,-140.0000000000068,-256.99999999999613,-24.999999999986144,-49.000000000006594,99.99999999999432,-90.99999999999665,82.00000000000429,110.99999999999443,,-221.0000000000067
2018.08.20,17.999999999995797,41.000000000002146,-17.000000000000348,-24.000000000001798,-103.00000000000864,20.999999999993246,-75.00000000000284,116.00000000000499,79.00000000000685,-121.99999999999989,-279.99999999999136,-10.999999999983245,-65.00000000001194,159.00000000000603,-100.99999999999554,117.00000000000044,144.99999999999514,,-101.99999999999099
2018.08.20,-2.999999999997449,28.999999999990145,-27.999999999983594,-43.00000000001525,-80.00000000001339,0.0,-78.00000000000028,117.00000000000044,62.000000000006494,-127.00000000001043,-295.0000000000008,-18.999999999991246,-123.00000000000466,186.9999999999976,-93.99999999999409,126.99999999999933,171.99999999999437,,-196.0000000000228
2018.08.20,-21.999999999999797,-1.0000000000065512,-46.999999999997044,-53.00000000001415,-82.00000000000429,-21.999999999999797,-134.0000000000008,126.0000000000039,62.000000000006494,-151.9999999999966,-361.9999999999957,-21.999999999988695,-106.00000000000875,162.9999999999967,-114.00000000000298,99.00000000000463,107.99999999999699,,-559.0000000000064
2018.08.20,-53.999999999998494,-26.999999999999247,-72.99999999998974,-86.0000000000083,13.999999999980695,-69.00000000000794,-209.00000000000364,195.00000000000074,75.9999999999983,-123.99999999999079,-405.0000000000109,-18.999999999991246,-109.00000000000887,198.99999999999807,-163.99999999999747,119.99999999999788,73.00000000001194,,-662.0000000000191
2018.08.20,-57.00000000000705,-42.0000000000087,-99.99999999998899,-96.00000000000719,53.999999999998494,-70.0000000000034,-231.0000000000034,185.00000000000182,72.0000000000054,-100.99999999999554,-449.9999999999948,0.0,-118.00000000000921,162.9999999999967,-195.9999999999962,112.000000000001,36.0000000000138,,-838.9999999999973
