date,CHFJPY,EURJPY,empty,sum
2017.08.07,-350.9999999999991,-50.99999999998772,,-401.9999999999868
2017.08.07,-96.00000000000364,-34.99999999999659,,-131.00000000000023
2017.08.07,9.000000000000341,-0.9999999999763531,,8.000000000023988
2017.08.07,72.00000000000273,174.0000000000066,,246.00000000000932
2017.08.07,117.999999999995,210.00000000000796,,328.00000000000296
2017.08.07,108.99999999999466,130.00000000002387,,239.00000000001853
2017.08.07,87.99999999999386,116.00000000001387,,204.00000000000773
2017.08.07,10.99999999999568,152.00000000001523,,163.0000000000109
2017.08.07,88.99999999999864,159.00000000002024,,248.00000000001887
2017.08.07,120.00000000000455,168.00000000000637,,288.0000000000109
2017.08.07,103.9999999999992,189.99999999999773,,293.99999999999693
2017.08.07,134.00000000000034,206.00000000001728,,340.0000000000176
2017.08.07,153.99999999999636,218.00000000001774,,372.0000000000141
2017.08.07,155.00000000000114,233.0000000000041,,388.00000000000523
2017.08.07,120.00000000000455,221.00000000000364,,341.0000000000082
2017.08.07,87.0000000000033,213.99999999999864,,301.00000000000193
2017.08.07,96.9999999999942,209.00000000000318,,305.9999999999974
2017.08.07,76.99999999999818,100.99999999999909,,177.99999999999727
2017.08.07,79.9999999999983,96.00000000000364,,176.00000000000193
2017.08.07,85.99999999999852,132.000000000005,,218.00000000000352
2017.08.07,-61.99999999999761,112.00000000002319,,50.00000000002558
2017.08.07,-138.9999999999958,183.9999999999975,,45.000000000001705
2017.08.07,96.9999999999942,404.0000000000248,,501.000000000019
2017.08.07,143.00000000000068,330.0000000000125,,473.0000000000132
2017.08.07,161.00000000000136,350.9999999999991,,512.0000000000005
2017.08.07,72.00000000000273,332.9999999999984,,405.00000000000114
2017.08.07,69.00000000000261,367.00000000001864,,436.00000000002126
2017.08.07,204.9999999999983,421.0000000000207,,626.000000000019
2017.08.07,102.99999999999443,362.0000000000232,,465.0000000000176
2017.08.07,105.00000000000398,341.0000000000082,,446.00000000001216
2017.08.07,129.99999999999545,350.9999999999991,,480.99999999999454
2017.08.07,120.99999999999511,290.00000000002046,,411.0000000000156
2017.08.07,149.0000000000009,286.00000000000136,,435.0000000000023
