date,GBPUSD,EURUSD,USDJPY,NZDUSD,AUDCHF,empty,sum
2015.07.13,-91.00000000001884,0.0,-136.99999999998624,-17.000000000000348,-24.000000000001798,,-269.0000000000072
2015.07.13,-60.000000000015596,83.9999999999952,-258.99999999998613,-17.000000000000348,-33.000000000005244,,-285.0000000000121
2015.07.13,-23.00000000001745,270.99999999999903,-439.9999999999977,4.000000000004,-55.000000000005045,,-243.00000000001717
2015.07.13,-43.999999999999595,198.99999999999363,-323.99999999999807,-17.000000000000348,168.00000000000148,,-18.0000000000029
2015.07.13,-53.00000000001415,180.99999999998673,-274.9999999999915,65.00000000000395,207.00000000000162,,124.99999999998667
2015.07.13,73.99999999999629,248.99999999998812,-268.99999999999125,75.00000000000284,100.00000000000009,,228.9999999999961
2015.07.13,-39.00000000001125,283.99999999999534,-319.9999999999932,51.000000000001044,82.99999999999974,,58.999999999991694
2015.07.13,-29.00000000001235,312.9999999999855,-257.99999999999557,56.99999999999594,102.99999999999754,,185.99999999997107
2015.07.13,-52.000000000007596,241.99999999998667,-216.99999999999875,115.99999999999389,70.99999999999883,,159.99999999997306
2015.07.13,-98.0000000000203,102.99999999998644,-275.99999999999625,134.0000000000008,117.00000000000044,,-20.00000000002889
2015.07.13,-89.00000000000574,207.99999999998596,-267.99999999998647,131.00000000000333,126.99999999999933,,108.9999999999964
2015.07.13,-50.0000000000167,220.99999999998232,-308.9999999999975,237.99999999999378,246.00000000000176,,345.9999999999636
2015.07.13,14.999999999987246,146.99999999998602,-389.99999999998636,324.9999999999975,315.9999999999941,,412.9999999999785
2015.07.13,-43.999999999999595,272.99999999998994,-373.9999999999952,285.9999999999974,280.9999999999979,,421.9999999999904
2015.07.13,-63.000000000013046,319.999999999987,-405.9999999999917,280.00000000000244,265.99999999999955,,396.99999999998425
2015.07.13,-91.00000000001884,312.9999999999855,-346.9999999999942,253.0000000000032,260.00000000000466,,387.99999999998033
2015.07.13,-71.00000000002105,319.0000000000026,-321.9999999999885,290.00000000000136,338.00000000000495,,553.9999999999993
2015.07.13,-39.00000000001125,320.9999999999935,-347.999999999999,287.0000000000039,353.0000000000033,,573.9999999999905
2015.07.13,21.999999999988695,329.00000000000153,-359.99999999999943,293.99999999999426,327.99999999999494,,612.99999999998
2015.07.13,-28.000000000005798,213.99999999998087,-778.9999999999964,273.9999999999965,188.9999999999947,,-130.00000000003007
2015.07.13,300.99999999999574,344.99999999999534,-917.9999999999922,295.99999999999625,251.00000000000122,,274.9999999999965
2015.07.13,17.000000000000348,-172.0000000000166,-1034.9999999999966,-77.00000000000485,236.99999999999832,,-1030.000000000019
2015.07.13,34.000000000000696,-461.0000000000003,-1128.9999999999907,-117.00000000000044,422.9999999999956,,-1249.999999999995
2015.07.13,172.99999999997874,-409.0000000000149,-1173.9999999999923,-73.00000000000084,536.9999999999986,,-946.0000000000307
2015.07.13,172.99999999997874,-418.0000000000073,-1183.9999999999975,19.999999999997797,636.0000000000032,,-773.000000000025
2015.07.13,590.999999999986,-346.0000000000019,-1183.9999999999975,80.00000000000229,588.9999999999951,,-270.00000000001603
2015.07.13,682.9999999999892,-304.9999999999997,-1120.999999999995,117.00000000000044,709.0000000000041,,82.99999999999909
2015.07.13,549.9999999999839,-364.00000000000875,-1112.9999999999995,-17.000000000000348,661.0000000000005,,-283.00000000002433
2015.07.13,448.9999999999883,-357.00000000000733,-1104.9999999999898,-41.9999999999976,622.9999999999958,,-432.0000000000106
2015.07.13,309.99999999998806,-423.0000000000178,-1103.999999999999,4.000000000004,663.0000000000025,,-550.0000000000223
2015.07.13,172.99999999997874,-585.9999999999976,-1087.9999999999939,5.999999999994898,709.9999999999995,,-785.0000000000182
2015.07.13,221.99999999998886,-529.0000000000017,-1131.0000000000002,10.999999999994348,631.9999999999992,,-795.0000000000197
