date,GBPUSD,EURUSD,USDJPY,NZDUSD,AUDCHF,empty,sum
2015.07.13,14.999999999987246,100.99999999999554,-136.99999999998624,-12.999999999996348,70.99999999999883,,36.99999999999902
2015.07.13,144.99999999999514,390.9999999999858,-241.99999999999022,4.999999999999449,-9.00000000000345,,289.99999999998664
2015.07.13,-7.0000000000014495,292.9999999999877,-313.99999999999295,46.00000000000159,260.00000000000466,,277.99999999999955
2015.07.13,-31.000000000003247,198.99999999999363,-175.99999999998772,73.00000000000084,212.99999999999653,,278.00000000000006
2015.07.13,75.99999999998718,352.9999999999811,-259.9999999999909,85.99999999999719,287.9999999999994,,542.999999999974
2015.07.13,93.99999999999409,291.9999999999812,-190.9999999999883,80.99999999999774,109.99999999999899,,385.9999999999837
2015.07.13,-26.999999999999247,353.99999999998766,-216.99999999999875,85.00000000000173,126.99999999999933,,321.99999999999073
2015.07.13,32.999999999994145,343.99999999998875,-202.99999999998875,166.99999999999494,163.00000000000205,,503.99999999999113
2015.07.13,-16.000000000016,251.00000000000122,-208.99999999998897,190.00000000000128,126.0000000000039,,342.0000000000014
2015.07.13,-86.0000000000083,221.99999999998886,-250.0,134.0000000000008,131.99999999999878,,151.99999999998013
2015.07.13,-16.000000000016,333.9999999999899,-217.9999999999893,334.00000000000097,258.9999999999981,,692.9999999999836
2015.07.13,52.99999999999194,293.99999999999426,-307.9999999999927,336.9999999999984,315.9999999999941,,691.9999999999859
2015.07.13,71.99999999998319,314.99999999999864,-315.9999999999883,385.99999999999744,375.0000000000031,,831.9999999999941
2015.07.13,-29.00000000001235,331.999999999999,-361.99999999999477,297.9999999999983,300.0000000000003,,538.9999999999905
2015.07.13,-38.0000000000047,390.9999999999858,-313.99999999999295,314.99999999999864,321.0000000000046,,674.9999999999914
2015.07.13,-67.00000000001705,329.99999999998585,-291.9999999999874,293.99999999999426,346.0000000000019,,610.9999999999775
2015.07.13,-7.0000000000014495,363.9999999999866,-316.99999999999307,341.0000000000024,426.9999999999996,,807.9999999999941
2015.07.13,116.99999999998934,424.99999999998647,-296.99999999999704,385.99999999999744,387.99999999999943,,1018.9999999999756
2015.07.13,57.99999999998029,352.9999999999811,-281.9999999999965,356.9999999999962,417.0000000000007,,902.9999999999618
2015.07.13,430.9999999999814,864.9999999999825,-698.9999999999981,375.9999999999986,278.00000000000045,,1250.9999999999648
2015.07.13,428.9999999999905,600.0000000000006,-881.9999999999908,304.9999999999997,373.00000000000114,,825.0000000000011
2015.07.13,117.99999999999588,-17.000000000000348,-1022.9999999999961,-16.0000000000049,514.9999999999987,,-423.0000000000067
2015.07.13,231.99999999998778,-214.00000000000307,-1111.9999999999948,58.000000000002494,588.9999999999951,,-447.0000000000124
2015.07.13,223.99999999997976,-377.0000000000051,-1149.9999999999914,24.000000000001798,697.9999999999986,,-581.0000000000164
2015.07.13,588.9999999999951,-314.00000000001427,-1169.9999999999875,109.00000000000354,644.9999999999956,,-141.0000000000075
