date,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,NZDCHF,EURCAD,CADJPY,NZDJPY,AUDCAD,empty,sum
2018.09.10,0.0,-8.000000000008,-36.0000000000027,-67.00000000001705,-3.0000000000196536,-24.999999999997247,-54.00000000000959,-5.999999999994898,0.0,-16.999999999995907,-68.00000000000139,,-284.0000000000464
2018.09.10,79.99999999999119,-23.00000000000635,-35.00000000000725,-60.99999999999994,43.999999999999595,-24.999999999997247,-50.0000000000056,106.99999999999044,29.999999999986926,-30.000000000001137,-102.99999999999754,,-66.00000000004692
2018.09.10,91.99999999998099,-75.00000000000284,-52.000000000007596,-96.00000000000719,22.999999999995246,-7.0000000000014495,-56.0000000000005,100.99999999999554,18.999999999991246,-55.999999999997385,-171.99999999999437,,-279.0000000000483
2018.09.10,90.99999999999665,-99.00000000000463,-43.00000000000415,-83.00000000001084,85.99999999998609,-2.000000000002,-50.0000000000056,191.99999999999218,27.999999999991587,-46.999999999997044,-202.9999999999976,,-130.00000000005537
2018.09.10,85.99999999998609,-100.00000000000009,-40.00000000000669,-59.000000000009045,75.99999999998718,7.9999999999968985,-43.00000000000415,195.9999999999962,101.99999999998965,37.00000000000614,-201.99999999999108,,60.999999999951115
2018.09.10,93.99999999999409,-119.00000000000244,-47.00000000000814,-82.00000000000429,75.99999999998718,4.999999999999449,-52.000000000007596,194.0000000000053,122.99999999999045,21.000000000000796,-232.99999999999432,,-20.000000000039563
2018.09.10,93.99999999999409,-150.00000000000568,-46.00000000000159,-121.00000000001555,109.99999999998789,-19.999999999997797,-67.00000000000594,217.0000000000005,79.9999999999983,8.000000000009777,-265.99999999999955,,-161.00000000003556
2018.09.10,90.99999999999665,-139.00000000000023,-9.00000000000345,-127.00000000001043,137.9999999999937,-14.999999999998348,-43.00000000000415,221.00000000000452,63.99999999999295,18.000000000000682,-247.99999999999267,,-49.000000000020776
2018.09.10,91.99999999998099,-136.99999999999824,-9.00000000000345,-118.00000000001809,103.99999999999298,0.999999999995449,-20.0000000000089,243.99999999999977,108.99999999999466,50.00000000001137,-240.99999999999122,,74.99999999995535
2018.09.10,115.99999999998278,-123.00000000000644,1.999999999990898,-134.00000000001188,127.99999999999478,-4.999999999999449,-16.0000000000049,214.00000000000307,144.99999999999602,96.00000000000364,-249.99999999999466,,172.99999999995384
2018.09.10,183.99999999998417,-68.00000000000139,119.99999999999788,-129.00000000000134,113.99999999999189,-2.000000000002,65.99999999999939,222.99999999999542,153.99999999999636,199.00000000001228,-215.99999999999397,,644.9999999999787
2018.09.10,181.9999999999933,-48.99999999999905,139.00000000000023,-121.99999999999989,113.99999999999189,-7.9999999999968985,72.99999999998974,201.00000000000674,99.99999999999432,165.00000000000625,-196.99999999999162,,597.999999999995
2018.09.10,180.99999999998673,-67.00000000000594,126.99999999999933,-124.99999999999733,91.99999999998099,-12.000000000000899,64.99999999999284,197.99999999998707,129.99999999999545,179.00000000000205,-213.99999999999199,,553.9999999999482
2018.09.10,174.99999999999181,-53.00000000000304,125.99999999999278,-117.00000000001154,59.99999999999339,-19.999999999997797,48.99999999999905,140.99999999999113,116.99999999999022,168.00000000000637,-191.99999999999218,,453.9999999999602
2018.09.10,201.99999999999108,-48.99999999999905,146.99999999999713,-63.000000000013046,57.99999999998029,-9.00000000000345,65.99999999999939,117.99999999999588,128.0000000000001,178.00000000001148,-204.99999999999963,,570.9999999999602
2018.09.10,220.99999999998232,-59.000000000009045,134.99999999999625,-84.0000000000174,78.00000000000028,-12.999999999996348,48.99999999999905,163.00000000000205,161.99999999999193,192.00000000000728,-234.00000000000088,,609.9999999999554
2018.09.10,200.00000000000017,-65.99999999999939,118.99999999999133,-69.00000000000794,114.99999999999844,-19.999999999997797,38.99999999998904,177.00000000000495,167.99999999999216,189.00000000000716,-234.99999999999633,,616.9999999999817
2018.09.10,176.99999999998272,-126.99999999999933,44.99999999999504,-87.00000000001484,109.99999999998789,-14.000000000002899,-21.00000000000435,181.9999999999933,138.9999999999958,91.00000000000819,-292.9999999999988,,201.9999999999427
2018.09.10,149.9999999999835,-172.00000000000549,-2.000000000002,-138.0000000000159,87.99999999999919,-43.00000000000415,-74.00000000000739,160.99999999998892,141.9999999999959,66.0000000000025,-325.99999999999295,,-148.00000000005787
2018.09.10,170.99999999998784,-125.00000000000844,8.999999999992347,-141.99999999999767,-17.000000000000348,-17.000000000000348,-56.0000000000005,28.999999999990145,153.99999999999636,76.00000000000762,-283.99999999999534,,-202.00000000002834
