date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,EURJPY,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.11.21,-107.99999999999699,0.0,-130.99999999999224,-51.000000000001044,-55.000000000005045,-66.00000000001049,-135.00000000000512,-57.99999999999139,-35.00000000000725,-63.00000000000195,-330.9999999999924,0.0,-113.00000000000753,-266.0000000000107,-73.99999999999807,-156.99999999999648,-14.999999999998348,-129.9999999999968,,-1788.0000000000116
2016.11.21,-43.999999999999595,894.0000000000055,-103.00000000000864,-51.99999999999649,-241.00000000000233,-36.999999999998145,-206.00000000000307,-34.99999999999615,-33.000000000005244,-4.999999999999449,-239.99999999999577,774.0000000000009,-103.00000000000864,-581.0000000000093,-87.99999999999386,-347.999999999999,-46.999999999997044,-243.99999999999977,,-739.000000000006
2016.11.21,-234.00000000000088,894.0000000000055,-116.99999999998934,-148.99999999999915,-169.00000000000804,-35.00000000000725,-196.00000000001216,-17.000000000000348,-107.00000000000153,8.999999999992347,-217.99999999998488,826.9999999999982,-283.000000000011,-470.9999999999992,-99.00000000000375,-242.00000000000443,-157.99999999999147,-270.0000000000036,,-1035.0000000000211
2016.11.21,-234.99999999998522,899.0000000000009,-177.00000000000495,-153.00000000000313,-75.00000000000284,-22.999999999995246,-162.00000000000614,1.0000000000065512,-101.00000000000664,124.00000000000189,17.000000000000348,835.9999999999985,-248.00000000000378,-295.0000000000008,-81.00000000000307,-125.0,-156.00000000000057,-180.0000000000024,,-134.00000000000648
2016.11.21,-228.99999999999034,987.9999999999995,-151.9999999999966,-73.00000000000084,-253.0000000000032,-8.000000000008,-193.00000000001205,-14.999999999998348,-68.00000000000139,95.00000000000064,-140.99999999999113,799.9999999999972,-270.00000000001467,-584.0000000000067,-132.000000000005,-307.00000000000216,-107.00000000000153,-371.99999999999454,,-1021.0000000000291
2016.11.21,34.000000000000696,1052.0000000000068,62.99999999999084,-5.999999999994898,-285.00000000000193,2.999999999997449,-194.00000000000261,9.999999999998899,-65.00000000000395,37.99999999999359,-89.99999999999008,801.9999999999925,-226.00000000001506,-452.99999999999227,-144.99999999999602,-319.9999999999932,-168.00000000000148,-281.99999999999335,,-232.00000000000404
2016.11.21,15.00000000000945,1067.9999999999977,82.00000000000429,-7.0000000000014495,-259.0000000000092,19.999999999997797,-135.00000000000512,56.0000000000005,-30.000000000007798,78.99999999999574,-17.000000000000348,861.0000000000042,-204.00000000000418,-443.99999999999994,-120.00000000000455,-280.00000000000114,-140.99999999999113,-229.00000000000142,,314.9999999999836
2016.11.21,-8.999999999992347,1183.0000000000068,177.00000000000495,-17.000000000000348,-328.0000000000061,32.999999999994145,-84.00000000000318,75.9999999999983,-67.00000000000594,119.99999999999788,52.000000000007596,905.0000000000011,-270.99999999999903,-425.99999999999307,-97.99999999999898,-233.99999999999466,-221.99999999999997,-246.99999999999721,,543.00000000002
2016.11.21,-23.999999999979593,1106.9999999999993,219.99999999999798,-39.999999999995595,-224.000000000002,41.99999999998649,-161.00000000000136,95.00000000000064,-99.00000000000463,168.00000000000148,190.00000000000128,813.0000000000024,-348.00000000001495,-278.00000000000045,-176.9999999999925,-198.99999999999807,-265.99999999999955,-102.00000000000209,,716.9999999999989
2016.11.21,-32.999999999994145,978.0000000000086,163.00000000000205,-107.00000000000153,-156.00000000000057,45.99999999999049,-243.99999999999977,82.00000000000429,-150.00000000000568,186.99999999999272,205.00000000001074,715.0000000000034,-436.00000000001415,-112.000000000001,-209.99999999999375,-149.0000000000009,-305.99999999999517,-4.999999999999449,,468.0000000000064
2016.11.21,-105.99999999998388,911.0000000000014,92.00000000000318,-104.00000000000409,-181.00000000000892,38.0000000000047,-267.0000000000101,62.000000000006494,-123.00000000000644,173.9999999999964,152.0000000000188,712.9999999999939,-384.00000000000654,-276.9999999999939,-251.00000000000477,-254.99999999999545,-270.99999999999903,-112.000000000001,,-188.99999999998934
2016.11.21,-141.99999999999767,823.0000000000075,49.00000000001015,-185.00000000000182,-148.0000000000037,31.000000000003247,-279.0000000000106,60.00000000000449,-155.00000000000514,139.99999999999568,127.00000000001043,707.9999999999984,-432.0000000000102,-239.00000000001143,-274.0000000000009,-287.9999999999967,-339.99999999999585,-124.00000000000189,,-668.0000000000061
2016.11.21,-83.9999999999952,846.0000000000036,93.99999999999409,-132.99999999999423,-173.00000000000094,21.999999999988695,-296.0000000000065,97.00000000000264,-129.00000000000134,119.99999999999788,165.9999999999995,688.999999999993,-378.00000000001165,-293.99999999999426,-275.99999999999625,-313.0000000000024,-300.99999999999574,-107.00000000000153,,-450.00000000002046
2016.11.21,-109.99999999998789,899.0000000000009,141.99999999999767,-92.99999999999864,-151.00000000000114,15.999999999993797,-258.0000000000098,104.00000000000409,-97.9999999999981,115.99999999999389,229.99999999999687,745.0000000000045,-303.0000000000088,-287.9999999999994,-280.00000000000114,-287.00000000000614,-313.99999999999204,-66.99999999999484,,2.99999999999379
2016.11.21,-60.99999999999994,877.0000000000095,174.00000000000747,-68.99999999999685,-169.00000000000804,26.999999999999247,-304.00000000000205,123.00000000000644,-80.00000000000229,141.99999999999767,223.00000000001762,671.999999999997,-277.00000000001614,-323.0000000000066,-299.99999999999716,-340.999999999994,-282.99999999999994,-85.00000000000173,,-53.999999999989626
2016.11.21,-58.99999999998684,874.0000000000094,180.0000000000024,-68.00000000000139,-243.99999999999977,32.999999999994145,-322.00000000000273,111.00000000000554,-90.0000000000012,146.99999999999713,202.9999999999976,631.9999999999908,-330.0000000000081,-351.0000000000124,-322.00000000000273,-381.0000000000002,-291.99999999999227,-126.0000000000039,,-405.00000000001467
2016.11.21,-106.99999999999044,834.0000000000032,198.99999999999363,-85.99999999999719,-218.00000000000708,52.99999999999194,-343.0000000000035,135.00000000000733,-95.00000000000064,173.00000000000094,257.0000000000183,591.9999999999987,-364.00000000000875,-339.0000000000004,-356.9999999999993,-396.0000000000008,-310.9999999999946,-109.99999999999899,,-482.9999999999878
2016.11.21,-95.00000000000064,915.0000000000063,261.0000000000001,-19.999999999997797,-229.00000000000142,68.00000000000139,-317.0000000000073,123.00000000000644,-60.99999999999994,215.99999999999397,319.0000000000026,608.9999999999947,-313.00000000000773,-261.0000000000001,-322.9999999999933,-341.99999999999875,-261.99999999999557,-76.99999999999375,,211.00000000000955
2016.11.21,-84.99999999997954,832.9999999999984,259.9999999999936,16.0000000000049,-320.00000000000915,93.99999999999409,-370.00000000000455,114.00000000000298,-29.000000000001247,181.9999999999933,209.9999999999991,500.99999999999056,-311.0000000000168,-262.00000000000665,-387.00000000000045,-400.0000000000057,-218.99999999999142,-141.00000000000225,,-314.0000000000405
2016.11.21,35.00000000000725,1009.0000000000003,357.99999999999164,126.0000000000039,-379.0000000000071,143.99999999998857,-303.0000000000115,104.00000000000409,14.999999999998348,212.99999999999653,190.00000000000128,489.0000000000043,-312.00000000000114,-357.00000000000733,-352.99999999999443,-436.9999999999976,-200.99999999999562,-188.9999999999947,,151.99999999998715
2016.11.21,-61.99999999998429,1030.0000000000011,340.9999999999913,87.99999999999919,-399.0000000000049,200.99999999998454,-267.0000000000101,136.00000000000279,57.99999999999139,358.9999999999982,346.0000000000019,465.0000000000034,-468.00000000000176,-228.00000000000597,-373.00000000000466,-412.00000000000614,-207.00000000000162,-195.9999999999962,,411.99999999995833
2016.11.21,-197.99999999998707,1093.0000000000036,452.00000000000796,172.00000000000549,-431.0000000000036,222.99999999999542,-240.99999999999966,148.0000000000037,85.00000000000173,448.9999999999994,626.0000000000155,509.9999999999909,-320.00000000000915,-204.00000000000418,-305.9999999999974,-376.0000000000048,-161.99999999999548,-202.0000000000022,,1318.0000000000207
2016.11.21,-244.9999999999841,1288.000000000011,259.0000000000092,226.00000000000398,-450.00000000000597,295.0000000000008,-102.00000000000387,95.00000000000064,90.0000000000012,458.00000000000284,304.9999999999997,599.9999999999943,-319.0000000000026,-211.00000000000563,-183.9999999999975,-322.00000000000273,-73.99999999999629,-368.00000000000165,,1341.0000000000239
2016.11.21,-300.99999999999574,1185.0000000000023,140.0000000000068,124.99999999999733,-360.0000000000048,361.9999999999957,-25.000000000005684,97.00000000000264,118.99999999999133,488.999999999995,341.99999999999784,614.0000000000043,-328.00000000001717,-184.00000000000637,-78.00000000000296,-275.0000000000057,1.0000000000065512,-278.9999999999959,,1643.999999999966
2016.11.21,-173.99999999998528,1135.000000000005,165.9999999999995,136.99999999999824,-348.9999999999993,306.9999999999906,-18.000000000000682,123.00000000000644,139.99999999999568,408.9999999999927,290.9999999999968,628.9999999999907,-293.0000000000099,-131.99999999999878,-126.99999999999534,-269.00000000000546,-4.999999999999449,-259.9999999999936,,1709.9999999999882
