date,EURUSD,EURCHF,EURGBP,EURCAD,empty,sum
2015.01.19,-144.99999999999514,-53.999999999998494,-107.00000000000153,-153.9999999999875,,-459.99999999998266
2015.01.19,-126.0000000000039,-90.99999999999665,-82.00000000000429,-121.99999999999989,,-421.0000000000047
2015.01.19,-200.99999999998454,-322.00000000000006,-72.0000000000054,-198.99999999999363,,-793.9999999999836
2015.01.19,-204.00000000000418,-291.99999999999227,-70.99999999999883,-158.99999999999804,,-725.9999999999934
2015.01.19,-126.99999999998823,186.00000000000838,-26.000000000003798,-55.99999999998939,,-22.999999999973035
2015.01.19,-106.99999999999044,-295.0000000000008,-82.00000000000429,-7.0000000000014495,,-490.99999999999704
2015.01.19,-164.99999999999292,-290.9999999999968,-65.00000000000395,-139.00000000000023,,-659.999999999994
2015.01.19,-209.9999999999991,-265.99999999999955,-75.9999999999983,-231.0000000000034,,-783.0000000000003
2015.01.19,-208.99999999999253,-290.9999999999968,-68.99999999999685,-236.99999999999832,,-805.9999999999844
2015.01.19,-96.99999999999153,-628.0000000000064,-24.000000000001798,2.0000000000131024,,-746.9999999999867
2015.01.19,-65.99999999998829,-703.9999999999935,-19.999999999997797,-26.999999999999247,,-816.9999999999789
2015.01.19,-87.99999999999919,-767.0000000000066,-21.999999999999797,2.0000000000131024,,-874.9999999999925
2015.01.19,-92.99999999998754,-970.0000000000042,-23.00000000000635,-5.999999999994898,,-1091.9999999999932
2015.01.19,-58.000000000002494,-960.9999999999897,-11.00000000000545,41.000000000002146,,-988.9999999999953
2015.01.19,-52.99999999999194,-872.9999999999905,4.000000000004,79.00000000000685,,-842.9999999999716
2015.01.19,-95.999999999985,-714.999999999999,-4.000000000004,85.00000000000173,,-729.9999999999862
2015.01.19,-129.99999999998568,-624.9999999999867,-17.999999999995797,135.00000000001845,,-637.9999999999498
2015.01.19,-180.99999999998673,-941.9999999999984,-53.999999999998494,87.99999999999919,,-1088.9999999999845
2015.01.19,-290.9999999999968,-1114.9999999999993,-140.0000000000068,-115.99999999998278,,-1661.9999999999857
2015.01.19,-326.9999999999884,-1090.9999999999975,-178.99999999999582,-158.99999999999804,,-1755.9999999999798
2015.01.19,-243.99999999999977,-869.999999999993,-106.00000000000608,-85.99999999998609,,-1305.999999999985
2015.01.19,-390.9999999999858,-689.0000000000063,-129.9999999999968,-315.99999999998295,,-1525.9999999999718
2015.01.19,-626.9999999999998,-1273.9999999999973,-304.9999999999997,-574.9999999999922,,-2780.999999999989
2015.01.19,-748.9999999999997,-1324.9999999999984,-311.00000000000574,-706.999999999991,,-3091.999999999995
2015.01.19,-628.0000000000064,-1224.9999999999873,-253.99999999999866,-573.9999999999857,,-2680.999999999978
2015.01.19,-490.999999999997,-1211.999999999991,-248.00000000000378,-412.9999999999967,,-2363.9999999999886
2015.01.19,-550.000000000006,-1357.9999999999925,-256.99999999999613,-498.9999999999828,,-2663.9999999999773
2015.01.19,-451.0000000000014,-1580.999999999988,-168.00000000000148,-556.0000000000009,,-2755.999999999992
2015.01.19,-543.0000000000045,-1970.000000000005,-234.99999999999633,-548.9999999999995,,-3297.0000000000055
2015.01.19,-577.9999999999897,-1439.9999999999968,-290.9999999999968,-641.0000000000027,,-2949.999999999986
2015.01.19,-699.0000000000052,-1980.9999999999884,-334.00000000000097,-886.9999999999934,,-3900.999999999988
2015.01.19,-670.9999999999993,-1634.9999999999864,-351.99999999999676,-810.999999999984,,-3468.9999999999663
2015.01.19,-651.0000000000016,-1645.0000000000075,-348.00000000000387,-746.0000000000023,,-3390.000000000015
2015.01.19,-729.9999999999862,-1936.0000000000043,-326.9999999999995,-888.9999999999842,,-3881.999999999974
2015.01.19,-770.9999999999884,-2475.9999999999895,-339.0000000000004,-966.0000000000002,,-4551.999999999979
2015.01.19,-856.9999999999967,-2449.999999999997,-397.99999999999835,-1013.9999999999816,,-4718.999999999974
2015.01.19,-855.9999999999901,-2654.000000000001,-412.9999999999967,-866.9999999999956,,-4789.999999999984
2015.01.19,-790.9999999999861,-2604.9999999999905,-490.00000000000153,-811.9999999999905,,-4697.999999999968
2015.01.19,-763.9999999999869,-2495.0000000000027,-480.0000000000027,-748.9999999999997,,-4487.999999999992
2015.01.19,-720.9999999999939,-2451.9999999999877,-463.0000000000023,-638.9999999999895,,-4274.999999999974
2015.01.19,-636.9999999999986,-2638.9999999999914,-411.0000000000058,-502.00000000000244,,-4188.999999999998
2015.01.19,-629.9999999999973,-2624.9999999999886,-431.99999999999903,-587.9999999999885,,-4274.999999999974
2015.01.19,-628.0000000000064,-2610.0000000000014,-463.9999999999977,-466.9999999999952,,-4169.000000000001
2015.01.19,-625.9999999999932,-2560.000000000007,-456.00000000000085,-445.99999999999085,,-4087.999999999992
2015.01.19,-522.0000000000002,-2584.9999999999927,-441.0000000000025,-322.9999999999844,,-3870.99999999998
2015.01.19,-567.0000000000064,-2638.9999999999914,-445.0000000000065,-289.9999999999903,,-3940.9999999999945
2015.01.19,-558.9999999999984,-2627.0000000000014,-453.99999999999886,-266.999999999995,,-3906.999999999994
2015.01.19,-573.9999999999857,-2627.0000000000014,-455.0000000000054,-215.99999999999397,,-3871.999999999987
2015.01.20,-560.0000000000049,-2654.000000000001,-487.99999999999955,-224.99999999998633,,-3926.999999999992
2015.01.20,-526.9999999999886,-2602.9999999999995,-490.999999999997,-212.99999999999653,,-3833.9999999999814
2015.01.20,-533.99999999999,-2604.9999999999905,-499.000000000005,-286.99999999999284,,-3924.999999999978
2015.01.20,-480.99999999999807,-2533.999999999992,-512.9999999999968,-295.0000000000008,,-3822.9999999999877
2015.01.20,-485.99999999998647,-2543.0000000000064,-509.00000000000387,-247.99999999998158,,-3785.999999999978
2015.01.20,-419.9999999999982,-2455.0000000000073,-509.00000000000387,-227.99999999998377,,-3611.9999999999927
2015.01.20,-319.999999999987,-2422.9999999999973,-531.0000000000036,-171.99999999999437,,-3445.9999999999823
2015.01.20,-358.9999999999982,-2368.999999999999,-541.9999999999981,-218.99999999999142,,-3488.999999999987
2015.01.20,-363.0000000000022,-2407.9999999999877,-573.0000000000013,-295.99999999998516,,-3639.9999999999764
2015.01.20,-346.9999999999862,-2485.999999999988,-553.0000000000035,-332.9999999999833,,-3718.9999999999613
2015.01.20,-323.0000000000066,-2475.9999999999895,-507.9999999999973,-300.99999999999574,,-3607.9999999999895
2015.01.20,-303.9999999999932,-2466.999999999997,-500.00000000000045,-293.99999999999426,,-3564.9999999999845
2015.01.20,-297.9999999999983,-2459.9999999999955,-495.9999999999964,-285.00000000000193,,-3538.999999999992
2015.01.20,-272.99999999998994,-2420.0,-485.99999999999756,-256.99999999999613,,-3435.9999999999836
2015.01.20,-270.99999999999903,-2343.9999999999905,-477.0000000000052,-288.99999999998374,,-3380.999999999978
2015.01.20,-326.9999999999884,-2354.999999999996,-482.00000000000466,-320.9999999999935,,-3484.9999999999827
2015.01.20,-314.99999999999864,-2221.0000000000064,-461.99999999999574,-290.9999999999968,,-3288.9999999999977
2015.01.20,-263.99999999999756,-2563.9999999999886,-443.0000000000045,-259.9999999999936,,-3530.9999999999845
2015.01.20,-323.0000000000066,-2761.9999999999977,-434.000000000001,-237.99999999998266,,-3756.999999999988
2015.01.20,-397.0000000000029,-2583.000000000002,-436.00000000000307,-248.99999999998812,,-3664.999999999996
2015.01.20,-394.00000000000546,-2428.0000000000077,-395.99999999999636,-276.9999999999939,,-3495.0000000000036
2015.01.20,-354.9999999999942,-2265.9999999999905,-368.00000000000165,-200.00000000000017,,-3188.9999999999864
2015.01.20,-378.999999999996,-2326.99999999999,-272.00000000000557,-200.00000000000017,,-3177.9999999999914
2015.01.20,-557.9999999999918,-2083.999999999997,-246.99999999999721,-485.0000000000021,,-3373.999999999988
2015.01.20,-614.0000000000034,-2160.0000000000064,-267.00000000000614,-556.9999999999853,,-3598.000000000002
2015.01.20,-612.9999999999969,-2190.9999999999873,-292.9999999999988,-611.9999999999903,,-3708.999999999973
2015.01.20,-530.9999999999926,-2039.9999999999973,-263.99999999999756,-583.9999999999845,,-3418.9999999999723
2015.01.20,-380.00000000000256,-1907.9999999999986,-140.0000000000068,-513.9999999999923,,-2942.0000000000005
2015.01.20,-392.9999999999989,-1880.9999999999993,-161.00000000000003,-825.9999999999934,,-3260.999999999992
2015.01.20,-411.99999999999017,-1757.999999999993,-114.00000000000298,-854.9999999999835,,-3138.99999999997
2015.01.20,-434.000000000001,-1614.9999999999886,-75.00000000000284,-819.9999999999985,,-2943.999999999991
2015.01.20,-522.0000000000002,-1619.9999999999993,-48.000000000003595,-1228.9999999999911,,-3418.9999999999945
