date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,AUDCAD,NZDCAD,empty,sum
2016.09.19,46.999999999997044,-29.999999999996696,-18.999999999991246,7.0000000000014495,-13.999999999991797,-120.00000000000898,141.00000000000534,-12.000000000000899,60.000000000015596,-32.0000000000098,81.00000000000307,9.999999999998899,24.999999999986144,-57.99999999999139,-44.99999999999504,,41.0000000000217
2016.09.19,-36.0000000000027,35.00000000000725,15.00000000000945,-17.000000000000348,-13.999999999991797,-164.00000000000858,144.00000000000546,-60.99999999999994,-15.999999999993797,65.00000000000395,106.99999999999932,-29.999999999996696,74.99999999998064,-24.000000000001798,-35.999999999991594,,43.00000000001881
2016.09.19,9.999999999998899,80.00000000001339,-21.999999999988695,-24.000000000001798,-65.99999999999939,-124.99999999999733,246.9999999999999,-71.99999999999429,74.0000000000185,58.99999999998684,159.00000000000603,-49.00000000001015,68.99999999998573,-80.99999999999774,-93.99999999999409,,165.00000000002586
2016.09.19,24.000000000001798,189.00000000001694,-51.000000000001044,-56.99999999999594,-113.99999999999189,-146.00000000000168,251.99999999999534,-149.99999999999457,167.00000000000603,79.99999999999119,174.99999999999716,-90.00000000001229,-59.000000000009045,-117.00000000000044,-186.99999999999272,,-83.99999999999118
2016.09.19,7.9999999999968985,73.00000000001194,-35.00000000000725,-100.99999999999554,-176.99999999999383,-146.00000000000168,341.0000000000082,-163.99999999999747,-26.999999999999247,-202.00000000001327,285.0000000000108,-231.0000000000034,-80.00000000001339,-175.99999999999838,-158.99999999999804,,-790.9999999999937
2016.09.19,11.00000000000545,134.00000000001188,-42.0000000000087,-164.00000000000858,-205.99999999999508,-154.0000000000097,313.0000000000024,-180.0000000000024,-36.999999999998145,-180.0000000000024,259.00000000000034,-268.0000000000016,-105.00000000002174,-161.99999999999548,-136.99999999999824,,-918.0000000000218
2016.09.19,-29.000000000001247,178.00000000001148,-11.999999999989797,-156.00000000000057,-241.99999999999778,-168.99999999999693,256.0000000000002,-229.00000000000142,33.00000000001635,-204.00000000000418,213.99999999999864,-384.00000000000654,-195.00000000001182,-215.99999999999397,-171.99999999999437,,-1326.999999999972
2016.09.19,0.0,257.0000000000183,-32.999999999994145,-215.99999999999397,-273.000000000001,-157.00000000000713,224.00000000000375,-221.99999999999997,60.99999999999994,-172.0000000000166,162.00000000000614,-417.0000000000007,-200.00000000000017,-210.99999999999451,-144.99999999999514,,-1341.9999999999754
2016.09.19,41.000000000002146,345.0000000000175,-89.00000000000574,-289.0000000000059,-347.9999999999928,-161.99999999999548,243.99999999999977,-253.99999999999866,86.0000000000083,-245.0000000000063,195.0000000000074,-496.00000000000756,-253.00000000001432,-261.0000000000001,-174.99999999999181,,-1660.9999999999836
2016.09.19,53.999999999998494,351.99999999999676,-103.00000000000864,-424.00000000000216,-446.9999999999974,-170.00000000000347,153.0000000000058,-334.9999999999964,-81.9999999999821,-439.0000000000116,91.99999999999875,-663.999999999998,-429.00000000001273,-285.9999999999974,-200.00000000000017,,-2928.00000000001
