date,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.09.27,-44.99999999999504,-10.000000000005116,-71.99999999998319,-68.99999999999685,119.99999999999788,96.99999999999153,-177.00000000000495,-94.99999999999886,-85.99999999999719,-108.99999999999244,-84.99999999999064,92.00000000000318,148.99999999999915,104.99999999999955,89.99999999999008,19.99999999999602,95.99999999998943,121.99999999999989,131.99999999999878,124.00000000000189,-39.999999999995595,,359.0000000000075
2021.09.27,-76.99999999999375,10.99999999999568,-147.99999999999258,-85.00000000000173,131.00000000000333,113.99999999999189,-164.00000000000858,-191.0000000000025,-56.99999999999594,-158.99999999999804,-56.99999999999594,188.00000000001037,174.00000000000747,173.00000000000094,-85.00000000000173,-34.99999999999659,123.99999999999523,140.99999999999113,217.99999999999596,246.00000000000176,-165.9999999999995,,296.0000000000069
2021.09.27,-119.99999999999788,-96.00000000000364,-119.99999999998678,-107.99999999999699,134.0000000000008,200.00000000000017,-218.00000000000708,-251.99999999999534,-95.00000000000064,-151.9999999999966,-22.999999999995246,192.99999999999872,-1.999999999990898,123.00000000000644,-146.00000000000168,111.0000000000042,194.99999999999318,213.99999999999864,234.00000000000088,196.00000000000728,-190.00000000000128,,78.00000000003635
2021.09.27,-147.99999999999258,-114.99999999999488,-140.99999999999113,-114.00000000000298,138.00000000000477,243.99999999999977,-246.00000000001288,-233.99999999999466,-105.99999999999498,-176.99999999999383,-30.999999999992145,242.99999999999324,-12.999999999996348,134.00000000001188,-145.00000000001734,112.99999999999955,213.99999999999864,227.99999999999443,256.0000000000007,214.00000000000307,-195.00000000001182,,119.00000000001046
2021.09.27,-139.99999999999568,-72.99999999999329,-153.9999999999875,-131.00000000000333,170.00000000000347,202.9999999999976,-241.00000000000233,-207.9999999999984,-117.00000000000044,-215.99999999999397,0.0,208.00000000000819,60.99999999999994,141.99999999999767,-79.00000000000685,73.0000000000075,203.00000000000296,236.0000000000042,281.99999999999335,295.0000000000008,-212.99999999999653,,301.00000000003735
2021.09.27,-114.99999999999844,-90.00000000000341,-106.99999999999044,-154.99999999999403,185.99999999999727,197.99999999998707,-232.00000000000998,-257.99999999999557,-124.00000000000189,-218.99999999999142,-4.999999999999449,184.00000000000637,76.99999999999375,163.00000000000205,-73.00000000001194,118.00000000000921,241.99999999999022,265.99999999999113,278.00000000000045,282.99999999999994,-222.00000000001108,,394.9999999999698
2021.09.27,-143.9999999999997,-12.999999999991019,-2.999999999997449,-251.00000000000122,233.00000000000543,266.999999999995,-248.00000000000378,-135.99999999999568,-207.00000000000162,-329.999999999997,-39.999999999995595,82.00000000000429,280.9999999999979,402.9999999999978,49.99999999999449,129.0000000000049,290.9999999999968,260.9999999999957,324.00000000000205,270.0000000000036,-290.9999999999968,,928.0000000000182
2021.09.27,-168.99999999999693,-60.99999999999284,-8.999999999992347,-270.0000000000036,251.99999999999667,283.99999999999534,-243.99999999999977,-158.99999999999181,-217.99999999999596,-361.9999999999957,-51.000000000001044,65.00000000000395,356.00000000000074,486.999999999993,153.00000000000313,159.9999999999966,344.99999999999886,313.99999999999295,353.99999999999875,298.0000000000094,-290.00000000001245,,1235.0000000000068
2021.09.27,-122.99999999999534,-12.000000000000455,226.00000000001506,-324.9999999999975,297.00000000000284,237.99999999998266,-249.00000000001032,-161.99999999999193,-324.9999999999975,-381.99999999999346,-18.999999999991246,-234.00000000000088,476.0000000000098,531.9999999999991,173.00000000000094,287.9999999999967,371.9999999999999,331.00000000000307,251.99999999999667,182.99999999999983,-304.9999999999997,,1232.000000000028
2021.09.27,-153.99999999999858,19.000000000005457,171.00000000001003,-371.99999999999454,329.00000000000153,337.99999999999386,-293.99999999999426,-82.99999999999841,-317.9999999999961,-449.9999999999948,-47.9999999999925,-82.00000000000429,516.0000000000053,619.9999999999983,237.99999999998266,224.00000000000375,402.000000000001,346.00000000000364,348.9999999999993,268.0000000000016,-321.0000000000157,,1698.0000000000175
2021.09.27,-180.99999999999784,37.9999999999967,77.00000000001594,-329.999999999997,265.0000000000041,271.99999999998334,-279.00000000000705,-31.999999999996476,-285.00000000000193,-429.0000000000016,-14.999999999998348,-95.00000000000064,554.9999999999944,592.9999999999991,158.99999999999804,143.00000000000068,340.999999999994,262.999999999991,363.99999999999767,253.99999999999866,-354.0000000000099,,1323.9999999999627
2021.09.27,-207.00000000000162,49.99999999999716,107.00000000001265,-361.0000000000002,289.0000000000059,313.99999999999204,-309.0000000000037,16.000000000005343,-324.00000000000205,-478.0000000000006,-18.999999999991246,-126.99999999998823,628.0000000000064,672.0000000000059,219.99999999999798,156.0000000000059,365.99999999999966,280.00000000000114,383.0,263.0000000000021,-365.0000000000153,,1554.000000000029
2021.09.27,-180.99999999999784,111.0000000000042,113.00000000000753,-343.9999999999999,277.000000000005,335.9999999999808,-316.0000000000052,46.999999999997044,-308.9999999999926,-443.99999999999994,-31.999999999998696,-59.99999999999339,497.99999999999847,575.9999999999987,137.9999999999937,114.00000000000432,302.99999999999727,224.99999999999432,356.00000000000074,242.00000000000887,-356.00000000000074,,1294.0000000000025
