date,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.09.27,-96.99999999999153,-57.00000000000216,-110.99999999999443,-102.00000000000209,0.0,-1.0000000000065512,-239.00000000001143,-215.99999999999397,-109.99999999999899,-219.99999999999798,-140.99999999999113,-62.99999999999084,-69.00000000000794,-164.99999999999292,-38.0000000000047,-443.0000000000156,-16.999999999995907,-39.00000000000148,-21.00000000000435,0.0,-158.0000000000137,,-2307.0000000000177
2021.09.27,-112.99999999999643,-51.9999999999925,-177.99999999998929,-139.00000000000023,9.00000000000345,18.999999999991246,-212.99999999999653,-239.00000000000432,-113.99999999999189,-195.9999999999962,-96.99999999999153,-87.99999999999919,-15.00000000000945,14.000000000002899,14.000000000002899,-175.00000000001404,-45.000000000001705,12.000000000000455,148.0000000000037,77.00000000000485,-192.00000000001438,,-1562.9999999999882
2021.09.27,-139.00000000000023,-117.999999999995,-160.99999999998892,-121.99999999999989,117.00000000000044,28.999999999990145,-226.99999999999943,-277.000000000001,-115.99999999999389,-196.99999999999162,-65.99999999999939,110.00000000001009,-69.9999999999923,25.00000000000835,92.00000000000318,-148.99999999999915,-36.000000000001364,112.99999999999955,182.99999999999983,169.00000000000804,-224.000000000002,,-1063.9999999999445
2021.09.27,-147.99999999999258,-114.99999999999488,-158.99999999999804,-126.99999999999933,124.00000000000189,185.99999999999727,-248.00000000000378,-262.00000000000045,-112.000000000001,-207.00000000000162,-35.999999999991594,185.99999999999727,-42.999999999993044,55.000000000005045,87.99999999999919,-168.99999999999693,76.99999999999818,173.00000000000182,226.99999999999943,196.00000000000728,-232.99999999999432,,-546.9999999999604
2021.09.27,-168.99999999999693,-120.99999999999511,-161.99999999999548,-163.99999999999747,121.99999999999989,195.9999999999962,-253.99999999999866,-242.00000000000443,-153.99999999999858,-249.99999999999466,-29.999999999996696,144.99999999999514,-60.99999999999994,50.0000000000167,80.00000000001339,-182.0000000000155,70.99999999999795,198.99999999999807,248.99999999999923,214.00000000000307,-253.00000000001432,,-715.9999999999883
2021.09.27,-151.9999999999966,-96.9999999999942,-180.99999999998673,-187.00000000000384,136.99999999999824,186.99999999998164,-249.00000000001032,-263.00000000000523,-139.00000000000023,-239.99999999999577,-12.999999999996348,158.0000000000137,32.999999999994145,63.99999999999739,107.00000000001265,-134.99999999999625,49.99999999999716,179.00000000000205,261.0000000000001,256.0000000000007,-256.00000000001177,,-479.9999999999996
2021.09.27,-165.9999999999995,-128.0000000000001,-122.99999999998423,-259.9999999999936,187.00000000000384,197.00000000000273,-270.99999999999903,-262.00000000000045,-212.00000000000108,-339.99999999999585,-54.999999999993946,80.00000000001339,73.00000000001194,-78.00000000000028,163.00000000000205,-78.00000000000028,61.99999999999761,218.9999999999941,276.9999999999939,251.00000000000122,-300.99999999999574,,-764.9999999999434
2021.09.27,-169.99999999999238,-67.99999999999784,-46.999999999997044,-285.00000000000193,226.00000000000398,234.00000000000088,-266.999999999995,-174.99999999999716,-220.99999999999343,-368.00000000000165,-67.9999999999903,63.99999999999739,259.0000000000092,-104.99999999999955,363.0000000000022,48.000000000003595,97.00000000000841,274.9999999999915,309.0000000000037,263.0000000000021,-293.99999999999426,,70.00000000006258
2021.09.27,-171.99999999999437,-66.0000000000025,-8.999999999992347,-361.0000000000002,248.00000000000378,231.99999999998778,-279.00000000000705,-168.99999999999693,-334.00000000000097,-422.9999999999956,-61.999999999995396,-251.99999999998556,339.0000000000004,-319.999999999987,461.0000000000003,104.99999999999955,159.9999999999966,325.00000000000284,244.99999999999523,160.00000000000458,-368.00000000001273,,-539.9999999999799
2021.09.27,-163.99999999999747,-19.99999999999602,164.00000000000858,-407.99999999999727,285.00000000000193,238.99999999998923,-306.00000000000625,-161.99999999999193,-374.999999999992,-466.9999999999952,-60.99999999999994,-278.00000000000045,414.00000000000324,-354.9999999999942,512.0000000000014,149.9999999999835,210.99999999999852,348.99999999998954,227.99999999999488,164.00000000000858,-334.9999999999964,,-214.99999999998772
2021.09.27,-181.9999999999933,4.9999999999954525,74.0000000000185,-392.00000000000347,265.0000000000041,270.99999999999903,-293.99999999999426,-115.99999999999966,-325.99999999999295,-452.99999999999227,-59.99999999999339,-106.99999999999044,469.99999999999267,-251.99999999998556,573.0000000000013,156.00000000000057,143.00000000000068,336.9999999999891,331.999999999999,242.00000000000887,-358.9999999999982,,327.0000000000658
2021.09.27,-207.00000000000162,34.99999999999659,58.000000000002494,-400.9999999999958,260.00000000000466,251.99999999998556,-313.99999999999204,-43.99999999999693,-339.0000000000004,-503.99999999999335,-34.99999999999615,-151.9999999999966,551.0000000000126,-248.99999999998812,585.9999999999976,139.9999999999846,120.00000000000455,320.99999999999795,358.0000000000028,211.00000000000563,-439.0000000000116,,208.0000000000225
2021.09.27,-209.9999999999991,48.00000000000182,74.0000000000185,-370.9999999999991,256.0000000000007,256.99999999999613,-320.00000000000915,-9.000000000000341,-324.00000000000205,-478.9999999999961,-34.99999999999615,-136.00000000000279,486.999999999993,-219.99999999999798,558.0000000000141,102.00000000000209,91.00000000000819,290.9999999999968,342.9999999999933,213.00000000000762,-392.00000000001455,,224.000000000015
2021.09.27,-200.00000000000017,100.00000000000853,48.000000000003595,-361.0000000000002,205.99999999999508,334.9999999999964,-331.999999999999,42.00000000000159,-315.9999999999941,-457.99999999999176,-44.99999999999504,-72.0000000000054,297.9999999999983,-187.99999999998818,404.0000000000044,-28.000000000005798,61.99999999999761,209.99999999999375,298.9999999999937,187.00000000000384,-408.00000000000836,,-216.99999999999116
2021.09.27,-204.99999999999963,97.00000000000841,58.000000000002494,-348.9999999999993,190.00000000000128,360.9999999999891,-341.00000000001353,43.00000000000637,-317.0000000000006,-453.99999999999886,-52.99999999999194,-4.999999999988347,317.9999999999961,-159.99999999998238,431.0000000000036,-73.99999999999629,79.9999999999983,225.9999999999991,300.99999999999574,174.00000000000747,-414.00000000000324,,-92.99999999996618
2021.09.27,-217.99999999999596,97.00000000000841,81.00000000001995,-344.99999999999534,234.00000000000088,373.00000000000114,-350.00000000000585,52.00000000000671,-325.99999999999295,-458.9999999999983,-64.99999999999284,-11.00000000000545,364.00000000000875,-170.99999999998784,506.0000000000064,41.000000000002146,78.00000000000296,260.9999999999957,315.9999999999941,211.00000000000563,-388.0000000000106,,281.00000000006764
2021.09.27,-251.00000000000122,82.99999999999841,86.0000000000083,-359.99999999999363,214.99999999999852,400.9999999999847,-395.000000000012,76.00000000000762,-363.99999999999767,-491.99999999999244,-73.99999999999629,-19.999999999997797,378.00000000001165,-197.99999999998707,510.00000000001046,-14.000000000002899,85.00000000000796,260.9999999999957,329.00000000000153,180.0000000000024,-422.9999999999956,,13.000000000050647
2021.09.27,-317.0000000000006,39.00000000000148,70.0000000000145,-348.9999999999993,199.00000000000472,448.9999999999883,-456.9999999999963,102.00000000000387,-439.0000000000005,-536.9999999999986,-95.00000000000064,-51.99999999998539,322.00000000000006,-262.999999999991,480.99999999999807,-26.0000000000149,102.00000000000387,260.9999999999957,302.9999999999977,154.0000000000097,-424.00000000000216,,-476.9999999999716
2021.09.27,-384.9999999999909,-33.999999999991815,92.00000000000318,-378.999999999996,133.00000000000534,495.000000000001,-486.999999999993,81.00000000000307,-519.9999999999983,-565.9999999999999,-102.99999999999754,-180.0000000000024,310.0000000000103,-366.999999999984,415.0000000000098,-94.00000000001629,198.0000000000075,263.9999999999958,210.99999999999451,75.00000000000284,-445.0000000000065,,-1285.9999999999436
2021.09.27,-385.99999999999744,-39.99999999999204,39.00000000001125,-278.00000000000045,114.99999999999844,396.9999999999807,-468.00000000000176,70.00000000000739,-480.99999999999807,-500.00000000000045,-129.9999999999968,-232.99999999999432,207.00000000000162,-370.00000000000364,361.9999999999957,-121.99999999999989,161.00000000000136,223.99999999998954,176.99999999999383,54.00000000000959,-419.9999999999982,,-1621.9999999999934
2021.09.27,-413.99999999999216,-72.99999999999329,106.00000000000608,-319.99999999999807,148.99999999999915,498.9999999999828,-432.0000000000102,88.99999999999864,-530.9999999999926,-529.9999999999972,-219.99999999999798,-234.99999999998522,131.99999999999878,-522.0000000000002,487.99999999999955,48.000000000003595,225.9999999999991,247.99999999999045,153.99999999999858,73.00000000000084,-364.00000000000875,,-1428.9999999999977
2021.09.27,-517.9999999999962,-102.99999999999443,13.000000000018552,-297.9999999999983,83.9999999999952,579.9999999999806,-445.0000000000065,76.99999999999818,-541.9999999999981,-527.9999999999951,-318.99999999999153,-123.99999999999079,-144.99999999999514,-557.9999999999918,496.00000000000756,89.99999999999008,206.00000000000307,220.99999999998943,148.0000000000037,67.00000000000594,-344.99999999999534,,-1942.9999999999604
2021.09.27,-559.9999999999939,-200.00000000000284,-119.99999999998678,-182.00000000000438,58.99999999999794,804.9999999999891,-496.00000000000756,61.99999999999761,-556.9999999999964,-529.9999999999972,-393.9999999999944,164.99999999999292,-365.99999999999966,-463.9999999999977,466.00000000001086,39.999999999995595,106.00000000000875,185.00000000000227,153.00000000000313,74.00000000000739,-375.0000000000142,,-2128.99999999999
2021.09.27,-564.9999999999933,-271.0000000000008,-149.9999999999835,-168.00000000000148,36.0000000000027,880.9999999999984,-449.9999999999948,61.00000000000705,-485.0000000000021,-518.9999999999917,-488.999999999995,388.9999999999949,-506.9999999999908,-394.9999999999898,502.00000000000244,49.99999999999449,192.00000000000728,275.99999999999625,195.9999999999962,97.00000000000264,-398.00000000000944,,-1716.9999999999504
2021.09.27,-505.99999999999534,-274.0000000000009,-157.99999999999147,-224.9999999999974,31.999999999998696,812.999999999997,-426.9999999999996,-100.99999999999909,-465.9999999999998,-544.9999999999955,-451.9999999999969,466.9999999999952,-476.9999999999941,-376.9999999999829,510.99999999999477,25.999999999992696,201.00000000000762,305.9999999999974,258.9999999999981,97.00000000000264,-449.9999999999948,,-1745.9999999999634
2021.09.27,-429.0000000000016,-295.0000000000017,-182.99999999999983,-192.00000000000327,44.99999999999504,746.0000000000023,-361.0000000000113,-125.0,-378.00000000000057,-451.9999999999969,-409.99999999999926,446.0000000000131,-530.0000000000082,-265.99999999998846,341.99999999999784,-60.000000000015596,204.00000000000773,290.9999999999968,227.99999999999488,154.0000000000097,-363.0000000000022,,-1588.0000000000116
2021.09.27,-442.9999999999934,-310.0000000000023,-269.9999999999925,-185.99999999999727,12.000000000000899,760.9999999999894,-360.0000000000048,-164.00000000000148,-376.99999999999403,-424.9999999999976,-383.99999999999545,469.99999999999267,-496.00000000000756,-295.99999999998516,324.9999999999975,-97.00000000001374,153.99999999999636,283.00000000000125,217.0000000000005,129.00000000000134,-373.00000000000114,,-1830.0000000000061
