date,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.08.24,-269.9999999999925,-248.00000000000378,-215.00000000000963,-343.9999999999999,-89.99999999999008,-71.99999999998319,-506.0000000000002,-53.00000000000304,12.999999999996348,106.99999999999932,269.9999999999925,-352.99999999999443,235.00000000000742,-523.9999999999911,-248.99999999999523,-522.9999999999961,-324.00000000000205,-25.999999999992696,-622.9999999999958,,-3794.999999999954
2020.08.24,-296.0000000000074,-320.00000000000915,-215.00000000000963,-352.9999999999922,-24.000000000001798,-90.99999999999665,-503.0000000000001,-70.99999999999883,63.99999999999739,60.99999999997863,201.00000000000674,-417.99999999999216,130.99999999999224,-665.9999999999889,-237.00000000000898,-534.000000000006,-302.9999999999977,-7.9999999999968985,-599.0000000000161,,-4181.000000000047
2020.08.24,-358.9999999999982,-383.0,-212.00000000001216,-375.9999999999986,-48.99999999998794,-121.99999999999989,-504.0000000000049,-55.000000000005045,62.99999999999084,231.99999999999932,185.99999999999727,-450.9999999999934,110.00000000001009,-665.9999999999889,-222.0000000000084,-527.000000000001,-335.0000000000075,-61.999999999995396,-567.0000000000064,,-4299.00000000001
2020.08.24,-486.999999999993,-468.00000000000176,-249.99999999999466,-391.9999999999924,-117.99999999999588,-136.99999999998712,-487.99999999999955,-6.0000000000060005,20.999999999993246,320.99999999999795,62.000000000006494,-485.99999999999,82.00000000000429,-531.9999999999991,-201.99999999999818,-516.0000000000053,-328.0000000000061,-114.99999999999844,-507.000000000013,,-4545.999999999979
2020.08.24,-482.999999999989,-451.0000000000014,-243.99999999999977,-400.9999999999958,-157.00000000000713,-136.99999999998712,-459.0000000000032,49.99999999999449,5.999999999994898,391.9999999999959,38.0000000000047,-462.99999999999386,100.99999999999554,-428.00000000000614,-204.00000000000773,-519.0000000000055,-341.99999999999784,-277.99999999998937,-463.0000000000134,,-4442.000000000011
2020.08.24,-485.0000000000021,-510.99999999999477,-252.99999999999213,-442.9999999999934,-117.99999999999588,-132.99999999998312,-459.99999999999375,132.99999999999423,39.00000000000014,327.99999999997453,195.9999999999962,-485.99999999999,175.99999999999838,-177.99999999998929,-186.00000000000705,-539.0000000000015,-426.9999999999996,-301.9999999999912,-358.9999999999982,,-4007.9999999999686
2020.08.24,-490.999999999997,-497.99999999999847,-380.00000000000256,-451.0000000000014,-100.99999999999554,-139.00000000000023,-462.0000000000033,124.99999999999733,54.999999999993946,296.99999999999704,242.00000000000887,-478.9999999999992,218.00000000000708,-221.99999999998886,-248.99999999999523,-555.9999999999974,-404.99999999999983,-270.99999999999903,-378.00000000001165,,-4144.999999999985
2020.08.24,-563.0000000000024,-529.0000000000017,-397.0000000000029,-475.0000000000032,-97.9999999999981,-129.99999999998568,-600.9999999999991,92.99999999999864,18.999999999991246,393.99999999997704,185.00000000001293,-549.9999999999972,217.0000000000005,-234.00000000000088,-280.00000000000114,-617.0000000000044,-358.0000000000028,-209.9999999999991,-385.99999999999744,,-4520.0000000000155
2020.08.24,-663.999999999998,-567.0000000000064,-421.0000000000047,-525.9999999999932,-136.00000000000279,-130.99999999999224,-597.999999999999,68.00000000000139,-15.00000000000945,463.99999999999864,130.0000000000079,-557.9999999999927,151.9999999999966,-346.0000000000019,-272.00000000000557,-626.0000000000048,-412.00000000000125,-261.0000000000001,-402.9999999999978,,-5122.0000000000055
2020.08.24,-449.9999999999948,-517.9999999999962,-248.00000000000378,-456.00000000000085,-24.000000000001798,-103.99999999999298,-762.0000000000005,-9.00000000000345,84.99999999999064,401.9999999999868,280.9999999999979,-629.9999999999955,156.00000000000057,-391.9999999999924,-234.00000000000887,-618.9999999999998,-450.00000000000597,-297.9999999999983,-453.99999999999886,,-4724.000000000019
2020.08.24,-412.9999999999967,-519.0000000000028,-205.99999999999508,-465.9999999999998,79.00000000000685,-103.99999999999298,-674.0000000000066,65.99999999999939,124.99999999999733,359.9999999999852,375.9999999999986,-593.0000000000035,211.00000000000563,-218.00000000000708,-207.00000000000784,-626.0000000000048,-482.00000000000466,-345.99999999999073,-363.0000000000022,,-4000.0000000000214
2020.08.24,-323.99999999999096,-459.0000000000094,-103.99999999999298,-430.9999999999925,24.000000000001798,-123.99999999999079,-578.000000000003,39.00000000000014,108.99999999999244,93.99999999999409,262.00000000000665,-569.9999999999932,11.999999999989797,-309.0000000000037,-167.0000000000016,-614.0000000000043,-524.0000000000023,-421.99999999998903,-344.00000000001097,,-4430.0
2020.08.24,-66.99999999999484,-351.99999999999676,143.99999999998857,-325.99999999999295,170.00000000000347,-83.9999999999952,-496.9999999999999,44.99999999999504,209.9999999999991,-8.000000000009777,385.99999999999744,-451.9999999999982,17.000000000000348,-279.99999999999136,-15.000000000000568,-481.9999999999993,-561.0000000000003,-467.9999999999906,-314.99999999999864,,-2934.999999999984
2020.08.24,-43.999999999999595,-338.0000000000161,246.99999999999721,-269.9999999999925,181.9999999999933,-102.99999999998644,-492.999999999995,-4.000000000004,218.99999999999142,-42.00000000000159,344.99999999999534,-441.0000000000025,1.0000000000065512,-499.9999999999893,33.999999999991815,-439.9999999999977,-562.0000000000069,-487.99999999999955,-418.0000000000073,,-3115.0000000000227
2020.08.24,69.9999999999923,-214.00000000000307,286.99999999999284,-237.99999999999378,157.99999999999147,-65.00000000000395,-427.99999999999727,9.999999999998899,152.99999999999204,-6.000000000000227,391.000000000008,-362.99999999999955,66.00000000001049,-434.000000000001,36.000000000001364,-438.99999999999295,-544.0,-397.99999999999835,-432.0000000000102,,-2390.000000000013
2020.08.24,-15.999999999993797,-107.00000000001265,371.99999999999454,-234.99999999999633,73.99999999999629,-14.000000000002899,-418.00000000000637,12.000000000000899,81.9999999999932,84.99999999997954,339.0000000000004,-305.9999999999974,185.99999999999727,-354.9999999999942,45.000000000001705,-456.99999999999363,-617.0000000000009,-424.9999999999976,-445.0000000000065,,-2200.000000000038
2020.08.24,39.00000000001125,-136.00000000000279,398.9999999999938,-246.99999999999721,133.00000000000534,-24.999999999986144,-417.0000000000016,57.99999999999139,117.99999999999588,37.99999999998249,411.0000000000058,-289.99999999999204,235.99999999999176,-167.9999999999904,79.9999999999983,-457.9999999999984,-605.0,-507.9999999999973,-364.00000000000875,,-1705.9999999999986
2020.08.24,90.99999999999665,-93.00000000000975,442.00000000000904,-209.9999999999991,165.9999999999995,-4.000000000004,-412.9999999999967,95.99999999999609,136.99999999999824,39.99999999999204,415.99999999999415,-257.99999999999557,228.99999999999034,-28.999999999990145,111.99999999999477,-424.99999999999716,-607.9999999999974,-516.9999999999897,-275.000000000003,,-1103.0000000000116
2020.08.24,85.00000000000173,-123.00000000000644,428.00000000000614,-239.0000000000003,226.99999999999943,19.00000000001345,-462.99999999999386,80.99999999999774,154.99999999999403,9.999999999990905,489.0000000000061,-287.9999999999967,249.99999999999466,-70.99999999999883,111.99999999999477,-460.9999999999985,-663.0000000000025,-531.9999999999991,-307.99999999999716,,-1291.9999999999945
2020.08.24,141.99999999999767,-89.00000000000574,475.0000000000032,-212.99999999999653,219.99999999999798,9.999999999998899,-448.0000000000075,66.99999999999484,169.99999999999238,-37.00000000000614,517.0000000000119,-287.9999999999967,234.00000000000088,-130.0000000000079,114.00000000000432,-447.9999999999933,-644.0000000000001,-510.99999999999477,-316.0000000000052,,-1175.0000000000118
2020.08.24,156.00000000000057,-63.000000000013046,553.9999999999878,-195.9999999999962,200.00000000000017,5.000000000010552,-448.0000000000075,52.99999999999194,171.99999999999437,30.99999999997749,409.99999999999926,-305.9999999999974,143.00000000000423,-197.99999999998707,132.000000000005,-454.9999999999983,-661.0000000000005,-536.9999999999986,-311.0000000000168,,-1319.000000000044
2020.08.24,181.9999999999933,-60.000000000015596,547.999999999993,-159.9999999999935,218.99999999999142,-4.000000000004,-418.99999999999693,24.999999999997247,176.99999999999383,9.999999999990905,330.9999999999924,-286.9999999999919,72.99999999998974,-262.00000000000665,132.000000000005,-405.00000000000114,-611.000000000006,-490.999999999997,-310.0000000000103,,-1312.0000000000762
2020.08.24,211.00000000000563,4.000000000004,492.9999999999879,-108.99999999999244,191.99999999999218,9.999999999998899,-412.00000000000614,0.999999999995449,156.99999999999602,2.999999999985903,246.99999999999721,-250.99999999999056,38.99999999998904,-323.0000000000066,84.99999999999375,-368.9999999999998,-516.0000000000053,-421.99999999998903,-321.0000000000157,,-1281.0000000000596
2020.08.24,134.99999999999625,2.999999999997449,455.0000000000054,-126.99999999999933,120.99999999999334,-4.999999999988347,-402.000000000001,13.999999999991797,101.99999999999099,59.99999999997385,232.00000000000998,-256.0000000000002,70.99999999999883,-276.9999999999939,63.99999999999295,-397.99999999999613,-490.999999999997,-366.9999999999951,-355.0000000000164,,-1421.0000000000366
2020.08.24,141.00000000001333,11.00000000000545,469.99999999999267,-117.99999999999588,120.99999999999334,9.999999999998899,-399.0000000000009,44.99999999999504,96.99999999999153,73.99999999998386,280.0000000000136,-243.99999999999977,167.00000000000603,-208.99999999999253,63.99999999999295,-400.0000000000057,-487.99999999999955,-364.9999999999931,-326.0000000000041,,-1069.0000000000048
2020.08.24,154.99999999999403,48.99999999998794,374.999999999992,-114.00000000000298,110.99999999999443,12.999999999996348,-381.0000000000002,24.000000000001798,88.99999999999464,85.99999999998431,276.00000000000955,-225.9999999999991,194.99999999998963,-215.99999999999397,3.0000000000001137,-397.00000000000557,-474.00000000000773,-349.99999999999477,-348.9999999999993,,-1131.000000000059
2020.08.25,124.99999999999733,5.999999999994898,340.00000000000693,-129.9999999999968,83.00000000001084,-19.999999999997797,-353.9999999999992,-1.0000000000065512,55.99999999998939,13.999999999981583,270.99999999999903,-259.00000000000034,180.0000000000024,-177.99999999998929,12.000000000000455,-405.00000000000114,-433.0000000000056,-309.99999999999915,-347.0000000000084,,-1350.0000000000214
2020.08.25,146.00000000000168,21.00000000000435,365.99999999999966,-134.99999999999625,180.0000000000024,33.00000000001635,-391.9999999999959,-14.000000000002899,89.99999999999008,79.99999999998408,341.99999999999784,-248.99999999999523,202.9999999999976,-164.99999999999292,30.9999999999917,-390.00000000000057,-448.9999999999994,-343.9999999999999,-297.0000000000139,,-943.0000000000111
2020.08.25,131.99999999999878,-22.0000000000109,387.99999999998835,-147.99999999999258,117.99999999999588,-7.999999999985796,-403.99999999999636,-19.00000000000235,93.99999999999409,51.9999999999925,337.99999999999386,-277.000000000001,187.00000000000384,-255.99999999998957,33.00000000000125,-415.9999999999968,-477.0000000000052,-326.9999999999995,-377.0000000000051,,-1389.0000000000168
2020.08.25,127.99999999999478,-14.000000000002899,392.9999999999989,-148.99999999999915,70.99999999999883,-43.999999999999595,-394.00000000000546,0.999999999995449,119.99999999999788,115.99999999998545,313.00000000000773,-269.999999999996,160.00000000000458,-319.0000000000026,36.000000000001364,-414.0000000000015,-472.00000000000574,-277.99999999998937,-416.00000000001637,,-1432.0000000000337
2020.08.25,117.00000000001154,-15.00000000000945,405.9999999999952,-148.99999999999915,60.99999999999994,-45.99999999999049,-353.9999999999992,10.999999999994348,105.99999999999498,139.99999999998636,278.00000000000045,-263.9999999999958,161.00000000001114,-363.0000000000022,43.99999999999693,-418.99999999999693,-479.0000000000072,-280.9999999999979,-433.0000000000167,,-1479.000000000024
2020.08.25,99.00000000000463,-22.0000000000109,400.00000000000034,-186.99999999999272,52.000000000007596,-43.999999999999595,-388.9999999999958,22.999999999995246,89.99999999999008,150.99999999998204,302.0000000000023,-316.99999999999307,197.00000000000273,-347.9999999999928,7.999999999995566,-472.999999999999,-518.0000000000074,-282.99999999999994,-476.0000000000098,,-1735.0000000000205
2020.08.25,100.0000000000112,-24.000000000001798,411.0000000000058,-181.9999999999933,42.999999999993044,-73.99999999999629,-399.0000000000009,-23.00000000000635,100.00000000000009,109.99999999998522,217.0000000000005,-313.99999999999295,104.99999999999955,-493.99999999999443,15.999999999991132,-477.99999999999443,-546.9999999999975,-304.9999999999997,-486.00000000000864,,-2224.0
2020.08.25,29.999999999996696,-77.00000000001594,446.9999999999974,-265.99999999999955,52.000000000007596,-35.999999999991594,-489.9999999999949,-2.000000000002,87.99999999999919,177.99999999999727,347.9999999999928,-346.00000000000364,235.00000000000742,-404.9999999999887,54.000000000002046,-549.9999999999972,-729.0000000000018,-396.9999999999918,-565.9999999999999,,-2431.999999999987
2020.08.25,21.00000000000435,-87.99999999999919,530.0000000000082,-281.99999999999335,60.99999999999994,-32.999999999994145,-501.99999999999534,12.999999999996348,87.99999999999919,223.99999999998954,445.0000000000065,-393.0000000000007,327.99999999999494,-309.99999999998806,79.9999999999983,-572.0000000000027,-736.0000000000033,-478.9999999999961,-537.0000000000097,,-2141.9999999999854
2020.08.25,-167.9999999999904,-141.99999999999767,435.9999999999919,-307.0000000000017,-35.00000000000725,-27.999999999983594,-460.9999999999985,47.9999999999925,8.999999999992347,234.99999999998522,287.9999999999994,-355.99999999999454,303.0000000000088,-268.0000000000016,84.99999999999375,-558.9999999999975,-718.0000000000075,-456.9999999999963,-483.0000000000112,,-2578.000000000024
2020.08.25,-269.00000000000813,-151.9999999999966,432.9999999999945,-312.9999999999966,-97.9999999999981,-8.999999999992347,-454.00000000000773,21.999999999999797,-45.000000000006146,352.9999999999802,116.00000000000499,-346.00000000000364,283.99999999999534,-326.0000000000041,100.99999999999909,-537.9999999999967,-707.9999999999975,-440.9999999999914,-490.0000000000126,,-2880.0000000000377
2020.08.25,-212.99999999999653,-143.00000000000423,462.9999999999912,-266.999999999995,-123.00000000000644,-68.99999999998573,-400.99999999999625,10.999999999994348,-39.00000000000014,366.9999999999902,93.00000000000975,-340.0000000000034,211.00000000000563,-418.0000000000073,121.99999999999989,-489.0000000000043,-668.0000000000019,-392.9999999999989,-487.99999999999955,,-2784.0000000000086
2020.08.25,-197.00000000000273,-127.99999999999478,473.99999999999665,-222.99999999999542,-170.00000000000347,-95.00000000000064,-371.9999999999999,20.999999999993246,-28.000000000005798,409.9999999999966,-76.99999999999375,-346.9999999999942,85.00000000000173,-446.9999999999974,105.99999999999454,-460.9999999999985,-624.0000000000023,-400.9999999999958,-472.00000000000574,,-2946.0000000000077
2020.08.25,-245.0000000000063,-150.00000000000568,476.0000000000098,-219.99999999999798,-201.99999999999108,-109.99999999998789,-420.0000000000017,31.999999999998696,-40.00000000000669,462.99999999999386,-15.999999999993797,-424.99999999999716,164.00000000000858,-438.9999999999894,78.00000000000296,-503.0000000000001,-629.0000000000018,-400.9999999999958,-470.00000000001484,,-3056.999999999977
2020.08.25,-331.999999999999,-214.00000000000307,448.9999999999883,-249.99999999999466,-252.0000000000078,-126.99999999998823,-448.99999999999807,7.9999999999968985,-76.0000000000094,539.999999999992,-46.999999999997044,-469.99999999999886,136.00000000000279,-553.0000000000035,61.99999999999761,-527.000000000001,-643.0000000000047,-379.9999999999915,-506.0000000000064,,-3631.000000000025
2020.08.25,-307.99999999999716,-218.00000000000708,470.9999999999992,-248.99999999999923,-201.99999999999108,-127.99999999999478,-466.99999999999875,-4.999999999999449,-25.00000000000835,551.9999999999925,-82.99999999998863,-494.99999999999034,42.999999999993044,-602.999999999998,54.99999999999261,-528.9999999999964,-667.0000000000065,-383.0,-510.00000000001046,,-3751.0000000000086
2020.08.25,-229.99999999999687,-184.00000000000637,574.9999999999922,-195.00000000000074,-153.9999999999875,-119.99999999998678,-459.99999999999375,-17.000000000000348,5.999999999994898,457.9999999999984,-68.00000000000139,-472.999999999999,34.000000000000696,-608.9999999999928,114.00000000000432,-483.99999999999466,-662.000000000007,-390.99999999999693,-490.0000000000126,,-3349.999999999987
2020.08.25,-167.9999999999904,-174.00000000000747,560.0000000000049,-217.99999999999596,-123.00000000000644,-119.99999999998678,-457.9999999999984,-39.00000000000014,18.999999999991246,450.9999999999934,49.00000000001015,-477.99999999999443,119.00000000000244,-678.0000000000008,102.00000000000387,-516.9999999999959,-675.0000000000034,-394.9999999999898,-595.9999999999966,,-3338.999999999961
2020.08.25,-229.99999999999687,-221.00000000000452,373.00000000000114,-265.99999999999955,-187.00000000000384,-170.00000000000347,-495.9999999999951,-45.000000000006146,10.999999999994348,498.9999999999952,42.999999999993044,-563.0000000000024,116.00000000000499,-730.9999999999927,-28.000000000005798,-596.0000000000036,-658.0000000000031,-299.99999999998914,-619.9999999999983,,-4069.000000000016
2020.08.25,-207.99999999998596,-202.9999999999976,357.00000000000733,-273.000000000001,-156.00000000000057,-156.99999999998494,-537.9999999999967,0.0,32.999999999994145,415.9999999999968,156.00000000000057,-540.9999999999968,163.00000000000205,-608.0000000000085,-69.00000000000261,-578.9999999999935,-605.0,-273.9999999999965,-600.0000000000006,,-3685.9999999999645
2020.08.25,-251.00000000000122,-246.00000000001288,347.9999999999928,-254.99999999999412,-204.00000000000418,-157.99999999999147,-736.9999999999948,-50.0000000000056,0.0,521.9999999999914,49.99999999999449,-766.9999999999959,5.000000000010552,-750.9999999999906,-159.00000000000603,-650.0000000000057,-573.0000000000013,-262.999999999991,-573.0000000000013,,-4712.000000000007
2020.08.25,-280.9999999999979,-365.0000000000153,348.9999999999993,-232.99999999999432,-29.999999999996696,-131.99999999999878,-888.0000000000052,-106.00000000000608,80.99999999999774,532.999999999987,-18.999999999991246,-893.0000000000007,-137.9999999999937,-838.0000000000055,-165.00000000000625,-653.9999999999964,-544.0,-264.999999999993,-555.0000000000166,,-5143.000000000033
2020.08.25,-246.99999999999721,-415.99999999999415,347.0000000000084,-212.99999999999653,26.999999999999247,-134.99999999999625,-954.0000000000077,-128.00000000000588,133.99999999998968,685.9999999999786,-59.99999999999339,-1000.0,-300.99999999999574,-954.9999999999948,-198.0000000000075,-652.000000000001,-513.0000000000078,-258.9999999999981,-490.999999999997,,-5328.000000000017
2020.08.25,-251.00000000000122,-304.9999999999997,436.9999999999985,-100.00000000000009,31.000000000003247,-119.00000000000244,-1078.000000000003,-147.00000000000824,58.99999999999794,744.9999999999761,-391.000000000008,-1024.000000000001,-401.99999999999125,-821.000000000005,-237.00000000000898,-631.0000000000002,-450.00000000000597,-336.9999999999984,-411.0000000000058,,-5432.000000000063
2020.08.25,-326.9999999999884,-496.00000000000756,337.0000000000095,-207.00000000000162,7.0000000000014495,-73.99999999999629,-1135.000000000005,-112.000000000001,45.99999999999049,926.9999999999925,-340.9999999999913,-1131.0000000000002,-391.9999999999924,-763.0000000000026,-236.0000000000042,-719.9999999999989,-535.0000000000077,-413.99999999999216,-329.00000000000153,,-5894.999999999997
2020.08.25,-333.0000000000055,-466.9999999999952,350.00000000000585,-209.9999999999991,29.999999999996696,-73.99999999999629,-1171.999999999997,-87.99999999999919,90.99999999999665,1001.9999999999811,-208.99999999999253,-1155.0000000000011,-327.00000000001063,-697.9999999999986,-283.00000000000125,-728.9999999999992,-531.0000000000036,-397.99999999999835,-357.00000000000733,,-5558.000000000025
2020.08.25,-441.99999999998687,-453.0000000000145,343.00000000000443,-280.00000000000244,-31.000000000003247,-85.00000000000173,-1243.9999999999998,-81.00000000000884,41.9999999999976,1112.9999999999995,-269.00000000000813,-1237.9999999999995,-212.99999999999653,-686.9999999999932,-344.0000000000083,-867.0000000000044,-599.0000000000051,-447.99999999999284,-391.000000000008,,-6174.000000000032
