date,USDCHF,GBPUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.06.08,0.0,-35.999999999991594,-51.00000000000193,-63.00000000000195,-19.00000000000235,-211.00000000000563,-74.00000000001228,-25.999999999992696,0.0,-25.00000000000835,-93.99999999999409,-55.00000000000682,-121.99999999999989,-89.99999999999008,-78.00000000000028,-115.0000000000091,-7.0000000000014495,-40.00000000000669,-112.99999999998533,,-1219.0000000000105
2015.06.08,-1.0000000000065512,5.999999999994898,-30.9999999999917,-49.00000000001015,-60.99999999999994,-212.00000000001216,-64.99999999999773,-56.99999999999594,-27.999999999994696,-30.000000000007798,-175.99999999997618,-86.00000000001273,-139.00000000000023,-68.99999999998573,-148.99999999999915,-87.0000000000033,43.999999999999595,-31.999999999998696,-126.0000000000039,,-1348.000000000002
2015.06.08,28.999999999990145,15.999999999993797,-39.00000000000148,-59.000000000009045,-58.000000000002494,-211.00000000000563,-242.00000000001864,-51.99999999999649,-5.999999999994898,-50.0000000000056,-52.99999999999194,-69.99999999999318,-32.999999999994145,-188.9999999999947,-89.00000000000574,-87.0000000000033,90.99999999999665,54.999999999993946,-85.00000000000173,,-1132.0000000000446
2015.06.08,39.00000000000014,11.00000000000545,12.000000000000455,-28.000000000005798,-68.00000000000139,-202.9999999999976,-246.00000000000932,-58.99999999999794,-14.999999999998348,-59.000000000009045,45.00000000002835,104.99999999998977,104.99999999999955,-190.99999999998562,-12.999999999996348,-29.000000000010573,144.99999999999514,95.99999999999609,-86.99999999999264,,-439.99999999998977
2015.06.08,53.999999999998494,11.999999999989797,42.00000000000159,-46.00000000000159,-58.99999999999794,-178.99999999999582,-268.0000000000007,-88.99999999999464,11.00000000000545,-63.00000000000195,72.0000000000276,132.000000000005,165.9999999999995,-212.99999999999653,68.00000000000139,-31.00000000000591,146.00000000000168,108.99999999999244,-70.99999999999883,,-206.99999999997095
2015.06.08,30.999999999992145,12.999999999996348,19.99999999999602,-89.00000000000574,-72.0000000000054,-225.00000000000853,-277.00000000001523,-121.99999999999989,-3.999999999992898,-70.99999999999883,37.00000000002035,36.000000000001364,222.00000000001108,-226.99999999999943,48.000000000003595,-94.99999999999886,200.00000000000017,142.99999999999312,-85.00000000000173,,-517.0000000000123
2015.06.08,24.999999999997247,-34.000000000000696,-78.00000000000296,-96.00000000000719,-63.00000000000195,-194.0000000000053,-183.9999999999975,-119.99999999999788,33.000000000005244,-52.000000000007596,-7.0000000000014495,-32.00000000001069,198.00000000000927,-248.99999999998812,76.0000000000094,-140.00000000000057,182.00000000000438,125.99999999999278,-53.999999999998494,,-663.0000000000022
2015.06.08,-100.00000000000009,-35.999999999991594,-129.0000000000049,-158.0000000000026,-75.9999999999983,-201.00000000000674,-183.9999999999975,-142.99999999999312,-41.9999999999976,-52.000000000007596,-18.999999999991246,-230.99999999999454,131.99999999999878,-142.99999999998204,-96.99999999999153,-222.99999999999898,183.99999999999528,152.99999999999204,-116.00000000000499,,-1480.9999999999768
2015.06.08,-97.00000000000264,-9.999999999998899,-156.99999999999648,-150.00000000000568,-95.99999999999609,-80.00000000001339,7.000000000005002,-75.9999999999983,-91.99999999999208,-1.0000000000065512,10.000000000021103,-274.0000000000009,127.00000000001043,-102.99999999998644,-214.00000000000307,-200.00000000000284,197.99999999999818,151.9999999999966,-117.99999999999588,,-1173.999999999968
2015.06.08,-25.00000000000835,-42.999999999993044,-266.00000000000534,-49.00000000001015,-119.99999999999788,-80.99999999999774,43.00000000000637,-91.99999999999208,-87.99999999999919,-6.0000000000060005,-142.9999999999598,-289.99999999999204,167.00000000000603,-97.9999999999981,-161.99999999999548,-205.0000000000125,261.99999999999557,214.99999999999852,-110.99999999999443,,-1091.9999999999554
2015.06.08,-87.99999999999919,2.999999999997449,-298.9999999999924,-124.00000000000189,-128.00000000000588,-52.99999999999194,182.99999999999272,-83.9999999999952,-127.99999999999478,2.999999999997449,-424.99999999998647,-376.0000000000048,147.99999999999258,-167.9999999999904,-241.99999999998667,-328.00000000000296,200.00000000000017,214.99999999999852,-163.9999999999864,,-1854.99999999996
2015.06.08,-94.00000000000519,15.00000000000945,-213.99999999999864,-100.00000000000009,-109.00000000000354,8.999999999992347,159.9999999999966,-47.9999999999925,-129.9999999999968,-26.000000000003798,107.00000000003485,-265.99999999999113,218.99999999999142,-208.99999999999253,-143.00000000000423,-281.0000000000059,209.00000000000364,269.9999999999925,-211.99999999998997,,-842.9999999999634
2015.06.08,-76.0000000000094,29.999999999996696,-197.9999999999933,-153.00000000000313,-97.9999999999981,-29.999999999996696,122.99999999999045,-53.999999999998494,-120.99999999999334,-46.00000000000159,164.00000000000858,-193.9999999999884,241.00000000000233,-322.00000000000006,-126.0000000000039,-315.00000000001194,148.99999999999915,185.99999999999727,-226.99999999999943,,-1067.0000000000032
2015.06.08,-60.00000000000449,34.000000000000696,-173.99999999999238,-141.00000000000225,-51.99999999999649,-42.0000000000087,96.00000000000364,-66.99999999999484,-60.99999999999994,-43.999999999999595,231.0000000000034,-175.00000000001137,246.99999999999721,-319.0000000000026,7.0000000000014495,-299.0000000000066,160.00000000000458,195.9999999999962,-170.00000000000347,,-633.0000000000156
2015.06.08,-69.00000000000794,38.0000000000047,-156.99999999999648,-187.00000000000384,-48.000000000003595,-59.000000000009045,99.99999999999432,-67.9999999999903,-43.999999999999595,-43.00000000000415,222.00000000003328,-200.9999999999934,235.00000000000742,-369.99999999998147,32.0000000000098,-341.0000000000082,116.00000000000499,195.00000000000074,-200.99999999998454,,-849.9999999999272
2015.06.08,-76.0000000000094,25.999999999992696,-147.99999999999613,-188.00000000001037,-97.00000000000264,-48.000000000003595,61.00000000000705,-51.99999999999649,-81.9999999999932,-62.000000000006494,323.0000000000288,-199.99999999998863,228.00000000000597,-387.99999999998835,-14.999999999987246,-338.99999999999864,107.00000000000153,200.00000000000017,-270.99999999999903,,-1020.9999999999441
2015.06.08,-65.00000000000395,-12.999999999996348,-147.00000000000557,-159.00000000000912,-101.00000000000664,-58.000000000002494,20.999999999986585,-54.999999999993946,-103.99999999999298,-114.00000000000298,214.0000000000253,-106.99999999999932,269.00000000000813,-403.99999999998215,-14.000000000002899,-301.00000000000193,105.99999999999498,235.99999999999176,-263.99999999999756,,-1059.9999999999911
2015.06.08,-43.999999999999595,-28.000000000005798,-117.999999999995,-118.00000000000699,-150.00000000000568,-69.9999999999923,7.999999999981355,-58.99999999999794,-146.00000000000168,-117.00000000000044,125.00000000001954,21.99999999999136,282.0000000000045,-397.0000000000029,-45.000000000006146,-218.00000000000352,126.0000000000039,254.99999999999412,-259.9999999999936,,-952.000000000017
2015.06.08,-106.00000000000608,-95.00000000000064,-125.0,-219.00000000000253,-143.9999999999997,-97.00000000001374,-109.00000000000887,-100.99999999999554,-129.9999999999968,-134.0000000000008,112.00000000002319,-205.99999999998886,137.9999999999937,-378.999999999996,-112.99999999998533,-301.00000000000193,85.00000000000173,192.99999999999872,-242.99999999999324,,-1973.9999999999727
2015.06.08,-195.00000000000074,-353.0000000000033,-596.0000000000036,-157.00000000000713,-300.0000000000003,-361.0000000000113,-108.00000000000409,-207.99999999999707,-195.00000000000074,-284.0000000000065,-404.9999999999887,-263.00000000000523,97.9999999999981,-552.9999999999812,-225.99999999999287,-250.0,195.00000000000074,218.99999999999142,-198.99999999999363,,-4141.000000000007
2015.06.08,113.99999999999189,-337.0000000000095,-588.9999999999986,98.99999999999353,-314.99999999999864,-402.9999999999978,-127.00000000000955,-239.99999999999577,-107.99999999999699,-304.00000000000426,-203.99999999998198,-90.00000000000341,361.9999999999957,-485.99999999998647,139.00000000000023,-219.0000000000083,261.0000000000001,218.99999999999142,-130.99999999999224,,-2359.000000000011
2015.06.08,188.9999999999947,-262.999999999991,-417.0000000000016,119.99999999999788,-275.99999999999847,-614.0000000000034,-256.0000000000002,-261.0000000000001,-80.99999999999774,-467.0000000000063,-415.9999999999719,235.99999999999,628.0000000000064,-647.9999999999819,273.9999999999965,-138.00000000000523,341.99999999999784,268.0000000000016,-99.00000000000463,,-1878.999999999978
2015.06.08,63.99999999999739,-65.00000000000395,-373.00000000000466,-69.00000000000794,-248.00000000000378,-645.0000000000067,-418.00000000000637,-275.99999999999847,2.000000000002,-411.0000000000058,-295.99999999998516,169.9999999999875,387.000000000004,-709.9999999999884,346.0000000000019,-209.00000000000318,114.00000000000298,88.99999999999464,-119.99999999998678,,-2668.0000000000105
2015.06.08,43.999999999999595,121.99999999999989,-230.99999999999454,-36.0000000000027,-129.9999999999968,-649.0000000000107,-311.00000000000705,-233.99999999998977,-43.999999999999595,-370.00000000000364,-756.9999999999854,-60.000000000002274,270.99999999999903,-641.999999999987,69.00000000000794,-196.00000000001216,192.99999999999872,163.99999999999747,-89.99999999999008,,-2886.9999999999795
2015.06.08,66.99999999999484,251.00000000000122,-277.9999999999916,68.99999999999685,-241.00000000000233,-656.9999999999965,-168.00000000000637,-136.99999999999824,-83.9999999999952,-397.0000000000029,-793.9999999999836,-42.00000000000159,293.0000000000099,-299.99999999998914,58.000000000002494,-109.00000000000887,275.99999999999847,215.99999999999397,-79.99999999999119,,-2056.9999999999695
2015.06.08,60.99999999999994,265.0000000000041,-352.99999999999443,106.99999999999044,-307.0000000000017,-588.9999999999951,-62.00000000001182,-73.99999999999629,-213.99999999999199,-414.00000000000324,-980.9999999999875,-25.000000000005684,211.00000000000563,-271.99999999998334,-163.9999999999864,-65.00000000001194,261.0000000000001,265.99999999999955,-129.99999999998568,,-2478.9999999999545
2015.06.08,18.999999999991246,343.00000000000443,-331.99999999999363,97.9999999999981,-284.0000000000065,-551.9999999999969,105.99999999999454,20.0000000000089,-208.99999999999253,-387.99999999999943,-1009.9999999999776,-134.9999999999909,171.00000000001003,-141.99999999999767,-207.99999999998596,-115.99999999999966,258.9999999999981,270.99999999999903,-157.99999999999147,,-2246.9999999999277
2015.06.08,34.000000000000696,316.99999999998954,-337.99999999999386,60.99999999999994,-300.0000000000003,-565.9999999999999,58.9999999999975,-43.999999999999595,-214.99999999999852,-409.99999999999926,-815.9999999999723,-138.00000000000523,180.0000000000024,-304.9999999999997,-197.99999999998707,-130.00000000000966,273.000000000001,303.9999999999932,-227.99999999998377,,-2459.9999999999645
2015.06.08,89.99999999999008,175.99999999999838,-343.0000000000035,70.99999999999883,-323.0000000000066,-679.0000000000074,-153.99999999999636,-146.99999999999713,-163.99999999999747,-413.0000000000078,-721.9999999999782,52.99999999999727,414.00000000000324,-354.9999999999942,-76.99999999999375,-125.0,285.00000000000193,357.99999999999164,-219.99999999999798,,-2274.999999999999
2015.06.08,205.99999999999508,63.99999999999739,-316.99999999999307,121.99999999999989,-365.99999999999966,-683.0000000000114,-280.00000000000114,-212.99999999999653,-139.00000000000023,-502.00000000000244,-724.9999999999757,180.00000000000682,478.0000000000006,-556.0000000000009,-32.999999999994145,-85.99999999999852,283.99999999999534,358.9999999999982,-238.99999999998923,,-2445.999999999969
2015.06.08,285.9999999999974,-1.999999999990898,-391.00000000000534,103.99999999999298,-422.00000000000017,-814.0000000000036,-349.00000000001796,-220.99999999999343,-105.99999999999498,-641.0000000000027,-673.9999999999746,323.0000000000075,611.000000000006,-827.0,192.99999999999872,-117.00000000000443,187.9999999999993,261.99999999999557,-282.0000000000045,,-2878.9999999999955
2015.06.08,353.99999999999875,-146.00000000000168,-480.99999999999454,112.99999999999643,-443.99999999999994,-812.0000000000127,-516.9999999999959,-219.99999999999798,-130.99999999999224,-605.0,-420.9999999999825,465.0000000000034,618.9999999999918,-1088.9999999999845,246.00000000001288,-157.0000000000107,24.000000000001798,209.9999999999991,-384.9999999999909,,-3376.99999999996
2015.06.08,318.99999999999153,-323.0000000000066,-588.9999999999986,162.99999999999093,-546.000000000002,-628.0000000000064,-265.99999999999113,-170.99999999999892,-224.000000000002,-660.000000000005,-512.9999999999857,484.00000000000887,639.9999999999961,-1017.0000000000013,261.0000000000001,-159.00000000000603,134.99999999999625,332.99999999999443,-392.9999999999989,,-3154.0000000000236
2015.06.08,290.9999999999968,-205.99999999999508,-501.0000000000048,202.9999999999976,-533.0000000000057,-590.0000000000016,-289.99999999999204,-150.99999999999002,-271.9999999999945,-646.0000000000022,-517.9999999999741,712.9999999999939,916.0000000000057,-1053.9999999999993,368.9999999999971,-118.00000000000921,190.99999999999673,351.0000000000013,-387.000000000004,,-2231.999999999983
2015.06.08,318.99999999999153,-215.99999999999397,-507.000000000005,139.00000000000023,-458.00000000000284,-737.0000000000099,-388.00000000000523,-322.9999999999955,-112.000000000001,-667.0000000000065,-391.99999999997016,627.0000000000095,866.0000000000113,-1147.9999999999934,458.00000000000284,-136.0000000000099,197.00000000000273,314.99999999999864,-319.999999999987,,-2482.9999999999636
2015.06.08,418.9999999999916,-165.9999999999995,-423.9999999999924,60.99999999999994,-402.9999999999978,-861.0000000000007,-556.0000000000116,-410.9999999999947,-2.999999999997449,-755.0000000000057,-359.99999999998255,864.0000000000043,1215.0000000000105,-1307.999999999998,764.9999999999934,-143.00000000000068,299.00000000000483,407.99999999999727,-343.00000000000443,,-1701.9999999999832
2015.06.08,380.999999999998,-144.99999999999514,-376.0000000000048,63.99999999999739,-450.00000000000597,-865.0000000000047,-487.99999999999955,-356.00000000000074,-46.00000000000159,-719.000000000003,-463.99999999997556,883.9999999999861,1212.9999999999975,-1297.999999999999,594.0000000000057,-134.00000000000034,234.99999999999633,451.0000000000014,-380.9999999999869,,-1899.999999999995
2015.06.08,544.0,-229.99999999999687,-638.9999999999958,180.99999999999784,-595.9999999999966,-1326.000000000005,-813.0000000000166,-622.0000000000003,-26.999999999999247,-875.0000000000035,-635.9999999999699,907.999999999987,1252.999999999993,-1327.999999999996,614.0000000000034,-112.99999999999955,315.9999999999941,508.9999999999928,-395.99999999999636,,-3276.0000000000073
2015.06.08,740.9999999999917,-258.0000000000027,-552.9999999999973,173.9999999999964,-556.9999999999964,-1181.999999999994,-795.0000000000159,-642.9999999999936,58.99999999999794,-818.0000000000076,-469.99999999997044,1050.9999999999877,1540.9999999999923,-1432.9999999999955,771.9999999999949,-142.00000000001012,388.9999999999949,610.9999999999949,-409.99999999999926,,-1923.0000000000325
2015.06.08,790.9999999999973,-377.0000000000051,-546.999999999997,181.9999999999933,-517.9999999999962,-1154.999999999995,-810.0000000000023,-649.999999999995,135.00000000000733,-750.0000000000063,-238.99999999998923,1054.000000000002,1573.0000000000023,-1377.9999999999905,842.0000000000094,-130.00000000000966,395.0000000000009,583.0000000000002,-373.99999999998545,,-1372.9999999999588
