date,EURCHF,EURJPY,EURCAD,AUDJPY,NZDCAD,AUDNZD,empty,sum
2019.10.14,-70.0000000000145,-15.000000000000568,-41.000000000002146,-42.00000000000159,-7.0000000000014495,-29.999999999996696,,-205.00000000001697
2019.10.14,-76.99999999999375,27.999999999991587,-32.0000000000098,-135.99999999999568,5.999999999994898,26.0000000000149,,-184.99999999999784
2019.10.14,-29.00000000001235,91.99999999999875,-69.00000000000794,-180.99999999999739,-26.999999999999247,130.0000000000079,,-84.00000000001029
2019.10.14,53.999999999998494,140.00000000000057,-109.00000000000354,-206.99999999999363,-31.000000000003247,131.99999999999878,,-21.000000000002586
2019.10.14,102.99999999998644,103.9999999999992,-127.99999999999478,-198.99999999999807,-42.0000000000087,164.00000000000858,,1.9999999999926672
2019.10.14,82.00000000000429,96.9999999999942,-107.99999999999699,-197.9999999999933,-70.0000000000034,177.00000000000495,,-19.999999999990223
2019.10.14,55.000000000005045,-53.00000000001148,-52.99999999999194,-197.9999999999933,-110.00000000001009,192.00000000001438,,-166.99999999998738
2019.10.14,14.999999999987246,-154.00000000001057,-17.000000000000348,19.99999999999602,-142.00000000000878,214.00000000000307,,-64.00000000003337
2019.10.14,-15.00000000000945,-192.00000000000728,17.000000000000348,67.00000000000728,-256.0000000000007,182.0000000000155,,-196.9999999999943
2019.10.14,-41.000000000002146,-192.00000000000728,14.000000000002899,97.00000000000841,-247.00000000000833,290.00000000001245,,-78.99999999999403
2019.10.14,-90.00000000001229,-140.00000000000057,-7.0000000000014495,73.99999999999807,-236.00000000000287,282.0000000000045,,-117.00000000001461
2019.10.14,-117.00000000001154,-109.00000000000887,19.999999999997797,36.000000000001364,-359.0000000000093,343.00000000000443,,-186.00000000002615
2019.10.14,-161.00000000001114,-79.9999999999983,8.999999999992347,-1.0000000000047748,-301.0000000000068,456.00000000001194,,-78.00000000001671
2019.10.14,-148.00000000001478,-54.000000000002046,28.999999999990145,3.0000000000001137,-224.000000000002,389.0000000000171,,-5.0000000000114255
2019.10.14,-126.0000000000039,-29.000000000010573,42.999999999993044,-49.99999999999716,-201.00000000000674,365.0000000000153,,1.9999999999899387
2019.10.14,-124.00000000001299,-19.000000000005457,63.99999999999739,-42.00000000000159,-197.00000000000273,343.00000000000443,,24.99999999997908
2019.10.14,-130.0000000000079,-44.00000000001114,46.999999999997044,15.000000000000568,-187.00000000000384,323.0000000000066,,23.999999999981355
2019.10.14,-112.000000000001,-88.99999999999864,49.00000000001015,64.00000000000716,-204.00000000000418,302.0000000000023,,10.000000000015802
2019.10.14,-144.0000000000108,-127.00000000000955,2.999999999997449,42.00000000000159,-228.00000000000597,258.0000000000027,,-196.0000000000246
2019.10.14,-246.00000000001288,-305.0000000000068,-80.99999999999774,168.00000000000637,-221.99999999999997,229.00000000001253,,-456.9999999999985
2019.10.14,-251.00000000000122,-254.0000000000049,-69.00000000000794,146.0000000000008,-262.00000000000665,207.00000000000162,,-483.0000000000184
2019.10.14,-204.00000000000418,-290.00000000000625,-104.99999999999955,248.99999999999523,-309.99999999999915,208.00000000000819,,-452.0000000000057
2019.10.14,-116.00000000000499,-300.00000000001137,-82.00000000000429,325.00000000000284,-395.0000000000009,232.00000000000998,,-336.00000000000875
2019.10.14,-86.0000000000083,-165.00000000000625,-8.000000000008,278.0000000000058,-387.000000000004,226.99999999999943,,-141.00000000002132
2019.10.14,-239.99999999999577,-305.9999999999974,25.999999999992696,278.0000000000058,-397.0000000000029,150.00000000000568,,-488.9999999999918
2019.10.14,-215.00000000000963,-224.00000000000375,195.9999999999962,414.0000000000015,-381.0000000000091,170.00000000000347,,-40.00000000002137
2019.10.14,-136.00000000000279,-154.00000000001057,269.00000000000813,460.00000000000796,-415.0000000000098,155.00000000001623,,179.00000000000918
2019.10.14,-178.00000000001148,-191.0000000000025,110.99999999999443,472.0000000000084,-520.0000000000093,221.00000000000452,,-85.00000000001594
2019.10.14,-215.00000000000963,-204.00000000000773,42.999999999993044,436.9999999999976,-511.0000000000059,274.00000000001864,,-176.00000000001398
2019.10.14,-198.99999999999363,-204.00000000000773,1.999999999990898,421.99999999999704,-528.0000000000063,272.00000000000557,,-235.0000000000141
