date,EURCHF,CADCHF,AUDCHF,EURAUD,NZDCAD,empty,sum
2020.02.03,85.00000000000173,29.999999999996696,19.999999999997797,59.99999999999339,-96.99999999999153,,97.99999999999812
2020.02.03,57.00000000001815,26.999999999999247,7.9999999999968985,43.999999999999595,-101.99999999999099,,34.00000000002291
2020.02.03,63.000000000013046,23.999999999990695,112.000000000001,241.00000000000233,-13.999999999991797,,426.00000000001523
2020.02.03,69.00000000000794,19.999999999997797,87.99999999999919,168.99999999999693,-113.99999999999189,,232.00000000001
2020.02.03,97.00000000001374,45.99999999999049,149.99999999999457,317.9999999999961,-73.99999999999629,,536.9999999999986
2020.02.03,114.0000000000141,95.99999999999609,237.99999999999378,469.99999999999267,-8.999999999992347,,909.0000000000042
2020.02.03,87.99999999999919,42.999999999993044,150.99999999999002,295.0000000000008,-104.99999999999955,,471.9999999999835
2020.02.03,134.00000000001188,121.99999999999989,228.99999999999034,414.9999999999876,-67.9999999999903,,831.9999999999994
2020.02.03,64.0000000000196,56.0000000000005,131.99999999999878,285.99999999998624,-60.99999999999994,,477.0000000000052
2020.02.03,45.000000000006146,34.99999999999615,101.99999999999099,228.99999999999034,-29.999999999996696,,380.9999999999869
2020.02.03,58.000000000002494,68.99999999999685,120.99999999999334,263.99999999999756,-42.999999999993044,,468.99999999999716
2020.02.03,49.00000000001015,62.99999999999084,134.99999999999625,304.9999999999997,-19.999999999997797,,531.9999999999991
2020.02.03,13.000000000018552,24.999999999997247,119.99999999999788,333.0000000000055,15.00000000000945,,506.00000000002865
2020.02.03,14.000000000002899,25.999999999992696,126.99999999999933,343.99999999998875,46.00000000000159,,556.9999999999852
2020.02.03,26.0000000000149,39.999999999995595,200.99999999999562,513.9999999999923,55.000000000005045,,836.0000000000034
2020.02.03,12.000000000012001,18.999999999991246,182.99999999999983,492.9999999999879,56.0000000000005,,762.9999999999914
2020.02.03,9.999999999998899,26.999999999999247,200.00000000000017,536.0000000000032,93.00000000000975,,866.0000000000113
2020.02.03,52.000000000007596,56.0000000000005,204.99999999999963,492.9999999999879,59.000000000009045,,865.0000000000048
2020.02.03,65.00000000000395,117.99999999999588,290.9999999999968,697.9999999999986,73.00000000000084,,1244.9999999999961
2020.02.03,59.000000000009045,125.99999999999278,236.99999999999832,567.9999999999907,12.000000000000899,,1001.9999999999917
2020.02.03,-46.999999999997044,7.9999999999968985,100.99999999999554,378.999999999996,38.0000000000047,,478.99999999999613
2020.02.03,80.00000000001339,163.99999999999747,229.99999999999687,513.9999999999923,-80.99999999999774,,907.0000000000023
2020.02.03,-19.999999999997797,104.99999999999955,150.99999999999002,459.99999999999375,-106.99999999999044,,588.999999999995
2020.02.03,-7.999999999985796,53.999999999998494,192.99999999999872,536.0000000000032,-1.999999999990898,,773.0000000000236
2020.02.03,0.0,112.99999999999643,201.99999999999108,550.9999999999903,-22.999999999995246,,842.9999999999826
