date,GBPUSD,EURUSD,EURGBP,empty,sum
2015.02.02,-48.99999999998794,-86.99999999999264,-76.99999999999375,,-212.99999999997434
2015.02.02,43.00000000001525,-75.99999999998718,-105.99999999999498,,-138.99999999996692
2015.02.02,46.0000000000127,-19.999999999997797,-102.99999999999754,,-76.99999999998263
2015.02.02,82.00000000000429,26.999999999999247,-81.9999999999932,,27.000000000010346
2015.02.02,106.00000000000608,33.00000000001635,-91.99999999999208,,47.00000000003034
2015.02.02,144.99999999999514,-5.999999999994898,-119.99999999999788,,19.000000000002345
2015.02.02,80.99999999999774,-35.999999999991594,-125.99999999999278,,-80.99999999998664
2015.02.02,110.00000000001009,-37.99999999998249,-142.99999999999312,,-70.99999999996552
2015.02.02,73.00000000001194,-134.99999999999625,-173.00000000000094,,-234.99999999998525
2015.02.02,104.00000000001519,-74.99999999998064,-151.00000000000114,,-121.99999999996659
2015.02.02,124.00000000001299,-60.99999999999994,-140.99999999999113,,-77.99999999997809
2015.02.02,116.00000000000499,16.000000000016,-97.9999999999981,,34.00000000002288
2015.02.02,100.0000000000112,-11.999999999989797,-102.99999999999754,,-14.99999999997614
2015.02.02,112.000000000001,-13.999999999980695,-108.99999999999244,,-10.999999999972147
2015.02.02,131.99999999999878,-12.999999999996348,-112.000000000001,,7.000000000001435
2015.02.02,155.00000000001623,-4.999999999988347,-113.99999999999189,,36.000000000035996
2015.02.02,123.00000000000644,38.0000000000047,-93.99999999999409,,67.00000000001705
2015.02.02,161.00000000001114,30.0000000000189,-113.99999999999189,,77.00000000003816
2015.02.02,181.00000000000892,14.000000000002899,-201.99999999999108,,-6.999999999979252
2015.02.02,324.0000000000132,-95.999999999985,-343.9999999999999,,-115.99999999997169
2015.02.02,290.9999999999968,-125.99999999998168,-357.99999999999164,,-192.99999999997652
2015.02.02,383.0,-325.99999999998187,-500.9999999999959,,-443.9999999999778
2015.02.02,433.0000000000167,-191.99999999999218,-422.00000000000017,,-180.99999999997564
2015.02.02,67.00000000001705,-408.9999999999927,-702.9999999999981,,-1044.9999999999736
2015.02.02,659.0000000000095,-426.9999999999996,-731.9999999999993,,-499.99999999998937
2015.02.02,614.0000000000034,-417.99999999998505,-657.9999999999919,,-461.99999999997357
2015.02.02,574.0000000000078,-306.9999999999906,-618.9999999999918,,-351.9999999999746
2015.02.02,695.0000000000011,-245.99999999999068,-574.9999999999922,,-125.9999999999817
2015.02.02,622.0000000000115,-174.99999999999181,-502.9999999999979,,-55.99999999997823
2015.02.02,744.0000000000114,-150.99999999999002,-561.9999999999958,,31.00000000002558
2015.02.02,646.0000000000132,-57.99999999998029,-451.0000000000014,,137.00000000003143
2015.02.02,561.0000000000115,-108.99999999998133,-415.99999999999415,,36.00000000003598
2015.02.02,475.0000000000032,-120.99999999999334,-351.99999999999676,,2.000000000013074
2015.02.02,253.00000000001432,-309.99999999998806,-429.99999999999704,,-486.9999999999708
2015.02.02,114.99999999999844,-500.9999999999959,-488.999999999995,,-874.9999999999925
2015.02.02,235.00000000000742,-497.99999999999847,-525.9999999999932,,-788.9999999999842
2015.02.02,519.0000000000028,-381.99999999999346,-590.0000000000016,,-452.9999999999922
2015.02.02,642.0000000000092,-278.9999999999848,-579.9999999999916,,-216.9999999999672
2015.02.02,534.9999999999966,-376.9999999999829,-619.9999999999983,,-461.9999999999846
2015.02.02,622.9999999999958,-313.99999999999204,-613.9999999999924,,-304.99999999998863
2015.02.02,651.0000000000016,-340.9999999999913,-591.9999999999925,,-281.9999999999822
2015.02.02,442.00000000000904,-379.99999999998033,-578.9999999999961,,-516.9999999999675
2015.02.02,482.00000000000466,-431.99999999998795,-558.9999999999984,,-508.9999999999817
2015.02.02,463.9999999999977,-422.9999999999956,-562.9999999999912,,-521.9999999999891
2015.02.02,565.9999999999999,-368.9999999999971,-573.9999999999967,,-376.9999999999939
2015.02.02,578.9999999999961,-351.99999999999676,-579.9999999999916,,-352.9999999999922
2015.02.02,638.0000000000052,-295.99999999998516,-578.0000000000007,,-235.99999999998062
2015.02.02,556.0000000000009,-314.99999999999864,-537.9999999999941,,-296.9999999999918
2015.02.03,500.00000000001154,-336.9999999999873,-517.0000000000008,,-353.9999999999766
2015.02.03,541.9999999999981,-270.99999999999903,-539.999999999996,,-268.999999999997
2015.02.03,578.0000000000118,-360.9999999999891,-561.9999999999958,,-344.99999999997306
2015.02.03,609.9999999999994,-303.9999999999932,-558.9999999999984,,-252.99999999999216
2015.02.03,628.0000000000064,-301.99999999998005,-551.9999999999969,,-225.9999999999706
2015.02.03,524.0000000000133,-365.99999999999966,-564.9999999999933,,-406.99999999997965
2015.02.03,529.0000000000017,-385.99999999999744,-576.9999999999942,,-433.99999999998994
2015.02.03,520.0000000000093,-389.99999999997925,-563.9999999999978,,-433.99999999996777
2015.02.03,516.0000000000053,-364.9999999999931,-542.9999999999935,,-391.9999999999813
2015.02.03,527.0000000000108,-344.99999999999534,-527.9999999999951,,-345.99999999997965
2015.02.03,534.9999999999966,-335.9999999999808,-532.9999999999945,,-333.99999999997874
2015.02.03,556.0000000000009,-296.9999999999917,-530.9999999999926,,-271.9999999999834
2015.02.03,665.0000000000044,-193.99999999998306,-514.9999999999987,,-43.999999999977376
2015.02.03,687.0000000000153,-211.99999999998997,-549.9999999999949,,-74.99999999996953
2015.02.03,744.9999999999957,-210.99999999998343,-557.9999999999918,,-23.999999999979536
2015.02.03,730.0000000000084,-196.99999999998053,-542.9999999999935,,-9.999999999965667
2015.02.03,727.9999999999953,-198.99999999999363,-540.9999999999915,,-11.999999999989768
2015.02.03,653.999999999999,-272.99999999998994,-553.999999999999,,-172.99999999998994
2015.02.03,655.0000000000056,-356.9999999999851,-615.9999999999943,,-317.99999999997385
2015.02.03,680.0000000000139,-313.99999999999204,-686.9999999999932,,-320.99999999997135
2015.02.03,644.0000000000001,-254.999999999983,-637.9999999999941,,-248.99999999997698
2015.02.03,547.0000000000086,-400.00000000000034,-662.9999999999914,,-515.9999999999831
2015.02.03,726.0000000000044,-206.99999999997942,-605.9999999999955,,-86.99999999997044
2015.02.03,714.0000000000147,-316.99999999998954,-631.9999999999992,,-234.99999999997408
2015.02.03,479.0000000000072,-345.99999999997965,-578.0000000000007,,-444.9999999999731
2015.02.03,314.99999999999864,-425.99999999999307,-554.9999999999944,,-665.9999999999889
2015.02.03,260.0000000000158,-428.9999999999905,-480.99999999999807,,-649.9999999999727
2015.02.03,279.00000000000705,-394.9999999999898,-463.9999999999977,,-579.9999999999804
2015.02.03,130.0000000000079,-463.9999999999977,-425.99999999999307,,-759.999999999983
2015.02.03,144.99999999999514,-398.9999999999938,-414.9999999999987,,-668.9999999999974
2015.02.03,-129.99999999998568,-926.999999999989,-578.0000000000007,,-1634.9999999999752
2015.02.03,-252.99999999999213,-1376.9999999999839,-867.999999999991,,-2497.999999999967
2015.02.03,-113.99999999999189,-1349.0000000000002,-886.9999999999934,,-2349.9999999999854
2015.02.03,-83.9999999999952,-1342.9999999999832,-897.9999999999987,,-2324.9999999999773
2015.02.03,-166.99999999998383,-1368.999999999998,-889.9999999999908,,-2425.9999999999727
2015.02.03,-180.99999999998673,-1378.9999999999968,-914.9999999999991,,-2474.9999999999827
2015.02.03,-556.0000000000009,-1736.9999999999886,-932.999999999995,,-3225.9999999999845
2015.02.03,-553.9999999999878,-1800.999999999986,-956.0000000000013,,-3310.999999999975
2015.02.03,-512.0000000000014,-1604.9999999999898,-876.9999999999944,,-2993.9999999999854
2015.02.03,-719.9999999999873,-1746.9999999999875,-915.9999999999945,,-3382.999999999969
2015.02.03,-994.9999999999903,-2184.9999999999927,-1011.9999999999907,,-4191.999999999974
2015.02.03,-1035.9999999999925,-2216.99999999998,-1006.9999999999912,,-4259.999999999964
2015.02.03,-739.0000000000008,-1874.9999999999823,-908.9999999999932,,-3522.9999999999764
2015.02.03,-785.9999999999978,-1839.9999999999973,-909.9999999999997,,-3535.9999999999945
2015.02.03,-775.9999999999989,-1796.999999999982,-847.9999999999932,,-3420.999999999974
2015.02.03,-783.0000000000003,-1766.9999999999852,-831.9999999999994,,-3381.999999999985
2015.02.03,-780.9999999999873,-1769.9999999999827,-839.9999999999964,,-3390.9999999999663
2015.02.03,-751.9999999999972,-1718.9999999999816,-834.9999999999968,,-3305.9999999999754
2015.02.04,-720.9999999999939,-1673.9999999999977,-822.9999999999959,,-3217.9999999999877
2015.02.04,-617.0000000000009,-1627.0000000000007,-815.9999999999945,,-3059.9999999999964
2015.02.04,-683.9999999999957,-1597.9999999999884,-786.9999999999933,,-3068.9999999999773
2015.02.04,-641.999999999987,-1553.9999999999886,-778.9999999999964,,-2974.999999999972
2015.02.04,-644.0000000000001,-1578.999999999997,-761.0000000000006,,-2983.9999999999977
2015.02.04,-624.0000000000023,-1541.9999999999989,-770.9999999999994,,-2937.0000000000005
2015.02.04,-682.9999999999892,-1634.9999999999864,-787.9999999999998,,-3105.9999999999754
2015.02.04,-675.9999999999877,-1577.9999999999905,-764.9999999999934,,-3018.999999999972
2015.02.04,-624.0000000000023,-1536.9999999999884,-749.9999999999951,,-2910.999999999986
2015.02.04,-649.999999999995,-1515.999999999984,-726.9999999999999,,-2892.999999999979
2015.02.04,-631.0000000000038,-1500.9999999999968,-725.9999999999933,,-2857.9999999999936
