date,USDCHF,GBPUSD,EURCHF,CADCHF,EURGBP,GBPJPY,AUDJPY,empty,sum
2020.08.31,-51.99999999999649,-57.99999999998029,-21.00000000000435,0.0,-46.999999999997044,-131.00000000000023,-97.99999999999898,,-406.9999999999774
2020.08.31,-95.00000000000064,-98.99999999998244,-36.0000000000138,43.00000000000415,-54.999999999993946,-169.00000000001114,-107.99999999998988,,-518.9999999999877
2020.08.31,-51.99999999999649,-110.99999999999443,-9.000000000014552,52.000000000007596,-32.999999999994145,-538.9999999999873,-347.999999999999,,-1039.9999999999782
2020.08.31,-33.000000000005244,-68.99999999998573,59.99999999999339,134.0000000000008,9.00000000000345,-550.9999999999877,-335.9999999999985,,-785.9999999999795
2020.08.31,-33.000000000005244,-72.99999999998974,59.99999999999339,135.00000000000733,-2.000000000002,-399.0000000000009,-275.99999999999625,,-587.9999999999934
2020.08.31,-80.00000000000229,-129.99999999998568,66.99999999999484,138.00000000000477,1.0000000000065512,-378.9999999999907,-280.00000000000114,,-662.9999999999736
2020.08.31,-146.99999999999713,-237.99999999998266,29.999999999996696,89.00000000000574,9.00000000000345,-348.99999999998954,-277.000000000001,,-882.9999999999644
2020.08.31,-65.99999999999939,-113.99999999999189,34.000000000000696,89.00000000000574,12.999999999996348,-235.99999999999,-192.99999999999784,,-472.9999999999763
2020.08.31,-56.99999999999594,-19.999999999997797,29.999999999996696,74.00000000000739,26.000000000003798,-243.99999999999977,-143.00000000000068,,-333.9999999999863
2020.08.31,39.00000000000014,-25.999999999992696,86.99999999999264,140.0000000000068,21.999999999999797,-272.99999999999613,-256.9999999999908,,-267.9999999999803
2020.08.31,17.999999999995797,-18.999999999991246,103.99999999999298,189.00000000000583,19.999999999997797,-246.00000000000932,-242.999999999995,,-177.00000000000318
2020.08.31,-34.000000000000696,-81.9999999999821,95.00000000000064,180.0000000000024,26.000000000003798,-299.0000000000066,-260.9999999999957,,-374.99999999997823
2020.08.31,-62.000000000006494,-109.99999999998789,81.9999999999821,179.00000000000693,21.00000000000435,-301.9999999999925,-260.9999999999957,,-452.9999999999892
2020.08.31,-48.99999999999905,-122.99999999998423,81.9999999999821,176.0000000000095,-15.999999999993797,-326.9999999999982,-207.9999999999984,,-464.9999999999821
2020.08.31,-33.000000000005244,-110.99999999999443,61.99999999998429,200.00000000000017,-9.999999999998899,-402.9999999999916,-204.9999999999983,,-500.000000000004
2020.08.31,-7.9999999999968985,-32.999999999994145,48.99999999998794,198.00000000000927,12.000000000000899,-408.9999999999918,-200.9999999999934,,-391.9999999999782
2020.08.31,-26.999999999999247,40.0000000000178,0.0,130.0000000000079,26.000000000003798,-361.99999999999477,-153.99999999999636,,-346.9999999999609
2020.08.31,-63.99999999999739,-20.999999999982144,-12.000000000012001,126.0000000000039,1.0000000000065512,-342.9999999999893,-143.99999999999125,,-456.99999999996163
2020.08.31,-119.00000000000244,-27.999999999983594,-69.00000000000794,90.0000000000012,14.999999999998348,-318.9999999999884,-132.99999999999557,,-562.9999999999784
2020.08.31,-101.00000000000664,73.00000000001194,-78.00000000000028,77.00000000000485,43.999999999999595,-296.99999999999704,-113.99999999999011,,-395.9999999999777
2020.08.31,-121.00000000000443,50.0000000000167,-58.000000000002494,70.99999999999883,60.00000000000449,-431.99999999998795,-224.99999999999432,,-654.9999999999692
2020.08.31,-97.9999999999981,206.00000000001728,-98.0000000000203,142.00000000000878,119.99999999999788,-359.00000000000887,-281.9999999999965,,-368.9999999999998
2020.08.31,-46.999999999997044,306.00000000000625,-107.00000000001265,165.9999999999995,141.99999999999767,-292.0000000000016,-297.9999999999876,,-129.9999999999955
2020.08.31,-133.00000000000534,282.0000000000045,-104.00000000001519,161.00000000000003,134.0000000000008,-430.0000000000068,-394.999999999996,,-485.0000000000181
2020.08.31,-160.00000000000458,238.0000000000049,-70.0000000000145,131.99999999999878,202.9999999999976,-419.9999999999875,-394.999999999996,,-472.0000000000013
2020.08.31,-41.000000000002146,320.00000000000915,81.9999999999821,245.0000000000063,299.00000000000483,-432.9999999999927,-411.00000000000136,,61.00000000000614
2020.08.31,26.999999999999247,228.00000000000597,190.99999999998562,289.0000000000059,263.0000000000021,-509.00000000001455,-387.999999999991,,100.99999999999329
2020.08.31,19.999999999997797,200.00000000000017,234.00000000000088,282.99999999999994,263.99999999999756,-538.0000000000109,-500.0,,-37.00000000001455
2020.08.31,-139.00000000000023,72.0000000000054,160.99999999998892,145.00000000000622,280.9999999999979,-709.0000000000032,-462.99999999999386,,-651.9999999999989
2020.08.31,-219.99999999999798,84.0000000000174,106.99999999999044,97.00000000000264,304.9999999999997,-715.0000000000034,-571.9999999999885,,-913.9999999999798
2020.08.31,-209.9999999999991,126.0000000000039,128.99999999997914,108.00000000000809,362.00000000000676,-646.9999999999914,-533.9999999999918,,-665.9999999999843
2020.08.31,-161.00000000000003,198.00000000000927,142.99999999998204,163.00000000000205,351.99999999999676,-637.0000000000005,-545.9999999999923,,-488.00000000000273
2020.08.31,-263.99999999999756,28.000000000005798,112.000000000001,124.00000000000189,339.99999999999585,-826.9999999999982,-628.9999999999907,,-1115.9999999999818
2020.08.31,-219.99999999999798,173.00000000000094,7.999999999985796,116.00000000000499,339.0000000000004,-703.000000000003,-625.9999999999906,,-912.9999999999993
2020.08.31,-280.9999999999979,-118.99999999998023,92.99999999998754,209.00000000000364,234.99999999999633,-995.0000000000045,-750.0,,-1607.999999999995
2020.08.31,-428.00000000000614,-503.99999999999335,78.00000000000028,167.00000000000603,100.00000000000009,-1438.999999999993,-938.999999999993,,-2964.999999999979
2020.08.31,-383.0,-478.999999999985,69.9999999999923,123.00000000000644,104.99999999999955,-1450.9999999999934,-933.9999999999975,,-2948.9999999999773
2020.08.31,-356.00000000000074,-385.99999999999744,100.99999999999554,138.00000000000477,129.9999999999968,-1036.0000000000014,-704.9999999999983,,-2114.0000000000005
2020.08.31,-317.0000000000006,-353.99999999998766,93.99999999999409,194.0000000000053,94.00000000000519,-1009.9999999999909,-708.999999999989,,-2007.9999999999636
2020.08.31,-192.99999999999872,-349.99999999998363,213.99999999998087,302.0000000000023,84.0000000000063,-1024.000000000001,-722.999999999999,,-1689.9999999999927
2020.08.31,-180.99999999999784,-391.9999999999924,238.99999999998923,289.0000000000059,87.99999999999919,-1008.0000000000098,-698.9999999999981,,-1664.0000000000036
2020.08.31,-163.99999999999747,-352.9999999999811,237.99999999998266,321.0000000000046,87.99999999999919,-1042.0000000000016,-736.9999999999948,,-1648.9999999999886
2020.08.31,-141.00000000000225,-311.99999999997897,238.99999999998923,365.99999999999966,75.9999999999983,-1009.0000000000146,-715.999999999994,,-1497.0000000000027
2020.08.31,-126.0000000000039,-376.9999999999829,237.99999999998266,408.00000000000836,29.999999999996696,-1043.0000000000064,-722.999999999999,,-1593.0000000000045
2020.08.31,-92.00000000000318,-310.9999999999946,228.99999999999034,380.00000000000256,34.000000000000696,-1037.0000000000061,-695.999999999998,,-1493.0000000000082
2020.08.31,-45.000000000006146,-283.99999999999534,248.99999999998812,374.0000000000077,31.000000000003247,-1021.9999999999914,-664.999999999992,,-1361.999999999986
2020.08.31,-48.000000000003595,-246.99999999999721,271.99999999998334,337.0000000000095,56.0000000000005,-1001.0000000000048,-615.9999999999997,,-1247.0000000000118
2020.08.31,-48.99999999999905,-261.9999999999845,283.99999999999534,320.00000000000915,75.00000000000284,-1036.0000000000014,-629.9999999999955,,-1297.999999999973
2020.09.01,-212.99999999999653,-286.99999999999284,187.99999999998818,187.9999999999993,33.000000000005244,-1036.0000000000014,-689.9999999999977,,-1816.9999999999957
2020.09.01,-112.000000000001,-248.99999999998812,215.99999999999397,292.9999999999988,51.000000000001044,-997.9999999999905,-635.9999999999957,,-1434.9999999999814
2020.09.01,-87.00000000000374,-234.99999999998522,264.9999999999819,314.99999999999864,73.99999999999629,-965.0000000000034,-600.9999999999991,,-1234.0000000000146
