date,USDJPY,AUDUSD,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURAUD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.06.22,-24.999999999991473,-126.99999999999933,-173.9999999999964,-137.9999999999937,-83.00000000001084,-258.0000000000027,-298.9999999999826,-192.99999999999872,-185.00000000000182,-28.999999999990145,,-1510.9999999999675
2020.06.22,-15.000000000000568,-113.99999999999189,-148.99999999999915,-117.00000000000044,47.99999999998139,-132.00000000002098,-248.00000000000378,-165.00000000000404,-189.00000000000583,-20.999999999982144,,-1102.0000000000273
2020.06.22,-3.9999999999906777,-164.99999999999292,-258.9999999999981,-129.00000000000134,42.999999999993044,-201.00000000000674,-370.00000000000364,-218.00000000000708,-206.00000000000617,-82.99999999998863,,-1592.0000000000023
2020.06.22,55.00000000000682,-209.9999999999991,-283.99999999999534,-143.9999999999997,38.99999999998904,-312.00000000000114,-437.99999999998283,-282.0000000000045,-263.99999999999756,-99.99999999998899,,-1939.9999999999734
2020.06.22,23.000000000010346,-178.99999999999582,-248.99999999999923,-119.99999999999788,18.999999999991246,-265.0000000000041,-409.99999999999926,-243.00000000000432,-307.0000000000017,-13.999999999980695,,-1744.9999999999816
2020.06.22,40.00000000000625,-151.00000000000114,-251.99999999999667,-104.99999999999955,66.99999999999484,-234.00000000000088,-454.9999999999832,-233.00000000000543,-313.00000000000773,43.00000000001525,,-1592.9999999999784
2020.06.22,22.00000000000557,-232.99999999999432,-307.0000000000017,-173.00000000000094,-39.00000000001125,-485.0000000000021,-534.9999999999966,-306.00000000000625,-343.00000000000443,-24.999999999986144,,-2423.9999999999986
2020.06.22,-3.0000000000001137,-230.99999999999233,-295.99999999999625,-163.00000000000205,54.99999999998284,-401.00000000000693,-469.99999999999267,-323.0000000000066,-413.0000000000078,8.000000000008,,-2237.0000000000136
2020.06.22,45.000000000001705,-361.9999999999957,-422.9999999999956,-119.00000000000244,90.99999999999665,-487.0000000000152,-737.9999999999942,-400.00000000000034,-479.0000000000072,12.000000000012001,,-2860.000000000001
2020.06.22,85.99999999999852,-383.99999999999545,-436.00000000000307,-58.99999999999794,156.99999999998494,-494.00000000001666,-783.0000000000003,-445.0000000000065,-463.9999999999977,-31.999999999987594,,-2854.000000000022
2020.06.22,102.00000000000387,-386.9999999999929,-446.00000000000193,-63.99999999999739,87.99999999999919,-535.0000000000188,-783.0000000000003,-414.9999999999987,-424.9999999999976,-36.999999999998145,,-2902.0000000000027
2020.06.22,106.99999999999932,-437.999999999994,-490.00000000000153,-68.99999999999685,73.99999999999629,-645.0000000000067,-848.9999999999886,-448.000000000004,-397.0000000000029,-129.00000000000134,,-3284.0
2020.06.22,84.00000000000318,-496.99999999999187,-510.99999999999477,-63.00000000000195,62.99999999999084,-686.0000000000089,-954.9999999999948,-522.0000000000002,-419.9999999999982,-159.99999999998238,,-3666.9999999999786
2020.06.22,85.99999999999852,-500.9999999999959,-512.0000000000014,-41.9999999999976,90.99999999999665,-691.0000000000193,-963.999999999987,-522.0000000000002,-422.00000000000017,-147.99999999999258,,-3624.999999999999
2020.06.22,100.99999999999909,-605.9999999999955,-592.0000000000036,-42.999999999993044,92.99999999998754,-830.0000000000196,-1163.000000000003,-611.000000000006,-516.0000000000053,-167.9999999999904,,-4335.000000000029
2020.06.22,121.99999999999989,-646.0000000000022,-636.0000000000032,2.999999999997449,213.99999999998087,-887.9999999999999,-1241.9999999999875,-667.0000000000065,-548.0000000000041,-197.99999999998707,,-4486.000000000013
2020.06.22,94.99999999999886,-652.9999999999925,-597.0000000000031,-0.999999999995449,302.9999999999866,-788.0000000000109,-1190.0000000000023,-670.000000000004,-539.0000000000006,-182.99999999999983,,-4223.000000000024
2020.06.22,91.00000000000819,-644.0000000000001,-587.9999999999997,-19.00000000000235,270.99999999999903,-785.0000000000134,-1183.0000000000007,-652.0000000000082,-558.9999999999984,-168.99999999999693,,-4237.000000000013
2020.06.22,81.00000000000307,-530.9999999999926,-512.0000000000014,-76.99999999999375,148.99999999999915,-751.0000000000127,-997.0000000000034,-574.0000000000078,-509.9999999999993,-114.99999999999844,,-3837.0000000000077
2020.06.22,112.99999999999955,-618.9999999999918,-575.9999999999987,-60.99999999999994,150.99999999999002,-768.0000000000131,-1099.9999999999898,-597.9999999999985,-538.0000000000051,-115.99999999998278,,-4111.99999999999
2020.06.22,137.00000000000045,-681.9999999999937,-656.9999999999965,7.0000000000014495,113.99999999999189,-775.0000000000146,-1299.99999999999,-643.0000000000047,-553.999999999999,-139.9999999999846,,-4492.999999999989
2020.06.22,180.00000000000682,-759.999999999994,-707.9999999999975,116.00000000000499,290.9999999999968,-843.0000000000159,-1411.9999999999911,-697.9999999999986,-602.0000000000025,-146.00000000000168,,-4581.999999999993
2020.06.22,127.00000000000955,-759.999999999994,-683.0000000000002,157.00000000000713,473.99999999999665,-667.0000000000176,-1337.9999999999948,-691.0000000000083,-663.0000000000025,-130.99999999999224,,-4174.999999999996
2020.06.22,118.00000000000921,-779.9999999999918,-666.9999999999953,92.99999999999864,465.99999999998863,-674.000000000019,-1205.999999999996,-721.000000000005,-668.9999999999974,-87.99999999999919,,-4128.000000000007
2020.06.22,126.00000000000477,-830.9999999999928,-714.0000000000035,84.0000000000063,486.999999999993,-756.0000000000011,-1310.9999999999955,-778.0000000000009,-697.0000000000032,-120.99999999999334,,-4510.999999999986
2020.06.22,127.00000000000955,-747.9999999999931,-646.9999999999976,2.999999999997449,290.9999999999968,-807.0000000000022,-1180.0000000000032,-694.0000000000057,-709.9999999999995,-32.999999999994145,,-4397.999999999993
2020.06.22,82.00000000000784,-707.9999999999975,-632.9999999999947,-112.99999999999643,200.99999999998454,-895.0000000000014,-1163.000000000003,-675.9999999999989,-719.9999999999984,8.000000000008,,-4616.999999999989
2020.06.22,90.00000000000341,-687.9999999999998,-592.9999999999991,-165.9999999999995,113.99999999999189,-947.000000000009,-1039.9999999999966,-672.0000000000059,-763.9999999999981,50.0000000000167,,-4615.999999999996
2020.06.22,109.00000000000887,-620.9999999999937,-583.0000000000002,-143.9999999999997,173.00000000000094,-908.0000000000199,-1061.000000000001,-644.0000000000001,-758.0000000000031,87.00000000001484,,-4349.999999999993
2020.06.22,117.00000000000443,-705.0000000000001,-622.9999999999958,-83.9999999999952,201.99999999999108,-842.0000000000094,-1180.0000000000032,-645.0000000000067,-792.0000000000039,104.00000000001519,,-4448.000000000004
2020.06.22,132.000000000005,-746.0000000000023,-659.999999999994,14.999999999998348,227.99999999998377,-894.000000000017,-1278.9999999999857,-711.000000000006,-875.0000000000035,142.0000000000199,,-4648.000000000001
2020.06.22,81.00000000000307,-746.0000000000023,-695.9999999999966,-42.999999999993044,210.99999999998343,-991.0000000000085,-1244.0000000000007,-724.0000000000024,-909.0000000000042,182.99999999999983,,-4878.000000000022
2020.06.22,100.00000000000853,-831.9999999999994,-709.9999999999995,-75.9999999999983,254.999999999983,-987.0000000000045,-1268.0000000000025,-765.0000000000045,-983.0000000000006,209.00000000001472,,-5057.000000000004
2020.06.22,31.00000000000591,-880.9999999999984,-670.9999999999993,-148.0000000000037,204.99999999998852,-989.0000000000176,-1134.999999999997,-755.0000000000057,-1019.9999999999986,251.00000000000122,,-5112.000000000025
2020.06.22,16.000000000005343,-988.0,-692.9999999999992,-65.99999999999939,326.9999999999884,-982.0000000000161,-1258.999999999988,-858.0000000000032,-1017.0000000000013,160.00000000000458,,-5360.000000000009
2020.06.22,40.99999999999682,-1010.9999999999952,-703.9999999999935,-59.99999999999339,435.9999999999919,-973.0000000000016,-1266.999999999996,-853.0000000000038,-992.000000000004,146.00000000000168,,-5236.999999999996
2020.06.22,69.00000000000261,-930.999999999993,-683.0000000000002,-46.00000000000159,519.9999999999872,-830.0000000000196,-1097.999999999999,-808.0000000000088,-951.9999999999973,150.00000000000568,,-4609.000000000024
2020.06.22,40.99999999999682,-961.9999999999961,-693.9999999999947,-53.00000000000304,518.9999999999806,-829.0000000000131,-1149.0,-805.0000000000001,-961.0000000000008,152.0000000000188,,-4741.000000000011
2020.06.22,70.99999999999795,-1070.9999999999998,-783.9999999999958,-61.999999999995396,475.99999999998755,-1094.0000000000173,-1352.999999999982,-936.999999999999,-1000.0000000000009,76.0000000000094,,-5677.999999999995
2020.06.22,88.00000000000807,-1123.9999999999916,-856.0000000000013,53.999999999998494,657.9999999999808,-1039.000000000012,-1483.9999999999964,-978.0000000000011,-1012.0000000000018,42.0000000000087,,-5651.000000000008
2020.06.22,94.0000000000083,-1100.9999999999964,-822.9999999999959,72.0000000000054,606.9999999999798,-975.0000000000148,-1436.9999999999993,-941.9999999999984,-987.0000000000045,26.999999999999247,,-5465.000000000016
2020.06.22,140.00000000000057,-1073.9999999999973,-795.9999999999967,80.00000000000229,621.9999999999892,-961.0000000000118,-1418.9999999999925,-928.0000000000066,-975.9999999999991,25.00000000000835,,-5287.000000000004
2020.06.22,140.00000000000057,-1069.9999999999932,-785.0000000000024,104.99999999999955,624.9999999999867,-841.0000000000028,-1393.999999999984,-886.000000000009,-962.0000000000073,67.00000000001705,,-5000.9999999999945
2020.06.22,121.99999999999989,-1083.9999999999961,-792.0000000000039,112.000000000001,627.9999999999841,-814.0000000000036,-1375.9999999999995,-852.0000000000083,-928.0000000000066,-17.000000000000348,,-5001.000000000033
2020.06.22,138.00000000000523,-1073.0000000000018,-792.9999999999993,102.00000000000209,640.9999999999804,-789.0000000000175,-1368.999999999998,-847.0000000000089,-872.0000000000061,-2.999999999997449,,-4865.000000000042
2020.06.22,139.00000000001,-1022.0000000000007,-744.9999999999957,97.9999999999981,605.9999999999955,-723.0000000000069,-1246.9999999999982,-813.0000000000082,-841.9999999999983,-8.999999999992347,,-4557.999999999997
2020.06.22,143.00000000000068,-979.999999999992,-714.999999999999,90.0000000000012,547.999999999993,-648.0000000000041,-1173.0000000000018,-746.0000000000023,-806.0000000000067,46.0000000000127,,-4240.999999999998
2020.06.22,90.00000000000341,-1024.9999999999982,-734.9999999999968,72.0000000000054,559.9999999999827,-709.0000000000041,-1203.999999999983,-775.0000000000034,-819.9999999999985,28.000000000005798,,-4517.999999999986
2020.06.23,85.00000000000796,-1017.9999999999967,-727.9999999999953,94.00000000000519,335.9999999999808,-822.0000000000116,-1251.9999999999864,-756.0000000000011,-814.0000000000036,46.0000000000127,,-4828.999999999988
2020.06.23,94.0000000000083,-1022.9999999999961,-685.9999999999977,87.00000000000374,487.99999999999955,-823.0000000000182,-1242.999999999994,-758.9999999999985,-760.0000000000051,43.00000000001525,,-4581.999999999983
2020.06.23,103.00000000000864,-1073.9999999999973,-756.0000000000011,90.99999999999665,495.99999999998533,-779.0000000000185,-1278.0000000000014,-802.0000000000027,-824.0000000000025,11.00000000000545,,-4812.000000000027
