names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['AUDJPY', 'USDJPY', 'CADJPY', 'EURAUD']",100.0,-0.88,B
GBPUSD,10,['GBPAUD'],80.0,-0.3838571428571428,B
USDCAD,10,"['AUDCHF', 'EURAUD', 'AUDCAD']",80.0,0.44949999999999996,S
AUDUSD,20,['EURCAD'],80.0,0.4030981795981794,S
NZDUSD,20,"['EURJPY', 'CADCHF', 'NZDCAD']",80.0,0.26,S
EURCHF,20,"['EURJPY', 'NZDUSD']",100.0,-0.9488095238095238,B
CHFJPY,15,"['CADCHF', 'USDCHF', 'NZDCAD', 'EURCAD']",100.0,-0.12253174603174602,B
CADCHF,10,['NZDUSD'],80.0,-0.938,B
AUDCHF,20,"['NZDJPY', 'USDCAD', 'NZDUSD', 'CHFJPY']",80.0,-0.8066666666666668,B
EURGBP,30,"['USDCHF', 'GBPCHF', 'USDCAD', 'EURGBP']",80.0,0.09592063492063492,S
GBPJPY,10,['EURUSD'],100.0,1.0,S
GBPCAD,10,"['GBPCAD', 'GBPJPY']",80.0,0.38699999999999996,S
GBPAUD,20,['AUDNZD'],80.0,-0.2794731934731933,B
EURJPY,50,['EURUSD'],100.0,0.32940923037404757,S
EURNZD,10,"['CADCHF', 'EURCAD', 'NZDCAD']",100.0,0.184,S
NZDJPY,15,"['CADCHF', 'USDCHF', 'NZDCAD', 'EURCAD']",100.0,0.036999999999999984,S
AUDCAD,20,"['NZDJPY', 'USDCAD', 'NZDUSD', 'CHFJPY', 'EURCAD']",80.0,0.428,S
AUDNZD,10,"['GBPJPY', 'GBPCAD']",100.0,-0.36710317460317454,B
