date,GBPUSD,USDCAD,empty,sum
2015.08.31,-99.99999999998899,-42.999999999993044,,-142.99999999998204
2015.08.31,-102.00000000000209,-58.000000000002494,,-160.00000000000458
2015.08.31,-90.99999999999665,-157.99999999999147,,-248.99999999998812
2015.08.31,-18.0000000000069,-293.99999999999426,,-312.00000000000114
2015.08.31,-14.000000000002899,-279.99999999999136,,-293.99999999999426
2015.08.31,-1.0000000000065512,-336.00000000000296,,-337.0000000000095
2015.08.31,-7.0000000000014495,-337.99999999999386,,-344.99999999999534
2015.08.31,89.00000000000574,-275.000000000003,,-185.99999999999727
2015.08.31,96.00000000000719,-299.00000000000483,,-202.99999999999764
2015.08.31,150.00000000000568,-409.99999999999926,,-259.9999999999936
2015.08.31,170.00000000000347,-428.00000000000614,,-258.0000000000027
2015.08.31,151.9999999999966,-357.99999999999164,,-205.99999999999505
2015.08.31,123.00000000000644,-333.0000000000055,,-209.9999999999991
2015.08.31,153.00000000000313,-347.9999999999928,,-194.99999999998965
2015.08.31,90.00000000001229,-350.9999999999902,,-260.99999999997794
2015.08.31,165.9999999999995,-320.00000000000915,,-154.00000000000966
2015.08.31,181.00000000000892,-296.0000000000074,,-114.99999999999847
2015.08.31,133.00000000000534,-259.9999999999936,,-126.99999999998823
2015.08.31,110.99999999999443,-293.99999999999426,,-182.99999999999983
2015.08.31,80.99999999999774,-385.99999999999744,,-304.9999999999997
2015.08.31,-48.99999999998794,-419.9999999999982,,-468.99999999998613
2015.08.31,-129.00000000000134,-513.0000000000078,,-642.0000000000092
2015.08.31,-45.000000000006146,-520.0000000000093,,-565.0000000000155
2015.08.31,-14.000000000002899,-634.0000000000013,,-648.0000000000041
2015.08.31,-11.999999999989797,-519.0000000000028,,-530.9999999999926
2015.08.31,-156.00000000000057,-499.9999999999893,,-655.9999999999899
2015.08.31,-106.00000000000608,-468.00000000000176,,-574.0000000000078
2015.08.31,-75.00000000000284,-343.00000000000443,,-418.0000000000073
2015.08.31,-18.999999999991246,-400.00000000000034,,-418.9999999999916
2015.08.31,-45.99999999999049,-495.000000000001,,-540.9999999999915
2015.08.31,-72.0000000000054,-609.9999999999994,,-682.0000000000048
2015.08.31,-48.99999999998794,-767.9999999999909,,-816.9999999999789
2015.08.31,-85.00000000000173,-883.9999999999959,,-968.9999999999976
2015.08.31,-180.0000000000024,-1140.0000000000077,,-1320.00000000001
2015.08.31,-212.99999999999653,-1181.999999999994,,-1394.9999999999907
2015.08.31,-478.0000000000006,-1056.9999999999968,,-1534.9999999999975
2015.08.31,-546.000000000002,-1011.9999999999907,,-1557.9999999999927
2015.08.31,-533.99999999999,-631.9999999999882,,-1165.9999999999782
2015.08.31,-604.0000000000045,-204.00000000000418,,-808.0000000000088
2015.08.31,-682.9999999999892,-182.99999999999983,,-865.9999999999891
2015.08.31,-679.0000000000074,-34.000000000000696,,-713.0000000000081
2015.08.31,-706.0000000000066,103.00000000000864,,-602.999999999998
2015.08.31,-713.9999999999924,211.00000000000563,,-502.99999999998676
2015.08.31,-692.0000000000038,261.0000000000001,,-431.00000000000364
2015.08.31,-628.9999999999907,292.00000000000335,,-336.9999999999873
2015.08.31,-675.9999999999877,350.00000000000585,,-325.99999999998187
2015.08.31,-682.9999999999892,503.000000000009,,-179.99999999998022
2015.08.31,-689.0000000000063,669.0000000000085,,-19.999999999997726
2015.09.01,-720.9999999999939,673.0000000000125,,-47.999999999981355
2015.09.01,-686.9999999999932,707.9999999999975,,21.00000000000432
2015.09.01,-665.0000000000044,649.999999999995,,-15.000000000009436
2015.09.01,-641.999999999987,651.0000000000016,,9.000000000014552
2015.09.01,-618.0000000000074,600.0000000000006,,-18.00000000000682
2015.09.01,-502.9999999999868,644.0000000000001,,141.0000000000133
2015.09.01,-492.0000000000035,571.9999999999948,,79.99999999999125
2015.09.01,-424.99999999998647,561.9999999999958,,137.00000000000932
2015.09.01,-367.0000000000062,557.9999999999918,,190.99999999998562
2015.09.01,-309.0000000000037,659.0000000000095,,350.00000000000585
2015.09.01,-343.99999999998875,676.9999999999943,,333.00000000000557
2015.09.01,-208.99999999999253,672.0000000000059,,463.0000000000134
2015.09.01,-147.99999999999258,685.0000000000023,,537.0000000000097
2015.09.01,-164.99999999999292,621.0000000000049,,456.00000000001194
2015.09.01,-161.99999999999548,634.0000000000013,,472.0000000000058
2015.09.01,-194.99999999998963,608.0000000000085,,413.0000000000189
2015.09.01,-221.99999999998886,590.0000000000016,,368.00000000001273
2015.09.01,-197.99999999998707,595.9999999999966,,398.00000000000955
2015.09.01,-218.00000000000708,412.00000000001234,,194.00000000000526
2015.09.01,-165.9999999999995,446.9999999999974,,280.9999999999979
2015.09.01,-322.00000000000006,337.0000000000095,,15.000000000009436
2015.09.01,-346.0000000000019,-2.999999999997449,,-348.9999999999993
2015.09.01,-611.000000000006,-245.0000000000063,,-856.0000000000123
2015.09.01,-1011.9999999999907,-242.99999999999324,,-1254.9999999999839
2015.09.01,-883.9999999999959,-86.0000000000083,,-970.0000000000042
2015.09.01,-697.9999999999986,156.00000000000057,,-541.9999999999981
2015.09.01,-662.000000000007,351.0000000000124,,-310.99999999999466
2015.09.01,-617.0000000000009,243.99999999999977,,-373.00000000000114
2015.09.01,-795.9999999999967,123.00000000000644,,-672.9999999999902
2015.09.01,-741.9999999999982,42.0000000000087,,-699.9999999999895
2015.09.01,-896.9999999999923,-165.9999999999995,,-1062.9999999999918
2015.09.01,-1068.9999999999866,374.0000000000077,,-694.9999999999789
2015.09.01,-963.999999999987,383.0,,-580.999999999987
2015.09.01,-984.000000000007,531.9999999999991,,-452.00000000000796
2015.09.01,-1109.9999999999889,245.99999999999068,,-863.9999999999982
2015.09.01,-1095.0000000000016,-42.0000000000087,,-1137.0000000000102
2015.09.01,-886.9999999999934,-11.999999999989797,,-898.9999999999832
2015.09.01,-798.9999999999942,117.00000000001154,,-681.9999999999827
2015.09.01,-865.0000000000047,192.99999999999872,,-672.0000000000059
2015.09.01,-956.0000000000013,273.9999999999965,,-682.0000000000048
2015.09.01,-1042.9999999999939,133.00000000000534,,-909.9999999999885
2015.09.01,-1093.999999999995,178.99999999999582,,-914.9999999999992
2015.09.01,-1011.9999999999907,167.9999999999904,,-844.0000000000002
2015.09.01,-1062.0000000000073,25.999999999992696,,-1036.0000000000146
2015.09.01,-1078.0000000000011,-79.99999999999119,,-1157.9999999999923
2015.09.01,-1089.999999999991,-224.000000000002,,-1313.999999999993
2015.09.01,-1089.999999999991,-143.00000000000423,,-1232.9999999999952
2015.09.01,-1089.0000000000066,-490.999999999997,,-1580.0000000000036
2015.09.02,-1099.9999999999898,-503.000000000009,,-1602.9999999999986
2015.09.02,-1083.9999999999961,-479.0000000000072,,-1563.0000000000034
2015.09.02,-1078.0000000000011,-446.9999999999974,,-1524.9999999999986
2015.09.02,-1110.9999999999952,-408.9999999999927,,-1519.999999999988
2015.09.02,-1102.9999999999873,-412.9999999999967,,-1515.999999999984
2015.09.02,-1095.0000000000016,-478.0000000000006,,-1573.0000000000023
2015.09.02,-1201.0000000000077,-448.9999999999883,,-1649.999999999996
2015.09.02,-1139.0000000000011,-367.0000000000062,,-1506.0000000000073
2015.09.02,-1123.0000000000073,-292.9999999999877,,-1415.999999999995
2015.09.02,-1119.9999999999877,-367.99999999999056,,-1487.9999999999782
2015.09.02,-1140.999999999992,-360.0000000000048,,-1500.9999999999968
2015.09.02,-1078.9999999999854,-360.0000000000048,,-1438.9999999999902
2015.09.02,-1039.9999999999966,-347.9999999999928,,-1387.9999999999893
2015.09.02,-1007.0000000000024,-241.00000000000233,,-1248.0000000000048
2015.09.02,-1000.0000000000009,-224.000000000002,,-1224.000000000003
2015.09.02,-1052.9999999999927,-222.99999999999542,,-1275.9999999999882
2015.09.02,-1056.9999999999968,-270.99999999999903,,-1327.999999999996
2015.09.02,-1041.000000000003,-272.00000000000557,,-1313.0000000000086
2015.09.02,-1123.9999999999916,-317.9999999999961,,-1441.9999999999877
2015.09.02,-1302.9999999999875,-333.9999999999899,,-1636.9999999999773
2015.09.02,-1387.9999999999893,-323.99999999999096,,-1711.9999999999802
2015.09.02,-1235.9999999999927,-313.00000000000773,,-1549.0000000000005
2015.09.02,-1194.9999999999905,-438.9999999999894,,-1633.99999999998
2015.09.02,-1278.9999999999857,-401.99999999999125,,-1680.9999999999768
2015.09.02,-1466.9999999999961,-435.0000000000076,,-1902.0000000000036
2015.09.02,-1431.9999999999889,-614.0000000000034,,-2045.9999999999923
2015.09.02,-1404.9999999999895,-648.9999999999885,,-2053.999999999978
2015.09.02,-1444.000000000001,-687.9999999999998,,-2132.000000000001
2015.09.02,-1434.000000000002,-665.9999999999889,,-2099.999999999991
2015.09.02,-1425.9999999999939,-602.999999999998,,-2028.9999999999918
2015.09.02,-1407.999999999987,-625.9999999999932,,-2033.9999999999802
2015.09.02,-1410.0000000000002,-363.0000000000022,,-1773.0000000000025
2015.09.02,-1334.9999999999973,-226.99999999999943,,-1561.9999999999968
2015.09.02,-1214.9999999999884,-523.0000000000068,,-1737.9999999999952
2015.09.02,-1241.0000000000032,-679.9999999999917,,-1920.999999999995
2015.09.02,-1195.999999999997,-1153.9999999999884,,-2349.9999999999854
2015.09.02,-1272.999999999991,-984.9999999999915,,-2257.9999999999823
2015.09.02,-1194.0000000000061,-1046.999999999998,,-2241.000000000004
2015.09.02,-1090.9999999999975,-1036.999999999999,,-2127.9999999999964
2015.09.02,-1075.9999999999882,-848.0000000000043,,-1923.9999999999925
2015.09.02,-1031.9999999999884,-858.9999999999875,,-1890.999999999976
2015.09.02,-963.0000000000027,-750.9999999999906,,-1713.9999999999932
2015.09.02,-992.9999999999994,-713.0000000000081,,-1706.0000000000075
2015.09.02,-1097.999999999999,-720.9999999999939,,-1818.999999999993
2015.09.02,-1102.000000000003,-781.0000000000094,,-1883.0000000000123
2015.09.02,-1124.9999999999982,-757.999999999992,,-1882.9999999999902
2015.09.02,-1161.9999999999964,-747.0000000000088,,-1909.000000000005
2015.09.02,-1146.9999999999868,-730.0000000000084,,-1876.9999999999952
2015.09.03,-1163.000000000003,-604.9999999999889,,-1767.9999999999918
2015.09.03,-1133.9999999999907,-581.9999999999936,,-1715.9999999999843
2015.09.03,-1113.9999999999927,-587.9999999999885,,-1701.9999999999814
2015.09.03,-1066.9999999999957,-580.0000000000027,,-1646.9999999999984
2015.09.03,-1045.000000000007,-598.0000000000097,,-1643.0000000000168
2015.09.03,-1075.9999999999882,-608.0000000000085,,-1683.9999999999968
2015.09.03,-1086.9999999999936,-635.0000000000077,,-1722.0000000000014
2015.09.03,-1112.0000000000018,-658.0000000000031,,-1770.000000000005
2015.09.03,-1038.99999999999,-607.0000000000019,,-1645.9999999999918
2015.09.03,-1085.0000000000027,-673.9999999999968,,-1758.9999999999995
2015.09.03,-1139.0000000000011,-665.9999999999889,,-1804.99999999999
2015.09.03,-1173.9999999999861,-646.9999999999976,,-1820.9999999999836
2015.09.03,-1183.0000000000007,-648.9999999999885,,-1831.999999999989
2015.09.03,-1173.0000000000018,-621.9999999999892,,-1794.999999999991
2015.09.03,-1218.9999999999923,-557.9999999999918,,-1776.999999999984
2015.09.03,-1190.9999999999866,-581.0000000000093,,-1771.999999999996
2015.09.03,-1204.000000000005,-591.0000000000082,,-1795.0000000000132
2015.09.03,-1228.9999999999911,-621.9999999999892,,-1850.9999999999804
2015.09.03,-1300.9999999999966,-646.9999999999976,,-1947.999999999994
2015.09.03,-1397.9999999999882,-551.9999999999969,,-1949.999999999985
2015.09.03,-1446.9999999999982,-604.0000000000045,,-2051.0000000000027
2015.09.03,-1549.0000000000005,-585.9999999999976,,-2134.999999999998
2015.09.03,-1522.9999999999854,-663.999999999998,,-2186.9999999999836
2015.09.03,-1729.0000000000027,-624.0000000000023,,-2353.000000000005
2015.09.03,-1577.0000000000061,-740.0000000000073,,-2317.0000000000136
2015.09.03,-1424.9999999999875,-751.9999999999972,,-2176.9999999999845
2015.09.03,-1370.0000000000045,-656.9999999999965,,-2027.000000000001
2015.09.03,-1357.9999999999925,-624.0000000000023,,-1981.9999999999948
2015.09.03,-1398.9999999999948,-624.0000000000023,,-2022.999999999997
2015.09.03,-1428.9999999999914,-570.9999999999882,,-1999.9999999999795
2015.09.03,-1442.9999999999943,-699.9999999999895,,-2142.9999999999836
2015.09.03,-1533.0000000000066,-802.9999999999982,,-2336.0000000000045
2015.09.03,-1526.9999999999895,-601.9999999999915,,-2128.999999999981
2015.09.03,-1478.999999999986,-548.9999999999995,,-2027.9999999999854
2015.09.03,-1671.0000000000002,-68.00000000000139,,-1739.0000000000016
2015.09.03,-1879.9999999999927,228.99999999999034,,-1651.0000000000023
2015.09.03,-1916.999999999991,103.00000000000864,,-1813.9999999999823
2015.09.03,-1808.9999999999939,15.999999999993797,,-1793.0
2015.09.03,-1705.000000000001,73.00000000001194,,-1631.999999999989
2015.09.03,-1688.0000000000007,167.00000000000603,,-1520.9999999999945
2015.09.03,-1580.999999999988,-62.99999999999084,,-1643.9999999999789
2015.09.03,-1479.9999999999925,-65.00000000000395,,-1544.9999999999964
2015.09.03,-1560.000000000006,-41.000000000002146,,-1601.000000000008
2015.09.03,-1566.0000000000007,100.0000000000112,,-1465.9999999999895
2015.09.03,-1561.9999999999968,110.99999999999443,,-1451.0000000000023
2015.09.03,-1577.0000000000061,121.99999999999989,,-1455.0000000000064
