date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2018.01.15,-95.99999999999609,-107.99999999999699,-14.000000000002899,-68.9999999999884,0.0,0.0,-15.999999999993797,-109.99999999999943,-79.00000000000685,-88.99999999999464,-82.99999999999974,-73.99999999999629,-128.99999999999068,-120.9999999999809,-1.0000000000065512,-49.00000000001015,-67.99999999999784,-135.99999999999568,-66.99999999999307,0.0,-148.99999999999915,,-1457.999999999949
2018.01.15,-49.99999999999449,-123.99999999999079,5.999999999994898,21.000000000000796,-182.0000000000155,112.000000000001,53.00000000000304,-156.0000000000059,-25.00000000000835,-127.99999999999478,7.9999999999968985,-34.000000000000696,-197.00000000000273,-179.9999999999784,-149.00000000002134,-87.99999999999919,10.000000000005116,-177.99999999999727,-121.99999999999989,-36.999999999998145,-109.00000000000354,,-1549.0000000000095
2018.01.15,-92.99999999999864,-154.99999999999403,-1.0000000000065512,-70.99999999999795,-123.00000000000644,107.00000000000153,65.00000000000395,-182.00000000000216,49.99999999999449,-152.99999999999204,-1.0000000000065512,-49.99999999999449,-217.00000000001296,-223.99999999998954,-57.00000000001815,-239.99999999999577,56.000000000011596,-189.99999999999773,-152.9999999999916,19.00000000000235,-110.99999999999443,,-1723.999999999985
2018.01.15,-24.000000000001798,-126.99999999998823,-24.000000000001798,-96.9999999999942,-55.000000000005045,65.99999999999939,70.99999999999883,-102.00000000000387,64.99999999999284,-143.9999999999997,70.99999999999883,-7.0000000000014495,-144.00000000000546,-113.9999999999759,-53.00000000001415,-252.0000000000078,45.000000000001705,-129.99999999999545,-181.99999999998795,138.00000000000477,-17.000000000000348,,-1015.9999999999865
2018.01.15,-19.00000000000235,-144.99999999999514,-34.99999999998504,-253.99999999999068,4.000000000004,68.00000000000139,95.99999999999609,-141.00000000000534,10.999999999994348,-135.99999999999167,95.99999999999609,19.999999999997797,-168.00000000000637,-118.99999999999977,-36.0000000000138,-314.00000000001427,-147.99999999999613,-128.99999999999068,-165.99999999999682,173.00000000000094,-17.999999999984695,,-1359.9999999999823
2018.01.15,-24.999999999997247,-114.99999999999844,-56.99999999999594,-273.9999999999867,36.999999999998145,104.99999999999955,141.99999999999767,105.99999999999454,-12.000000000000899,-135.99999999999167,117.00000000000044,24.000000000001798,161.00000000000136,182.00000000001637,-13.000000000018552,-408.9999999999927,-206.99999999999363,8.000000000009777,-60.99999999999284,242.00000000000887,19.00000000001345,,-165.99999999992664
2018.01.15,-90.0000000000012,-226.99999999999943,-38.0000000000047,-421.99999999999704,-117.99999999999588,130.0000000000079,177.00000000000495,140.99999999999113,14.999999999998348,-278.9999999999959,153.99999999999858,19.00000000000235,192.00000000000728,213.99999999999864,-24.000000000001798,-756.0000000000011,-216.99999999999875,-86.99999999998909,-203.99999999999352,319.0000000000026,22.0000000000109,,-1078.9999999999554
2018.01.15,-66.99999999999484,-173.99999999998528,-28.000000000005798,-356.9999999999993,-66.99999999999484,258.0000000000027,270.99999999999903,176.00000000000193,27.999999999994696,-290.00000000000136,246.00000000000176,23.00000000000635,254.99999999999545,291.00000000002524,-42.0000000000087,-625.9999999999932,-192.99999999999784,-106.99999999999932,-134.00000000000034,382.00000000000455,-20.999999999982144,,-175.99999999993122
2018.01.15,-115.99999999999389,-214.00000000000307,39.00000000001125,-445.99999999999795,-76.0000000000094,300.0000000000003,331.0000000000035,153.99999999999636,14.999999999998348,-264.999999999993,248.99999999999923,21.999999999999797,292.0000000000016,293.00000000000637,-5.000000000010552,-714.0000000000147,-219.99999999999886,-102.99999999999443,-152.9999999999916,419.00000000000273,23.00000000001745,,-174.99999999997038
2018.01.15,-109.00000000000354,-178.99999999999582,-8.999999999992347,-403.99999999999636,-66.99999999999484,248.99999999999923,282.99999999999994,155.00000000000114,-1.0000000000065512,-239.0000000000003,212.00000000000108,4.000000000004,318.00000000001205,320.0000000000216,-31.000000000003247,-673.9999999999968,-223.99999999998954,-70.99999999999795,-137.99999999999102,386.0000000000086,33.00000000001635,,-185.99999999990436
2018.01.15,-100.99999999999554,-137.9999999999937,-4.999999999988347,-352.99999999999443,-26.0000000000149,260.00000000000466,285.00000000000193,138.9999999999958,-6.0000000000060005,-239.99999999999577,200.00000000000017,12.999999999996348,312.0000000000118,287.00000000000614,-19.00000000001345,-686.0000000000089,-210.99999999999852,-92.99999999998931,-144.99999999999602,390.0000000000015,12.999999999996348,,-123.99999999998012
2018.01.15,-92.99999999999864,-146.00000000000168,55.000000000005045,-355.99999999999454,-49.99999999999449,342.000000000009,268.0000000000016,111.99999999999477,19.999999999997797,-320.9999999999935,188.9999999999947,-12.999999999996348,276.9999999999868,247.0000000000141,-20.000000000020002,-686.9999999999932,-164.99999999999204,-173.99999999999238,-188.99999999999295,334.00000000000097,-154.99999999999403,,-524.9999999999591
2018.01.15,-100.99999999999554,-133.99999999998968,29.00000000001235,-345.9999999999894,-46.999999999997044,377.0000000000051,202.9999999999976,140.00000000000057,7.9999999999968985,-315.9999999999941,112.000000000001,12.000000000000899,323.0000000000075,312.0000000000118,-26.999999999999247,-517.9999999999962,-173.99999999999238,-166.99999999998738,-80.99999999998886,267.00000000000614,-256.99999999999613,,-384.9999999998861
2018.01.15,-115.99999999999389,-163.00000000000205,60.99999999999994,-397.99999999999613,-114.0000000000141,404.99999999999983,241.99999999999778,135.99999999999568,21.999999999999797,-359.99999999999363,142.99999999999312,-51.99999999999649,336.00000000001273,264.00000000001,-32.0000000000098,-506.0000000000064,-165.99999999999682,-210.99999999999852,-91.99999999999875,285.00000000000193,-226.99999999999943,,-542.9999999999951
2018.01.15,-253.99999999999866,-244.9999999999841,144.99999999999514,-493.9999999999998,-173.00000000000094,450.00000000000597,317.9999999999961,108.00000000000409,-21.999999999999797,-383.0,192.00000000000327,-207.99999999999707,312.9999999999882,24.00000000000091,58.99999999998684,-470.9999999999992,-187.99999999998818,-281.9999999999965,-138.9999999999958,358.0000000000028,-221.99999999998886,,-1113.9999999999657
2018.01.15,-215.99999999999397,-285.99999999998624,246.00000000001288,-466.99999999999875,-163.00000000000205,495.000000000001,328.0000000000061,129.99999999999545,-2.000000000002,-395.0000000000009,181.9999999999933,-131.00000000000333,298.0000000000018,112.99999999999955,143.99999999998857,-424.00000000000216,-182.99999999999272,-263.9999999999958,-112.99999999999955,362.00000000000676,-234.99999999998522,,-580.9999999999573
2018.01.15,-209.00000000000364,-424.99999999998647,144.0000000000108,-436.9999999999976,-131.00000000001444,462.0000000000068,268.0000000000016,-31.999999999996476,-42.0000000000087,-397.99999999999835,112.99999999999643,-131.99999999999878,9.999999999990905,27.000000000015234,111.99999999997878,-350.00000000000585,-171.99999999999704,-333.999999999989,-146.0000000000008,308.00000000000824,-278.00000000000045,,-1641.999999999989
2018.01.15,-202.0000000000022,-241.00000000000233,148.00000000001478,-320.99999999999795,-124.00000000001299,473.0000000000012,279.00000000000705,-13.00000000000523,-9.00000000000345,-375.9999999999986,134.99999999999625,-80.99999999999774,92.00000000001296,60.000000000002274,59.99999999999339,-510.99999999999477,-82.99999999999841,-355.99999999999454,-207.9999999999984,310.0000000000103,-279.99999999999136,,-1247.99999999996
2018.01.15,-185.99999999999727,-219.99999999999798,95.00000000000064,-296.99999999999704,-137.00000000000932,423.0000000000067,290.00000000000136,-25.000000000005684,-7.0000000000014495,-383.99999999999545,158.99999999999804,-82.99999999999974,99.99999999999432,42.00000000000159,35.999999999991594,-533.0000000000057,-63.99999999999295,-341.99999999999875,-207.9999999999984,314.0000000000032,-252.99999999999213,,-1279.9999999999943
2018.01.15,-163.99999999999747,-309.0000000000037,80.00000000001339,-274.9999999999915,-161.00000000001114,399.0000000000049,285.00000000000193,-16.000000000005343,10.999999999994348,-362.99999999999113,176.99999999999383,-17.999999999995797,16.999999999995907,69.00000000001683,-26.0000000000149,-485.0000000000021,-50.99999999998772,-325.9999999999934,-203.99999999999352,312.00000000000114,-215.99999999999397,,-1263.999999999959
2018.01.15,-248.99999999999923,-332.9999999999833,164.00000000000858,-426.9999999999925,-141.00000000001333,431.99999999999903,312.9999999999966,3.9999999999906777,-60.99999999999994,-323.99999999999096,165.9999999999995,-42.999999999993044,44.00000000001114,69.00000000001683,44.99999999998394,-608.9999999999928,-189.99999999999773,-271.99999999999136,-185.99999999999284,335.0000000000075,-154.99999999999403,,-1417.9999999999275
2018.01.15,-346.9999999999973,-256.99999999999613,181.9999999999933,-463.99999999999864,-238.0000000000049,431.0000000000036,394.00000000000546,-22.999999999996135,-63.00000000000195,-281.99999999999335,185.99999999999727,-187.00000000000384,222.0000000000084,94.99999999999886,60.99999999999994,-617.0000000000009,-165.99999999999682,-217.9999999999893,-230.99999999999454,426.00000000000415,-38.99999999998904,,-1134.9999999999518
2018.01.15,-504.00000000000443,-299.00000000000483,356.00000000000074,-531.9999999999965,-387.000000000004,509.9999999999993,483.0000000000001,-186.9999999999976,-94.00000000000519,-270.99999999999903,158.99999999999804,-246.99999999999721,334.0000000000032,-33.999999999991815,101.99999999997988,-614.0000000000034,-126.99999999999534,-295.99999999999227,-275.99999999999625,422.00000000000017,-42.999999999993044,,-1544.9999999999995
2018.01.15,-582.0000000000048,-814.999999999988,483.99999999999557,-547.9999999999876,-392.00000000001455,563.0000000000024,519.9999999999983,-225.9999999999991,-157.00000000000713,-200.00000000000017,95.99999999999609,-236.00000000000287,-128.00000000001432,-173.99999999997817,104.99999999999955,-495.000000000001,-102.99999999999443,-274.9999999999915,-256.9999999999908,404.99999999999983,-90.99999999999665,,-2505.9999999999795
