,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['NZDCAD', 'AUDCAD', 'NZDUSD']",100.0,-0.9418,S
1,1,USDJPY,20,"['AUDJPY', 'EURCAD', 'CADJPY', 'NZDJPY', 'USDJPY', 'CADCHF']",100.0,-0.4997128715728851,S
2,2,USDCAD,20,"['USDJPY', 'EURCAD']",80.0,-0.4289368056943021,S
3,3,AUDUSD,50,"['EURNZD', 'EURGBP']",80.0,-0.3326254792294552,S
4,4,NZDUSD,10,['CHFJPY'],100.0,0.9902500000000005,B
5,5,GBPCHF,30,"['EURGBP', 'NZDCHF']",80.0,0.9937555513930516,B
6,6,EURCHF,10,['EURGBP'],80.0,-0.6639751190476249,S
7,7,CHFJPY,10,"['EURGBP', 'GBPJPY', 'EURAUD']",80.0,-0.4358,S
8,8,CADCHF,15,"['USDCAD', 'USDJPY']",100.0,0.3441256149406126,B
9,9,AUDCHF,10,['EURGBP'],80.0,-0.6669584126984177,S
10,10,EURGBP,50,"['AUDCAD', 'EURJPY', 'EURCAD']",80.0,0.10846279540505993,B
11,11,GBPCAD,10,"['USDCAD', 'GBPUSD', 'EURUSD', 'EURJPY']",80.0,0.6471904761904729,B
12,12,GBPAUD,30,['AUDCAD'],80.0,-0.2515090567431292,S
13,13,EURJPY,10,['USDJPY'],80.0,0.427086865079355,B
14,14,EURAUD,20,['AUDCAD'],80.0,-0.11279531389362349,S
15,15,EURNZD,10,"['CHFJPY', 'USDCHF', 'NZDCHF']",80.0,-0.9409,S
16,16,CADJPY,10,"['NZDCAD', 'AUDCAD', 'GBPCHF', 'CHFJPY']",80.0,1.0,B
17,17,AUDJPY,20,['AUDCAD'],80.0,0.33427713463823044,B
18,18,NZDJPY,30,['USDCHF'],80.0,0.8191651404426636,B
19,19,AUDCAD,10,['EURAUD'],80.0,0.9577200000000002,B
20,20,NZDCAD,10,['EURAUD'],100.0,0.9595799999999998,B
21,21,AUDNZD,20,"['AUDNZD', 'USDCHF']",80.0,-0.984145,S
