date,GBPUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,EURGBP,GBPJPY,GBPAUD,EURAUD,AUDJPY,NZDJPY,NZDCAD,empty,sum
2016.08.22,-156.99999999998494,-52.00000000000671,0.0,-107.00000000000153,-217.99999999998488,-394.00000000000546,-128.00000000000588,-106.00000000002296,-134.99999999999625,-82.00000000000429,-82.99999999999841,-89.9999999999892,-57.99999999999139,,-1609.9999999999918
2016.08.22,-256.99999999999613,-46.999999999997044,97.9999999999981,100.99999999999554,-295.0000000000008,-102.99999999998644,-54.00000000000959,-97.00000000000841,-146.00000000000168,29.999999999996696,-82.00000000000784,-89.9999999999892,52.000000000007596,,-889.9999999999992
2016.08.22,-346.0000000000019,36.000000000001364,95.00000000000064,75.9999999999983,-220.99999999998232,-28.000000000005798,-65.00000000000395,-40.99999999999682,-184.00000000000637,-4.999999999988347,-7.000000000005002,-25.99999999999625,50.0000000000056,,-665.9999999999809
2016.08.22,-337.99999999999386,203.99999999999352,139.99999999999568,133.00000000000534,-238.99999999998923,-25.00000000000835,-62.000000000006494,86.99999999998909,-191.00000000000784,79.00000000000685,19.99999999999602,38.000000000010914,148.99999999999915,,-5.000000000009237
2016.08.22,-343.00000000000443,222.99999999999898,161.00000000000003,97.00000000000264,-248.99999999998812,-28.999999999990145,-68.00000000000139,132.99999999998136,-19.999999999997797,198.00000000000927,36.000000000001364,46.999999999997044,104.99999999999955,,291.00000000000836
2016.08.22,-222.99999999999542,73.99999999999807,36.999999999998145,19.999999999997797,-269.9999999999925,-66.99999999999484,-96.00000000000719,131.00000000000023,-151.9999999999966,158.99999999999804,18.000000000000682,21.000000000000796,112.000000000001,,-235.99999999999173
2016.08.22,-182.99999999999983,-64.00000000000716,-85.00000000000173,-141.00000000000225,-292.00000000000335,-85.00000000000173,-114.00000000000298,-74.00000000001228,-380.00000000000256,-42.999999999993044,51.9999999999925,64.00000000000716,-9.999999999998899,,-1355.0000000000261
2016.08.22,-107.99999999999699,-57.00000000000216,-83.9999999999952,-146.00000000000168,-275.9999999999874,-38.99999999998904,-107.00000000000153,-37.00000000000614,-295.0000000000008,-10.999999999983245,57.999999999992724,87.0000000000033,-23.999999999990695,,-1038.9999999999588
2016.08.22,-156.99999999998494,52.99999999999727,-58.000000000002494,-138.00000000000477,-326.9999999999884,-28.000000000005798,-112.000000000001,87.99999999999386,-265.0000000000041,31.000000000003247,88.99999999999864,164.00000000000148,-4.999999999999449,,-664.9999999999965
2016.08.22,-93.99999999999409,-93.00000000000352,-148.99999999999915,-222.99999999999542,-334.9999999999964,-35.999999999991594,-124.00000000000189,-70.0000000000216,-466.9999999999952,-69.9999999999923,103.9999999999992,176.00000000000193,-60.99999999999994,,-1441.99999999999
