date,GBPCAD,empty,sum
2017.01.19,-5513.999999999996,,-5513.999999999996
2017.01.19,-5878.0000000000055,,-5878.0000000000055
2017.01.19,-5854.000000000004,,-5854.000000000004
2017.01.19,-6054.000000000004,,-6054.000000000004
2017.01.19,-6001.999999999996,,-6001.999999999996
2017.01.19,-6044.999999999989,,-6044.999999999989
2017.01.19,-6413.000000000002,,-6413.000000000002
2017.01.19,-6264.000000000003,,-6264.000000000003
2017.01.19,-6244.999999999989,,-6244.999999999989
2017.01.19,-6116.00000000001,,-6116.00000000001
2017.01.19,-6032.999999999999,,-6032.999999999999
2017.01.19,-6118.000000000001,,-6118.000000000001
2017.01.19,-5854.000000000004,,-5854.000000000004
2017.01.19,-6101.000000000001,,-6101.000000000001
2017.01.19,-6248.000000000009,,-6248.000000000009
2017.01.19,-6336.999999999993,,-6336.999999999993
2017.01.19,-6495.000000000006,,-6495.000000000006
2017.01.19,-6691.000000000003,,-6691.000000000003
2017.01.19,-6685.000000000007,,-6685.000000000007
2017.01.19,-6671.000000000005,,-6671.000000000005
2017.01.19,-6543.00000000001,,-6543.00000000001
2017.01.19,-6584.999999999996,,-6584.999999999996
2017.01.19,-6675.999999999993,,-6675.999999999993
2017.01.19,-6723.999999999996,,-6723.999999999996
2017.01.19,-6831.999999999994,,-6831.999999999994
2017.01.19,-6760.00000000001,,-6760.00000000001
2017.01.19,-6677.0,,-6677.0
2017.01.19,-6796.000000000002,,-6796.000000000002
2017.01.19,-6868.999999999992,,-6868.999999999992
2017.01.20,-6774.999999999997,,-6774.999999999997
2017.01.20,-6837.000000000005,,-6837.000000000005
2017.01.20,-6962.000000000002,,-6962.000000000002
2017.01.20,-6872.999999999995,,-6872.999999999995
2017.01.20,-6804.9999999999945,,-6804.9999999999945
2017.01.20,-6821.9999999999945,,-6821.9999999999945
2017.01.20,-6749.000000000005,,-6749.000000000005
2017.01.20,-6807.999999999992,,-6807.999999999992
2017.01.20,-6804.00000000001,,-6804.00000000001
2017.01.20,-6821.00000000001,,-6821.00000000001
2017.01.20,-6861.000000000006,,-6861.000000000006
2017.01.20,-6922.000000000006,,-6922.000000000006
2017.01.20,-6862.999999999997,,-6862.999999999997
2017.01.20,-6804.9999999999945,,-6804.9999999999945
2017.01.20,-6816.0,,-6816.0
2017.01.20,-6833.0,,-6833.0
2017.01.20,-6899.000000000011,,-6899.000000000011
2017.01.20,-6905.0000000000055,,-6905.0000000000055
2017.01.20,-6688.0000000000055,,-6688.0000000000055
2017.01.20,-6535.000000000002,,-6535.000000000002
2017.01.20,-6705.99999999999,,-6705.99999999999
2017.01.20,-6929.999999999992,,-6929.999999999992
2017.01.20,-6814.999999999994,,-6814.999999999994
2017.01.20,-6452.999999999997,,-6452.999999999997
2017.01.20,-6640.000000000002,,-6640.000000000002
2017.01.20,-6641.000000000008,,-6641.000000000008
2017.01.20,-6513.999999999997,,-6513.999999999997
2017.01.20,-6793.999999999989,,-6793.999999999989
2017.01.20,-6752.000000000003,,-6752.000000000003
2017.01.20,-6667.000000000001,,-6667.000000000001
2017.01.20,-6428.999999999995,,-6428.999999999995
2017.01.20,-6679.999999999997,,-6679.999999999997
2017.01.20,-6790.000000000007,,-6790.000000000007
2017.01.20,-7088.0000000000055,,-7088.0000000000055
2017.01.20,-7038.000000000011,,-7038.000000000011
2017.01.20,-6770.999999999994,,-6770.999999999994
2017.01.20,-6953.999999999994,,-6953.999999999994
2017.01.20,-6922.99999999999,,-6922.99999999999
2017.01.20,-7174.999999999998,,-7174.999999999998
2017.01.20,-7245.999999999997,,-7245.999999999997
2017.01.20,-7054.000000000005,,-7054.000000000005
2017.01.20,-7216.0,,-7216.0
2017.01.20,-7197.000000000009,,-7197.000000000009
2017.01.20,-7274.000000000003,,-7274.000000000003
2017.01.20,-7238.999999999995,,-7238.999999999995
2017.01.20,-7234.000000000007,,-7234.000000000007
2017.01.20,-7187.9999999999945,,-7187.9999999999945
2017.01.20,-7147.999999999999,,-7147.999999999999
