date,GBPCAD,empty,sum
2017.01.16,-584.0000000000067,,-584.0000000000067
2017.01.16,-682.9999999999892,,-682.9999999999892
2017.01.16,-462.9999999999912,,-462.9999999999912
2017.01.16,-540.0000000000072,,-540.0000000000072
2017.01.16,-621.0000000000049,,-621.0000000000049
2017.01.16,-727.0000000000109,,-727.0000000000109
2017.01.16,-659.999999999994,,-659.999999999994
2017.01.16,-634.0000000000013,,-634.0000000000013
2017.01.16,-455.99999999998977,,-455.99999999998977
2017.01.16,-466.9999999999952,,-466.9999999999952
2017.01.16,-507.9999999999973,,-507.9999999999973
2017.01.16,-594.0000000000057,,-594.0000000000057
2017.01.16,-709.0000000000041,,-709.0000000000041
2017.01.16,-628.0000000000064,,-628.0000000000064
2017.01.16,-543.999999999989,,-543.999999999989
2017.01.16,-547.999999999993,,-547.999999999993
2017.01.16,-513.0000000000078,,-513.0000000000078
2017.01.16,-524.9999999999977,,-524.9999999999977
2017.01.16,-87.99999999999919,,-87.99999999999919
2017.01.16,-672.0000000000059,,-672.0000000000059
2017.01.16,-523.0000000000068,,-523.0000000000068
2017.01.16,-788.0000000000109,,-788.0000000000109
2017.01.16,-1080.9999999999986,,-1080.9999999999986
2017.01.16,-1069.0000000000089,,-1069.0000000000089
2017.01.16,-916.99999999999,,-916.99999999999
2017.01.16,-1025.0000000000093,,-1025.0000000000093
2017.01.16,-997.0000000000034,,-997.0000000000034
2017.01.16,-923.9999999999915,,-923.9999999999915
2017.01.16,-829.9999999999974,,-829.9999999999974
2017.01.16,-1028.0000000000066,,-1028.0000000000066
2017.01.16,-966.0000000000002,,-966.0000000000002
2017.01.16,-1175.9999999999993,,-1175.9999999999993
2017.01.16,-1228.9999999999911,,-1228.9999999999911
2017.01.16,-1231.0000000000043,,-1231.0000000000043
2017.01.16,-1106.9999999999914,,-1106.9999999999914
2017.01.16,-1173.0000000000018,,-1173.0000000000018
2017.01.16,-1107.999999999998,,-1107.999999999998
2017.01.16,-1014.0000000000038,,-1014.0000000000038
2017.01.16,-1245.9999999999916,,-1245.9999999999916
2017.01.16,-1279.9999999999923,,-1279.9999999999923
2017.01.16,-1184.9999999999916,,-1184.9999999999916
2017.01.16,-1168.9999999999977,,-1168.9999999999977
2017.01.16,-1218.9999999999923,,-1218.9999999999923
2017.01.16,-1153.000000000004,,-1153.000000000004
2017.01.16,-1259.9999999999945,,-1259.9999999999945
2017.01.16,-1307.999999999998,,-1307.999999999998
2017.01.16,-1174.9999999999927,,-1174.9999999999927
2017.01.16,-1153.000000000004,,-1153.000000000004
2017.01.17,-1224.000000000003,,-1224.000000000003
2017.01.17,-1005.9999999999958,,-1005.9999999999958
2017.01.17,-1088.0,,-1088.0
2017.01.17,-1144.999999999996,,-1144.999999999996
2017.01.17,-1228.9999999999911,,-1228.9999999999911
2017.01.17,-1337.9999999999948,,-1337.9999999999948
2017.01.17,-1326.9999999999893,,-1326.9999999999893
2017.01.17,-1295.0000000000018,,-1295.0000000000018
2017.01.17,-1370.0000000000045,,-1370.0000000000045
2017.01.17,-1381.00000000001,,-1381.00000000001
2017.01.17,-1316.9999999999905,,-1316.9999999999905
2017.01.17,-1299.0000000000057,,-1299.0000000000057
2017.01.17,-1190.0000000000023,,-1190.0000000000023
2017.01.17,-1215.9999999999948,,-1215.9999999999948
2017.01.17,-1137.9999999999945,,-1137.9999999999945
2017.01.17,-1330.0000000000089,,-1330.0000000000089
2017.01.17,-1421.0000000000057,,-1421.0000000000057
2017.01.17,-1313.999999999993,,-1313.999999999993
2017.01.17,-1357.9999999999925,,-1357.9999999999925
2017.01.17,-1231.0000000000043,,-1231.0000000000043
2017.01.17,-1052.0000000000084,,-1052.0000000000084
2017.01.17,-981.0000000000097,,-981.0000000000097
2017.01.17,-1327.999999999996,,-1327.999999999996
2017.01.17,-1276.9999999999948,,-1276.9999999999948
2017.01.17,-941.9999999999984,,-941.9999999999984
2017.01.17,-1170.0000000000043,,-1170.0000000000043
2017.01.17,-1271.0,,-1271.0
2017.01.17,-1815.0000000000111,,-1815.0000000000111
2017.01.17,-2334.999999999998,,-2334.999999999998
2017.01.17,-3424.000000000005,,-3424.000000000005
2017.01.17,-3571.9999999999973,,-3571.9999999999973
2017.01.17,-3478.000000000003,,-3478.000000000003
2017.01.17,-3868.999999999989,,-3868.999999999989
2017.01.17,-4083.9999999999986,,-4083.9999999999986
2017.01.17,-4049.999999999998,,-4049.999999999998
2017.01.17,-4293.999999999998,,-4293.999999999998
2017.01.17,-4105.000000000003,,-4105.000000000003
2017.01.17,-4248.999999999992,,-4248.999999999992
2017.01.17,-4249.999999999998,,-4249.999999999998
2017.01.17,-4159.000000000002,,-4159.000000000002
2017.01.17,-4303.999999999996,,-4303.999999999996
2017.01.17,-4251.999999999989,,-4251.999999999989
2017.01.17,-4404.000000000008,,-4404.000000000008
2017.01.17,-4298.000000000002,,-4298.000000000002
2017.01.17,-4359.000000000002,,-4359.000000000002
2017.01.17,-4394.999999999994,,-4394.999999999994
2017.01.17,-4323.9999999999945,,-4323.9999999999945
2017.01.17,-4397.999999999991,,-4397.999999999991
2017.01.18,-4337.999999999997,,-4337.999999999997
2017.01.18,-4306.00000000001,,-4306.00000000001
2017.01.18,-4394.000000000009,,-4394.000000000009
2017.01.18,-4337.999999999997,,-4337.999999999997
2017.01.18,-4380.999999999991,,-4380.999999999991
2017.01.18,-4217.000000000004,,-4217.000000000004
2017.01.18,-4069.999999999996,,-4069.999999999996
2017.01.18,-4021.0000000000077,,-4021.0000000000077
2017.01.18,-3909.9999999999914,,-3909.9999999999914
2017.01.18,-3723.0000000000095,,-3723.0000000000095
2017.01.18,-3781.9999999999964,,-3781.9999999999964
2017.01.18,-3786.0000000000005,,-3786.0000000000005
2017.01.18,-3709.000000000007,,-3709.000000000007
2017.01.18,-3746.999999999989,,-3746.999999999989
2017.01.18,-3774.999999999995,,-3774.999999999995
2017.01.18,-3783.000000000003,,-3783.000000000003
2017.01.18,-3798.999999999997,,-3798.999999999997
2017.01.18,-3933.999999999993,,-3933.999999999993
2017.01.18,-3807.999999999989,,-3807.999999999989
2017.01.18,-3648.000000000007,,-3648.000000000007
2017.01.18,-3540.999999999994,,-3540.999999999994
2017.01.18,-3333.9999999999927,,-3333.9999999999927
2017.01.18,-3603.0000000000005,,-3603.0000000000005
2017.01.18,-3534.999999999999,,-3534.999999999999
2017.01.18,-3584.0000000000095,,-3584.0000000000095
2017.01.18,-3593.000000000002,,-3593.000000000002
2017.01.18,-3665.0000000000073,,-3665.0000000000073
2017.01.18,-3340.0000000000095,,-3340.0000000000095
2017.01.18,-3317.9999999999986,,-3317.9999999999986
2017.01.18,-3435.9999999999945,,-3435.9999999999945
2017.01.18,-3473.999999999999,,-3473.999999999999
2017.01.18,-3576.0000000000014,,-3576.0000000000014
2017.01.18,-3544.999999999998,,-3544.999999999998
2017.01.18,-3481.000000000001,,-3481.000000000001
2017.01.18,-3866.999999999998,,-3866.999999999998
2017.01.18,-4176.000000000002,,-4176.000000000002
2017.01.18,-4458.000000000006,,-4458.000000000006
2017.01.18,-4696.999999999995,,-4696.999999999995
2017.01.18,-5099.999999999994,,-5099.999999999994
2017.01.18,-5244.000000000005,,-5244.000000000005
2017.01.18,-4983.000000000004,,-4983.000000000004
2017.01.18,-5081.000000000002,,-5081.000000000002
2017.01.18,-4988.999999999999,,-4988.999999999999
2017.01.18,-5145.0,,-5145.0
2017.01.18,-5105.000000000004,,-5105.000000000004
2017.01.18,-5163.000000000006,,-5163.000000000006
2017.01.18,-5167.000000000011,,-5167.000000000011
2017.01.18,-5149.000000000004,,-5149.000000000004
2017.01.19,-5205.999999999999,,-5205.999999999999
2017.01.19,-5200.999999999989,,-5200.999999999989
2017.01.19,-5041.999999999991,,-5041.999999999991
2017.01.19,-5129.99999999999,,-5129.99999999999
2017.01.19,-5194.999999999994,,-5194.999999999994
2017.01.19,-5068.99999999999,,-5068.99999999999
2017.01.19,-5032.999999999998,,-5032.999999999998
2017.01.19,-5160.000000000009,,-5160.000000000009
2017.01.19,-5356.0000000000055,,-5356.0000000000055
2017.01.19,-5384.999999999995,,-5384.999999999995
2017.01.19,-5380.999999999991,,-5380.999999999991
2017.01.19,-5427.000000000004,,-5427.000000000004
2017.01.19,-5316.00000000001,,-5316.00000000001
2017.01.19,-5336.000000000007,,-5336.000000000007
2017.01.19,-5323.000000000011,,-5323.000000000011
2017.01.19,-5286.999999999997,,-5286.999999999997
2017.01.19,-5282.999999999994,,-5282.999999999994
2017.01.19,-5417.999999999989,,-5417.999999999989
2017.01.19,-5292.999999999992,,-5292.999999999992
