date,USDCHF,EURUSD,USDJPY,GBPCHF,EURCHF,CHFJPY,AUDCHF,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.07.12,-78.99999999999574,8.000000000008,-26.00000000001046,-185.99999999999727,-29.999999999996696,106.99999999999932,258.0000000000027,-167.00000000000603,-182.99999999999983,18.999999999991246,75.9999999999934,204.9999999999983,197.00000000000273,-171.00000000001003,248.99999999999923,,276.99999999997885
2021.07.12,-77.00000000000485,45.000000000006146,-43.00000000000637,-187.99999999998818,-12.999999999996348,167.0000000000016,214.99999999999852,-121.00000000001555,-205.99999999999508,0.0,77.99999999998875,201.99999999999818,197.00000000000273,-29.000000000001247,236.99999999999832,,463.9999999999866
2021.07.12,-72.0000000000054,19.999999999997797,-132.000000000005,-208.99999999999253,-1.999999999990898,323.0000000000075,290.9999999999968,-209.00000000001472,-190.00000000000128,19.999999999997797,277.000000000001,335.9999999999985,400.99999999999625,-145.00000000000622,407.0000000000018,,1115.9999999999814
2021.07.12,-78.00000000000028,41.000000000002146,-120.00000000000455,-248.00000000000378,-24.000000000001798,301.00000000000193,278.00000000000045,-300.00000000001137,-251.99999999998556,-62.99999999999084,246.9999999999999,301.9999999999925,411.00000000000136,-140.0000000000068,448.9999999999994,,803.9999999999927
2021.07.12,-50.0000000000056,7.0000000000014495,-115.99999999999966,-214.99999999998744,33.00000000001635,332.00000000000784,251.00000000000122,-334.00000000001205,-203.99999999998198,-42.999999999993044,243.99999999999977,286.00000000000136,402.000000000001,-126.0000000000039,439.99999999999596,,907.0000000000414
2021.07.12,-55.000000000005045,12.000000000012001,-140.00000000000057,-221.00000000000452,24.000000000001798,358.0000000000041,273.000000000001,-286.00000000000847,-169.99999999998127,-8.999999999992347,289.0000000000015,322.9999999999933,409.000000000006,-123.00000000000644,404.99999999999983,,1089.000000000021
2021.07.12,-21.999999999999797,34.000000000000696,-54.000000000002046,-165.9999999999995,41.000000000002146,307.00000000000216,151.00000000000114,-531.9999999999991,-329.00000000000153,-265.99999999998846,140.99999999999113,143.00000000000068,197.00000000000273,-71.00000000000995,312.9999999999966,,-113.00000000000313
2021.07.12,-46.999999999997044,39.00000000001125,-44.00000000001114,-224.000000000002,7.0000000000014495,261.0000000000099,182.00000000000438,-536.0000000000032,-289.9999999999903,-239.99999999999577,161.00000000000136,150.99999999999625,216.00000000000819,-60.00000000000449,312.9999999999966,,-110.99999999997459
2021.07.12,2.999999999997449,83.00000000001084,50.99999999998772,-224.000000000002,26.999999999999247,219.0000000000083,128.00000000000588,-682.0000000000048,-373.99999999998545,-341.99999999999784,66.99999999999307,57.00000000000216,180.00000000000682,-54.00000000000959,368.9999999999971,,-491.99999999999073
2021.07.12,-95.99999999999609,-14.999999999987246,-58.000000000006935,-296.9999999999917,-4.999999999988347,210.00000000000796,140.0000000000068,-757.0000000000076,-305.9999999999841,-354.9999999999942,121.99999999999989,64.99999999999773,146.0000000000008,-4.000000000004,270.99999999999903,,-938.9999999999477
2021.07.12,-80.99999999999774,16.000000000016,-75.00000000000284,-248.99999999998812,-13.999999999980695,246.9999999999999,158.99999999999804,-624.0000000000023,-363.0000000000022,-316.99999999998954,125.99999999999056,118.99999999999977,152.00000000000102,-60.99999999999994,275.000000000003,,-689.9999999999552
2021.07.12,-87.99999999999919,-0.9999999999843467,-99.00000000000375,-232.99999999999432,-7.0000000000014495,268.0000000000007,178.00000000000037,-551.9999999999969,-342.9999999999822,-262.999999999991,144.99999999999602,152.00000000000102,153.99999999999636,-79.00000000000685,258.9999999999981,,-508.99999999996754
2021.07.12,-104.00000000000409,-17.000000000000348,-93.00000000000352,-195.9999999999962,-10.999999999983245,237.99999999999955,148.0000000000037,-585.0000000000133,-392.9999999999989,-343.99999999998875,96.9999999999942,93.99999999999409,103.00000000000864,-66.00000000001049,251.00000000000122,,-877.9999999999974
2021.07.12,-119.99999999999788,-21.999999999988695,-78.00000000000296,-200.99999999998454,-19.999999999997797,205.0000000000125,148.99999999999915,-584.0000000000067,-414.9999999999876,-356.00000000000074,70.99999999999795,75.00000000000284,93.00000000000352,-70.0000000000034,263.99999999999756,,-1008.9999999999568
2021.07.12,-94.00000000000519,-27.999999999983594,-73.0000000000075,-164.99999999999292,16.000000000016,230.00000000000398,140.0000000000068,-564.000000000009,-391.9999999999924,-331.999999999999,74.99999999998863,79.9999999999983,97.99999999999898,-70.0000000000034,263.99999999999756,,-814.9999999999827
2021.07.12,-102.99999999999754,-31.000000000003247,-105.00000000000398,-222.99999999999542,2.0000000000131024,252.00000000000955,173.00000000000094,-557.0000000000075,-307.99999999999716,-265.0000000000041,143.00000000000068,135.99999999999568,146.0000000000008,-60.00000000000449,248.99999999999923,,-550.9999999999935
2021.07.12,-104.99999999999955,-43.999999999999595,-92.00000000001296,-177.00000000000495,13.000000000018552,234.99999999999943,131.99999999999878,-601.000000000007,-378.999999999996,-347.0000000000084,83.99999999998897,73.99999999999807,100.00000000000853,-54.00000000000959,258.0000000000027,,-903.0000000000227
2021.07.12,-97.00000000000264,-39.999999999995595,-95.00000000001307,-183.99999999998417,18.0000000000069,250.0,153.99999999999858,-546.000000000002,-318.9999999999804,-286.99999999999284,125.0,110.99999999999,129.0000000000049,-52.000000000007596,250.00000000000577,,-582.9999999999724
2021.07.12,-136.00000000000279,-78.00000000000028,-84.00000000000318,-217.0000000000005,9.000000000014552,186.00000000000705,156.99999999999602,-596.0000000000188,-314.99999999999864,-297.9999999999983,90.99999999999397,72.00000000000273,63.00000000000239,-44.0000000000107,209.9999999999991,,-980.0000000000175
2021.07.12,-155.00000000000514,-90.99999999999665,-105.00000000000398,-278.00000000000045,0.0,186.00000000000705,141.99999999999767,-724.0000000000135,-363.0000000000022,-347.9999999999928,70.99999999999795,51.9999999999925,22.999999999996135,-43.00000000000415,185.99999999999727,,-1447.0000000000302
2021.07.12,-65.99999999999939,-2.999999999997449,-93.00000000000352,-73.99999999999629,24.000000000001798,291.000000000011,85.99999999999719,-568.9999999999973,-404.9999999999887,-435.9999999999919,101.99999999998965,57.999999999992724,10.000000000005116,-18.0000000000069,139.99999999999568,,-952.9999999999884
2021.07.12,-22.999999999995246,58.000000000002494,28.999999999996362,34.000000000000696,19.00000000001345,212.0000000000033,56.99999999999594,-494.00000000001666,-507.9999999999973,-509.00000000000387,-10.000000000005116,-29.000000000010573,-84.00000000000318,-38.0000000000047,144.99999999999514,,-1141.000000000029
2021.07.12,-44.99999999999504,40.0000000000178,14.999999999986358,14.000000000002899,12.000000000012001,201.00000000000762,112.000000000001,-375.0000000000142,-383.0,-398.9999999999938,60.000000000002274,27.999999999991587,-9.000000000000341,-27.00000000001035,160.00000000000458,,-595.9999999999877
2021.07.12,-100.99999999999554,-8.999999999992347,-17.000000000010118,70.99999999999883,-8.999999999992347,163.0000000000109,126.99999999999933,-252.0000000000078,-588.9999999999951,-392.9999999999989,-73.99999999999807,18.000000000000682,-37.9999999999967,-159.00000000000912,260.00000000000466,,-1001.9999999999817
2021.07.12,-104.99999999999955,-8.999999999992347,-12.000000000000455,-22.999999999995246,-17.999999999984695,149.0000000000009,131.00000000000333,-380.00000000000256,-552.9999999999812,-398.9999999999938,-57.00000000000216,12.999999999991019,-60.000000000002274,-135.00000000000733,217.0000000000005,,-1240.999999999966
2021.07.12,-229.99999999999687,-187.00000000000384,-30.000000000001137,-105.99999999998388,-2.999999999997449,9.000000000000341,138.00000000000477,-487.99999999999955,-445.99999999999085,-364.9999999999931,-106.99999999999932,-76.00000000000762,-117.999999999995,-84.0000000000063,200.99999999999562,,-1891.9999999999743
2021.07.12,-217.99999999999596,-182.99999999999983,-39.00000000000148,42.0000000000087,7.0000000000014495,35.0000000000108,36.0000000000027,-531.9999999999991,-644.9999999999844,-575.9999999999987,-216.99999999999875,-174.99999999999716,-257.99999999999557,-91.00000000000774,150.00000000000568,,-2663.999999999949
